Speaker,Arabic (AR)
,"""ﻃﺎﺏ ﻳﻮﻣﻚِ."""
Ushiromiya Ange,""".........ﻁ-ﻃﺎﺏ ﻳﻮﻣﻚِ."""
,ﺗُﻌﺪ 'ﻃﺎﺏ ﻳﻮﻣﻚ' ﺍﻟﺘﺤﻴﺔ ﺍﻟﻤﻌﻴﺎﺭﻳﺔ ﺍﻟﻤﺘﺒﻌﺔ ﻫﻨﺎ.
,ﺃﺷﻌﺮ ﺑﺎﻟﻨﻔﻮﺭ ﻣﻨﻬﺎ ﻣﻊ ﺃﻧﻲ ﻗﻀﻴﺖ ﺳﻨﻴﻨًﺎ ﻭﺃﻧﺎ ﺃﺳﺘﺨﺪﻣﻬﺎ...
,ﻭﺭﻏﻢ ﺃﻧﻲ ﻛﺘﻤﺖ ﺫﻟﻚ ﺍﻟﻨﻔﻮﺭ ﻭﺭﺩﺩﺕ ﺍﻟﺘﺤﻴﺔ، ﺇﻻ ﺃﻥ ﺯﻣﻴﻠﺘﻲ ﻓﻲ ﺍﻟﻔﺼﻞ ﺍﺣﺘﺎﺭﺕ ﻭﺍﺳﺘﻐﺮﺑﺖ.
,"""......ﺃﻭﻩ? *ﺿﺤﻚ*ﺿﺤﻚ*ﺿﺤﻚ*."""
,"""ﻫﺂﺁﺁﻩ، ﻣﺎﺫﺍ ﻗﻠﺖِ؟ ﻏﻴﺮ ﺻﺤﻴﺢ، ﻛﻼ، *ﺿﺤﻚ*ﺿﺤﻚ*..."""
,ﺗﺼﺮﻓﺎﺗﻬﻦ ﻭﺃﺳﻠﻮﺏ ﺣﺪﻳﺜﻬﻦ ﻫﻲ ﻣﺎ ﺗﺘﻮﻗﻌﻪ ﻣﻦ ﻓﺘﻴﺎﺕٍ ﻓﻲ ﻣﺪﺭﺳﺔ ﻟﻸﻏﻨﻴﺎﺀ. ﻟﻜﻦ ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ، ﻏﺎﻟﺒﻴﺔ ﺍﻟﻔﺘﻴﺎﺕ ﻓﻲ ﻣﺜﻞ ﻋﻤﺮﻫﻦّ ﻳﺴﺘﻤﺘﻌﻦّ ﺑﺎﻷﻣﻮﺭ ﺍﻟﻠﺌﻴﻤﺔ.
,......ﺇﺫ ﺃﻧﻬﻦّ ﺍﺭﺗﺄﻳﻨﻪ ﺣﺪﺛًﺎ ﻣﻀﺤﻜًﺎ ﺑﻌﺪﻣﺎ ﻇﻨﻨﺖُ ﺧﻄﺄً ﺃﻥ ﺍﻟﺘﺤﻴﺔ ﻛﺎﻧﺖ ﻣﻮﺟﻬﺔً ﺇﻟﻲّ. ﺃﻭ ﺭﺑﻤﺎ ﻛﺎﻥ ﺍﻟﻌﻜﺲ.
,...ﺭﺑﻤﺎ ﺍﺭﺗﺒﻜﻦّ ﻓﻲ ﺭﺩﺓ ﻓﻌﻠﻬﻦّ ﺑﻌﺪﻣﺎ ﺣﻴّﺘﻬﻦ ﻓﺘﺎﺓٌ ﻛﺌﻴﺒﺔٌ ﻭﻫﺎﺩﺋﺔٌ ﻣﺜﻠﻲ.
,ﻛﻼ، ﻓﻤﻦ ﻧﻈﺮﺍﺗﻬﻦ ﻧﺤﻮﻱ ﻭﻫﻢ ﻳﺘﻬﺎﻣﺴﻦ ﺧﻠﻔﻬﻦ، ﻛﺎﻥ ﺑﻴﻨﻬﻦ ﻣﻦ ﺑﺪﺍ ﻛﺄﻥ ﺻﺒﺎﺣﻪ ﺍﻟﺠﻤﻴﻞ ﻗﺪ ﺗﻠﻮﺙ ﺗﻤﺎﻣﺎً ﺑﻮﺟﻮﺩﻱ.
,......ﻛﻨﺖُ ﻓﺘﺎﺓ ﻣﻜﺘﺌﺒﺔ، ﻷﻥ ﺍﻟﺠﻤﻴﻊ ﻧﺒﺬﻧﻲ.
,ﻭﺣﺘﻰ ﻻ ﺃﻓﺴﺪ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ ﺍﻟﺠﻤﻴﻞ ﻓﻲ ﻧﻈﺮﻫﻦّ، ﻃﺄﻃﺄﺕ ﺭﺃﺳﻲ ﻭﺩﺧﻠﺖ ﺍﻟﻔﺼﻞ.
,......ﻛﻤﺎ ﻟﻮ ﺃﻧﻲ ﺃﺳﻴﺮ ﻓﻲ ﻣﻤﺮﺍﺕ ﺩﺍﺭ ﺳﻴﻨﻤﺎ ﺃﺛﻨﺎﺀ ﻋﺮﺽ ﻓﻴﻠﻢ.
,ﺗﺴﻤﻰ ﻫﺬﻩ ﻣﺪﺭﺳﺔ ﺃﻛﺎﺩﻳﻤﻴﺔ ﺍﻟﻘﺪﻳﺴﺔ ﻟﻮﺳﻴﺎ ﺍﻟﺪﺍﺧﻠﻴﺔ.
