Speaker,Arabic (AR)
Ushiromiya Kinzo,"""............ﻓﻬﻤﺖ. ﺇﺫًﺍ ﻓﻘﺪ ﺑﺪﺃﺕ."""
Ronoue Genji,"""...ﻧﻌﻢ."""
Shannon,"""................................."""
,ﻟﻢ ﺗﺘﺰﻋﺰﻉ ﻣﺸﺎﻋﺮ ﻛﻴﻨﺰﻭ ﺭﻏﻢ ﺃﻧﻪ ﺳﻤﻊ ﺑﺨﺒﺮ ﻣﻘﺘﻞ ﺍﻟﺴﺘﺔ.
,ﻛﺎﻧﺖ ﻧﻈﺮﺗﻪ ﻣﻦ ﺍﻟﻨﺎﻓﺬﺓ ﺗﻌﻠﻮﻫﺎ ﺍﺑﺘﺴﺎﻣﺔٌ، ﻛﻤﻦ ﻳﺮﻯ ﺧﺼﻤﻪ ﻓﻲ ﺍﻟﺸﻄﺮﻧﺞ ﻳُﺒﺪﻉُ ﺑﺤﺮﻛﺔٍ ﻣﺪﻫﺸﺔ.
,...ﻣﻦ ﺍﻟﻤﺤﺎﻝ ﺃﻥ ﻳﻈﻬﺮ ﻣﺜﻞ ﻫﺬﺍ ﺍﻟﺘﻌﺒﻴﺮ ﻋﻠﻰ ﻭﺟﻪ ﺃﺏٍ ﻓﻘﺪ ﺃﺑﻨﺎﺀﻩ ﺩﻓﻌﺔً ﻭﺍﺣﺪﺓ.
Ronoue Genji,"""...ﺑﺄﻣﺮٍ ﻣﻦ ﺍﻟﺴﻴﺪﺓ ﺭﻭﺯﺍ، ﻳﺤﺎﻭﻝ ﻗﻮﺩﺍ ﻭﻛﺎﻧﻮﻥ ﺍﻻﺗﺼﺎﻝ ﺑﺎﻟﺸﺮﻃﺔ. ﻛﻤﺎ ﺃﻭﺻﺘﻨﺎ ﺑﺈﺗﺒﺎﻉ ﺗﻌﻠﻴﻤﺎﺗﻚ ﻳﺎ ﺳﻴﺪﻱ... ﻓﻤﺎ ﺍﻟﺬﻱ ﻳﻨﺒﻐﻲ ﺃﻥ ﻧﻔﻌﻞ؟"""
Ushiromiya Kinzo,"""...............ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻗﺪ ﺍﻧﻔﺼﻠﺖ ﻋﻦ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺤﻘﻴﻘﻲ ﺗﻤﺎﻣًﺎ. ﺍﻟﻬﻮﺍﺗﻒ ﻭﻣﺎ ﺷﺎﺑﻬﻬﺎ ﻟﻦ ﺗﺠﺪﻱ ﻧﻔﻌًﺎ."""
Ronoue Genji,"""ﺃﺁﻣﺮﻫﻤﺎ ﺑﺎﻟﺘﻮﻗﻒ؟"""
Ushiromiya Kinzo,"""...ﺣﺘﻰ ﺗﻨﺘﻬﻲ ﺩﻭﺭﺓ ﺍﻟﺮﻭﻟﻴﺖ، ﻟﻬﻢ ﺃﻥ ﻳﺸﻐﻠﻮﺍ ﺃﻧﻔﺴﻬﻢ ﺑﻤﺎ ﻳﺸﺎﺅﻭﻥ. ﻓﻠﻴﻔﻌﻠﻮﺍ ﻣﺎ ﻳﺤﻠﻮ ﻟﻬﻢ."""
Ronoue Genji,"""............ﺣﺴﻨًﺎ."""
Shannon,"""...ﺃﻣﻢ...ﻭﻣﺎﺫﺍ ﺃﻗﻮﻝ ﻟﻠﺴﻴﺪﺓ ﺭﻭﺯﺍ؟"""
Ushiromiya Kinzo,"""ﺳﺄﻋﻴﺪ ﻣﺎ ﻗﻠﺖ!! ﻟﻬﻢ ﺣﺮﻳﺔ ﻗﻀﺎﺀ ﻭﻗﺘﻬﻢ ﻛﻤﺎ ﻳﺸﺘﻬﻮﻥ!! ﻟﻬﻢ ﺃﻥ ﻳﻐﻨﻮﺍ ﺇﻥ ﺭﻏﺒﻮﺍ، ﺃﻭ ﻳﺮﻗﺼﻮﺍ ﺇﻥ ﺃﺭﺍﺩﻭﺍ! ﺣﺘﻰ ﻟﻮ ﺍﺧﺘﺎﺭﻭﺍ ﺗﻌﻠﻴﻖ ﺃﻧﻔﺴﻬﻢ ﺑﺤﺒﻞٍ ﺃﻭ ﺍﻟﻘﻔﺰ ﻓﻲ ﻗﺪﺭٍ ﻳﻐﻠﻲ، ﻓﻬﻢ ﺃﺣﺮﺍﺭ!! ﺣﺘﻰ ﻳﻬﻠﻚ ﺛﻼﺛﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ، ﻓﻠﻴﻤﻸﻭﺍ ﺃﻭﻗﺎﺗﻬﻢ ﻛﻤﺎ ﻳﺮﻭﻕ ﻟﻬﻢ. ﻭﺇﻥ ﺃﺻﺎﺑﻬﻢ ﺍﻟﻀﺠﺮ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪ، ﻓﻠﻴﺘﻔﻜﺮﻭﺍ ﻟﻤﺎﺫﺍ ﺳﺘﺔٌ ﻓﻲ ﺗﺴﻌﺔٍ ﺗﺴﺎﻭﻱ ﺍﺛﻨﻴﻦ ﻭﺃﺭﺑﻌﻴﻦ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ!! ﺫﻟﻚ ﻫﻮ ﺣﻞ ﺳﺆﺍﻟﻚ ﺍﻟﻌﻈﻴﻢ!!"""
Shannon,"""ﻥ-ﻧﻌﻢ...!"" ""ﺃﻧﺎ، ﺃﻧﺎ ﺃﻋﺘﺬﺭ..!"""
,ﺍﺭﺗﺠﻔﺖ ﺷﺎﻧﻮﻥ ﺭﻋﺒًﺎ ﻣﻦ ﻫﺬﺍ ﺍﻟﻐﻀﺐ ﺍﻟﻤﻔﺎﺟﺊ. ...ﺃﻭﻣﺄ ﻗﻴﻨﺠﻲ ﺑﺤﺮﻛﺔٍ ﺧﻔﻴﻔﺔٍ ﻛﺄﻧﻪ ﻳﺤﺬﺭﻫﺎ ﻣﻦ ﺍﻹﻛﺜﺎﺭ ﻣﻦ ﺍﻟﻘﻮﻝ.
,ﻟﻢ ﺗﺴﺘﻄﻊ ﺷﺎﻧﻮﻥ ﺇﻻ ﺃﻥ ﺗﺸﻌﺮ ﺑﺎﻟﻨﺪﻡ ﻟﺘﻔﻮﻫﻬﺎ ﺑﻜﻼﻡٍ ﻏﻴﺮ ﻣﻨﺎﺳﺐ...
Ushiromiya Kinzo,"""ﻟﻜﻦ، ...ﻟﻚ ﺃﻧﺖ ﺃﻳﻀًﺎ ﺣﺮﻳﺔ ﻓﻌﻞ ﻣﺎ ﺗﺸﺎﺋﻴﻦ. ...ﻗﻴﻨﺠﻲ. ﻭﺷﺎﻧﻮﻥ. ﻟﻘﺪ ﺧﺪﻣﺘﻤﺎﻧﻲ ﺑﺈﺧﻼﺹٍ ﺣﺘﻰ ﻫﺬﺍ ﺍﻟﻴﻮﻡ."""
Shannon,"""ﻙ-...ﻛﻠﻤﺎﺗﻚ ﺗﻜﺮﻣﻨﻲ ﺃﻛﺜﺮ ﻣﻤﺎ ﺃﺳﺘﺤﻖ... ...ﻟﻜﻦ، ﺃﻣﻢ..."""
Ronoue Genji,"""...............ﻧﺤﻦ ﺃﺛﺎﺙٌ ﺃﻗﺴﻤﻨﺎ ﻋﻠﻰ ﺧﺪﻣﺘﻚ ﻳﺎ ﺳﻴﺪﻱ. ...ﺳﻨﺒﻘﻰ ﺇﻟﻰ ﺟﺎﻧﺒﻚ ﻧﻨﺘﻈﺮ ﺃﻣﺮﻙ ﻓﻲ ﻛﻞ ﻟﺤﻈﺔ ﻭﺯﻣﺎﻥ. ...ﺣﺘﻰ ﺁﺧﺮ ﺭﻣﻖ."""
Ushiromiya Kinzo,""".................. ...ﺃﻭﺩ ﺃﻥ ﺃﺑﻴﻦ ﻟﻜﻤﺎ......ﻛﻞ ﺷﻲﺀ. ...ﺷﺎﻧﻮﻥ. ﺳﺄﻣﻠﻲ ﻭﺻﻴﺘﻲ. ﺃﺭﺟﻮ ﺃﻥ ﺗﺪﻭﻧﻲ ﻣﺎ ﺃﻣﻠﻴﻪ ﻋﻠﻴﻚ. ...ﻗﻴﻨﺠﻲ ﻣﻦ ﻓﻀﻠﻚ، ﺃﻋﺪ ﻟﻲ ﻣﺸﺮﻭﺑﻲ ﺍﻟﻤﻔﻀﻞ ﻛﺎﻟﻤﻌﺘﺎﺩ."""
Shannon,"""ﻫﺎ... ...............ﻧﻊ-............ﻧﻌﻢ...!"""
,ﻛﺎﻥ ﻧﺎﻧﺠﻮ ﻗﺪ ﻧﺼﺢ ﻛﻴﻨﺰﻭ ﻣﺮﺍﺕٍ ﻋﺪﻳﺪﺓً ﺑﻜﺘﺎﺑﺔ ﻭﺻﻴﺔٍ ﻷﺟﻞ ﺻﺤﺘﻪ، ﻟﻜﻦ ﻛﻴﻨﺰﻭ ﻛﺎﻥ ﻳﺸﺘﻌﻞ ﻏﻀﺒًﺎ ﻓﻲ ﻛﻞ ﻣﺮﺓ.
,"...ﻭﻣﻨﺬ ﺫﻟﻚ ﺍﻟﺤﻴﻦ، ﺃﺻﺒﺤﺖ ""ﺍﻟﻮﺻﻴﺔ"" ﻫﻲ ﺍﻟﻜﻠﻤﺔ ﺍﻟﺘﻲ ﺗﺜﻴﺮ ﺍﺳﺘﻴﺎﺀ ﻛﻴﻨﺰﻭ ﺃﻛﺜﺮ ﻣﻦ ﻏﻴﺮﻫﺎ."
,ﻓﻠﻤﺎ ﻧﻄﻖ ﺑﻬﺎ ﻣﻦ ﺗﻠﻘﺎﺀ ﻧﻔﺴﻪ، ﻟﻢ ﺗﺴﺘﻄﻊ ﺷﺎﻧﻮﻥ ﺇﻻ ﺃﻥ ﺗﺘﺮﺩﺩ ﻓﻲ ﺗﺼﺪﻳﻖ ﺃﺫﻧﻴﻬﺎ ﻟﻠﺤﻈﺔ.
,"ﻫﺮﻋﺖ ﺷﺎﻧﻮﻥ ﻟﺘﺠﻬﺰ ﺍﻟﻄﺎﻭﻟﺔ ﺍﻟﺠﺎﻧﺒﻴﺔ ﻭﺃﻭﺭﺍﻕ ﺍﻟﻜﺘﺎﺑﺔ. ﻭﺑﺎﺷﺮ ﻗﻴﻨﺠﻲ ﺗﺤﻀﻴﺮ ﻣﺸﺮﻭﺏ ""ﺍﻟﺸﻴﻄﺎﻥ ﺍﻷﺧﻀﺮ"" ﺍﻟﻤﻌﺘﺎﺩ، ﻛﻤﺎ ﻃﻠﺐ ﻣﻨﻪ..."
Shannon,"""ﺃﻧﺎ ﻣﺴﺘﻌﺪﺓ."""
Ushiromiya Kinzo,""".........ﻫﻤﻢ. .........ﻣﻦ ﺃﻳﻦ ﻳﺠﺐ ﺃﻥ ﺃﺑﺪﺃ؟ ...ﺭﺑﻤﺎ ﻳﻨﺒﻐﻲ ﺃﻥ ﺃﺗﺤﺪﺙ ﻋﻦ ﺣﻴﺎﺗﻲ ﺃﻳﻀًﺎ. ...ﺳﻴﻜﻮﻥ ﻣﻤﺘﻌًﺎ ﺃﻥ ﺃﺗﺮﻙ ﺳﺠﻼً ﻷﻟﻌﺎﺑﻲ ﺍﻟﺘﻲ ﻻ ﺗﻨﺴﻰ."""
Ushiromiya Kinzo,""".........ﻣﻦ ﺍﻟﻤﻤﺘﻊ ﺣﻘًﺎ ﻗﺮﺍﺀﺓ ﺳﺠﻼﺕ ﺍﻟﻤﺒﺎﺭﻳﺎﺕ ﺍﻟﻘﺪﻳﻤﺔ ﻣﻨﺬ ﺃﻛﺜﺮ ﻣﻦ ﻗﺮﻥٍ، ...ﺭﺣﻠﺔٌ ﺗﻐﻮﺹ ﻓﻲ ﺃﻓﻜﺎﺭ ﺃﻭﻟﺌﻚ ﺍﻟﻼﻋﺒﻴﻦ. ...ﻓﻬﻞ ﺳﺘﻐﺮﻱ ﻭﺭﻗﺔ ﻧﺘﺎﺋﺞ ﺣﻴﺎﺗﻲ ﺃﻳﻀًﺎ ﻣﻦ ﻳﺄﺗﻮﻥ ﻓﻲ ﺍﻟﻤﺴﺘﻘﺒﻞ ﻟﻴﺨﻮﺿﻮﺍ ﺭﺣﻠﺔً ﻓﻲ ﺃﻓﻜﺎﺭﻱ؟ ...ﻫﻤﻒ."""
,ﻇﻞ ﻛﻴﻨﺰﻭ ﻟﺒﺮﻫﺔٍ ﻳﻔﻜﺮ ﻣﻦ ﺃﻳﻦ ﻳﺒﺪﺃ ﺣﺪﻳﺜﻪ، ﻳﺠﻮﻝ ﻓﻲ ﺍﻟﻐﺮﻓﺔ ﻭﻳﺪﺍﻩ ﺧﻠﻒ ﻇﻬﺮﻩ...
Ronoue Genji,"""ﺳﻴﺪﻱ. .........ﺗﻔﻀﻞ."""
Ushiromiya Kinzo,"""ﺟﻴﺪ. ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺻﺪﻳﻘﻲ. ...ﺣﺴﻨًﺎ ﺇﺫًﺍ. ﺇﺫﺍ ﻣﺎ ﺃﺭﺩﺕ ﺳﺮﺩ ﻗﺼﺔ ﺣﻴﺎﺗﻲ، ﻓﻌﻠﻲ ﺃﻥ ﺃﺑﺪﺃ ﻣﻦ ﻟﺤﻈﺔ ﻟﻘﺎﺋﻲ ﺑﺘﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ."""
Ushiromiya Kinzo,"""...ﺷﺎﻧﻮﻥ، ﺩﻭﻧﻲ ﻫﺬﺍ. ...ﻛﺎﻥ ﻟﻘﺎﺋﻲ ﺑـ{f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻳﺮﺟﻊ ﺇﻟﻰ ﺯﻣﻦٍ ﻏﺎﺑﺮٍ. ﻓﻲ ﺃﻱ ﻋﺎﻡٍ ﻣﻦ ﻋﺼﺮ ﺷﻮﺍ ﺣﺪﺙ ﺫﻟﻚ؟ ...ﺃﻇﻨﻪ ﻛﺎﻥ ﻗﺮﺏ ﺧﺘﺎﻡ ﺍﻟﺤﺮﺏ—"""
,ﺍﺳﺘﻐﺮﻗﻨﺎ ﻭﻗﺘًﺎ ﻟﻨﺴﺘﺮﺩ ﺭﺑﺎﻃﺔ ﺟﺄﺷﻨﺎ، ...ﻭﺃﻗﺴﻤﻨﺎ ﻛﻞٌ ﻷﻫﻠﻪ ﺃﻧﻨﺎ ﺳﻨﻘﺒﺾ ﻋﻠﻰ ﺍﻟﻘﺎﺗﻞ ﻣﻬﻤﺎ ﻛﻠﻒ ﺍﻷﻣﺮ.
,ﺳﻴﻜﻮﻥ ﻛﺬﺑًﺎ ﺃﻥ ﻧﻘﻮﻝ ﺃﻥ ﺷﻌﻮﺭ ﺍﻟﻤﺮﺍﺭﺓ ﻗﺪ ﺯﺍﻝ ﺗﻤﺎﻣًﺎ.
