Speaker,Arabic (AR)
,ﺍﺳﺘﻤﺮ ﺍﻟﺠﻮ ﺍﻟﻘﺎﺗﻢ ﺣﺘﻰ ﺑﻌﺪ ﻣﻐﺎﺩﺭﺗﻬﻤﺎ.
,ﻳﺘﻤﻠﻜﻬﻢ ﻏﻀﺐ ﻣﻦ ﻓﻜﺮﺓ ﺃﻥ ﺍﻟﺘﺤﻘﻴﻖ ﻓﻲ ﻫﻮﻳﺔ ﺍﻟﺠﺎﻧﻲ ﻳﻌﻨﻲ ﺗﺤﺪﻳﺪ ﻣﻦ ﻳﺠﺐ ﺍﻟﺸﻚ ﻓﻴﻪ. ....ﺇﺫ ﺑﺎﺕ ﺍﻟﺠﻤﻴﻊ ﻳﺸﻌﺮ ﺃﻥ ﻣﻨﺎﻗﺸﺔ ﺍﻟﻘﻀﻴﺔ ﻳﻌﺪ ﻣﻦ ﺍﻟﻤﺤﺮﻣﺎﺕ.
,ﻟﺬﻟﻚ ﻟﻢ ﻳﺘﺤﺪﺙ ﺃﺣﺪ ﻋﻦ ﺍﻟﻘﻀﻴﺔ، ﻋﻠﻰ ﺍﻷﻗﻞ ﺟﻬﺮﺍ.
,.....ﻭﻟﻜﻦ، ﺑﻘﻴﺖ ﺗﻠﻚ ﺍﻷﻓﻜﺎﺭ ﺗﻤﻠﺆ ﺃﺫﻫﺎﻧﻨﺎ.{n}ﻟﻢ ﻧﺴﺘﻄﻊ ﻗﻮﻝ ﺫﻟﻚ ﺑﺼﻮﺕ ﻣﺮﺗﻔﻊ، ﻣﻤﺎ ﺟﻌﻠﻨﺎ ﻧﺤﺲ ﻭﻛﺄﻥ ﺭﺅﻭﺳﻨﺎ ﺳﺘﻨﻔﺠﺮ...
,ﻟﺬﻟﻚ، ﻋﻠﻰ ﺍﻷﻗﻞ ﻣﻦ ﺍﻟﺨﺎﺭﺝ، ﺧﻴﻢ ﺍﻟﻬﺪﻭﺀ ﻣﺮﺓ ﺃﺧﺮﻯ ﻋﻠﻰ ﻏﺮﻓﺔ ﺍﻟﻤﻌﻴﺸﺔ.
,ﻭﺑﻘﻲ ﻛﻞ ﺷﻲﺀ ﻣﻜﺪﺭﺍ.
Ushiromiya George,""".........ﺃﺷﻌﺮ ﺃﻥ ﺍﻟﻤﻄﺮ ﺧﻒ ﻗﻠﻴﻼ."""
Ushiromiya Maria,"""ﺃﻭﻭ-...؟ ﻣﺎﺯﺍﻝ ﺍﻟﻤﻄﺮ ﻳﻨﻬﻤﺮ. ﺃﻭﻭ-..."""
Ushiromiya Battler,"""ﺣﺘﻰ ﻟﻮ ﺗﻮﻗﻒ، ﻻ ﻳﻮﺟﺪ ﻗﺎﺭﺏ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ. ...ﻭﻟﻜﻦ ﺳﻴﻜﻮﻥ ﻣﻦ ﺍﻟﺮﺍﺋﻊ ﻟﻮ ﺟﺎﺀ ﺍﻟﻘﺎﺭﺏ ﺑﺴﺮﻋﺔ ﻏﺪﺍ. ﻟﻘﺪ ﺍﻛﺘﻔﻴﺖ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺼﺮ ﺫﻭ ﺍﻟﻄﺮﺍﺯ ﺍﻟﻐﺮﺑﻲ، ﺃﻫﻴﻬﻴﻬﻲ."""
Ushiromiya Jessica,"""ﺃﻣﻲ، ﻣﺘﻰ ﺳﻴﺄﺗﻲ ﺍﻟﻘﺎﺭﺏ ﻏﺪﺍ؟"""
