Speaker,Arabic (AR)
Ushiromiya Rudolf,"""ﻫﻔﻔﻒ. ﻛﺮﺍﻫﻴﺔ ﺃﺧﺘﻲ ﻟﻠﺘﺪﺧﻴﻦ ﻣﺰﻋﺠﺔ."""
Ushiromiya Hideyoshi,"""ﺃﻋﺘﺬﺭ ﻟﻚ. ﻣﺰﺍﺟﻬﺎ ﻋﻜﺮ ﻣﻨﺬ ﺍﻟﻠﻴﻠﺔ ﺍﻟﻤﺎﺿﻴﺔ. ﺃﻳﻤﻜﻨﻚ ﻣﺴﺎﻳﺮﺗﻬﺎ ﻗﻠﻴﻼ؟"""
,ﺻﻌﺪ ﺭﻭﺩﻭﻟﻒ ﻭﻫﻴﺪﻳﻮﺷﻲ ﺇﻟﻰ ﺍﻟﺴﻄﺢ ﻟﻴﺪﺧﻨﺎ.
,ﺗﻜﺮﻩ ﺇﻳﻔﺎ ﺍﻟﺘﺒﻎ، ﻭﺗﺒﻐﻀﻪ ﺑﺘﻌﻜﺮ ﻣﺰﺍﺟﻬﺎ.
,ﺣﺎﻭﻻ ﻗﻀﺎﺀ ﻭﻗﺖ ﻫﺎﺩﺉ ﺑﺎﻟﺘﺪﺧﻴﻦ ﺣﺘﻰ ﺍﻟﻮﺻﻮﻝ، ﻟﻜﻨﻬﻤﺎ ﻭﺑﺨﺎ ﻭﻃﺮﺩﺍ ﺇﻟﻰ ﺍﻟﺴﻄﺢ.
,ﺟﺮﺏ ﻫﻴﺪﻳﻮﺷﻲ ﺇﺷﻌﺎﻝ ﻭﻻﻋﺘﻪ، ﻭﺭﺩﻋﺘﻪ ﺍﻟﺮﻳﺎﺡ.{n}ﺃﺧﺮﺝ ﺭﻭﺩﻭﻟﻒ ﻭﻻﻋﺔ ﻣﻦ ﻧﻮﻉ ﺯﻳﺒﻮ ﺑﺤﺮﻛﺔ ﺃﻧﻴﻘﺔ، ﻭﺃﻋﺎﺭﻩ.
Ushiromiya Rudolf,"""ﻣﻨﺬ ﻣﺘﻰ ﺗﺪﺧﻦ ﻳﺎ ﻫﻴﺪﻳﻮﺷﻲ ﻧﻲ-ﺳﺎﻥ؟"""
Ushiromiya Hideyoshi,"""ﺑﻌﺪ ﺍﻧﺘﻬﺎﺀ ﺍﻟﺤﺮﺏ. ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ، ﻟﻔﻔﺖ ﺍﻟﺴﺠﺎﺋﺮ ﺑﻨﻔﺴﻲ. ﺛﻢ ﺑﺪﺃﺕ ﺃﺩﺧﻦ ﻣﺎ ﻛﻨﺖ ﺃﺑﻴﻌﻪ. ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎ!"""
Ushiromiya Rudolf,"""ﺇﺫﺍ ﻛﻨﺖ ﻣﺪﺧﻨﺎ ﺣﻴﻨﻤﺎ ﻗﺎﺑﻠﺖ ﺃﺧﺘﻲ. ﺃﺟﺰﻡ ﺑﺈﻟﺤﺎﺣﻬﺎ ﻋﻠﻴﻚ ﻟﺘﺘﺮﻛﻪ."""
Ushiromiya Hideyoshi,"""ﻟﻢ ﺃﻟﻖِ ﻟﻬﺎ ﺑﺎﻻ ﻓﺎﺳﺘﺴﻠﻤﺖ. ﻭﺍﻫﺎﻫﺎ، ﻋﻠﻰ ﺍﻟﺮﺟﺎﻝ ﺍﻟﺜﺒﺎﺕ ﻓﻲ ﻫﺬﻩ ﺍﻟﻤﻮﺍﻗﻒ."""
,ﺿﺤﻚ ﻫﻴﺪﻳﻮﺷﻲ ﺑﺤﻤﺎﺳﺔ، ﻭﺍﺑﺘﺴﻢ ﺭﻭﺩﻭﻟﻒ.
,ﺑﻌﺪﻣﺎ ﺃﻧﺒﺎ ﻣﻦ ﺇﻳﻔﺎ، ﺫﻫﺒﺎ ﻟﺴﻄﺢ ﺍﻟﻘﺎﺭﺏ ﻣﻬﺰﻭﻣﻴﻦ. ﻻ ﺷﻚ ﺗﻘﺮﻳﺒﺎ ﺳﻴﻄﺮﺗﻬﺎ ﻋﻠﻴﻪ.
Ushiromiya Hideyoshi,"""...ﻟﻴﺲ ﻣﻦ ﺷﻴﻤﻬﺎ ﺳﺮﻋﺔ ﺍﻟﻐﻀﺐ. ...ﺑﻞ ﺇﻧﻬﺎ ﻏﺎﻟﺒﺎ ﺍﻣﺮﺃﺓ ﻟﻄﻴﻔﺔ ﻫﺎﺩﺋﺔ. ﻟﻜﻨﻬﺎ ﺗﺘﻐﻴﺮ ﻛﻞ ﻋﺎﻡ ﺑﺤﻴﻦ ﻫﺬﺍ ﺍﻟﻴﻮﻡ."""
