Speaker,Arabic (AR)
Ushiromiya Rosa,"""ﺃﻳﻬﺎ ﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ؟! ﻣﺎ ﺍﻟﺬﻱ ﻳﺤﺪﺙ ﺑﺤﻖ ﺍﻟﺴﻤﺎﺀ؟!"""
Ushiromiya George,"""ﺁﻩ، ﺷﺎﻧﻮﻥ! ﻳﺎ ﻟﻠﺮﺍﺣﺔ، ﺃﻧﺖ ﺑﺨﻴﺮ...! ﻟﻮ ﺃﺻﺎﺑﻚ ﻣﻜﺮﻭﻩ، ﻻ ﺃﻋﻠﻢ ﻣﺎ ﻛﻨﺖ ﺳﺄﻓﻌﻞ...!"""""
Shannon,"""......ﺟﻮﺭﺝ-ﺳﺎﻣﺎ...... ......ﺃﻭﻩ......"""
Ushiromiya Rosa,"""ﺟﻮﺭﺝ-ﻛﻦ، ﺍﺻﻤﺖ ﻟﻠﺤﻈﺔ! ﺟﺮﻳﻤﺔ ﻗﺘﻞ ﻭﻗﻌﺖ ﺃﻣﺎﻡ ﻋﻴﻨﻴﻚ، ﺻﺤﻴﺢ؟! ﻫﻞ ﺭﺃﻳﺖ ﺍﻟﻘﺎﺗﻞ؟! ﺃﻡ ﻻ؟!!"""
Gohda Toshiro,"""ﺫﺍ-... ﺫﻟﻚ، ﺃﻣﻢ، ......ﻛﻴﻒ ﻳﻤﻜﻨﻨﻲ ﺃﻥ ﺃﺷﺮﺡ...؟! ﻗﻴﻨﺠﻲ-ﺳﺎﻥ."""
Ronoue Genji,"""..................ﺣﺘﻰ ﻧﺤﻦ ﻻ ﻧﺴﺘﻄﻴﻊ ﺗﻔﺴﻴﺮ ﻣﺎ ﺭﺃﻳﻨﺎﻩ ﺑﻮﺿﻮﺡ."""
Gohda Toshiro,"""ﻟﻘﺪ ﺣﺪﺙ ﺍﻷﻣﺮ، ﺃﻣﻢ، ...ﺃﻣﺎﻡ ﺃﻋﻴﻨﻨﺎ ﺗﻤﺎﻣًﺎ! ًﺃﻣﺎﻡ ﻋﻴﻨﻲ ﻣﺒﺎﺷﺮﺓ! ﻟﻜﻦ ﺭﻏﻢ ﺫﻟﻚ، ......ﺫﻟﻚ، ﺃﻣﻢ، "".........ﺫﻟﻚ ﺍﻟﺸﻲﺀ... ﺣﺘﻰ ﺃﻧﺎ ﻻ ﺃﻓﻬﻢ!"""
Ushiromiya Rosa,"""ﻋﻤّﺎﺫﺍ ﺗﺘﺤﺪﺙ؟! ﻣﻦ ﺍﻟﻤﺴﺘﺤﻴﻞ ﺃﻥ ﻳﻜﻮﻥ ﺍﻟﺸﺨﺺ ﺍﻟﺬﻱ ﺍﻟﺘﻘﻴﺘﻢ ﺑﻪ ﺃﻱ ﺃﺣﺪ ﺳﻮﻯ ﺍﻟﺴﺎﺣﺮﺓ ﺑﻴﺎﺗﺮﻳﺲ، ﺍﻟﺘﻲ ﻓﻘﺪ ﺃﺛﺮﻫﺎ ﻣﻨﺬ ﺍﻟﻠﻴﻠﺔ ﺍﻟﻤﺎﺿﻴﺔ، ﺃﻭ ﻛﺎﻧﻮﻥ-ﻛﻦ، ﺍﻟﺬﻱ ﺍﺧﺘﻔﻰ! ﻫﻞ ﻛﺎﻥ ﺭﺟﻼً ﺃﻡ ﺍﻣﺮﺃﺓ؟! ""ﻋﻠﻰ ﺍﻷﻗﻞ، ﻳﺠﺐ ﺃﻥ ﺗﻜﻮﻥ ﻗﺎﺩﺭ ﻋﻠﻰ ﺇﺧﺒﺎﺭﻱ ﺑﺬﻟﻚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"""
Ushiromiya Battler,"""ﻫﺪّﺋﻲ ﻣﻦ ﺭﻭﻋﻚ ﻳﺎ ﻋﻤﺔ ﺭﻭﺯﺍ...! ًﺃﻱ ﺷﺨﺺ ﺳﻴﺸﻌﺮ ﺑﺎﻻﺭﺗﺒﺎﻙ ﻋﻨﺪﻣﺎ ﻳُﻘﺘﻞ ﺷﺨﺼﺎﻥ ﺃﻣﺎﻡ ﻋﻴﻨﻴﻪ ﻣﺒﺎﺷﺮﺓ! ﻗﻮﺩﺍ-ﺳﺎﻥ، ﻗﻴﻨﺠﻲ-ﺳﺎﻥ. ﺧﺬﻭﺍ ﻧﻔﺴًﺎ ﻋﻤﻴﻘًﺎ  ﻭﺃﺧﺒﺮﻭﻧﺎ ﺑﻜﻞ ﻣﺎﺣﺪﺙ ﻣﻦ ﺍﻟﺒﺪﺍﻳﺔ."""
Gohda Toshiro,"""...............ﺑﺸﺄﻥ ﺫﻟﻚ... ﻛﻴﻒ ﻳﻤﻜﻨﻨﻲ ﺃﻥ ﺃﺻﻔﻪ......"""
