Speaker,Arabic (AR)
,ﺑﻌﺪ ﺍﻧﺘﻬﺎﺀ ﺍﻟﻐﺪﺍﺀ، ﻗﺎﻡ ﺍﻟﺨﺪﻡ ﺑﺮﻓﻊ ﺃﺩﻭﺍﺕ ﺍﻟﻤﺎﺋﺪﺓ ﻭﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﺍﻟﻤﻄﺒﺦ.{n}ﻟﻢ ﺗﻬﺪﺉ ﺍﻟﺮﻳﺎﺡ ﻭﻻ ﺍﻷﻣﻄﺎﺭ، ﻭﻇﻠﺖ ﺍﻟﺠﺰﻳﺮﺓ ﻣﻌﺰﻭﻟﺔ ﻋﻦ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺨﺎﺭﺟﻲ.
,ﺑﺪﺍ ﻭﻛﺄﻥ ﻧﺎﺗﺴﻮﻫﻲ ﻛﺎﻧﺖ ﺗﺨﻄﻂ ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ ﺑﻌﺪﻡ ﺍﻟﺴﻤﺎﺡ ﻷﺣﺪ ﺑﻤﻐﺎﺩﺭﺓ ﺍﻟﻐﺮﻓﺔ، ﻭﻟﻜﻦ ﻋﻨﺪﻣﺎ ﺣﺎﻥ ﻭﻗﺖ ﺗﺤﻀﻴﺮ ﺍﻟﻐﺪﺍﺀ، ﺃﺩﺭﻛﺖ ﺃﻥ ﻫﺬﺍ ﻛﺎﻥ ﻣﺴﺘﺤﻴﻼ.
,ﻭﻣﻊ ﺫﻟﻚ، ﻣﻦ ﺃﺟﻞ ﺗﺠﻨﺐ ﻭﺟﻮﺩ ﺃﻱ ﺷﺨﺺ ﺑﻤﻔﺮﺩﻩ ﻓﻲ ﺍﻟﻤﻄﺒﺦ، ﺃﺧﺒﺮﺕ ﺍﻟﺨﺪﻡ ﺍﻟﺜﻼﺛﺔ ﺃﻥ ﻳﺒﻘﻮﺍ ﻣﻌﺎ.
,ﻭﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ، ﺃﻭﻝ ﻣﻦ ﺣﺼﻞ ﻋﻠﻰ ﺣﻖ ﻣﻐﺎﺩﺭﺓ ﻏﺮﻓﺔ ﺍﻟﻤﻌﻴﺸﺔ ﺍﻟﻤﻜﺘﻈﺔ ﺑﺄﺣﺪ ﻋﺸﺮ ﺷﺨﺼﺎ، ﻛﺎﻥ ﺍﻟﺨﺪﻡ.
,ﻭﺑﻤﺎ ﺃﻥ ﺍﻹﻓﻄﺎﺭ ﺗﺒﻊ ﻫﺬﻩ ﺍﻟﺠﺮﻳﻤﺔ ﺍﻟﻤﺮﻭﻋﺔ ﻋﻠﻰ ﺍﻟﻔﻮﺭ، ﻛﺜﻴﺮ ﻣﻨﻬﻢ ﻟﻢ ﻳﺄﻛﻞ ﺟﻴﺪﺍ، ﻭﺍﻟﺘﻬﻢ ﺍﻟﺠﻤﻴﻊ ﻭﺟﺒﺔ ﺍﻟﻐﺪﺍﺀ ﻓﻲ ﺻﻤﺖ.
Kumasawa Chiyo,"""ﺍﺫﻫﺒﺎ ﻭﺧﺬﺍ ﻗﺴﻄﺎ ﻣﻦ ﺍﻟﺮﺍﺣﺔ، ﺳﺄﻏﺴﻞ ﺍﻷﻃﺒﺎﻕ ﺑﻨﻔﺴﻲ ﻳﺎ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻭﻗﻴﻨﺠﻲ-ﺳﺎﻥ. .....ﻫﻞ ﺃﺣﻀﺮ ﺷﻴﺌﺎ ﺗﺸﺮﺑﻪ؟"""
Ronoue Genji,""".......ﻻ ﺭﻏﺒﺔ ﻟﻲ ﻓﻲ ﺷﻲﺀ. ﻣﺎﺫﺍ ﻋﻨﻚ ﻳﺎ ﻛﺎﻧﻮﻥ؟"""
Kanon,""".......ﻻ ﺃﺭﻏﺐ ﺷﻴﺌﺎ ﺃﻳﻀﺎ."""
Kumasawa Chiyo,"""ﻻ ﺑﺪ ﻭﺃﻧﻜﻤﺎ ﻣﺸﻐﻮﻻﻥ ﻣﻨﺬ ﺍﻟﺼﺒﺎﺡ ﺍﻟﺒﺎﻛﺮ... ﻻ ﻋﺠﺐ ﺃﻥ ﺗﺸﻌﺮﺍ ﺑﺎﻟﺘﻌﺐ..."""
,ﻛﺎﻥ ﺍﻟﺼﻮﺕ ﺍﻟﻮﺣﻴﺪ ﻫﻮ ﺻﻮﺕ ﻏﺴﻴﻞ ﻛﻮﻣﺎﺳﺎﻭﺍ ﻟﻠﺼﺤﻮﻥ، ﻭﺍﻟﺬﻱ ﻇﻞ ﻳﺘﺮﺩﺩ ﻓﻲ ﺟﻤﻴﻊ ﺃﻧﺤﺎﺀ ﺍﻟﻤﻄﺒﺦ.
,ﺟﻠﺲ ﻗﻴﻨﺠﻲ ﻭﻛﺎﻧﻮﻥ ﻋﻠﻰ ﻣﻘﺎﻋﺪ ﻣﺘﺠﺎﻭﺭﺓ، ﺑﻴﻨﻤﺎ ﺃﻋﻴﻨﻬﻢ ﻣﻐﻠﻘﺔ ﻋﻠﻰ ﻧﺤﻮ ﺧﻔﻴﻒ.
,ﻛﻤﺎ ﻗﺎﻟﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ، ﻛﺎﻥ ﻫﺬﺍﻥ ﺍﻟﺸﺨﺼﺎﻥ ﻣﻨﻬﻜﺎﻥ ﻣﻦ ﺍﻟﺘﻌﺐ.
,ﻭﻟﻜﻦ ﻫﺬﺍ ﻻ ﻳﻌﻨﻲ ﺃﻥ ﺑﻤﻘﺪﺭﺗﻬﻢ ﺇﻇﻬﺎﺭ ﻫﺬﺍ ﺍﻟﻀﻌﻒ ﺃﻣﺎﻡ ﺍﻟﻌﺎﺋﻠﺔ.
,....ﺗﺠﻨﺐ ﺫﻟﻚ ﻛﺎﻥ ﻣﻦ ﻓﻀﺎﺋﻞ ﺍﻟﺨﺪﻡ.
,ﺑﻌﺪ ﺃﻥ ﺍﺳﺘﻤﺮ ﺍﻟﺼﻤﺖ ﻟﺒﻌﺾ ﺍﻟﻮﻗﺖ، .......ﻓﺘﺢ ﻛﺎﻧﻮﻥ ﻓﻤﻪ ﻭﺗﻤﺘﻢ.
Kanon,"""....ﺷﺎﻧﻮﻥ... .....ﻟﻤﺎﺫﺍ...، ﻛﺎﻥ ﻋﻠﻴﻬﺎ ﺃﻥ ﺗﻤﻮﺕ ﺑﻄﺮﻳﻘﺔ ﻣﺮﻭﻋﺔ...؟"""
Ronoue Genji,""".......ﺍﻧﺲ ﻛﻴﻒ ﻣﺎﺗﺖ. ........ﻟﻢ ﻳﻜﻦ ﺃﻛﺜﺮ ﻣﻦ...ﺣﻆ ﺳﻴﻰﺀ."""
Kanon,"""......ﺃﻧﺖ ﻣﺤﻖ. ......ﻟﻢ ﻳﻜﻦ ﺃﻛﺜﺮ ﻣﻦ ﺣﻆ ﺳﻴﻰﺀ."""
,ﻛﻼﻫﻤﺎ ﺻﻤﺖ ﻣﺮﺓ ﺃﺧﺮﻯ. ...ﺍﻣﺘﻸﺕ ﻣﻼﻣﺢ ﻛﺎﻧﻮﻥ ﺑﺎﻟﺤﺰﻥ.
Kumasawa Chiyo,"""ﺑﺎﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺃﻥ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ ﻣﺎﺗﺖ ﺑﺎﻟﻔﻌﻞ... ﻣﺎ ﺯﻟﺖ ﻻ ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﺻﺪﻕ ﺫﻟﻚ. .....ﺍﻟﻤﺴﻜﻴﻨﺔ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ... ......ﻋﺪﻡ ﺍﻟﻘﺪﺭﺓ ﻋﻠﻰ ﻣﻘﺎﺑﻠﺘﻬﺎ ﻣﺮﺓ ﺃﺧﺮﻯ ﺗﺒﺪﻭ ﻭﻛﺄﻧﻬﺎ ﻛﺬﺑﺔ... ﺃﺭﺩﺕ ﻓﻘﻂ ﺃﻥ ﺃﺭﻯ ﻭﺟﻬﻬﺎ ﺍﻟﻤﺒﺘﺴﻢ ﻣﺮﺓ ﺃﺧﺮﻯ..."""
,ﺗﺤﺪﺛﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺑﻴﻨﻤﺎ ﻇﻬﺮﻫﺎ ﻣﻮﺍﺟﻪ ﻟﻬﻢ.
,...ﻟﻢ ﺗﺮ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺟﺜﺔ ﺷﺎﻧﻮﻥ، ﻟﺬﻟﻚ ﻟﻢ ﺗﻜﻦ ﻟﺪﻳﻬﺎ ﻣﺸﻜﻠﺔ ﻓﻲ ﺫﻛﺮ ﻭﺟﻪ ﺷﺎﻧﻮﻥ.
,...ﻋﻨﺪﻣﺎ ﺳﻤﻊ ﻛﺎﻧﻮﻥ ﺗﻠﻚ ﺍﻟﻜﻠﻤﺎﺕ، ﺗﺬﻛﺮ ﻣﺮﺓ ﺃﺧﺮﻯ ﻛﻴﻒ ﺃﻥ ﻧﺼﻒ ﻭﺟﻪ ﺷﺎﻧﻮﻥ ﻛﺎﻥ ﻣﻬﺸﻤﺎ، ﻓﺎﺯﺩﺍﺩﺕ ﻣﻼﻣﺤﻪ ﺣﺰﻧﺎ...
Kanon,"""......ﻟﻤﺎﺫﺍ ﻓﻌﻠﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺫﻟﻚ ﺑﺸﺎﻧﻮﻥ...؟ ....ﺇﺫﺍ ﺃﺭﺍﺩﺕ ﻗﺮﺍﺑﻴﻨﺎ، ﻓﻴﻮﺟﺪ ﺍﻟﻜﺜﻴﺮ ﻏﻴﺮﻫﺎ... ........ﻟﻤﺎﺫﺍ...،ﻟﻤﺎﺫﺍ؟!"""
Ronoue Genji,""".........ﻟﻢ ﻳﻜﻦ ﺃﻛﺜﺮ ﻣﻦ ﺳﻮﺀ ﺣﻆ. .....ﻟﻮ ﻟﻢ ﻧﻜﻦ ﻣﺤﻈﻮﻇﻴﻦ، ﻟﻜﺎﻥ ﻭﺍﺣﺪ ﻣﻨﺎ ﻣﺴﺘﻠﻖ ﻫﻨﺎﻙ."""
Ronoue Genji,"""ﺃﻭ ﺭﺑﻤﺎ ﺃﻱ ﺷﺨﺺ ﺁﺧﺮ. .....ﻛﻞ ﺷﻲﺀ ﺑﻴﺪ ﺍﻟﻘﺪﺭ."""
Kanon,"""ﻗﻴﻨﺠﻲ-ﺳﺎﻣﺎ. .....ﻟﻘﺪ ﻗﻠﺖ ﺃﻥ ﻫﻨﺎﻙ ﺁﺛﺎﺭ ﺗﺸﺒﻪ ﺍﻟﺪﻡ ﻋﻠﻰ ﺑﺎﺏ ﻏﺮﻓﺔ ﺍﻟﺴﻴﺪﺓ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ...؟ ﻫﻞ ﻫﻲ ﻧﻔﺲ ﺍﻟﻤﺎﺩﺓ ﺍﻟﺘﻲ ﺭﺳﻢ ﺑﻬﺎ ﻋﻠﻰ ﺑﻮﺍﺑﺔ ﺍﻟﻤﺴﺘﻮﺩﻉ؟"""
Ronoue Genji,"""......ﻫﻤﻤﻤﻢ. ....ﻛﺎﻧﺖ ﺁﺛﺎﺭ ﺷﻲﺀ ﻏﻴﺮ ﺳﺎﺭ. ﻛﻤﺎ ﻟﻮ ﺃﻥ ﺃﺻﺎﺑﻌﺎ ﻣﻠﻄﺨﺔ ﺑﺎﻟﺪﻡ ﺗﺤﺎﻭﻝ ﺳﺤﺐ ﻣﻘﺒﺾ ﺍﻟﺒﺎﺏ، ...ﻛﻼ، ﺑﺪﺍ ﺃﻧﻪ ﻳﺤﺎﻭﻝ ﺍﻟﺪﺧﻮﻝ ﻣﻦ ﺧﻼﻝ ﺍﻟﺒﺎﺏ... .....ﻛﺎﻧﺖ ﺁﺛﺎﺭ ﻻ ﺗﻨﺬﺭ ﺑﺸﻲﺀ ﺳﺎﺭ."""
Kanon,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺯﺍﺭﺕ ﻏﺮﻓﺔ ﺍﻟﺴﻴﺪﺓ، .....ﻭﺣﺎﻭﻟﺖ ﻓﺘﺢ ﺍﻟﺒﺎﺏ، ﻟﻜﻦ ﻟﻢ ﺗﺴﺘﻄﻊ... ﺃﻫﺬﺍ ﻣﺎ ﺗﻘﺼﺪﻩ....؟"""
,ﻓﻜﺮ ﻗﻴﻨﺠﻲ ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ ﺣﻴﻦ ﺭﺃﻯ ﺁﺛﺎﺭ ﺍﻟﺪﻣﺎﺀ ﻋﻠﻰ ﺑﺎﺏ ﻏﺮﻓﺔ ﻧﺎﺗﺴﻮﻫﻲ...
,ﺁﺛﺎﺭ ﻣﺎﺩﺓ ﺣﻮﻝ ﻣﻘﺒﺾ ﺍﻟﺒﺎﺏ، ﻭﻋﻼﻣﺎﺕ ﺷﻲﺀ ﻣﺎ ﻛﺎﻥ ﻳﺨﺪﺵ ﺍﻟﺒﺎﺏ...ﻟﻘﺪ ﺑﺪﺍ ﺑﺎﻟﺘﺄﻛﻴﺪ ﻛﻤﺎ ﻟﻮ ﺃﻥ، ﺷﺨﺼﺎ ﻣﺎ ﺣﺎﻭﻝ ﻓﺘﺢ ﺍﻟﺒﺎﺏ، ﻟﻜﻨﻪ ﻟﻢ ﻳﺴﺘﻄﻊ...
Kanon,"""...ﻟﻤﺎﺫﺍ،.....ﻟﻤﺎﺫﺍ ﻟﻢ ﻳﺘﻢ ﺍﺧﺘﻴﺎﺭ ﺳﻴﺪﺗﻲ ﻛﻘﺮﺑﺎﻥ...؟ ﻟﻮ ﺗﻢ ﺍﺧﺘﻴﺎﺭ ﺍﻟﺴﻴﺪﺓ، ....ﻟﻢ ﺗﻜﻦ ﺷﺎﻧﻮﻥ، .....ﻟﻤﺎ ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﻟﺘﻤﻮﺕ...."""
,ﺑﻌﺪ ﺫﻟﻚ، ﺟﺎﺀ ﺻﻮﺕ ﺻﺎﺧﺐ ﺣﺎﺩ ﻣﻦ ﺍﻟﺮﺩﻫﺔ.{n}ﻛﻼﻫﻤﺎ ﺍﺳﺘﺪﺍﺭﺍ ﻣﺘﻔﺎﺟﺌﻴﻦ.
Ushiromiya Battler,""".....ﺃﻟﻴﺲ ﻫﺬﺍ ﺣﺪﻳﺜﺎ ﻣﺜﻴﺮﺍ ﻟﻼﻫﺘﻤﺎﻡ. ﺃﻭﺩ ﺍﻻﻧﻀﻤﺎﻡ ﻟﻜﻢ."""
,ﻗﺒﻞ ﺃﻥ ﻳﺪﺭﻙ ﺃﻱ ﻣﻦ ﺍﻟﺨﺪﻡ ﺫﻟﻚ، ﻭﻗﻒ ﺑﺎﺗﻠﺮ ﻋﻨﺪ ﻣﺪﺧﻞ ﺍﻟﻤﻄﺒﺦ.
Kanon,"""......ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﺍﻋﺬﺭﻧﺎ ﺭﺟﺎﺀ."""
,ﻭﻗﻒ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻭﻛﺎﻧﻮﻥ-ﻛﻦ ﻣﺼﺪﻭﻣﻴﻦ، ﺛﻢ ﻗﺎﻣﺎ ﺑﺎﻻﻧﺤﻨﺎﺀ ﺑﺴﺮﻋﺔ.
,....ﻟﻜﻨﻨﻲ ﻟﻢ ﺃﻫﺘﻢ ﺑﺄﻣﻮﺭ ﻛﻬﺬﻩ.{n}ﻛﻨﺖ ﻣﻬﺘﻤﺎ ﺃﻛﺜﺮ ﻓﻲ ﺃﻥ ﻳﺴﺘﻤﺮﻭﺍ ﺑﺤﺪﻳﺜﻬﻢ.
Ushiromiya Battler,"""ﺃﺧﺒﺮﺗﻬﻢ ﺃﻧﻨﻲ ﺫﺍﻫﺐ ﺇﻟﻰ ﺩﻭﺭﺓ ﺍﻟﻤﻴﺎﻩ، ﻟﺬﻟﻚ ﺳﻤﺤﻮﺍ ﻟﻲ ﺑﺎﻟﻤﻐﺎﺩﺭﺓ. ﺍﻋﺘﻘﺪﺕ ﺑﺄﻧﻨﻲ ﺳﺄﺧﺘﻨﻖ ﺇﺫﺍ ﺣﺒﺴﺖ ﻓﻲ ﺗﻠﻚ ﺍﻟﻐﺮﻓﺔ ﻟﻔﺘﺮﺓ ﺃﻃﻮﻝ."""
