Speaker,Arabic (AR)
,ﻳﻌﻘﺪ ﺍﺟﺘﻤﺎﻉ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻣﺮﺓ ﻛﻞ ﻋﺎﻡ.{n}ﻭﺗﺤﺪﻳﺪﺍ ﻓﻲ ﻋﻄﻠﺔ ﺍﻷﺳﺒﻮﻉ ﺍﻷﻭﻝ ﻣﻦ ﺷﻬﺮ ﺃﻛﺘﻮﺑﺮ.
,ﻟﻮ ﺃﻥ ﺃﺳﺮﺓ ﻋﺎﺩﻳﺔ ﺗﺴﺘﺨﺪﻡ ﺍﺳﻤﺎ ﺭﻧﺎﻧﺎ ﻣﺜﻞ “ﺍﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﺔ”،ﺳﻴﺘﺒﺎﺩﺭ ﺇﻟﻰ ﺫﻫﻨﻚ ﺃﻧﻪ ﻟﻢ ﺷﻤﻞ ﺃﻗﺎﺭﺏ ﻳﺤﻴﻮﻥ ﺑﻌﻀﻬﻢ ﺍﻟﺒﻌﺾ ﻭﻳﺤﻴﻂ ﺑﻬﻢ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﺴﻮﺷﻲ.
,ﻭﻟﻜﻦ ﺑﺎﻟﻨﺴﺒﺔ ﻷﻓﺮﺍﺩ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﺬﻳﻦ ﺍﻛﺘﺴﺒﻮﺍ ﺛﺮﻭﺓ ﻛﺒﻴﺮﺓ، ﻭﻟﻢ ﻳﻌﺘﺒﺮﻭﺍ ﺑﺎﻟﻐﻴﻦ ﺇﻻ ﺑﻌﺪﻣﺎ ﻳﻨﺠﺤﻮﻥ ﻓﻲ ﺃﻋﻤﺎﻟﻬﻢ، ﻓﻜﺎﻥ ﻳﻌﺘﺒﺮ ﻫﺬﺍ ﺍﺟﺘﻤﺎﻋﺎ.
,ﻣﺎ ﻣﻘﺪﺍﺭ ﺍﻟﺜﺮﻭﺓ ﺍﻟﻤﺴﺘﺜﻤﺮﺓ؟ ﻣﺎ ﻧﻮﻉ ﺍﻟﻤﺸﺮﻭﻉ ﺍﻟﻤﺨﻄﻂ ﻟﻪ؟ ﻛﻢ ﺭﺑﺤﺖ ﻣﻦ ﺍﻷﻣﻮﺍﻝ؟
,ﻛﻢ ﺣﺠﻢ ﺍﻟﺜﺮﻭﺓ ﺍﻟﺘﻲ ﺗﻢ ﺍﻗﺘﺮﺍﺿﻬﺎ ﻣﻦ ﺍﻟﻌﺎﺋﻠﺔ ﺍﻟﺮﺋﻴﺴﻴﺔ ﻭﺍﻟﺘﻲ ﻳﻨﺒﻐﻲ ﺳﺪﺍﺩﻫﺎ؟{n}ﺃﻭ ﺭﺑﻤﺎ، ﻛﻢ ﺍﻟﻤﺒﻠﻎ ﺍﻟﺬﻱ ﺳﻴﺘﻢ ﺍﻗﺘﺮﺍﺿﻪ ﻣﻦ ﺃﺟﻞ ﻣﺸﺎﺭﻳﻊ ﺍﻷﻋﻤﺎﻝ ﺍﻟﻤﺴﺘﻘﺒﻠﻴﺔ؟{n}ﻣﺎ ﻫﻲ ﺍﻟﺪﺭﻭﺱ ﺍﻟﺘﻲ ﺗﻌﻠﻤﻮﻫﺎ، ﻭﻣﺎﺫﺍ ﻳﻤﻜﻦ ﺃﻥ ﻳﺴﺘﻔﻴﺪﻭﺍ ﻣﻦ ﺃﺧﻄﺎﺋﻬﻢ؟
,ﻣﺜﻞ ﻫﺬﻩ ﺍﻟﻤﻮﺍﺿﻴﻊ ﻛﺎﻧﺖ ﺗﻨﺎﻗﺶ ﺑﺠﺪﻳﺔ ﺑﺎﻟﻐﺔ ﻓﻲ ﺍﻟﻤﺎﺿﻲ.
,ﻳﺴﻤﻴﻬﺎ ﺃﺑﻲ ﺳﺮﻳﺮﺍ ﻣﻦ ﺍﻟﻤﺴﺎﻣﻴﺮ.
,ﻟﻘﺪ ﻛﺎﻥ ﺍﺟﺘﻤﺎﻋﺎ ﻋﺎﺋﻠﻴﺎ ﻋﻠﻰ ﻧﺤﻮ ﺟﺪﻱ ﻟﻠﻐﺎﻳﺔ، ﻳﻤﺘﻠﺊ ﺑﺄﺻﻮﺍﺕ ﺻﺎﺭﺧﺔ ﻭﻏﺎﺿﺒﺔ، ﻭﻛﺎﻥ ﻣﻦ ﺍﻟﺸﺎﺋﻊ ﺃﻥ ﺗﺘﻄﻮﺭ ﺍﻟﻤﺤﺎﺩﺛﺔ ﺇﻟﻰ ﺷﺠﺎﺭ….
,ﻟﻜﻨﻪ ﺍﻵﻥ ﺃﺻﺒﺢ ﻣﻦ ﺍﻟﻤﺎﺿﻲ.
,ﻓﻲ ﺍﻟﻮﻗﺖ ﺍﻟﺤﺎﻟﻲ ﻳﺪﻳﺮ ﺍﻟﺠﻤﻴﻊ ﻣﺸﺎﺭﻳﻌﻬﻢ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺍﻟﺨﺎﺻﺔ ﻟﺘﺤﻘﻴﻖ ﺍﻟﻨﺠﺎﺡ ﺑﻤﻔﺮﺩﻫﻢ، ﻟﺬﺍ ﻳﺼﻨﻒ ﻋﻠﻰ ﺃﻧﻪ ﺍﺟﺘﻤﺎﻉ ﺳﻨﻮﻱ ﻃﺒﻴﻌﻲ.
