Speaker,Arabic (AR)
,ﺍﻟﺮﺳﺎﻟﺔ ﺍﻟﻐﺮﻳﺒﺔ ﺍﻟﺘﻲ ﻛﻠﻔﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺑﻬﺎ ﻣﺎﺭﻳﺎ ﺃﺯﺍﻟﺖ ﻛﻞ ﺫﻛﺮﻳﺎﺕ ﺍﻟﻌﺸﺎﺀ ﻣﻦ ﺃﺫﻫﺎﻧﻨﺎ.
,ﺗﻌﺮﺿﺖ ﻣﺎﺭﻳﺎ ﻟﻼﺳﺘﺠﻮﺍﺏ ﻣﺮﺍﺭﺍ ﻭﺗﻜﺮﺍﺭﺍ ﻣﻦ ﻗﺒﻞ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﻭﺍﻟﺒﻘﻴﺔ. ﻭﺃﺻﺒﺢ ﺳﻮﺀ ﺍﻟﻤﻌﺎﻣﻠﺔ ﻣﺘﺰﺍﻳﺪ ﻋﻨﺪﻣﺎ ﺭﻓﻀﻮﺍ ﺗﺼﺪﻳﻘﻬﺎ.
,ﺇﺫﺍ ﺃﺑﺪﻳﺖ ﺭﺃﻳﻲ ﻓﻲ ﻫﺬﺍ ﺍﻟﻨﻮﻉ ﻣﻦ ﺍﻟﻤﻮﺍﻗﻒ، ﻓﺴﻴﺘﻢ ﺗﺠﺎﻫﻠﻲ.
,ﺑﺪﺃ ﺁﺑﺎﺅﻧﺎ ﺟﻤﻴﻌﺎ ﺑﺎﻟﺠﺪﺍﻝ، ﻭﺗﺒﺎﺩﻟﻮﺍ ﺍﻟﺸﺘﺎﺋﻢ ﺫﻫﺎﺑﺎ ﻭﺇﻳﺎﺑﺎ ﻓﻴﻤﺎ ﺑﻴﻨﻬﻢ ﺣﻮﻝ ﺗﻘﺴﻴﻢ ﺍﻟﻤﻤﺘﻠﻜﺎﺕ، ﻭﻧﺴﻮﺍ ﺗﻤﺎﻣﺎ ﺃﻧﻨﺎ ﻛﻨﺎ ﻫﻨﺎﻙ.
,…ﻟﻘﺪ ﻛﻨﺖ ﺃﻋﻠﻢ ﺑﺎﻟﻔﻌﻞ ﺃﻥ ﻫﺬﻩ ﻫﻲ ﺃﺣﺎﺩﻳﺜﻬﻢ ﻋﻨﺪ ﻏﻴﺎﺑﻨﺎ. ﻟﻜﻨﻲ ﻟﻢ ﺃﺗﻮﻗﻊ ﺃﻧﻬﻢ ﺳﻴﻜﻮﻧﻮﻥ ﺑﻬﺬﻩ ﺍﻟﻔﻈﺎﻇﺔ. ﻟﻘﺪ ﺻﺪﻣﻨﺎ ﻧﺤﻦ ﺍﻟﺼﻐﺎﺭ ﻛﺜﻴﺮﺍ.
,…ﻣﻤﺎ ﺳﻤﻌﻨﺎﻩ، ﺃﺭﺍﺩﺍ ﺟﻤﻴﻌﻬﻢ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﻤﺎﻝ ﻓﻲ ﺃﻗﺮﺏ ﻭﻗﺖ ﻣﻤﻜﻦ.
,ﺟﺪﺍﻻﺕ ﺣﻮﻝ ﻣﻴﺮﺍﺙ ﺟﺪﻱ.{n}ﻭﺣﻮﻝ ﺗﻮﺯﻳﻊ ﺍﻟﺬﻫﺐ ﺇﺫﺍ ﺗﻢ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻴﻪ.{n}ﻭﺃﻣﻮﺭ ﺣﻮﻝ ﺍﻟﺪﻓﻊ ﻣﺴﺒﻘﺎ ﻭﻧﻘﺪﺍ.
,……ﻛﺎﻥ ﻣﺸﻬﺪﺍ ﻣﻬﻴﻨﺎ ﺟﺪﺍ، ﻟﻢ ﺃﺳﺘﻄﻊ ﺗﺤﻤﻞ ﻣﺸﺎﻫﺪﺗﻪ، ﺭﻏﻢ ﺃﻥ ﺃﺣﺪﻫﻢ ﻛﺎﻥ ﻭﺍﻟﺪﻱ.
,…..ﻣﻤﺎ ﻳﺒﺪﻭ ﺃﻥ ﺟﻴﺴﻴﻜﺎ ﺷﻌﺮﺕ ﺑﻤﺜﻞ ﻣﺎ ﺃﺷﻌﺮ.
,ﻭﺑﻤﺎ ﺃﻥ ﻻ ﺿﺮﻭﺭﺓ ﻟﺘﻮﺍﺟﺪﻧﺎ ﺑﻴﻨﻬﻢ، ﻓﻘﺪ ﺗﺮﻛﻨﺎ ﻣﻘﺎﻋﺪﻧﺎ ﻭﺫﻫﺒﻨﺎ ﺇﻟﻰ ﻣﻜﺎﻥ ﻣﻨﻔﺼﻞ ﻋﻨﻬﻢ…
