Speaker,Arabic (AR)
,"""ﻧﻌﻢ، ﻟﻦ ﺃﻧﺴﻰ ﺫﻟﻚ ﻣﺎ ﺣﻴﻴﺖ. ﻛﺎﻥ ﺫﻟﻚ ﻓﻲ ﺃﺑﺮﻳﻞ ﻣﻦ ﻋﺎﻡ 7891. ﺣﻴﺚ ﺗﻠﻘﻴﺖ ﻃﻠﺒًﺎ ﻏﺮﻳﺒًﺎ ﻣﻦ ﺻﺪﻳﻖ."""
,"""......ﺁﻧﺬﺍﻙ ﺗﻠﻘﻴﺖُ ﻣﺠﻤﻮﻋﺔ ﻣﻦ ﺍﻟﻜﺘﺐ ﺗﻌﻮﺩ ﻣﻠﻜﻴﺘﻬﺎ ﻟﺮﺟﻞٍ ﻓﺎﺣﺶ ﺍﻟﺜﺮﺍﺀ، ﻭﺍﻟﺘﻲ ﺗﻢ ﺑﻴﻌﻬﺎ ﻓﻲ ﺍﻟﻤﺰﺍﺩ. ﺣﻴﺚ ﻗﺪ ﺗﻌﻮﺩ ﺑﻔﺎﺋﺪﺓ ﻭﻗﻴﻤﺔ ﻛﺒﻴﺮﺓ ﻷﺑﺤﺎﺙ ﻋﻠﻢ ﺍﻵﺛﺎﺭ ﻭﺍﻷﺳﺎﻃﻴﺮ ﺍﻟﺸﻌﺒﻴﺔ، ﺑﺎﻹﺿﺎﻓﺔ ﺇﻟﻰ ﺃﻣﻮﺭ ﺍﻟﺴﺤﺮ ﻭﺍﻟﻐﻮﺍﻣﺾ. ﻟﺬﺍ ﺃﺭﺍﺩ ﺻﺪﻳﻘﻲ ﻫﺬﺍ ﺃﻥ ﻳﻌﺮﻑ ﻗﻴﻤﺘﻬﺎ ﺑﺴﺮﻳﺔ ﺗﺎﻣﺔ."""
Ushiromiya Ange,"""..................ﻋﺎﻡ 78. ﺃﻱّ ﺑﻌﺪ ﻧﺼﻒ ﻋﺎﻡ ﻣﻦ ﺍﻟﺠﺮﻳﻤﺔ ﺍﻟﺘﻲ ﺣﺪﺛﺖ ﻓﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ."""
,"""ﺻﺤﻴﺢ. ﻭﻗﺪ ﻗﻴﻞ ﺃﻥ ﺗﻠﻚ ﺍﻟﻜﺘﺐ ﻛﺎﻧﺖ ﻣﻤﺎ ﻧﺠﺎ ﻣﻦ ﺣﺎﺩﺛﺔ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ. ﺣﻴﺚ ﻗﻴﻞ ﻟﻲ ﺇﻥ ﻣﺎﻟﻜﺔ ﺍﻟﺠﺰﻳﺮﺓ، ﺍﻟﺴﻴﺪﺓ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺇﻳﻔﺎ، ﻗﺪ ﻃﺮﺣﺘﻬﺎ ﻟﻠﺒﻴﻊ ﻓﻲ ﺍﻟﻤﺰﺍﺩ."""
,ﻛﺎﻥ ﺍﻟﻤﻜﺎﻥ ﺃﺷﺒﻪ ﺑﻤﻄﻌﻢ ﻓﺎﺧﺮ. ﺟﻠﺲ ﺭﺟﻞٌ ﻣﺎ ﻋﻠﻰ ﺍﻟﺠﺎﻧﺐ ﺍﻟﻤﻘﺎﺑﻞ ﻣﻦ ﺇﻧﺠﻲ، ﻓﻲ ﺯﺍﻭﻳﺔ ﻣﻨﻌﺰﻟﺔ ﻭﻫﺎﺩﺋﺔ.
,ﺃﻣﺎ ﺃﻣﺎﻛﻮﺳﺎ ﻓﻜﺎﻥ ﻋﻨﺪ ﻣﺪﺧﻞ ﺍﻟﻤﻄﻌﻢ.{n}ﺧﺸﻴﺔ ﻇﻬﻮﺭ ﺃﺗﺒﺎﻉ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ.
,ﺗﺤﺪﺙ ﺍﻟﺮﺟﻞ ﺑﺤﻤﺎﺱ ﻟﻜﻦ ﺑﻨﺒﺮﺓ ﻣﻬﺬﺑﺔ.
,ﻟﻢ ﻳﻠﻤﺲ ﺍﻟﻄﻌﺎﻡ ﺃﻣﺎﻣﻪ ﺇﻃﻼﻗﺎً، ﻣﻤﺎ ﻳﺪﻝ ﻋﻠﻰ ﻣﺪﻯ ﺍﻧﺪﻣﺎﺟﻪ ﻓﻲ ﺧﻄﺎﺑﻪ.
,ﻛﺎﻥ ﺃﺳﺘﺎﺫﺍً ﻓﻲ ﺇﺣﺪﻯ ﺍﻟﺠﺎﻣﻌﺎﺕ، ﻭﻋُﺮﻑ ﺑﺸﻜﻞ ﺧﺎﺹ ﺑﺄﻧّﻪ ﺑﺎﺣﺚ ﻓﻲ ﺍﻷﺳﺎﻃﻴﺮ ﺍﻟﺸﻌﺒﻴﺔ ﺍﻟﻐﺮﺑﻴﺔ.
,ﻟﻜﻦ ﻫﺬﺍ ﻟﻢ ﻳﻜﻦ ﺇﻻ ﺍﻟﺠﺎﻧﺐ “ﺍﻟﻤﻌﺮﻭﻑ” ﻣﻦ ﻋﻤﻠﻪ.
