Speaker,Arabic (AR)
Ushiromiya Jessica,""".........ﺍﺧﺘﺒﺎﺭ......؟"""
Ushiromiya Krauss,"""......ﻧـ-ﻧﻌﻢ. ﺃﺻﻐﻮﺍ ﺟﻴﺪًﺍ..."""
, ﺍﺗﺼﻞ ﻛﺮﺍﻭﺱ ﺑﻘﺎﻃﻨﻲ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﻣﺠﺪﺩًﺍ.
, ......ﻭﻛﺎﻥ ﻣﺨﺘﺼﺮ ﻛﻼﻣﻪ...ﺃﻥ ﻛﻴﻨﺰﻭ ﻗﺪ ﻧﻮﻯ ﻋﻘﺪ ﺍﺧﺘﺒﺎﺭٍ ﻟﻴﺮﻯ ﻣﺎ ﺇﺫﺍ ﻛﺎﻥ ﺃﺣﻔﺎﺩﻩ ﺃﻫﻼً ﻟﻮﺭﺍﺛﺔ ﺍﻟﺮﺋﺎﺳﺔ.
Ushiromiya Krauss,""".........ﺃﻋﻠﻦ ﺍﻟﺮﺋﻴﺲ ﺃﻥ ﺧَﻠَﻔَﻪ ﻟﻦ ﻳﻜﻮﻥ ﻣﻦ ﺑﻴﻨﻨﺎ ﻧﺤﻦ ﺍﻹﺧﻮﺓ، ﺑﻞ ﻳﺮﻳﺪ ﺃﻥ......ﻳﻨﺘﻘﻲ ﻣﻨﻜﻢ ﺃﻳﻬﺎ ﺍﻷﺣﻔﺎﺩ..."""
, ﺃﺩﺭﻛﺖ ﺍﺑﻨﺘﻪ ﺟﻴﺴﻴﻜﺎ ﻣﻦ ﻧﺒﺮﺗﻪ ﺍﻟﻤﺘﺤﻔﻈﺔ ﺃﻧﻪ ﻣﺮﻏﻢٌ ﻋﻠﻰ ﺍﻟﺘﺤﺪﺙ.
, ﻭﺃﺩﺭﻛﺖ ﻛﺬﻟﻚ ﺃﻥ ﺍﻟﺮﻫﺎﺋﻦ ﻣﻌﺮﺿﻮﻥ ﺣﺎﻟﻴًﺎ ﻟﻠﺨﻄﺮ، ﻭﺃﻥ ﺭﻓﻀﻬﻢ ﻫﺬﺍ ﺍﻻﺧﺘﺒﺎﺭ ﺳﻴﻨﻌﻜﺲ ﻋﻠﻴﻬﻢ ﺳﻠﺒًﺎ.
Ushiromiya Jessica,"""ﻓـ......ﻓﻤﺎﺫﺍ...... ﻧﻔﻌﻞ؟"""
Ushiromiya Krauss,"""......ﻫﻤـ...ﻫﻤﻢ. ﺍﺻﺒﺮﻭﺍ..."""
, ﺃﺑﻌﺪ ﻛﺮﺍﻭﺱ ﺍﻟﺴﻤﺎﻋﺔ ﻋﻦ ﺃﺫﻧﻪ، ﺛﻢ ﻧﻈﺮ ﺇﻟﻰ ﺍﺑﺘﺴﺎﻣﺔ ﻛﻴﻨﺰﻭ ﺍﻟﺴﺎﺧﺮﺓ ﻭﺭﺍﺀ ﺍﻟﻘﻀﺒﺎﻥ.
, ﺛﻢ ﺃﻋﻄﻰ ﻛﻴﻨﺰﻭ ﺃﻭﺍﻣﺮﻩ ﺍﻟﺘﺎﻟﻴﺔ.
Ushiromiya Kinzo,"""ﻗﺒﻞ ﺍﻻﺧﺘﺒﺎﺭ، ﻭﺟﺐ ﺇﺯﺍﻟﺔ ﻣﻦ ﻻ ﺷﺄﻥ ﻟﻪ. .........ﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ ﻫﻨﺎﻙ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺳﺘﻜﻮﻥ ﻣﻌﻀﻠﺔ ﺇﻥ ﻋﺮﻗﻠﻮﺍ ﺍﻻﺧﺘﺒﺎﺭ. ﺍﻃﺮﺩﻭﻫﻤﺎ ﻣﻦ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ."""
Ushiromiya Krauss,""".........ﻳﻄﺮﺩﻭﻧﻬﻤﺎ، ...ﺗﻘﻮﻝ......؟"""
Ushiromiya Kinzo,"""ﻳﻮﺟﺪ ﻣﺴﺘﻮﺩﻉٌ ﻷﺩﻭﺍﺕ ﺍﻟﺒﺴﺘﻨﺔ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ. ﺃﺣﺒﺴﻮﺍ ﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ ﻫﻨﺎﻙ. ﻫﻪ، ﻫﺬﺍ ﺃﻭﻝ ﻣﺎ ﺳﺘﻔﻌﻠﻮﻧﻪ. ﺃﺧﺒﺮﻫﻢ ﺃﻥ ﻳﺒﺎﺷﺮﻭﺍ ﻓﻲ ﺍﻷﻣﺮ ﻓﻮﺭًﺍ."""
Ushiromiya Kinzo,""".........ﺃﺳﻠﺤﺘﻲ ﺳﺘُﺮﺍﻗِﺐ ﺍﻟﻮﺿﻊ. ﺇﻥ ﻓﻌﻠﻮﺍ ﺷﻴﺌًﺎ ﻣﺮﻳﺒًﺎ، ﺳﺄﻭﻗﻒ ﺍﻻﺧﺘﺒﺎﺭ ﻓﻮﺭًﺍ ﻭﺃﺫﺑﺤﻜﻢ ﺟﻤﻴﻌًﺎ ﻛﻘﺮﺍﺑﻴﻦ!"""
Ushiromiya Krauss,"""......ﻓـ، ......ﻓﻬﻤﺖ...... ......ﻣﺮﺣﺒًﺎ ﻳﺎ ﺟﻴﺴﻴﻜﺎ... ﺍﺻﻐِﻲ ﺟﻴِّﺪًﺍ ﻟﻤﺎ ﺳﺄﻗﻮﻟﻪ......"""
, ﻧﻘﻞ ﻛﺮﺍﻭﺱ ﺇﻟﻰ ﺟﻴﺴﻴﻜﺎ ﺃﻭﺍﻣﺮ ﺣﺒﺲ ﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ......
