Speaker,Arabic (AR)
Kanon,"""ﺁﻧﺴﺘﻲ، ﺍﻫﺪﺋﻲ ﺭﺟﺎﺀً...!"""
Gohda Toshiro,"""ﻣﺎ ﺯﻟﻨﺎ ﻻ ﻧﻌﺮﻑ ﻣﻦ ﻫﻮ ﺍﻟﺠﺎﻧﻲ! ﻭ{f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺿﻴﻔﺔٌ ﻣﺸﺮﻓﺔٌ ﻭﻫﺎﻣﺔٌ ﻟﻠﺴﻴﺪ...!"""
Ushiromiya Jessica,"""ﻭﻣﺎﺫﺍ ﻓﻲ ﺫﻟﻚ؟!! ﺇﻥ ﺃﻣﺴﻜﻨﺎﻫﺎ ﻭﺿﻐﻄﻨﺎ ﻋﻠﻴﻬﺎ ﻓﺴﺘﻌﺘﺮﻑ ﺣﺘﻤًﺎ!! ﻳﻜﻔﻲ ﺃﻥ ﺃﺭﻯ ﻋﻴﻨﻴﻬﺎ! ﺳﺄﻓﻀﺤﻬﺎ ﺑﻨﻔﺴﻲ! ﻛﻞ ﻫﺬﺍ ﺍﻟﻬﺮﺍﺀ ﺣﻮﻝ ﺃﻧﻬﺎ ﺍﻟﺴﺎﺣﺮﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}؟!! ﺳﺄﻛﺸﻒ ﺣﻘﻴﻘﺘﻪ!!"""
,ﻟﻢ ﺗﺘﻮﻗﻒ ﺟﻴﺴﻴﻜﺎ ﻋﻦ ﺍﻟﺤﺮﻛﺔ.{n}ﻃﺎﺭﺩﻫﺎ ﻗﻮﺩﺍ ﻭﻛﺎﻧﻮﻥ، ﻳﺒﺬﻻﻥ ﺟﻬﺪﻫﻤﺎ ﻹﻗﻨﺎﻋﻬﺎ، ﻟﻜﻦ ﺟﻴﺴﻴﻜﺎ ﻟﻢ ﺗﺼﻎ ﺇﻟﻴﻬﻤﺎ.
,"""ﺣﺘﻰ ﻇﻬﺮﺕ ﻏﺮﻓﺔ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﻬﻤﺔ، 'ﻏﺮﻓﺔ ﺍﻟﺴﺎﺣﺮﺓ'.""{n}ﻛﺎﻧﺖ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ﺍﻟﺨﺎﺻﺔ ﺩﺍﺋﻤًﺎ ﻣﻘﻔﻠﺔً ﻭ ﻻ ﺗﻔﺘﺢ ﺃﺑﺪًﺍ."
,...ﻟﻢ ﻳﻜﻦ ﻛﻴﻨﺰﻭ ﻳﺴﻤﺢ ﻷﺣﺪ ﺑﺪﺧﻮﻝ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ، ﺑﻐﺾ ﺍﻟﻨﻈﺮ ﻋﻦ ﻧﻮﻉ ﺍﻟﻀﻴﻒ ﺍﻟﺬﻱ ﻳﺄﺗﻲ.
,......ﻭﻣﻊ ﺫﻟﻚ، ﻛﺎﻥ ﺍﻟﺨﺪﻡ ﻳﺠﺒﺮﻭﻥ ﺩﺍﺋﻤًﺎ ﻋﻠﻰ ﺗﻨﻈﻴﻔﻬﺎ ﻟﺘﻜﻮﻥ ﺟﺎﻫﺰﺓ ﻓﻲ ﺃﻱ ﻭﻗﺖ.
,"ﻟﺬﺍ ﺑﺪﺃ ﺍﻟﺨﺪﻡ ﻳﺴﻤﻮﻥ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ""ﻏﺮﻓﺔ ﺍﻟﻀﻴﺎﻓﺔ ﺍﻟﺨﺎﺻﺔ ﺑﺎﻟﺴﺎﺣﺮﺓ""، ﺗﻴﻤﻨًﺎ ﺑﺴﻴﺪﻫﻢ ﺍﻵﺧﺮ ﺍﻟﻼﻣﺮﺋﻲ."
,ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﺗﻌﺮﻑ ﻫﺬﺍ ﺃﻳﻀًﺎ. ﻭﻟﻢ ﺗﻄﻖ ﻏﺮﻭﺭ ﺗﻠﻚ ﺍﻟﻤﺮﺃﺓ ﺍﻟﺘﻲ ﺗﻄﻠﻖ ﻋﻠﻰ ﻧﻔﺴﻬﺎ ﺳﺎﺣﺮﺓً ﺑﺒﻘﺎﺋﻬﺎ ﻓﻲ ﺗﻠﻚ ﺍﻟﻐﺮﻓﺔ.
,......ﻟﻢ ﺗﻜﻦ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ ﺳﻮﻯ ﺣﻜﺎﻳﺔ ﺧﻴﺎﻟﻴﺔ. ﺃﺗﺼﺪﻗﻮﻥ ﻓﻌﻼً ﺃﻧﻬﺎ ﺳﺎﺣﺮﺓ؟؟! ﻟﻢ ﺗﻜﻦ ﺑﺎﻟﻨﺴﺒﺔ ﻟﺠﻴﺴﻴﻜﺎ ﺳﻮﻯ ﻗﺎﺗﻠﺔ ﻭﺣﺸﻴﺔ ﺫﺑﺤﺖ ﻭﺍﻟﺪﻳﻬﺎ!
