Speaker,Arabic (AR)
{f:5:Beatrice},""".........ﻣَﻦ ﻫﻨﺎﻙ؟"""
Kanon,"""ﺍﻟﻤﻌﺬﺭﺓ... ﻟﻘﺪ ﺃﺣﻀﺮﺕ ﺍﻟﻐﺪﺍﺀ."""
{f:5:Beatrice},"""ﺍﺩﺧﻞ."""
Kanon,"""......ﺃﺭﺟﻮ ﺍﻟﻤﻌﺬﺭﺓ."""
,ﺑﻌﺪ ﺣﺼﻮﻟﻪ ﻋﻠﻰ ﺍﻹﺫﻥ، ﺩﺧﻞ ﻛﺎﻧﻮﻥ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﻬﻤﺔ، ﺩﺍﻓﻌًﺎ ﻋﺮﺑﺔ ﺍﻟﻄﻌﺎﻡ ﺃﻣﺎﻣﻪ.
,...ﺃﻃﻠﻖ ﺍﻟﺨﺪﻡ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ﺍﺳﻢ ’ﻏﺮﻓﺔ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﻬﻤﺔ’.
,ﺫﻟﻚ ﻷﻥ ﻛﻴﻨﺰﻭ ﺃﻣﺮﻫﻢ ﺑﺎﻟﺤﻔﺎﻅ ﻋﻠﻴﻬﺎ ﻧﻈﻴﻔﺔ ﺩﺍﺋﻤًﺎ، ﻟﺘﻜﻮﻥ ﺟﺎﻫﺰﺓً ﻟﻺﺳﺘﺨﺪﺍﻡ ﻓﻲ ﺃﻱ ﻭﻗﺖ.
,...ﻭﻣﻊ ﺫﻟﻚ، ﻟﻢ ﻳُﺴﻤﺢ ﻷﻱ ﺿﻴﻒ ﺑﺪﺧﻮﻟﻬﺎ ﻗﻂ، ﻣﻬﻤﺎ ﻛﺎﻥ.
,...ﻭﻟﻬﺬﺍ، ﺑﺪﺃ ﺍﻟﺨﺪﻡ ﻓﻲ ﻣﺮﺣﻠﺔٍ ﻣﺎ ﻳﻄﻠﻘﻮﻥ ﻋﻠﻴﻬﺎ ’ﺍﻟﻐﺮﻓﺔ ﺍﻟﺨﺎﺻﺔ ﺑﺎﻟﺴﺎﺣﺮﺓ’  ﺇﺫ ﻛﺎﻧﻮﺍ ﻳﻈﻨﻮﻥ ﺃﻧﻬﺎ ﻣُﺨﺼّﺼﺔ ﻓﻘﻂ ﻻﺳﺘﻘﺒﺎﻝ ﺫﻟﻚ ﺍﻟﺸﺨﺺ ﺍﻟﻤﻤﻴﺰ ﺍﻟﺬﻱ ﺍﻧﺘﻈﺮﻩ ﻛﻴﻨﺰﻭ ﻃﻮﻳﻼً ’ﺍﻟﺴﺎﺣﺮﺓ ﻣﻦ ﺍﻟﻠﻮﺣﺔ’.
,ﻭﺍﻟﻴﻮﻡ، ﺃﺩﺭﻙ ﻛﺎﻧﻮﻥ ﺃﻥ ﻫﺬﺍ ﺍﻻﻋﺘﻘﺎﺩ ﻛﺎﻥ ﺻﺤﻴﺤًﺎ ﺗﻤﺎﻣًﺎ...
,ﻓﺤﻴﻦ ﺩﺧﻞ ﺍﻟﻐﺮﻓﺔ.....ﻛﺎﻧﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺫﺍﺕ ﺍﻟﺸﻌﺮ ﺍﻟﺬﻫﺒﻲ ﺗﺤﺪّﻕ ﻋﺒﺮ ﺍﻟﻨﺎﻓﺬﺓ.
,ﺑﺪﺃﺕ ﺍﻷﻣﻄﺎﺭ ﻓﻲ ﺍﻟﺨﺎﺭﺝ ﺗﺸﺘﺪّ.
