Speaker,Arabic (AR)
,......ﻛﺎﻧﺖ...... ﻏﺮﻓﺔ ﺣﺎﻟﻜﺔ ﺍﻟﺴﻮﺍﺩ.
,ﺑﻼ ﻧﻮﺍﻓﺬ، ﺑﺪﺍﺧﻠﻬﺎ ﻣﺼﺒﺎﺡٌ ﺑﺎﻟﻜﺎﺩ ﻳﻨﻴﺮﻫﺎ.
,ﻣﻠﺆﻫﺎ ﺍﻟﻐﺒﺎﺭ ﻭﺃﺣﺘﻮﺍﻫﺎ ﺃﺛﺎﺙٌ ﻣﺮﻣﻲ ﻛﻤﺎ ﻟﻮ ﺃﻧﻬﺎ ﻗﺒﻮٌ ﻣﻨﺴﻲ......
,ﻭﻟﻜﻦ، ﺣﺘﻰ ﻣﻊ ﺿﻮﺀ ﻣﺼﺒﺎﺣﻬﺎ ﺍﻟﺨﺎﻓﺖ، ﺃﻣﻜﻦ ﻟﻠﻤﺮﺀ ﻣﻌﺮﻓﺔ ﺃﻧﻬﺎ ﻟﻴﺴﺖ ﺑﻘﺒﻮ.
,......ﻷﻧﻬﺎ ﻏﺮﻓﺔٌ ﻣﻮﺻﺪﺓ ﺑﻘﻀﺒﺎﻥ ﺣﺪﻳﺪﻳﺔ.
Ushiromiya Kyrie,"""......ﺃﻳﻦ... ﻧﺤﻦ.........؟"""
Ushiromiya Krauss,"""ﻻ ﻓﻜﺮﺓ ﻟﺪﻱ... ......ﺃﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ ﺗﺤﺖ ﺍﻟﻘﺼﺮ......؟ ﺃﻭَﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻏﺮﻓﺔ ﻛﻬﺬﻩ......ﻣﺨﺒﺄﺓ ﺗﺤﺖ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ......؟"""
,ﻟﻘﺪ ﻭﻗﻌﻮﺍ ﻓﻲ ﻣﺎ ﺑﺪﺍ ﻭﻛﺄﻧﻬﺎ ﺣﻔﺮﺓ، ﺛﻢ {i:ﺳﻘﻄﻮﺍ} ﺇﻟﻰ ﻫﻨﺎ.
,ﻟﺬﺍ، ﻣﻦ ﺍﻟﻤﻨﻄﻘﻲ ﺍﻓﺘﺮﺍﺽ ﺃﻥ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ﺗﻘﻊ ﻣﺒﺎﺷﺮﺓً ﺃﺳﻔﻞ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ.
,......ﻟﻜﻦ، ﺃﻥ ﺗﺤﺘﻮﻱ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ ﺍﻟﺘﻲ ﺍﺳﺘﻤﺘﻌﻮﺍ ﺑﻬﺎ ﻭﺃﻟﻔﻮﻫﺎ ﻟﺴﻨﻮﺍﺕ ﻋﻠﻰ ﻓﺦٍ ﻛﻬﺬﺍ، ...ﻭﺃﻥ ﺗﻮﺟﺪ ﺗﺤﺘﻬﺎ ﻣﺒﺎﺷﺮﺓ ﻏﺮﻓﺔ ﺗﺸﺒﻪ ﺯﻧﺰﺍﻧﺔ ﻛﻬﺬﻩ، ...ﻛﺎﻥ ﺃﻣﺮًﺍ ﻟﻢ ﻳﺼﺪﻗﻪ ﻛﺮﺍﻭﺱ.
