Speaker,Arabic (AR)
,ﺷﺪ ﻗﻴﻨﺠﻲ ﺭﺑﻄﺔ ﻋﻨﻘﻪ، ﻭﺃﻃﻞ ﻣﻦ ﺍﻟﻨﺎﻓﺬﺓ ﺇﻟﻰ ﺍﻟﺨﺎﺭﺝ.
,ﺭﺑﻤﺎ ﻳﻜﻮﻥ ﺍﻟﻤﻄﺮ ﻗﺪ ﻫﺪﺃ ﻗﻠﻴﻼ ﻣﻨﺬ ﺍﻟﻠﻴﻠﺔ ﺍﻟﻤﺎﺿﻴﺔ.{n}…ﻟﻜﻦ ﻳﺒﺪﻭ ﺃﻥ ﻏﻴﻮﻡ ﺍﻟﻤﻄﺮ ﺍﻟﻜﺜﻴﻔﺔ ﻻ ﺗﻨﻮﻱ ﺍﻟﺴﻤﺎﺡ ﻷﺷﻌﺔ ﺍﻟﺸﻤﺲ ﺑﺎﻟﻈﻬﻮﺭ.
,ﻛﺎﻥ ﺍﻟﺼﺒﺎﺡ ﺑﺎﻫﺘﺎ، ﻭﻳﺨﻠﻮ ﻣﻦ ﺍﻟﺤﻴﻮﻳﺔ.
Ronoue Genji,"""………ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ، ﻻ ﻳﺒﺪﻭ ﺃﻥ ﺍﻟﻤﻄﺮ ﺳﻴﺘﻮﻗﻒ ﺍﻟﻴﻮﻡ."""
Kanon,"""ﺁﺳﻒ ﻟﺠﻌﻠﻚ ﺗﻨﺘﻈﺮ ﻳﺎ ﻗﻴﻨﺠﻲ-ﺳﺎﻣﺎ."""
,ﺧﺮﺝ ﻛﺎﻧﻮﻥ ﻣﻦ ﺍﻟﺤﻤﺎﻡ ﺑﻌﺪﻣﺎ ﺗﻔﺤﺺ ﻣﻈﻬﺮﻩ.{n}ﻓﻲ ﺟﺪﻭﻟﻬﻢ ﺍﻟﻤﻌﺘﺎﺩ ﻛﺎﻥ ﻣﻦ ﺍﻟﻨﺎﺩﺭ ﺃﻥ ﻳﻌﺎﻧﻮﺍ ﻣﻦ ﺍﻻﻧﺘﻘﺎﻝ ﻣﺒﺎﺷﺮﺓ ﻣﻦ ﻣﻨﺎﻭﺑﺔ ﻣﻨﺘﺼﻒ ﺍﻟﻠﻴﻞ ﺇﻟﻰ ﻣﻨﺎﻭﺑﺔ ﺍﻟﺼﺒﺎﺡ.
,ﻛﺎﻥ ﻫﻨﺎﻙ ﻧﻈﺎﻡ ﺧﺎﺹ ﻟﻤﺪﺓ ﻳﻮﻣﻴﻦ ﺑﺴﺒﺐ ﺍﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﺔ.
,ﻭﻟﻜﻦ ﺍﻵﻥ، ﻃﺎﻟﻤﺎ ﺃﻥ ﺍﻹﻋﺼﺎﺭ  ﻟﻢ ﻳﺘﻮﻗﻒ، ﻓﺈﻥ ﺇﻗﺎﻣﺔ ﺍﻷﻗﺎﺭﺏ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺳﺘﺴﺘﻤﺮ ﺣﺘﻰ ﻳﻮﻡ ﻏﺪ.
,ﺭﺃﻯ ﻛﺎﻧﻮﻥ ﺃﻧﻪ ﻣﻦ ﺍﻷﻓﻀﻞ ﺍﻻﺳﺘﻌﺪﺍﺩ ﻟﻠﺠﺪﻭﻝ ﺍﻟﺨﺎﺹ ﺍﻟﺬﻱ ﺳﻴﺘﻢ ﺗﻤﺪﻳﺪﻩ ﻟﻴﻮﻡ ﺁﺧﺮ.
,ﻏﺎﺩﺭ ﺍﻻﺛﻨﺎﻥ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ، ﻭﻓﺘﺤﺎ ﻣﻈﻼﺗﻬﻤﺎ.{n}ﺩﻣﺮﺕ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺑﻔﻌﻞ ﺍﻟﺮﻳﺎﺡ ﻭﺍﻷﻣﻄﺎﺭ ﻓﻲ ﺍﻟﻠﻴﻠﺔ ﺍﻟﻤﺎﺿﻴﺔ.
