Speaker,Arabic (AR)
, ﺍﻟﻌﻴﺎﺩﺓ ﺍﻟﺘﻲ ﺃﻧﺸﺄﻫﺎ ﻧﺎﻧﺠﻮ ﺛﻢ ﺃﻭﺭﺛﻬﺎ ﻻﺑﻨﻪ، ﻣﺎ ﺯﺍﻟﺖ ﻗﺎﺋﻤﺔً ﻓﻲ ﻧﻴﺠﻴﻤﺎ.
, ﻛﺎﻥ ﺍﻟﻄﺒﻴﺐ ﺍﻟﻜﻬﻞ ﺍﺑﻦ ﻧﺎﻧﺠﻮ، ﻏﻴﺮ ﺃﻥّ ﺳﻤﺘﻪ ﻛﺎﻧﺖ ﻣﻐﺎﻳﺮﺓً ﺗﻤﺎﻣًﺎ ﻟﺴَﻤﺖ ﺃﺑﻴﻪ.
Nanjo Masayuki,"""ﺣﻘًﺎ، ﻳﺆﺳﻔﻨﻲ ﺃﻥ ﺃﻗﻮﻝ ﻫﺬﺍ ﺑﻌﺪﻣﺎ ﺗﻜﺒّﺪﺕ ﻋﻨﺎﺀ ﺍﻟﻤﺠﻲﺀ، ﻏﻴﺮ ﺃﻧّﻲ ﻻ ﺃﻣﻠﻚ ﺷﻴﺌًﺎ ﺫﺍ ﺑﺎﻝ ﻷﺭﻭﻳﻪ ﻟﻚ."""
, ﻗﺎﻝ ﺍﺑﻦ ﻧﺎﻧﺠﻮ ﺑﺒﺮﻭﺩٍ ﻻ ﺣﻴﺎﺓ ﻓﻴﻪ.
Nanjo Masayuki,"""......ﺑﻌﺪ ﺃﻥ ﺗﻨﺎﻗﻠﺖ ﺍﻟﺒﺮﺍﻣﺞ ﺍﻟﺤﻮﺍﺭﻳﺔ ﺧﺒﺮ ﺍﻟﺤﺎﺩﺛﺔ ﺍﻟﺘﻲ ﻭﻗﻌﺖ ﻓﻲ ﺗﻠﻚ ﺍﻟﺠﺰﻳﺮﺓ ﻋﻠﻰ ﻧﺤﻮٍ ﻏﻴﺮ ﻻﺋﻖ، ﺗﻮﻏّﻞ ﻛﺜﻴﺮﻭﻥ ﻓﻲ ﺍﻟﻨﺒﺶ ﺍﻟﻤﺆﺫﻱ ﻋﻦ ﻭﺍﻟﺪﻱ، ﻃﺒﻴﺐ {nobr:ﺍﻟﺴﻴﺪ ﺃﻭﺷﻴﺮﻭ‌ﻣﻴﺎ} ﻭﺻﺪﻳﻘﻪ ﺍﻟﺤﻤﻴﻢ."""
Nanjo Masayuki,"""ﻛﺎﻥ ﺫﻟﻚ ﻛﻠّﻪ ﺑﻐﻴﺮ ﺩﻟﻴﻞ، ﻭﻗﺪ ﺩﻧّﺲ ﺳﻴﺮﺓ ﻭﺍﻟﺪﻱ ﻭﻣﺎ ﺣﻘّﻘﻪ ﻓﻲ ﺣﻴﺎﺗﻪ. ﻭﻣﺎ ﺯﻟﺖ ﺃﺣﻤﻞ ﻓﻲ ﺻﺪﺭﻱ ﻏﺼّﺔً ﺣﻴﺎﻝ ﺫﻟﻚ ﻛﻠّﻪ."""
Ushiromiya Ange,"""............ﺃﺭﻯ ﺫﻟﻚ ﻣﻔﻬﻮﻣًﺎ. ﻓﺎﻷﻣﺮ ﻋﻨﺪﻱ ﺳﻮﺍﺀ. ﻣﻨﺬ ﺃﻥ ﻛﺎﻥ ﻋﻤﺮﻱ ﺳﺖّ ﺳﻨﻴﻦ ﻭﺃﻧﺎ ﺃﻋﻴﺶ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﺤﺎﻝ."""
Nanjo Masayuki,"""ﺻﺪﻗﺖِ. ﺃﻋﺘﺬﺭ."""
, ﺗﺬﻛّﺮ ﺍﻟﻄﺒﻴﺐ ﺃﺧﻴﺮًﺍ ﺃﻥّ ﺇﻧﺠﻲ ﻛﺎﻧﺖ ﻫﻲ ﺍﻷﺧﺮﻯ ﺿﺤﻴّﺔً ﻣﻜﺸﻮﻓﺔً ﺃﻣﺎﻡ ﺫﺍﺕ ﺍﻷﻋﻴﻦ ﺍﻟﻔﻀﻮﻟﻴﺔ ﺍﻟﺘﻲ ﻃﺎﺭﺩﺗﻪ.
Nanjo Masayuki,"""ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻝ، ﻻ ﺷﻚّ ﺃﻧّﻚ ﺗﻔﻬﻤﻴﻦ ﻟﻢَ ﻻ ﺃﺭﻏﺐ ﻓﻲ ﺃﻥ ﺗﻜﻮﻥ ﻟﻲ ﺻﻠﺔٌ ﺑﺘﻠﻚ ﺍﻟﺤﺎﺩﺛﺔ.  ......ﻟﻘﺪ ﻛﺎﻥ ﺣﺎﺩﺛًﺎ ﺗﻌﺴًﺎ ﻻ ﺃﻛﺜﺮ. ﺃﻣّﺎ ﺍﻟﺬﻳﻦ ﻳﺼﺮّﻭﻥ ﻋﻠﻰ ﺟﻌﻠﻪ ﺟﺮﻳﻤﺔً ﻓﻬﻢ ﺃﻭﻟﺌﻚ ﺍﻟﻤﺘﻬﺎﻓﺘﻮﻥ ﻣﻦ ﺑﺮﺍﻣﺞ ﺍﻟﺘﻠﻔﺎﺯ ﻭﺍﻟﻤﺠﻼﺕ. ﻟﻘﺪ ﺳﺌﻤﺖ ﻏﻄﺮﺳﺘﻬﻢ ﺣﺘﻰ ﺍﻟﺘُﺨﻤﺔ."""
