Speaker,Arabic (AR)
,.........ﻟﻘﺪ ﺗﻮﻓﻲ ﻛﺎﻧﻮﻥ-ﻛﻦ.
,ﺑﺬﻝ ﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ ﻭﺍﻟﺒﻘﻴﺔ ﻛﻞ ﻣﺎ ﻓﻲ ﻭﺳﻌﻬﻢ ﻹﻧﻘﺎﺫﻩ.{n}....ﻟﻢ ﻳﺴﻌﻬﻢ ﻓﻌﻞ ﺷﻲﺀ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺍﻟﺘﻲ ﺗﻔﺘﻘﺮ ﻟﻸﺩﻭﻳﺔ ﻭﺍﻟﻤﺮﺍﻓﻖ ﺍﻟﺼﺤﻴﺔ ﺍﻟﻤﻨﺎﺳﺒﺔ...
,ﻛﺎﻧﻮﻥ ﻫﻮ ﺍﻹﻧﺴﺎﻥ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻭﺍﺟﻪ ﺍﻟﻤﺠﺮﻡ.{n}ﻟﻮ ﺃﻣﻜﻨﻪ ﺇﻋﻄﺎﺋﻨﺎ ﺗﻠﻤﻴﺤﺎ ﻓﻘﻂ....
,ﻭﻟﻜﻦ، ﻓﻲ ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﺣﻤﻠﻨﺎ ﻓﻴﻪ ﻛﺎﻧﻮﻥ ﺇﻟﻰ ﻫﻨﺎ،............ﻛﺎﻥ ﺍﻷﻭﺍﻥ ﻗﺪ ﻓﺎﺕ.
Nanjo Terumasa,"""...........ﻣﻊ ﺧﺎﻟﺺ ﺍﻋﺘﺬﺍﺭﺍﺗﻲ. ﺩﻭﻥ ﻣﺮﺍﻓﻖ ﺻﺤﻴﺔ ﻣﻨﺎﺳﺒﺔ، ﻟﻢ ﻳﻜﻦ ﺑﻤﻘﺪﻭﺭﻱ ﻓﻌﻞ ﺷﻲﺀ ﺣﻴﺎﻝ ﻫﺬﺍ ﺍﻟﺠﺮﺡ ﺑﺎﻟﻎ ﺍﻟﺨﻄﻮﺭﺓ..."""
Ushiromiya Natsuhi,""".....ﻻ ﺑﺄﺱ، ﻧﻔﻬﻢ ﺫﻟﻚ. ﺷﻜﺮﺍ ﺟﺰﻳﻼ ﻟﻚ ﻋﻠﻰ ﺟﻬﻮﺩﻙ."""
,ﻛﺎﻧﺖ ﻣﻼﺑﺲ ﻧﺎﻧﺠﻮ ﻣﻐﻄﺎﺓ ﺑﺎﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﺪﻣﺎﺀ، ﻭﻫﺬﺍ ﻳﻮﺿﺢ ﺍﻟﻤﺠﻬﻮﺩ ﺍﻟﺬﻱ ﺑﺬﻟﻪ ﻹﻧﻘﺎﺫ ﺣﻴﺎﺓ ﻛﺎﻧﻮﻥ ﺣﺘﻰ ﺍﻟﺮﻣﻖ ﺍﻷﺧﻴﺮ.
,ﺟﻴﺴﻴﻜﺎ ﺟﺎﻟﺴﺔ ﻋﻠﻰ ﺍﻷﺭﺽ، ﺗﺒﻜﻲ ﺑﺤﺮﻗﺔ.{n}ﻋﻠﻰ ﺍﻷﺭﺟﺢ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﺗﻌﺘﻨﻲ ﺑﻜﺎﻧﻮﻥ ﺣﺘﻰ ﻟﻔﻆ ﺃﻧﻔﺎﺳﻪ.
,ﺣﺎﻭﻝ ﺃﺧﻲ ﺟﻮﺭﺝ ﺍﻻﻗﺘﺮﺍﺏ ﻣﻨﻬﺎ ﻟﻴﻄﻤﺌﻨﻬﺎ، ﻟﻜﻨﻬﺎ ﺩﻓﻌﺘﻪ ﺑﻌﻴﺪﺍ، ﻟﺬﺍ ﺗﻮﻗﻒ ﻋﻦ ﻣﺤﺎﻭﻟﺔ ﺟﻌﻠﻬﺎ ﺗﺘﺤﺪﺙ، ﺛﻢ ﺗﺮﻛﻬﺎ ﺑﻤﻔﺮﺩﻫﺎ.
Kumasawa Chiyo,""".............ﻟﻮ ﺃﻧﻲ ﻟﻢ ﺃﺗﺮﻙ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻳﺬﻫﺐ ﻭﺣﻴﺪﺍ............ﺁﺁﺁﻩ ﺁﺁﺁﻩ..."""
Ronoue Genji,"""...........ﻻ ﺗﻠﻮﻣﻲ ﻧﻔﺴﻚ ﻋﻠﻰ ﻫﺬﺍ. .........ﺣﺘﻰ ﻟﻮ ﺫﻫﺒﺖ ﻣﻌﻪ، ﻛﺎﻥ ﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺃﻥ ﺗﺘﻌﺮﺿﻲ ﻟﻠﻬﺠﻮﻡ ﺃﻳﻀﺎ. .........ﻟﻘﺪ ﻛﺎﻥ ﺃﺣﻤﻘﺎ ﺑﺘﻬﻮﺭﻩ، ﻟﻬﺬﺍ ﺩﻓﻊ ﺛﻤﻦ ﻏﻠﻄﺘﻪ."""
Ushiromiya Jessica,"""ﻛﻴﻒ ﺗﺠﺮﺅ ﻋﻠﻰ ﻗﻮﻝ ﻫﺬﺍ؟! ﻛﺎﻧﻮﻥ-ﻛﻦ ﺗﻤﻜﻦ ﻣﻦ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﺍﻟﻤﺠﺮﻡ ﺛﻢ ﻭﺍﺟﻬﻪ ﺑﻜﻞ ﺷﺠﺎﻋﺔ!! ﻟﻮ ﻛﺎﻧﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ ﻣﻌﻪ، ﻟﺮﺑﻤﺎ ﺍﺭﺗﺒﻚ ﺍﻟﻤﺠﺮﻡ ﻭﺍﺧﺘﺎﺭ ﺍﻟﻬﺮﻭﺏ!!"""
,ﻛﻠﻤﺎﺕ ﻣﻠﻴﺌﺔ ﺑﺎﻟﻌﺎﻃﻔﺔ ﺧﺮﺟﺖ ﺑﺘﻠﻌﺜﻢ ﻣﻦ ﻓﻢ ﺟﻴﺴﻴﻜﺎ، ﺇﺫ ﺃﻧﻬﺎ ﺍﺩﻫﺸﺘﻨﻲ ﺑﻌﺾ ﺍﻟﺸﻲﺀ.
,.....ﺍﻋﺘﻠﺖ ﻣﻼﻣﺢ ﺍﻟﻨﺪﻡ ﻭﺟﻪ ﻛﻮﻣﺎﺳﺎﻭﺍ ﻭﻟﻢ ﻳﺴﻌﻬﺎ ﻓﻌﻞ ﺷﻲﺀ ﻋﺪﺍ ﺍﻧﺰﺍﻝ ﺭﺃﺳﻬﺎ....
Ushiromiya Battler,"""ﺟﻴﺴﻴﻜﺎ..."""
Ushiromiya George,"""...........ﻟﻢ ﻳﻜﻦ ﻋﻠﻴﻚ ﻗﻮﻝ ﻫﺬﺍ. .......ﺃﺷﻌﺮ ﺑﺎﻟﺤﺰﻥ ﻣﺜﻠﻚ ..........ﻭﻛﺬﻟﻚ ﻳﺸﻌﺮ ﺑﺎﺗﻠﺮ-ﻛﻦ ﺃﻳﻀﺎ، ﺃﺗﻔﻬﻤﻴﻦ؟ ﺟﻤﻴﻌﻨﺎ ﻻ ﻧﻌﻠﻢ ﻣﺎ ﻳﺤﺪﺙ، ﻛﻤﺎ ﻟﻮ ﺃﻥ ﻗﻠﻮﺑﻨﺎ ﺗﻜﺎﺩ ﺗﻨﻔﺠﺮ...."""
,ﺫﺭﻑ ﺃﺧﻲ ﺟﻮﺭﺝ ﺍﻟﺪﻣﻮﻉ ﻣﺠﺪﺩﺍ.{n}....ﺭﺅﻳﺘﻪ ﻟﺠﻴﺴﻴﻜﺎ ﻭﻫﻲ ﺗﺒﻜﻲ ﺑﺤﺮﻗﺔ ﺭﺑﻤﺎ ﺃﻋﺎﺩ ﺃﻟﻢ ﻓﻘﺪﺍﻥ ﻭﺍﻟﺪﻳﻪ ﺇﻟﻰ ﻗﻠﺒﻪ.
,..........ﺃﻧﺎ ﺃﻳﻀﺎ ﺑﻜﻴﺖ ﺣﺘﻰ ﺟﻔﺖ ﺩﻣﻮﻋﻲ ﻣﺴﺒﻘﺎ.{n}......ﻟﻬﺬﺍ ﻗﺎﻭﻣﺖ ﺭﻏﺒﺘﻲ ﻓﻲ ﺍﻟﺒﻜﺎﺀ ﻣﺮﺓ ﺃﺧﺮﻯ.
,.......ﻭﻣﻊ ﻫﺬﺍ ﻛﻨﺖ ﺃﻓﻬﻢ ﺷﻌﻮﺭ ﺍﻷﻟﻢ ﺍﻟﺬﻱ ﻳﻌﺘﺼﺮ ﻗﻠﻮﺑﻬﻢ.
Ushiromiya Maria,"""..............ﻫﻮﻧﻲ ﻋﻠﻴﻚ ﻳﺎ ﺟﻴﺴﻴﻜﺎ. ..........ﻗﺮﻳﺒﺎ ﺳﺘﺘﻤﻜﻨﻴﻦ ﻣﻦ ﻣﻘﺎﺑﻠﺔ ﻛﺎﻧﻮﻥ-ﻛﻦ."""
Ushiromiya Jessica,"""...ﺍﺻﻤﺘﻲ.  ﻻ ﺃﺭﻳﺪ ﺗﻌﺰﻳﺔ ﻛﻬﺬﻩ...!"""
