Speaker,Arabic (AR)
,ﻛﺎﻧﺖ ﺍﻟﺴﺎﻋﺔ ﺗﻘﺘﺮﺏ ﻣﻦ ﺍﻟﻌﺎﺷﺮﺓ ﻟﻴﻼً.{n}ﺍﺑﺘﻠﻊ ﺍﻹﻋﺼﺎﺭ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﺑﺎﻟﻔﻌﻞ.
,ﺣﺘﻰ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﺒﺪﻭ ﻓﻲ ﻏﺎﻳﺔ ﺍﻟﺠﻤﺎﻝ ﻧﻬﺎﺭﺍً...ﻛﺎﻧﺖ ﺍﻵﻥ ﺗﺠﻠﺪﻫﺎ ﺍﻟﺮﻳﺎﺡ ﺍﻟﻌﺎﺗﻴﺔ، ﻭﻫﻲ ﺗﻘﺎﻭﻡ ﺑﻜﻞ ﻣﺎ ﺃﻭﺗﻴﺖ ﻣﻦ ﻗﻮﺓ، ﺗﺘﻤﻮﺝ ﻭﺗﺤﺎﻭﻝ ﻣﻨﻊ ﺯﻫﻮﺭﻫﺎ ﻣﻦ ﺍﻟﺘﻄﺎﻳﺮ...
,ﻛﺎﻥ ﺑﺎﺗﻠﺮ ﺣﺎﻣﻼً ﻣﻈﻠﺔ، ﻭﻣﻌﻪ ﺟﻴﺴﻴﻜﺎ، ﻭﻣﺎﺭﻳﺎ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻧﺎﺋﻤﺔ ﻋﻠﻰ ﻛﺘﻒ ﺟﻮﺭﺝ، ﻳﺸﻘﻮﻥ ﻃﺮﻳﻘﻬﻢ ﻋﺒﺮ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺗﻠﻚ ﻧﺤﻮ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ، ﺗﺘﻘﺪﻣﻬﻢ ﺷﺎﻧﻮﻥ.
Ushiromiya Battler,"""ﺇﻧﻪ ﻣﺠﺮﺩ ﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ، ﻳﻤﻜﻨﻨﺎ ﺍﻟﻮﺻﻮﻝ ﺇﻟﻰ ﻫﻨﺎﻙ ﺑﺄﻧﻔﺴﻨﺎ... ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ، ﻻ ﺑﺄﺱ، ﻋﻮﺩﻱ ﻭﺍﺳﺘﺮﻳﺤﻲ."""
Shannon,"""ﺃﻭﻩ، ﻻ ﺑﺄﺱ، ﻣﺮﺍﻓﻘﺘﻜﻢ ﻫﻲ ﺃﻳﻀﺎً ﻣﻦ ﻭﺍﺟﺒﻲ..."""
Ushiromiya Jessica,"""ﺍﻟﻤﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﻲ ﻣﻨﻌﻘﺪ ﻓﻲ ﺍﻟﺪﺍﺧﻞ، ﻭﺃﻣﻲ ﻭﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻓﻲ ﺣﺎﻟﺔ ﺗﻮﺗﺮ، ﻫﺬﻩ ﻫﻲ ﺍﻟﻤﺴﺄﻟﺔ. ﺇﺫﺍ ﺃﺑﺪﻳﻨﺎ ﻣﺮﺍﻋﺎﺓ ﻣﻔﺮﻃﺔ ﻟﻬﺎ، ﻓﺴﻴﺄﺧﺬﻭﻥ ﺍﻧﻄﺒﺎﻋﺎً ﺧﺎﻃﺌﺎً ﻭﻳﻈﻨﻮﻥ ﺃﻧﻬﺎ ﺗﺘﻬﺎﻭﻥ ﻓﻲ ﻋﻤﻠﻬﺎ."""
Ushiromiya George,"""ﻫﺬﺍ ﺻﺤﻴﺢ. ﻗﺒﻮﻝ ﻋﺮﺿﻬﺎ ﺑﻠﺒﺎﻗﺔ ﺳﻴﺠﻨﺒﻬﺎ ﺍﻟﻤﺘﺎﻋﺐ ﻓﻲ ﺍﻟﻮﺍﻗﻊ. ...ﺷﻜﺮﺍً ﻟﻚِ ﻳﺎ ﺷﺎﻧﻮﻥ."""
Shannon,"""ﻻ ﺑﺄﺱ. ......ﺑﺎﻟﺘﺄﻛﻴﺪ، ﻛﻤﺎ ﺗﻘﻮﻟﻴﻦ ﻳﺎ ﺳﻴﺪﺗﻲ، ﺍﻟﺠﻮ ﻣﺘﻮﺗﺮ ﺟﺪﺍً ﺩﺍﺧﻞ ﺍﻟﻘﺼﺮ ﺍﻟﻴﻮﻡ. ﻗﺪﻭﻣﻲ ﻣﻌﻜﻢ ﺟﻤﻴﻌﺎً ﻣَﻨﺤَﻨﻲ ﻣﺘﻨﻔﺴﺎً، ﻭﺧﻔﻒ ﻋﻨﻲ ﺑﻌﺾ ﺍﻟﺘﻮﺗﺮ."""
Ushiromiya Battler,"""ﺍﻟﻤﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﻲ، ﺇﺫﻥ. .........ﻟﻘﺪ ﺗﻜﺒﺪﻭﺍ ﻋﻨﺎﺀ ﻃﺮﺩﻧﺎ ﻧﺤﻦ ﺍﻷﻭﻻﺩ، ﻟﺬﺍ ﻣﻦ ﺍﻟﻤﺮﺟﺢ ﺃﻧﻬﻢ ﻳﺨﻮﺿﻮﻥ ﻧﻘﺎﺷﺎً ﺑﻐﻴﻀﺎً ﻟﻠﻐﺎﻳﺔ."""
Ushiromiya George,"""ﻋﻠﻰ ﺍﻷﺭﺟﺢ. ﺃﻧﺎ ﻣﺘﺄﻛﺪ ﻣﻦ ﺃﻧﻪ ﻟﻴﺲ ﺑﻮﺳﻌﻨﺎ ﺍﻟﻤﺴﺎﻋﺪﺓ. ﺃﻋﺘﻘﺪ ﺃﻥ ﻣﺠﺮﺩ ﺍﻟﺤﺮﺹ ﻋﻠﻰ ﻋﺪﻡ ﺍﻟﻮﻗﻮﻑ ﻓﻲ ﻃﺮﻳﻘﻬﻢ ﻫﻮ ﺃﻓﻀﻞ ﻃﺮﻳﻘﺔ ﻟﻨﻜﻮﻥ ﻣﻔﻴﺪﻳﻦ."""
