Speaker,Arabic (AR)
Ushiromiya Rosa,"""ﺃﻳﻦ ﺃﻧﺖِ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}!! ﺃﻇﻬﺮﻱ ﻧﻔﺴﻚ!! {f:7:ﺑﻴﺎﺗﺮﻳﻴﺲ}!!"""
,"""ﻭﺻﻠﺖ ﺭﻭﺯﺍ ﺃﺧﻴﺮًﺍ ﺇﻟﻰ ﺍﻟﻜﻨﻴﺴﺔ."" ﺃﺷﺎﺭﺕ ﺇﻟﻰ ﺍﻟﻤﻜﺎﻥ ﺍﻟﺬﻱ ﻛﺎﻧﺖ ﻓﻴﻪ ﺍﻟﺠﺜﺚ، ﻭﻫﻲ ﺗﺼﺮﺥ ﺑﺎﺳﻢ ﺍﻟﺴﺎﺣﺮﺓ، ﻟﻜﻦ ﻟﻢ ﻳﻜﻦ ﻣﻦ ﺍﻟﻤﻤﻜﻦ ﺃﻥ ﺗﺄﺗﻲ ﺇﺟﺎﺑﺔ."
,ﺑﻌﺪ ﺃﻥ ﺍﻋﺘﺮﺗﻬﺎ ﻣﻼﻣﺢ ﺍﻻﺷﻤﺌﺰﺍﺯ، ﺗﻘﺪﻣﺖ ﻧﺤﻮ ﺍﻟﻄﺎﻭﻟﺔ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻋﻠﻴﻬﺎ ﺟﺜﺚ ﺇﺧﻮﺗﻬﺎ، ﻭﻣﺪﺕ ﻳﺪﻫﺎ ﻧﺤﻮ ﺍﻟﺴﺒﺎﺋﻚ ﺍﻟﺬﻫﺒﻴﺔ.
,ﻛﺎﻧﺖ ﺛﻘﻴﻠﺔ ﺟﺪًﺍ، ﻟﻜﻦ ﺭﻭﺯﺍ ﻟﻢ ﺗﻌﺮ ﺫﻟﻚ ﺍﻫﺘﻤﺎﻣًﺎ.{n}ﻟﻔّﺖ ﻭﺍﺣﺪﺓ ﻣﻨﻬﺎ ﺑﺒﻄﺎﻧﻴﺔ، ﻭﺃﺧﺬﺗﻬﺎ ﻋﻠﻰ ﻛﺘﻔﻬﺎ.
Ushiromiya Rosa,"""ﻋﻠﻰ ﺍﻷﻗﻞ... ﺳﺄﺧﺬ ﻭﺍﺣﺪﺓ... ""ﻫﺬﻩ ﻟﻮﺣﺪﻫﺎ ﺗﺴﺎﻭﻱ ﺃﻛﺜﺮ ﻣﻦ ﻋﺸﺮﺓ ﻣﻼﻳﻴﻦ..."""
,ﻟﻢ ﺗﺘﺮﻙ ﺭﻭﺯﺍ ﺑﻨﺪﻗﻴﺘﻬﺎ ﺑﻞ ﻛﺎﻧﺖ ﺗﺤﻤﻞ ﺍﻟﺬﻫﺐ ﺑﺠﺎﻧﺒﻬﺎ.{n}...ﻛﺘﻔﺎﻫﺎ ﻛﺎﻧﺎ ﻳﺼﺮﺧﺎﻥ ﻣﻦ ﺍﻟﺘﻌﺐ، ﻟﻜﻦ ﺭﻭﺯﺍ ﻟﻢ ﺗﻬﺘﻢ.
Ushiromiya Maria,"""ﻛﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ. ﺳﻴﺤﺪﺙ ﻫﺬﺍ ﻗﺮﻳﺒًﺎ ﺟﺪًﺍ."" ﻗﺮﻳﺒًﺎ ﺟﺪًﺍ، ﺳﻴﻔﺘﺢ ﺑﺎﺏ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ..."""
Ushiromiya Rosa,"""ﺗﻮﻗﻒِ ﻋﻦ ﺍﻟﻀﺤﻚ ﺑﺬﻟﻚ ﺍﻟﺼﻮﺕ ﺍﻟﻤﺨﻴﻒ!!"" ""ﺃﻳﻦ ﻫﻲ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}؟!"" ""ﻧﻌﻢ، ﺃﻋﻠﻢ ﺃﻧﻬﺎ ﻫﻨﺎ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"" ""ﺃﻧﺖِ ﺗﻌﻠﻤﻴﻦ ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"" ""ﺃﻳﻦ؟!"""
Ushiromiya Maria,"""ﻛﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ. ﻻ ﺃﺩﺭﺭﺭﺭﻱ ""ﺣﺘﻰ ﻟﻮ ﻟﻢ ﺗﺒﺤﺜﻲ ﻋﻨﻬﺎ، ﻳﻤﻜﻨﻚ ﺃﻥ ﺗﻠﺘﻘﻲ ﺑﻬﺎ ﻓﻲ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ."" ""...ﻛﻬﻴﻬﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻴﻬﻲ، ﺁﻩ."""
Ushiromiya Rosa,"""ﺗﻮﻗﻔﻲ ﻋﻦ ﺗﻠﻚ ﺍﻟﻀﺤﻜﺔ!!"" ""ﺁﻭﻭﻩ، ﺃﻧﻬﺎ ﺗﻜﺎﺩ ﺗﺠﻌﻠﻨﻲ ﺃﺿﺤﻚ ﺃﻳﻀًﺎ!!"" ""ﻧﻌﻢ، ﻫﺬﺍ ﻛﺎﻥ ﺑﺎﻟﺘﺄﻛﻴﺪ ﺳﺎﺣﺮﺓ، ﺑﺎﻟﺘﺄﻛﻴﺪ ﺳﺎﺣﺮﺓ!!"" ، ﻇﻨﻨﺖ ﺃﻧﻬﺎ ﺇﻧﺴﺎﻥ ﻳﺪﻋﻲ ﺃﻧﻪ ﺳﺎﺣﺮﺓ، ﻛﻨﺖ ﻣﺨﻄﺌﺔ!!!"""
Ushiromiya Rosa,"""...ﻟﻘﺪ ﻛﺎﻧﺖ ﻓﻌﻼً ﺳﺎﺣﺮﺓ!! ﻟﻦ ﺃﻧﺨﺪﻉ ﺑﺸﻲﺀ ﻛﻬﺬﺍ!! ﺃﻧﺖِ ﻫﻨﺎﻙ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟! ﺃﺧﺮﺟﻲ، ﺃﻇﻬﺮﻱ ﻧﻔﺴﻚ!! {f:7:ﺑﻴﺎﺗﺮﻳﺲ}ﻳﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﺲ!!!"""
Ushiromiya Maria,"""ﻗﻠﺖُ ﻟﻚِ، ﺳﺘﻈﻬﺮ ﻗﺮﻳﺒًﺎ ﺟﺪًﺍ. ﺑﺎﺏ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ ﺳﻴﻔﺘﺢ. ...ﻛﻬﻴﻬﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻴﻬﻲ..."""
Ushiromiya Kinzo,"""ﺑﺎﻟﻄﺒﻊ. ﻫﺬﺍ ﻣﺎ ﻛﺎﻥ ﻳﺠﺐ ﺃﻥ ﺃﻓﻌﻠﻪ! ""ﻻ ﻳﻬﻢ، ﺳﺄﺣﺮﻙ ﺍﻟﻘﻠﻌﺔ ﺑﻌﻴﺪًﺍ!"" ﺃﻳﺘﻬﺎ ﺍﻟﻤﺮﺃﺓ، ﺃﻧﺖِ ﺍﻟﻤﻠﻚ ﺍﻟﺬﻱ ﻻ ﻳﻤﻜﻦ ﺍﻟﻮﺻﻮﻝ ﺇﻟﻴﻪ ﺇﻻ ﺑﻌﺰﻳﻤﺔ ﻟﺨﺴﺎﺭﺓ ﻛﻞ ﻣﺎ ﻳﻤﺘﻠﻜﻪ ﺍﻹﻧﺴﺎﻥ. ﺳﺄﺣﺎﺻﺮﻙِ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}ﻳﻴﻴﻴﻴﻴﺲ. ﻫﻴﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ!"""
{f:5:Beatrice}," ﺃﺩﻋُﻨِﻲ ﺑﺎﻟﻤﻠﻜﺔ ﻋﻠﻰ ﺍﻷﻗﻞ. ﻫﻮﻩ، ﻳﺎ ﻟﻬﺎ ﻣﻦ ﺣﺮﻛﺔ ﺭﺍﺋﻌﺔ. ﺍﻟﻌﺰﻳﻤﺔ ﺣﻘًﺎ ﺗﺠﺮﻱ ﻓﻲ ﺩﻣــ ...ﻻ ﻓﻲ ﺩﻣﺎﺀ ﺍﻷﻭﺷﻴﺮﻭﻣﻴﺎ."""
Ushiromiya Kinzo,"""......ﻳﺎ ﻟﻬﺎ ﻣﻦ ﻟﻴﻠﺔ ﺟﻤﻴﻠﺔ!"" ""ﺣﻘًﺎ ﺇﻧﻬﺎ ﻟﻴﻠﺔ ﺃﻧﻴﻘﺔ."" ""ﻛﻮ-ﻫﺎ-ﻫﺎ-ﻫﺎ-ﻫﺎ-ﻫﺎ-ﻫﺎ-ﻫﺎ...!!"""
Ronoue Genji,""".........ﺳﻴﺪﻱ؛ ﻭﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ."" ﺳﻴﺤﻴﻦ ﻭﻗﺖ ﺍﻟﻤﺄﺩﺑﺔ ﻗﺮﻳﺒًﺎ ﺟﺪًﺍ."""
