Speaker,Arabic (AR)
Ushiromiya Ange,"""ﻫﻼّ ﺃﻃﻔﺄﺗﻪ ﻳﺎ ﺃﻣﺎﻛﻮﺳﺎ؟"""
Amakusa Juuza,"ﻋﺬﺭًﺍ، ﻫﺬﺍ ﺧﻄﺌﻲ.""ﺃﻻ ﺗﺤﺒُّﻴﻦ ﺇﻡ. ﺯﻛِّﻲ؟"
Ushiromiya Ange,"""ﻟﺴﺖُ ﻓﻲ ﻣﺰﺍﺝٍ ﻟﺬﻟﻚ ﻓﺤﺴﺐ."""
,ﺃﻃﻔﺄ ﺃﻣﺎﻛﻮﺳﺎ ﺍﻟﻤﺬﻳﺎﻉ.
, ﻓﺎﺑﺘﻠﻊ ﻫﺪﻳﺮ ﺍﻟﺒﺤﺮ ﻋﻠﻰ ﺍﻟﻔﻮﺭ ﻋﺎﻟَﻢ ﺍﻷﺻﻮﺍﺕ ﺍﻟﻤُﺒﺘﻬﺞ.......ﻭﻃﻤﺴﻪ ﺭﻣﺎﺩﻱُّ ﺍﻟﻤﺤﻴﻂ.
Captain Kawabata,"ﺃﺗﺮﻳﻨﻪ.........؟ ﻫﻨﺎﻙ ﻛﺎﻥ ﺍﻟﻤﻴﻨﺎﺀ ﺁﻧﺬﺍﻙ."""
Ushiromiya Ange,""".............................."""
, ﺃﺷﺎﺭ ﺭﺑَّﺎﻥ ﺍﻟﻘﺎﺭﺏ، ﻭﻟﻜﻨِّﻲ ﻟﻢ ﺃﺳﺘﻄﻊ ﺣﻘًﺎ ﺗﺬﻛﺮ ﻣﻈﻬﺮﻩ ﻗﺒﻞ 21 ﻋﺎﻣًﺎ.
, ﻛﻨﺖُ ﺃﻋﺘﻘﺪ ﺃﻥَّ ﺫﻛﺮﻳﺎﺗﻲ ﻋﻦ ﺫﻟﻚ ﺍﻟﻮﻗﺖ ﺳﺘﻨﻬﻤﺮ ﻋﻠﻰ ﺫﻫﻨﻲ ﺗﺪﻓُّﻘًﺎ...... ﻟﻜﻦ ﻟﻢ ﺗﻌﺪ ﺇﻟﻲَّ ﺃﻳَّﺔ ﺫﻛﺮﻯ ﻋﻠﻰ ﺍﻹﻃﻼﻕ...
, ﺧُﺘﻤﺖ ﺍﻟﺠﺰﻳﺮﺓ ﻭﺗُﺮﻛﺖ ﻟﻠﺒﺮﺍﺭﻱ ﺇﺛﺮ ﺍﻟﺤﺎﺩﺛﺔ.
, ﺭﺑﻤﺎ ﻫﺬﺍ ﺃﻣﺮٌ ﻻ ﻣﻔﺮ ﻣﻨﻪ، ﻛﺎﻥ ﻋﻠﻲّ ﺃﻥ ﺃﻗﻨﻊ ﻧﻔﺴﻲ ﺑﺬﻟﻚ، ﻭﺇﻻ…ﻟﺸﻌﺮﺕُ ﺑﺤﺰﻥ ﻭﺃﻟﻢ ﻏﺮﻳﺒﻴﻦ......
, ﻟﻜﻨﻨﻲ ﻋﻠﻰ ﺍﻷﻗﻞ ﺃﺗﺬﻛﺮ ﺷﻴﺌًﺎ ﻭﺍﺣﺪًﺍ.........
, ﻗﺪ ﻳﻘﻮﻝ ﻗﺎﺋﻞ ﺇﻥ ﻛﻞ ﺍﻟﺒﺤﺎﺭ ﻣﺘﺸﺎﺑﻬﺔ، ......ﻭﻟﻜﻨﻲ ﻋﻠﻰ ﺍﻷﻗﻞ ﺃﺗﺬﻛﺮ...
, ﻧﻮﺍﺡ... ﺍﻟﻨﻮﺍﺭﺱ. ﻫﺬﺍ ﻣﺎ ﻟﻦ ﺃﻧﺴﺎﻩ ﺃﺑﺪًﺍ.
, ﺑﺎﻟﻜﺎﺩ ﻛﻨﺖُ ﺃﺫﻫﺐ ﺇﻟﻰ ﺍﻟﻤﺤﻴﻂ ﻓﻲ ﺻﻐﺮﻱ......
, ﻟﺬﺍ ﻛﺎﻥ ﻛﻞُّ ﻣﺎ ﺭُﻣِﺰ ﺇﻟﻰ ﺍﻟﻤﺤﻴﻂ ﻳﻌﻨﻲ ﻟﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﻭﻟﻢَّ ﺷﻤﻞ ﻋﺎﺋﻠﺘﻲ...
, ﺑﺎﺧﺘﺼﺎﺭ، ......ﻛﺎﻥ ﺭﻣﺰًﺍ ﻟﺴﻌﺎﺩﺓ ﺍﻟﺨﺮﻭﺝ ﻣﻊ ﻋﺎﺋﻠﺘﻲ.
, ﻭﻣﻊ ﺫﻟﻚ، ﻓﻲ ﻫﺬﺍ ﺍﻟﻮﻗﺖ، ﺑﺎﺕ ﻣﻦ ﺍﻟﻤﺸﻜﻮﻙ ﻓﻴﻪ ﺇﻥ ﻛﺎﻧﺖ ﺗﻠﻚ ﺳﻌﺎﺩﺓً ﺃﺻﻼً.
, ﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ ﻛﻄﻔﻠﺔ، ﻛﺎﻧﺖ ﻣﺠﺮﺩ ﺭﺣﻠﺔ ﻋﺎﺋﻠﻴﺔ ﻣﻤﺘﻌﺔ، ﻭﻟﻜﻦ ﺑﺎﻟﻨﻈﺮ ﺇﻟﻰ ﻇﺮﻭﻑ ﻭﺍﻟﺪﻱّ ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻓﻼ ﺑﺪ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﺭﺣﻠﺔ ﻗﺎﺳﻴﺔ ﺗﻔﻮﺡ ﻣﻨﻬﺎ ﺭﺍﺋﺤﺔ ﺍﻟﺒﺎﺭﻭﺩ ﺑﺴﺒﺐ ﺗﻘﺴﻴﻢ ﺍﻟﻤﻴﺮﺍﺙ.
, ...ﺃﺗﺬﻛﺮ ﻛﻴﻒ ﻛﻨﺖ ﺃﻟﻬﻮ ﻭﺃﻣﺮﺡ ﻭﻗﺘﻬﺎ، ﺟﺎﻫﻠﺔً ﺑﻤﺸﺎﻋﺮ ﻭﺍﻟﺪﻱّ...
Amakusa Juuza,"""ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ......ﺇﺫًﺍ. ﻫﻨﺎ ﺑﺪﺃ ﻛﻞُّ ﺷﻲﺀ، ﻭﻫﻨﺎ ﺗﻨﺘﻬﻲ ﻛﻞُّ ﺍﻟﺮﺣﻼﺕ."""
, ﺣﺎﻭﻝ ﺃﻣﺎﻛﻮﺳﺎ ﺟﺎﻫﺪًﺍ ﺃﻥ ﻳﺘﺤﺪَّﺙ ﻋﻦ ﻣﺸﺎﻋﺮﻱ ﺍﻟﺪَّﻓﻴﻨﺔ.
, ﺩﺍﺭ ﺍﻟﻘﺎﺭﺏ ﺣﻮﻝ ﺍﻟﺠﺰﻳﺮﺓ، ﺗﻤﻨﻴﺖ ﺃﻥ ﺃﺳﺘﻌﻴﺪ ﺑﻌﻀًﺎ ﻣﻦ ﺫﻛﺮﻳﺎﺕ ﻣﻼﻣﺢ ﺍﻟﺠﺰﻳﺮﺓ ﻣﻊ ﺗﻐﻴﺮ ﺍﻟﺰﺍﻭﻳﺔ،...... ...ﻭﻟﻜﻦ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻭﺣﺘﻰ ﺑﻌﺪ ﺃﻥ ﺍﺧﺘﻔﻰ ﺍﻟﻤﻴﻨﺎﺀ ﺗﻤﺎﻣًﺎ ﺧﻠﻒ ﺍﻟﻤﻨﺤﺪﺭﺍﺕ، ﻟﻢ ﺃﺳﺘﻄﻊ ﺗﺬﻛُّﺮ ﺃﻱِّ ﺷﻲﺀ.
Ushiromiya Ange, ...ﺃﻳُّﻬﺎ ﺍﻟﺮُّﺑﺎﻥ، ﺫﻟﻚ ﺍﻟﺸﻲﺀ ﺍﻟﺬﻱ ﺫﻛﺮﺗﻪ...... ﻋﻦ ﺍﻟﻤﺮﻓﺄ ﺍﻵﺧﺮ...ﺃﺭﺟﻮﻙ ﺃﺧﺒﺮﻧﻲ ﻋﻨﻪ.
Captain Kawabata, ﺣﺴﻨًﺎ، ......ﻳُﻘﺎﻝ ﺇﻥَّ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻻ ﺗﻤﻠﻚ ﺇﻻ ﻣﺮﻓﺄً ﻭﺍﺣﺪًﺍ. ﻟﻜﻦ ﺫﻟﻚ ﻫﻮ ﺍﻟﻈﺎﻫﺮ ﻓﻘﻂ.
Ushiromiya Ange," ""ﻣﺮﻓﺎٌ ﺧﻔﻲٌّ ﺇﺿﺎﻓﻲٌّ ﻓﻲ ﺍﻟﺠﻬﺔ ﺍﻟﺨﻠﻔﻴﺔ ﻣﻦ ﺍﻟﺠﺰﻳﺮﺓ. ......ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ، ...ﻟﻬﺎ ﻭﺟﻪٌ ﺛﺎﻥٍ، ﻻ ﻳﻌﻠﻢ ﻋﻨﻪ ﺃﺣﺪ."
Captain Kawabata,"""......ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﺟﺰﻳﺮﺓٌ ﻣﻠﻚٌ ﻟﻌﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ. ......ﻭﻟﻜﻦ ﻟﻬﺎ ﻭﺟﻪٌ ﺁﺧﺮ، ﺑﺎﻋﺘﺒﺎﺭﻫﺎ ﺟﺰﻳﺮﺓً  ﻳﻤﻠﻜﻬﺎ ﻛﻴﻨﺰﻭ-ﺳﺎﻥ ﺷﺨﺼﻴًﺎ."""
Amakusa Juuza,"""ﺟﺰﻳﺮﺓٌ ﻭﺍﺣﺪﺓ ﻋﻠﻴﻬﺎ ﻣﺮﻓﺂﻥ ﻭﻗﺼﺮﺍﻥ، ......ﺇﺫًﺍ.  ﻟﻘﺪ ﺃﻧﻔﻖ ﺃﻣﻮﺍﻻً ﻃﺎﺋﻠﺔً ﺑﺤﻖ ﻟﻠﺘﻄﻮﻳﻖ ﻋﻠﻰ ﻋﺸﻴﻘﺘﻪ."""
Ushiromiya Ange," ""ﻣﻦ ﻛﺎﻥ ﻳﻌﻠﻢ ﺑﺄﻣﺮ ﻫﺬﺍ ﺍﻟﻤﺮﻓﺄ ﺍﻵﺧﺮ...؟"""
