Speaker,Arabic (AR)
,ﻛﺎﻥ ﺑﺎﺗﻠﺮ ﺟﺎﻟﺴًﺎ ﻓﻲ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ.
,ﻟﻢ ﻳﺴﺘﻄﻊ ﺃﻥ ﻳﺠﺪ ﺍﻹﺭﺍﺩﺓ ﻟﻠﻌﻮﺩﺓ ﺇﻟﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﻭﺳﻂ ﻫﺬﺍ ﺍﻟﻤﻄﺮ، ﻓﺘﺠﻮﻝ ﺑﻼ ﻫﺪﻑ ﺩﺍﺧﻞ ﺍﻟﻘﺼﺮ ﺑﺤﺜًﺎ ﻋﻦ ﺃﻱّ ﻣﻜﺎﻥ ﻳﺠﻠﺲ ﻓﻴﻪ، ﻭﺍﻧﺘﻬﻰ ﺑﻪ ﺍﻷﻣﺮ ﻓﻲ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ.
,ﻟﻢ ﻳُﻜﻠّﻒ ﻧﻔﺴﻪ ﻋﻨﺎﺀ ﻗﻔﻞ ﺍﻟﺒﺎﺏ.
,ﻓﻜّﺮ ﻓﻲ ﺃﻥّ ﺍﻟﻘﺎﺗﻞ ﺍﻟﻤﺠﻬﻮﻝ ﺃﻭ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ ﻗﺪ ﻳﺄﺗﻴﺎﻥ ﻟﻘﺘﻠﻪ ﺍﻵﻥ ﻭﻫﻮ ﻭﺣﻴﺪ، ﻟﻜﻨﻪ ﻟﻢ ﻳﻌﺪ ﻳﺮﻳﺪ ﺣﺘﻰ ﺍﻟﻤﻘﺎﻭﻣﺔ.
,ﺑﻞ ﻋﻠﻰ ﺍﻟﻌﻜﺲ، ﻟﻢ ﻳﻜﻦ ﻳﻨﻮﻱ ﺇﻏﻼﻕ ﺍﻟﺒﺎﺏ ﻟﻴﻤﻨﻊ ﺍﻟﻘﺎﺗﻞ.{n}ﻛﺎﻥ ﻳﺮﻳﺪ ﺃﻥ ﻳﺄﺗﻴﻪ ﺫﻟﻚ ﺍﻟﺸﺨﺺ ﻣﺒﺎﺷﺮﺓً، ﻭﺟﻬﺎً ﻟﻮﺟﻪ.
,...ﻟﻮ ﻛﺎﻥ ﻗﺎﺗﻼً، ﻓﻘﺪ ﻓﻜّﺮ ﺑﺄﻧﻪ ﺳﻴﻄﻠﺐ ﻣﻨﻪ ﺃﻥ ﻳﺨﺒﺮﻩ ﺑﺒﻌﺾٍ ﻣﻦ ﺗﻠﻚ ﺍﻟﺤﻴﻞ ﺍﻟﺮﺍﺋﻌﺔ ﺣﻮﻝ ﺍﻟﻐﺮﻑ ﺍﻟﻤﻐﻠﻘﺔ ﻛﺬﻛﺮﻯ ﻭﺩﺍﻉ.
,ﻭﺇﻥ ﻛﺎﻧﺖ ﺳﺎﺣﺮﺓ، ﻓﺮﺑﻤﺎ ﻛﺎﻥ ﺳﻴﻄﻠﺐ ﻣﻨﻬﺎ ﻋﻠﻰ ﺍﻷﻗﻞ ﺃﻥ ﺗﺄﺧﺬ ﺣﻴﺎﺗﻪ ﺑﺴﺤﺮٍ ﻣﺬﻫﻞ.
,......ﺇﻻ ﺃﻥّ ﺍﻟﻤﻔﺎﺭﻗﺔ، ﺃﻥّ ﺃﻳًﺎ ﻣﻦ ﻫﺬﻳﻦ ﻟﻢ ﻳﺄﺕِ ﻟﻠﻘﺎﺀ ﺑﺎﺗﻠﺮ...
,ﻓﺘﺢ ﺑﺎﺗﻠﺮ ﺧﺰﺍﻧﺔ ﺍﻟﻤﺸﺮﻭﺑﺎﺕ ﺑﻨﻔﺴﻪ، ﻭﺍﺳﺘﻤﺘﻊ ﺑﺎﻟﺨﻤﺮ ﻛﻤﺎ ﻳﺤﻠﻮ ﻟﻪ.{n}ﻟﻢ ﻳﻌﺪ ﻫﻨﺎﻙ ﺃﺣﺪٌ ﻓﻲ ﺃﻱّ ﻣﻜﺎﻥٍ ﻟﻴُﻤﺎﻧﻊ ﺷﺮﺑﻪ ﻟﻠﻜﺤﻮﻝ.
,ﻣﺪَّ ﺳﺎﻗﻴﻪ ﺑﺠﺮﺃﺓ ﻓﻮﻕ ﻏﻄﺎﺀ ﺍﻟﻄﺎﻭﻟﺔ ﺑﺎﻫﻆ ﺍﻟﺜﻤﻦ، ﻭﺑﺪﺃ ﻳﺮﺗﺸﻒ ﺍﻟﺸﺮﺍﺏ ﺍﻟﻔﺎﺧﺮ ﻣﺒﺎﺷﺮﺓً ﻣﻦ ﻋُﻨﻖ ﺍﻟﺰﺟﺎﺟﺔ ﺍﻟﺘﻲ ﻻ ﺷﻚّ ﺃﻥ ﺛﻤﻨﻬﺎ ﻛﺎﻥ ﻳﻔﻮﻕ ﺍﻟﺨﻴﺎﻝ.
,ﻭﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ......ﻃﺮﻕ ﺃﺣﺪﻫﻢ ﺍﻟﺒﺎﺏ.
,ﺷﻌﺮ ﺑﺎﺗﻠﺮ ﺑﺄﻧﻪ ﻋﻠﻰ ﻭﺷﻚ ﻣﻮﺍﺟﻬﺔ ﻗﺪﺭﻩ...
Ushiromiya Battler,"""ﺃﻫــــــــــﻼ، ﺍﻟﺒﺎﺏ ﻏﻴﺮ ﻣﻘﻔﻞ. ﺍﺩﺧﻞ ﺃﻳًّﺎ ﻛﻨﺖَ. ﻟﻜﻦ ﻋﺮّﻑ ﻋﻦ ﻧﻔﺴﻚ. ﺇﻥ ﻛﻨﺖَ ﺑﺸﺮًﺍ، ﻓﻌﺮﻓﻨﻲ ﺑﺈﺳﻤﻚ. ﻭﺇﻥ ﻛﻨﺖِ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻓﺄﻋﻄﻴﻨﻲ ﻗﻴﺎﺳﺎﺕ ﻣﻼﺑﺴﻚ ﺍﻟﺪﺍﺧﻠﻴﺔ ﺍﻟﺜﻼﺙ."""
Ushiromiya Battler,"""ﻗﺪ ﻻ ﺗﺼﺪﻗﻴﻨﻨﻲ، ﻟﻜﻨﻨﻲ ﻣﺘﺬﻭﻕٌ ﻛﺒﻴﺮ ﻟﻸﺛﺪﺍﺀ، ﺃﻓﻬﻤﻴﻴﻴﺘـــﻲ؟"""
Ronoue Genji,""".........ﺇﻧﻪ ﺃﻧﺎ، ﻗﻴﻨﺠﻲ، ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ."""
Ushiromiya Battler,"""...ﻗﻴﻨﺠﻲ-ﺳﺎﻥ، ﻫﺎﻩ. ......ﻣﻌﺬﺭﺓ، ﻟﻜﻨﻨﻲ ﻟﺴﺖُ ﻣﻬﺘﻤًﺎ ﺑﻤﻘﺎﺳﺎﺕ ﺻﺪﺭﻙ. ﺗﻔﻀّﻞ ﺑﺎﻟﺪﺧﻮﻝ، ﺍﻟﺒﺎﺏ ﻣﻔﺘﻮﺡ."""
Ronoue Genji,""".........ﺍﺳﺘﻤﻴﺤُﻚ ﻋﺬﺭًﺍ."""
,ﻓﺘﺢ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﺍﻟﺒﺎﺏ ﻭﺍﻧﺤﻨﻰ.
,.........ﺇﺫﻥ، ﻫﻞ ﻛﺎﻥ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻫﻮ ﺍﻟﻘﺎﺗﻞ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ، ...ﺃﻡ ﻣﺠﺮّﺩ ﺷﺮﻳﻚ؟ ......ﺗﻠﻚ ﺍﻟﻔﺮﺿﻴﺔ ﻗﺪ ﺗﻔﺴّﺮ ﻣﻌﻈﻢ ﺍﻟﺤﻴﻞ...
Ushiromiya Battler,"""ﻫﻞ ﺃﺗﻴﺖَ ﻟﺘﻜﻤﻞ ﺁﺧﺮ ﺍﻟﻄﻘﻮﺱ؟"""
Ronoue Genji,""".........ﻟﻴﺲ ﻛﺬﻟﻚ ﺃﺑﺪًﺍ. ......ﺳﺄﻏﺎﺩﺭ ﻓﻮﺭًﺍ ﺇﻥ ﻛﻨﺖُ ﺃُﺯﻋﺠﻚ."""
