Speaker,Arabic (AR)
Ushiromiya Battler,"""...ﻫﻜﺬﺍ ﺇﺫًﺍ... {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻟﻴﺴﺖ ﺳﺎﺣﺮﺓ، ﺑﻞ ﻋﺸﻴﻘﺔ ﻛﺎﻧﺖ ﺗﻌﻴﺶ ﻓﻲ ﺍﻟﺠﺰﻳﺮﺓ..."""
Ushiromiya Battler,"""...ﻫﺬﺍ ﻳﻌﻨﻲ ﺃﻥ ﻣﻦ ﺍﻟﻤﻤﻜﻦ ﻭﺟﻮﺩ ﺃﻛﺜﺮ ﻣﻦ ﺛﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ! ﻭﺑﺎﻟﺘﺎﻟﻲ ﺗﻨﻬﺎﺭ ﺍﻟﻨﻈﺮﻳﺔ ﺍﻟﻘﺎﺋﻠﺔ ﺑﺄﻥ ﺍﻟﺠﺮﻳﻤﺔ ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺗُﺮﺗﻜﺐ ﺇﻻ ﺑﺎﻟﺴﺤﺮ ﻷﻥ 81 ﺷﺨﺼًﺎ ﻻ ﻳﻤﻜﻦ ﺃﻥ ﻳﻜﻮﻥ ﺃﺣﺪﻫﻢ ﺍﻟﺠﺎﻧﻲ. ......ﻫﺬﻩ ﻣﻌﻠﻮﻣﺔ ﻣﻬﻤﺔ."""
Ronove,"""ﺍﻟﻤﻌﺬﺭﺓ. ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ، ﺃﺗﻮﺩ ﺗﻨﺎﻭﻝ ﺑﻌﺾ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ ﻭﺍﻟﻜﻌﻚ؟"""
,ﻇﻬﺮ ﻣﻦ ﺍﻟﻌﺪﻡ ﺭﺋﻴﺲ ﺧﺪﻡ ﺑﻴـﺎﺗﻮ، ﺍﻟﻤﺪﻋﻮ ﺭﻭﻧﻮﻑ.
,ﻛﺎﻥ ﻳﺤﻤﻞ ﻃﺒﻘًﺎ ﻓﻀﻴًﺎ ﻣﻠﻴﺌًﺎ ﺑﺄﺻﻨﺎﻑ ﻛﻌﻚٍ ﻇﺎﻫﺮﻫﺎ ﻟﺬﻳﺬٌ، ﺑﺠﺎﻧﺐ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ ﺍﻟﺴﺎﺧﻦ.
,...ﺃﻛﺮﻩ ﺣﻘًﺎ ﺍﺑﺘﺴﺎﻣﺔ ﻫﺬﺍ ﺍﻟﺮﺟﻞ. ﻓﻠﺴﺒﺐٍ ﻣﺎ، ﺃﺷﻌﺮ ﺃﻥ ﺍﺑﺘﺴﺎﻣﺘﻪ ﺗﻠﻚ ﻻ ﻳﻘﺼﺪ ﺑﻬﺎ ﺍﻟﺘﺮﺣﻴﺐ ﺑﻲ.{n}ﺃﺷﻌﺮ ﻭﻛﺄﻧﻪ ﻳﺴﺨﺮ ﻣﻨﻲ ﺑﻄﺮﻳﻘﺔٍ ﻣﺎ.
,...ﻻ ﺃﻋﻠﻢ ﺣﻘًﺎ ﻣﺎ ﺇﺫﺍ ﻛﺎﻥ ﻳﻨﻈﺮ ﺇﻟﻲّ ﻛﺄﺣﻤﻖ،  ﺃﻭ ﺃﻧﻬﺎ ﻣﺰﺣﺔ ﺃﻭ ﺷﻲﺀٌ ﺁﺧﺮ، ﻟﻜﻨّﻪ ﻳﺰﻋﺠﻨﻲ ﺣﻘًﺎ.
Ushiromiya Battler,"""....ﻛﻼ ﻻ ﺃﺭﻳﺪ. ﺃﻧﺎ ﻣﺸﻐﻮﻝٌ ﺍﻵﻥ. ﺍﺗﺮﻛﻨﻲ ﻭﺷﺄﻧﻲ."""
Ronove,"""ﻳﺎ ﻟﻸﺳﻒ. ﺧﺴﺎﺭﺓ، ﺧﺼﻮﺻًﺎ ﻭﺃﻥ ﺍﻟﻜﻌﻚ ﻗﺪ ﺧﺮﺝ ﺷﻬﻴًﺎ ﺇﻟﻰ ﺣﺪ ﻻ ﻳُﻘﺎﻭَﻡ. ﻟﻘﺪ ﻃﺒﺨﺘﻪ ﺑﻌﻨﺎﻳﺔٍ ﺷﺪﻳﺪﺓٍ ﺑﺤﻴﺚ ﻳُﻌﺘﺒﺮ ﺇﻫﺪﺍﺭًﺍ ﺃﻥ ﻳُﻘﺪّﻡ ﻟﻤﺠﺮّﺩ ﺑﺸﺮﻱٍ ﻣﺜﻠﻚ."""
Ushiromiya Battler,"""ﺳﺄﺗﻨﺎﻭﻟﻪ ﺣﻴﻦ ﺃﺭﻳﺪ. ﺿﻌﻪ ﻫﻨﺎﻙ ﻭﺍﺭﺣﻞ."""
Ronove,"""ﺃﻫﺬﺍ ﻣﺎ ﺗﺮﻏﺒﻪ؟ ﻛﻤﺎ ﺗﺸﺎﺀ. ﻗﺪ ﺗﺄﻛﻠﻪ ﺣﻴﻨﻤﺎ ﻳﺒﺮﺩ، ﻭﻟﻜﻨﻚ ﺳﺘﻨﺪﻡ ﻛﻠﻴًﺎ ﻟﻌﺪﻡ ﺃﻛﻠﻚ ﻟﻪ ﻭﻫﻮ ﻃﺎﺯﺝٌ ﻣﻦ ﺍﻟﻔﺮﻥ."""
Ushiromiya Battler,""".........ﻳﺎ ﻟﻚ ﻣﻦ ﻣﺰﻋﺞ. ...ﻟﻜﻨﻚ ﻻ ﺗﺰﺍﻝ ﺃﻓﻀﻞ ﻣﻦ ﺗﻠﻚ ﺍﻟﺒﻴـﺎﺗﻮ ﺍﻟﺘﻲ ﺗُﻘﻬﻘﻪ ﻛﺎﻟﻤﺠﻨﻮﻧﺔ ﻓﻲ ﺃﺫﻧﻲ."""
Ronove,"""ﻓﻌﻼً. ﻣﻌﻚ ﺣﻖ. ﻫﻨﺎﻙ ﺃﻭﻗﺎﺕٌ ﺗﺼﺒﺢ ﻓﻴﻬﺎ ﺿﺤﻜﺔ ﺳﻴﺪﺗﻲ ﻏﻴﺮ ﻻﺋﻘﺔٍ ﻋﻠﻰ ﺍﻹﻃﻼﻕ. ﻛﻠﻤﺎ ﺳﻤﻌﺘﻬﺎ، ﺃﻓﻜﺮ ﻓﻲ ﺭﺗﺒﺘﻲ ﺍﻟﻨﺒﻴﻠﺔ، ﻭﺃﻛﺎﻓﺢ ﻟﻔﻬﻢ ﻟﻢَ ﻳﺠﺐ ﺃﻥ ﺃﺧﺪﻡ ﺷﺨﺼًﺎ ﻣﺜﻠﻬﺎ. ﺑﻮﻛﻮﻛﻮﻛﻮ..."""
Ushiromiya Battler,"""...ﺃﻧﺖ ﻏﺮﻳﺐٌ ﺣﻘًﺎ ﻳﺎ ﺭﺟﻞ. ﺇﻥ ﻛﻨﺖ ﺗﻜﺮﻫﻬﺎ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪ، ﻓﻠﻢ ﻻ ﺗﺘﻮﻗﻒ ﻋﻦ ﺧﺪﻣﺘﻬﺎ؟"""
Ronove,"""ﻣﻮﺍﺻﻠﺔ ﺍﻟﺨﺪﻣﺔ ﺭﻏﻢ ﺫﻟﻚ ﻫﻲ ﻣﺘﻌﺔ ﺍﻷﺛﺎﺙ. ﻭﻣﻦ ﻻ ﻳﺘﻘﺒﻞ ﺫﻟﻚ، ﻻ ﻳﻠﻴﻖ ﺃﻥ ﻳُﺪﻋﻰ ﺃﺛﺎﺛًﺎ."""
Ronove,"""....ﺩﻉ ﻋﻨﻚ ﻫﺬﺍ ﺍﻟﻨﻘﺎﺵ. ﻣﺎ ﻫﻲ ﺗﻄﻮﺭﺍﺕ ﺍﻟﻠﻌﺒﺔ؟ ﺃﻋﺘﻘﺪ ﺃﻧﻲ ﺳﻤﻌﺘﻚ ﻟﻠﺘﻮ ﺗﻘﻮﻝ ﺑﺄﻧﻚ ﻋﺜﺮﺕ ﻋﻠﻰ ﻣﻌﻠﻮﻣﺎﺕٍ ﻣﻔﻴﺪﺓٍ، ﻭﻟﻬﺬﺍ ﺃﻧﺖ ﺳﻌﻴﺪٌ ﺑﻬﺎ. ﺣﺴﻨًﺎ، ﺃﺗﺴﺎﺀﻝ ﻣﺎ ﺍﻟﺬﻱ ﺗﻮﺻﻞ ﺇﻟﻴﻪ ﺫﻛﺎﺋﻚ ﺍﻟﺴﻄﺤﻲ."""
,ﺑﻴﻨﻤﺎ ﻛﺎﻥ ﺭﻭﻧﻮﻑ ﻳﺴﺨﺮ ﻣﻨﻲ ﻭﻳﻀﺤﻚ، ﺍﺗﺒﻊ ﻛﻼﻣﻲ ﺍﻟﺴﺎﺑﻖ ﺑﺤﺬﺍﻓﻴﺮﻩ ﻭﻭﺿﻊ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ ﻭﺍﻟﻜﻌﻚ ﻓﻲ ﻣﻜﺎﻥٍ ﻗﺮﻳﺐٍ ﻋﺸﻮﺍﺋﻲ.
Ronove,"""...ﺃﻇﻦ ﺃﻥ ﺫﻟﻚ ﻷﻧﻚ ﺃﺻﺒﺤﺖَ ﺃﻛﺜﺮ ﺛﻘﺔً ﺑﻮﺟﻮﺩ ﺷﺨﺺٍ ﺗﺎﺳﻊ ﻋﺸﺮ؟ ﻫﻼّ ﺗﻜﺮﻣﺖ ﻭﺳﻤﺤﺖ ﻟﻲ ﺑﺴﻤﺎﻉ ﺭﺃﻳﻚ؟"""
Ushiromiya Battler,""".................. ...ﻧﻌﻢ، ﺑﺎﻟﻄﺒﻊ. ﺳﺄﻗﻮﻟﻬﺎ ﻣﺠﺪﺩًﺍ ﺃﻣﺎﻡ ﺑﻴـﺎﺗﻮ ﻋﻠﻰ ﺃﻱ ﺣﺎﻝ. ﻓﻼ ﺣﺎﺟﺔ ﻟﻠﻜﺘﻤﺎﻥ."""
Ushiromiya Battler,"""…ﺍﺳﻤﻊ ﺟﻴﺪًﺍ. ﻣﻤﺎ ﻳﺒﺪﻭ ﺃﻥ ﻫﻨﺎﻙ ﻗﺼﺮٌ ﻣﺨﻔﻲ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ، ﻭﻛﺎﻥ ﻟﺠﺪﻱ ﻋﺸﻴﻘﺔٌ ﺗﻌﻴﺶ ﻓﻴﻪ. ﻟﺬﺍ، ﻓﺈﻥ ﺍﻟﺴﺆﺍﻝ ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﻌﺬﺑﻨﻲ ﺣﻮﻝ ﻣﺎ ﺇﺫﺍ ﻛﺎﻥ ﻫﻨﺎﻙ ﺛﻤﺎﻧﻴﺔ ﺃﻭ ﺗﺴﻌﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ... ﻳﻤﻜﻦ ﺣﻠﻪ ﺑﺴﻬﻮﻟﺔ."""
Ronove,"""ﺭﻏﻢ ﺃﻧﻚ ﺗﻨﻜﺮ ﻭﺟﻮﺩ ﺍﻟﺴﺎﺣﺮﺍﺕ، ﺇﻻ ﺃﻧﻚ ﺗﺘﺒﻨﻰ ﻣﻌﻴﺎﺭًﺍ ﻣﺰﺩﻭﺟًﺎ ﺑﺮﻓﻀﻚ ﺍﻟﺒﺤﺚ ﻋﻦ ﺍﻟﺠﺎﻧﻲ ﺑﻴﻦ ﺍﻟـ81 ﺷﺨﺼًﺎ، ﻭﻗﺪ ﺣﺸﺮﺕَ ﻧﻔﺴﻚ ﻓﻲ ﻃﺮﻳﻖٍ ﻣﺴﺪﻭﺩ."""
Ushiromiya Battler,"""...ﺃﺳﻬﻞ ﻃﺮﻳﻘﺔ ﻷﻧﻜﺮ ﻓﻴﻬﺎ ﺍﻟﺴﺎﺣﺮﺓ ﻫﻲ ﺍﻻﺷﺘﺒﺎﻩ ﺑﺄﺣﺪ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ. ......ﻣﻦ ﺍﻟﺼﻌﺐ ﺇﻳﺠﺎﺩ ﺣﺠﺞ ﻏﻴﺎﺏ ﻟﻬﻢ ﺟﻤﻴﻌًﺎ. ﺩﺍﺋﻤًﺎ ﻣﺎ ﺗﺠﺪ ﺷﺨﺼًﺎ ﻭﺍﺣﺪًﺍ ﻋﻠﻰ ﺍﻷﻗﻞ ﺑﺤﺠﺔ ﻏﻴﺎﺏ ﺿﻌﻴﻔﺔ. ......ﺑﺈﻣﻜﺎﻧﻲ ﺇﻧﻜﺎﺭ ﺍﻟﺴﺎﺣﺮﺓ ﺇﻟﻰ ﺍﻷﺑﺪ ﺇﺫﺍ ﺍﺳﺘﺨﺪﻣﺖ ﺫﻟﻚ ﺍﻟﺸﺨﺺ ﻛﻜﺒﺶ ﻓﺪﺍﺀ."""
Ushiromiya Battler,"""ﻭﻟﻜﻨﻲ ﺃﺭﻓﺾ ﻗﻄﻌًﺎ ﻓﻌﻞ ﻫﺬﺍ!! ﺁﻩ، ﻫﺬﺍ ﺑِﻼ ﺟﺪﻭﻯ، ﻛُّﻠﻪ ﺑِﻼ ﺟﺪﻭﻯ! ﻫﺆﻻﺀ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﻫﻢ ﺃﻗﺎﺭﺑﻲ ﺳﻮﺍﺀً ﻛﺎﻧﻮﺍ ﺃﺑًﺎ ﺃﻭ ﺍﺑﻦ ﻋﻢ! ﻭﺃﻭﻟﺌﻚ ﺍﻟﺨﺪﻡ ﺍﻷﻭﻓﻴﺎﺀ، ﺍﻟﺬﻳﻦ ﻳﻜﻮﻧﻮﻥ ﺃﺣﻴﺎﻧًﺎ ﺟﺎﺩﻳﻦ ﻭﺗﺎﺭﺓً ﺃﺧﺮﻯ ﻣﺮﺣﻴﻦ. ﻻ ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﺿﺤﻲ ﺑﺄﻱٍ ﻣﻨﻬﻢ ﻛﻜﺒﺶ ﻓﺪﺍﺀ!!"""
Ushiromiya Battler,"""ﻓﻲ ﺍﻟﻤﺮﺓ ﺍﻟﺴﺎﺑﻘﺔ، ﺗﺬﺑﺬﺑﺖ ﻋﺰﻳﻤﺘﻲ. ﻟﻬﺬﺍ ﺍﺳﺘﻐﻠﺖ ﺑﻴـﺎﺗﻮ ﺿﻌﻒ ﻗﻠﺒﻲ ﺣﻴﻨﻬﺎ."""
Ronove,"""…ﺍﻻﻋﺘﺮﺍﻑ ﺑﻀﻌﻔﻚ، ﻭﻓﻬﻤﻪ... ﻫﺬﺍ ﺃﻣﺮٌ ﻻ ﻳﺴﺘﻄﻴﻊ ﻛﺜﻴﺮﻭﻥ ﻓﻌﻠﻪ، ﻳﺎ ﺳﻴﺪﻱ. ﺇﺫًﺍ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ، ﺃﺗﺴﺘﺨﺪﻡ ﻧﻈﺮﻳﺔ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ ﻛﺮﻣﺢ. ...ﺃﻭ ﺭﺑﻤﺎ، ﻛﺪﺭﻉ؟"""
Ronove,"""ﺑﺄﻳﺔ ﺣﺎﻝ، ﻋﻠﻰ ﻋﻜﺲ ﺍﻟﺠﻮﻻﺕ ﺍﻟﺴﺎﺑﻘﺔ ﺣﻴﻦ ﻟﻢ ﺗﻜﻦ ﻣﺘﺄﻫﺒًﺎ، ﻳﺒﺪﻭ ﺃﻧﻚ ﺍﻵﻥ ﺗﻤﻠﻚ ﺑﻮﺻﻠﺔ ﺗﺮﺷﺪﻙ ﺇﻟﻰ ﻛﻴﻔﻴﺔ ﺍﻟﻘﺘﺎﻝ... ﻳﻤﻜﻦ ﺃﻥ ﻧﻘﻮﻝ ﺃﻧﻬﺎ ﻗﻔﺰﺓٌ ﻣﻠﺤﻤﻴﺔٌ ﺇﻟﻰ ﺍﻷﻣﺎﻡ. ﻭﺑﻬﺬﺍ ﻟﻦ ﺗﻀﻄﺮ ﻟﻠﺘﺸﻜﻴﻚ ﻓﻲ ﺃﻱٍ ﻣﻦ ﺍﻟـ81 ﺍﻟﺬﻳﻦ ﺗﺤﺒﻬﻢ ﻭﺗﺤﺘﺮﻣﻬﻢ، ﻭﻳﻤﻜﻨﻚ ﺑﺴﻬﻮﻟﺔ ﺍﻻﺷﺘﺒﺎﻩ ﻓﻲ ﺷﺨﺺٍ ﺗﺎﺳﻊ ﻋﺸﺮ، ﻭﻣﺘﺎﺑﻌﺔ ﻧﻈﺮﻳﺘﻚ ﺑﺄﻥ ﺍﻟﺠﺎﻧﻲ ﻫﻮ ﻣﺠﺮﺩ ﺑﺸﺮﻱ."""
Ushiromiya Battler,"""ﻫﺬﺍ ﺻﺤﻴﺢ ﺗﻤﺎﻣًﺎ. ﻛﻤﺎ ﺣﺼﻞ ﻓﻲ ﺍﻟﻠﻌﺒﺔ ﺍﻷﻭﻟﻰ، ﻋﻨﺪﻣﺎ ﻗُﺘﻞ ﻛﺎﻧﻮﻥ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ، ...ﻭﻓﻲ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻷﻣﺎﻛﻦ ﺍﻷﺧﺮﻯ، ﻫﻨﺎﻙ ﻋﺪﺩٌ ﻻ ﻧﻬﺎﺋﻲ ﻣﻦ ﺍﻟﺤﻴﻞ ﺍﻟﺘﻲ ﻳﻤﻜﻨﻨﻲ ﺍﺳﺘﺨﺪﺍﻣﻬﺎ ﺩﻭﻥ ﺗﺮﺩﺩ ﺇﺫﺍ ﻛﺎﻥ ﻫﻨﺎﻙ ﺷﺨﺺٌ ﺗﺎﺳﻊ ﻋﺸﺮ."""
,ﻓﻲ ﺍﻟﻠﻌﺒﺔ ﺍﻷﻭﻟﻰ، ﻗُﺘﻞ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ.
,ﻗﺪ ﻳﻈﻦ ﺍﻟﻤﺮﺀ ﺃﻧﻪ ﺗﻌﺮﺽ ﻟﻠﻬﺠﻮﻡ ﻣﻦ ﻗﺒﻞ ﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ، ﺍﻟﺘﻲ ﺭﺍﻓﻘﺘﻪ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ، ﺃﻭ ﺭﺑﻤﺎ ﻛﺎﻥ ﺃﺣﺪ ﺍﻟﺴﺘﺔ ﺍﻷﻭﺍﺋﻞ ﻳُﺰﻳﻒ ﻣﻮﺗﻪ ﻭﻧﺼﺐ ﻟﻪ ﻛﻤﻴﻨًﺎ. ﺛﻢ ﻫﺎﺟﻢ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ. ﻓﻲ ﻛﻠﺘﺎ ﺍﻟﺤﺎﻟﺘﻴﻦ، ﺃﺟﺒﺮﺗﻨﻲ ﺗﻠﻚ ﺍﻟﺨﻄﻮﺓ ﻋﻠﻰ ﺍﻻﺷﺘﺒﺎﻩ ﻓﻲ ﺃﺣﺪ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ.
,ﻭﻟﻜﻦ، ﺑﻮﺟﻮﺩ ﻧﻈﺮﻳﺔ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ، ﻟﻢ ﻳﻌﺪ ﻫﻨﺎﻙ ﺣﺎﺟﺔ ﻟﻼﺷﺘﺒﺎﻩ ﻓﻲ ﺃﺣﺪ ﺍﻟـ81 ﻓﻲ ﺗﻠﻚ ﺍﻟﺠﺮﻳﻤﺔ ﺑﻐﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ.
Ushiromiya Battler,"""ﺑﺎﺧﺘﺼﺎﺭ! ﻧﻈﺮﻳﺔ 'ﺃﻥ ﺍﻟﺠﺎﻧﻲ ﺳﺎﺣﺮﺓ ﻷﻥ ﻣﻦ ﺍﻟﻤﺴﺘﺤﻴﻞ ﻋﻠﻰ ﺃﻱٍّ ﻣﻦ ﺍﻟـ81 ﺗﻨﻔﻴﺬ ﺍﻟﺠﺮﻳﻤﺔ'. ﻫﻲ ﺷﻲﺀ ﺃﺳﺘﻄﻴﻊ ﻧﻔﻴﻪ ﺍﻵﻥ."""
,ﺑﺎﺳﺘﺨﺪﺍﻡ ﻫﺬﻩ ﺍﻟﺤﺠﺔ، ﻳﻤﻜﻨﻨﺎ ﺃﻥ ﻧﺄﺧﺬ ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﻤﺜﺎﻝ ﺍﻟﺴﺆﺍﻝ ﺍﻟﺬﻱ ﻃُﺮﺡ ﻣﺠﺪﺩًﺍ ﻓﻲ ﻫﺬﻩ ﺍﻟﻠﻌﺒﺔ، ‘ﻣﻦ ﺃﻋﻄﻰ ﻣﺎﺭﻳﺎ ﺍﻟﺮﺳﺎﻟﺔ؟‘ ﻭﻧﻘﺪﻡ ﺗﻔﺴﻴﺮًﺍ ﺳﻬﻼً.
, ﺣﺘﻰ ﻟﻮ ﻛﺎﻥ ﻟﺪﻯ ﺟﻤﻴﻊ ﺍﻷﺷﺨﺎﺹ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺣﺠﺞ ﻏﻴﺎﺏ، ﻳﻤﻜﻨﻨﻲ ﺑﺴﻬﻮﻟﺔ ﺗﻔﺴﻴﺮ ﻛﻞ ﺷﻲﺀ ﺑﺎﻟﻘﻮﻝ ﺃﻥ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ ﺯﺍﺭﻫﺎ ﻭﺃﻋﻄﺎﻫﺎ ﺍﻟﺮﺳﺎﻟﺔ.
Ronove,"""...ﻫﻤﻢ، ﻫﻤﻢ.  ﺣﺴﻨًﺎ، ﺇﻧﻬﺎ ﺣﺮﻛﺔ ﺟﻴﺪﺓ. ﺃﺗﺴﺎﺀﻝ ﻛﻴﻒ ﺳﺄﺭﺩ ﻋﻠﻴﻬﺎ؟"""
Ronove,"""...ﺭﺑﻤﺎ ﺗﻌﻲ ﻫﺬﺍ، ﻟﻜﻦ ﻣﺎ ﺯﺍﻝ ﻟﺪﻳﻚ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﻧﻘﺎﻁ ﺍﻟﻀﻌﻒ. ﺭﺑﻤﺎ ﺗﻜﻮﻥ ﻧﻈﺮﻳﺔ 'ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ ﻓﻘﻂ' ﺧﻄﻮﺓ ﻓﻌﺎﻟﺔ ﻭﺟﻴﺪﺓ. ﻷﺧﺘﺒﺮ ﻣﺪﻯ ﻗﻮﺓ ﺣﺠﺠﻚ، ﻗﺪ ﻳﻜﻮﻥ ﻣﻦ ﺍﻟﻤﻤﺘﻊ ﺍﻟﻘﺘﺎﻝ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﻨﻘﻄﺔ ﻣﺮﺓ ﺃﺧﺮﻯ."""
Ushiromiya Battler,"""ﺣﺴﻨًﺎ، ﻣﺎﺫﺍ ﺳﺘﻔﻌﻞ ﺃﻳﻬﺎ ﺍﻟﺨﺎﺩﻡ ﺍﻟﺸﻴﻄﺎﻧﻲ...؟!"""
