Speaker,Arabic (AR)
,ﺍﻫﺘﺰ ﺍﻟﻘﺎﺭﺏ ﻋﻠﻰ ﻧﺤﻮ ﻛﺒﻴﺮ.
,ﻳﺒﺪﻭ ﺑﺄﻧﻨﺎ ﺭﺳﻮﻧﺎ ﻓﻲ ﺍﻟﻤﻴﻨﺎﺀ.{n}ﺧﺮﺝ ﺍﻟﻜﺎﺑﺘﻦ ﻭﻗﻔﺰ ﺇﻟﻰ ﺍﻟﺮﺻﻴﻒ ﻭﻫﻮ ﻳﻤﺴﻚ ﺣﺒﻞ ﺍﻟﻤﺮﺳﺎﺓ.
,ﻛﺎﻥ ﻫﻨﺎﻙ ﺭﺟﻞ ﻛﺒﻴﺮ ﻳﻠﺒﺲ ﺑﺪﻟﺔ ﺭﺳﻤﻴﺔ ﻳﻨﺘﻈﺮﻧﺎ ﻣﻊ ﻭﺟﻪ ﻣﺒﺘﺴﻢ.
,.....ﻟﻢ ﺃﺗﻌﺮﻑ ﻋﻠﻰ ﻭﺟﻬﻪ، ﻭﻟﻜﻦ ﺑﺎﻟﻨﻈﺮ ﺇﻟﻰ ﻫﻴﺌﺔ ﻣﻼﺑﺴﻪ، ﺧﻤﻨﺖ ﺑﺄﻧﻪ ﻳﻌﻤﻞ ﺧﺎﺩﻣﺎ ﻟﻤﻨﺰﻝ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ.
Gohda Toshiro,"""ﻣﺮﺣﺒﺎ ﺑﻚ ﻳﺎ ﺁﻧﺴﺘﻲ. ﻟﻘﺪ ﺗﺄﺧﺮﺗﻢ ﻗﻠﻴﻼ، ﻓﺒﺪﺃﺕ ﺃﺷﻌﺮ ﺑﺎﻟﻘﻠﻖ."""
Ushiromiya Jessica,"""ﺁﻩ، ﺷﻜﺮﺍ ﻻﻫﺘﻤﺎﻣﻚ! ﻫﺬﺍ ﺍﻷﺣﻤﻖ ﻛﺎﻥ ﺧﺎﺋﻔﺎ ﺟﺪﺍ، ﻓﺘﺤﺘﻢ ﻋﻠﻴﻨﺎ ﺃﻥ ﻧﺒﻄﺊ ﻣﻦ ﺳﺮﻋﺘﻨﺎ. ﻛﺎﻥ ﻣﺰﻋﺠﺎ ﻟﻠﻐﺎﻳﺔ!"""
Ushiromiya Battler,"""ﺍ، ﺍﺻﻤﺘﻲ... ﻳﻮﻣﺎ ﻣﺎ، ﻋﻨﺪﻣﺎ ﻳﺤﺪﺙ ﻟﻚ ﻧﻔﺲ ﺍﻷﻣﺮ.... ﺳﺘﺘﺬﻛﺮﻳﻦ ﻫﺬﺍ،.....ﺁﺁﺁﻩ."""
,ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﺤﺎﻝ، ﺳﻴﻨﺘﺸﺮ ﺍﻟﻤﻮﻗﻒ ﺑﻴﻦ ﺃﻓﺮﺍﺩ ﺍﻟﻌﺎﺋﻠﺔ ﻭﺳﺄﺻﺒﺢ ﺍﻟﻤﻮﺿﻮﻉ ﺍﻟﺮﺋﻴﺴﻲ ﺃﺛﻨﺎﺀ ﺍﻟﻌﺸﺎﺀ.
,ﺣﺘﻰ ﺑﺪﻭﻥ ﻫﺬﺍ، ﺍﻟﺠﻤﻴﻊ ﻳﺘﺤﺪﺛﻮﻥ ﻋﻨﻲ ﺑﺴﺒﺐ ﺍﻻﻧﻘﻄﺎﻉ ﺍﻟﺬﻱ ﺩﺍﻡ ﻟﻤﺪﺓ ﺳﺖ ﺳﻨﻮﺍﺕ... ﻟﻜﻨﻲ ﺍﻵﻥ ﺃﻋﻄﻴﺘﻬﻢ ﻣﻮﺿﻮﻋﺎ ﺃﻛﺜﺮ ﺇﺛﺎﺭﺓ...!
,ﺳﺤﻘﺎ، ﻟﻤﺎﺫﺍ ﺍﺧﺘﺎﺭ ﺭﺋﻴﺲ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﻌﻴﺶ ﻓﻲ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺍﻟﻤﻌﺰﻭﻟﺔ!
