Speaker,Arabic (AR)
Ushiromiya Natsuhi,"""......ﺑﺄﻳﺔ ﺣﺎﻝ، ﺳﻨﻐﻠﻖ ﺍﻟﻐﺮﻓﺔ ﻭﻧﺘﺮﻙ ﻛﻞ ﺷﻲﺀ ﻋﻠﻰ ﺣﺎﻟﻪ ﺣﺘﻰ ﻗﺪﻭﻡ ﺍﻟﺸﺮﻃﺔ. .........ﻫﻞ ﻟﺪﻯ ﺃﺣﺪﻛﻢ ﺍﻋﺘﺮﺍﺽ؟"""
,ﺃﻭﺿﺤﺖ ﻧﺎﺗﺴﻮﻫﻲ ﺃﻧﻬﺎ ﻻ ﺗﻬﺘﻢ ﺳﻮﺍﺀ ﺍﺗﻔﻘﻨﺎ ﻣﻌﻬﺎ ﺃﻡ ﻻ.
,....ﺇﺫﺍ ﻛﺎﻥ ﻷﻱ ﺷﺨﺺ ﺍﻟﺤﻖ ﻓﻲ ﺍﻻﻋﺘﺮﺍﺽ، ﻓﺴﻴﻜﻮﻥ ﺟﻮﺭﺝ، ﻟﻜﻨﻪ ﻇﻞ ﻳﺬﺭﻑ ﺍﻟﺪﻣﻮﻉ ﺑﻼ ﺗﻮﻗﻒ.
,ﻭﺣﻴﻨﻤﺎ ﺍﺳﺘﺠﻤﻊ ﻗﻮﺍﻩ ﻭﻧﻬﺾ، ﻭﺍﻓﻖ ﺍﻟﺠﻤﻴﻊ ﺃﻳﻀﺎ.
,ﻟﻢ ﺗﻔﺘﺢ ﺍﻟﺮﺳﺎﻟﺔ ﺍﻟﺘﻲ ﺍﻟﺘﻘﻄﺘﻬﺎ ﻧﺎﺗﺴﻮﻫﻲ ﺣﺘﻰ ﺍﻵﻥ.{n}...ﻟﻜﻦ ﺑﻌﺪ ﻣﻐﺎﺩﺭﺓ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ، ﻗﺮﺭﻧﺎ ﻓﺘﺤﻬﺎ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﻤﻌﻴﺸﺔ، ﺣﻴﺚ ﻳﻤﻜﻦ ﻟﻠﺠﻤﻴﻊ ﺭﺅﻳﺘﻬﺎ.
,ﺑﻤﺠﺮﺩ ﺧﺮﻭﺟﻨﺎ ﺇﻟﻰ ﺍﻟﺮﻭﺍﻕ ﻟﻠﻌﻮﺩﺓ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﻤﻌﻴﺸﺔ، .........ﺷﻌﺮ ﺑﻌﻀﻨﺎ ﻋﻠﻰ ﺍﻟﻔﻮﺭ ﺑﺸﻲﺀ ﻣﺎ ﻏﻴﺮ ﻣﺄﻟﻮﻑ.
Ushiromiya Maria,"""............ﺃﻭﻭ-. ............ﺭﺍﺋﺤﺔ ﺳﻴﺌﺔ؟"""
Ushiromiya Jessica,"""ﺁﻩ........ﻫﻞ ﺷﻤﻤﺘﻬﺎ ﺃﻳﻀﺎ ﻳﺎ ﻣﺎﺭﻳﺎ؟ ...ﺇﻧﻬﺎ ﺭﺍﺋﺤﺔ ﻛﺮﻳﻬﺔ…..."""
,ﻋﻨﺪﻣﺎ ﺍﺳﺘﻨﺸﻖ ﺍﻟﺠﻤﻴﻊ ﺍﻟﻬﻮﺍﺀ، ....ﻻﺣﻈﻮﺍ ﺭﺍﺋﺤﺔ ﻓﻈﻴﻌﺔ ﺗﻨﺒﻌﺚ ﻣﻦ ﺧﻼﻝ ﺍﻟﻤﺪﺧﻞ، ﺭﺍﺋﺤﺔ ﻟﻢ ﻳﺸﻤﻬﺎ ﺃﻱ ﻣﻨﺎ ﺣﺘﻰ ﻫﺬﺍ ﺍﻟﺤﻴﻦ.
Kumasawa Chiyo,"""......ﺳﻮﻑ ﺃﺗﻔﻘﺪ ﺍﻟﻤﻄﺒﺦ ﺳﺮﻳﻌﺎ.... ﺃﻧﺎ ﻣﺘﺄﻛﺪﺓ ﺑﺄﻧﻨﻲ ﺃﻃﻔﺄﺕ ﺍﻟﻔﺮﻥ......"""
,ﺑﻌﺪ ﻣﻼﺣﻈﺔ ﺭﺍﺋﺤﺔ ﻣﺤﺘﺮﻗﺔ، ﻛﺎﻥ ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻥ ﻛﻮﻣﺎﺳﺎﻭﺍ، ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﺴﺘﺨﺪﻡ ﺍﻟﻨﺎﺭ ﻓﻲ ﺍﻟﻤﻄﺒﺦ، ﺍﺷﺘﺒﻬﺖ ﻓﻲ ﺃﻥ ﺣﻤﺎﻗﺘﻬﺎ ﻗﺪ ﺗﺴﺒﺒﺖ ﻓﻲ ﺫﻟﻚ. ﻫﺮﻋﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺑﻌﻴﺪﺍ ﻋﻠﻰ ﻋﺠﻞ.
Ronoue Genji,"""........ﻛﺎﻧﻮﻥ، ﺍﺫﻫﺐ ﺑﺮﻓﻘﺔ ﻛﻮﻣﺎﺳﺎﻭﺍ. ﻻ ﺗﺪﻋﻬﺎ ﺑﻤﻔﺮﺩﻫﺎ."""
Kanon,"""ﻧـ، ﻧﻌﻢ...!"""
