Speaker,Arabic (AR)
,ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺳﺒﻴﻞ ﻟﻤﻌﺮﻓﺔ ﺃﻥ ﺍﻟﺼﺒﺎﺡ ﻗﺪ ﺣﻞّ ﺳﻮﻯ ﺑﻔﺘﺢ ﺍﻟﺴﺘﺎﺋﺮ ﻭﺍﻟﻨﻈﺮ ﺇﻟﻰ ﺍﻟﺴﻤﺎﺀ ﺍﻟﻐﺎﺋﻤﺔ، ﻭﺍﻟﺘﻲ ﺃﺿﺎﺀﺕ ﺍﻟﺸﻤﺲ ﺛﻨﺎﻳﺎﻫﺎ ﻗﻠﻴﻼً.
,ﻟﻢ ﻳﻜﻦ ﺻﺒﺎﺣًﺎ ﻣﺸﺮﻗًﺎ. ﻛﻞ ﻣﺎ ﻳﻤﻜﻦ ﺳﻤﺎﻋﻪ ﻫﻮ ﺻﻮﺕ ﺍﻟﻤﻄﺮ ﺍﻟﻤﺘﺴﺎﻗﻂ ﻭﻫﺪﻳﺮ ﺍﻟﺮﻳﺎﺡ ﻣﻨﺬ ﺍﻟﻠﻴﻠﺔ ﺍﻟﻤﺎﺿﻴﺔ...
Ushiromiya Kyrie,"""....ﻻ ﻳﺒﺪﻭ ﺍﻟﻮﻗﺖ ﺻﺒﺎﺣًﺎ ﺃﺑﺪًﺍ. ﻳﺎ ﻟﻪ ﻣﻦ ﺟﻮٍ ﻣﺮﻳﻊ، ﻳﻌﻜﺲ ﺗﻤﺎﻣًﺎ ﻣﺎ ﻧﺸﻌﺮ ﺑﻪ ﻓﻲ ﻗﻠﻮﺑﻨﺎ."""
Ushiromiya Rudolf,"""ﻟﻜﺎﻥَّ ﻃﻘﺴًﺎ ﺃﻛﺜﺮ ﺳﻮﺀًﺍ. ﻋﻠﻰ ﺍﻷﻗﻞ ﺇﻧﻪ ﻣﺠﺮّﺩ ﻣﻄﺮ ﻭﻟﻴﺲ ﺭﻣﺎﺣًﺎ ﺗﺘﺴﺎﻗﻂ ﻣﻦ ﺍﻟﺴﻤﺎﺀ."""
Ushiromiya Hideyoshi,"""ﻭﻫﺎﻫﺎﻫﺎ! ﺳﻮﺍﺀ ﻛﺎﻧﺖ ﺗﻤﻄﺮ ﺃﻭ ﺗﺘﺴﺎﻗﻂ ﺍﻟﺮﻣﺎﺡ، ﻓﻠﻴﺄﺕِ ﻣﺎ ﻳﺄﺗﻲ، ﺃﻧﺎ ﻣﺴﺘﻌﺪ!"""
Ushiromiya Hideyoshi,""".........ﻫﻞ ﺃﺻﺒﺤﺖ ﺍﻟﺴﺎﻋﺔ ﺍﻟﺴﺎﺩﺳﺔ ﺻﺒﺎﺣًﺎ ﺑﺎﻟﻔﻌﻞ؟ ﻓﻮﺍﺍﺍﺍﺍﺍﺍ... ﺃﻋﺘﻘﺪ ﺃﻧﻨﺎ ﺗﺤﺪﺛﻨﺎ ﺑﻤﺎ ﻳﻜﻔﻲ، ﻭﻟﻴﺲ ﺑﻴﺪﻧﺎ ﺗﺪﺍﺑﻴﺮ ﻗﺪ ﻧﺘﺨﺬﻫﺎ ﻣﺎ ﻟﻢ ﻳﻈﻬﺮ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ، ﺍﻟﻤﺴﻤﻰ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Krauss,"""ﻣﻌﻚ ﺣﻖ. ......ﻭﻣﻊ ﻫﺬﺍ، ﺃﻋﺘﻘﺪ ﺃﻧﻨﺎ ﻧﺎﻗﺸﻨﺎ ﻛﻞ ﺍﻟﺨﻄﻂ ﺍﻟﺘﻲ ﻗﺪ ﺗﺘﺨﺬﻫﺎ ﺿﺪﻧﺎ."""
Ushiromiya Eva,"""ﺻﺤﻴﺢ. ﻃﺎﻟﻤﺎ ﻻ ﻳﻈﻬﺮ ﺧﺎﺋﻦٌ ﺑﻴﻨﻨﺎ ﻧﺤﻦ ﺍﻹﺧﻮﺓ، ﻓﺴﻨﺴﺘﻄﻴﻊ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻊ ﺃﻱ ﻭﺿﻊ."""
Ushiromiya Rosa,"""...ﺃﻟﻢ ﻧﺘﺤﺪﺙ ﺑﻤﺎ ﻓﻴﻪ ﺍﻟﻜﻔﺎﻳﺔ؟ ﻟﻘﺪ ﺳﻬﺮﻧﺎ ﻃﻮﺍﻝ ﺍﻟﻠﻴﻞ. ...ﺃﺷﻌﺮ ﺑﺎﻟﺘﻌﺐ."""
Ushiromiya Natsuhi,"""ﻣﻌﻚ ﺣﻖ. ﻣﺎ ﺭﺃﻳﻜﻢ ﺃﻥ ﻧﺄﺧﺬ ﻗﺴﻄًﺎ ﻣﻦ ﺍﻟﺮﺍﺣﺔ ﺑﻌﺪ ﺗﻨﺎﻭﻝ ﺍﻹﻓﻄﺎﺭ؟"""
