Speaker,Arabic (AR)
Ushiromiya Rosa,"""..................ﺁﻩ، ...............ﺃﻏﻎ........."""
,ﺻﻤﺖٌ.  ﻭﻗﺘﺎﻡ. ﺑﺮﻭﺩﺓٌ. ﻭﺃﻟﻢ.
,ﺍﺳﺘﻌﺎﺩﺕ ﺭﻭﺯﺍ ﻭﻋﻴﻬﺎ ﺷﻴﺌﺎً ﻓﺸﻴﺌﺎً......
,ﻭﺃﻭﻝ ﻣﺎ ﻓﻜﺮﺕ ﻓﻴﻪ ﻫﻮ: ...ﻳﺎ ﻟﻴﺘﻨﻲ ﻟﻢ ﺃﻓﻌﻞ.
,ﻛﺎﻥ ﺟﺴﺪﻫﺎ ﺑﺎﺭﺩﺍً ﻭﻳﺆﻟﻤﻬﺎ ﻛﺜﻴﺮﺍً، ......ﻭﺍﺯﺩﺍﺩ ﺍﻷﻣﺮ ﺳﻮﺀﺍً ﻛﻠﻤﺎ ﻋﺎﺩ ﺇﻟﻴﻬﺎ ﻭﻋﻴﻬﺎ.
,ﺷﻌﺮﺕ ﻭﻛﺄﻧﻬﺎ ﻛﺎﻧﺖ ﻧﺎﺋﻤﺔ ﻓﻲ ﺍﻟﻈﻼﻡ ﻟﻮﻗﺖ ﻃﻮﻳﻞ، ﻭﻭﺟﻬﻬﺎ ﻷﺳﻔﻞ ﻋﻠﻰ ﺭﺧﺎﻡ ﺑﺎﺭﺩ ﻛﺎﻟﺜﻠﺞ.
,......ﺁﺁﻩ، ﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﺃﻗﻮﻝ ﻟﻨﻔﺴﻲ ﺩﺍﺋﻤﺎً.{n}ﺣﺘﻰ ﻟﻮ ﻛﺎﻧﺖ ﻣﺠﺮﺩ ﻗﻴﻠﻮﻟﺔ، ﺧﺬﻳﻬﺎ ﻋﻠﻰ ﺍﻷﺭﻳﻜﺔ.
,ﺃﻋﺮﻑ ﺩﺍﺋﻤﺎً ﺃﻧﻨﻲ ﺇﺫﺍ ﺣﺎﻭﻟﺖ ﺑﺴﺬﺍﺟﺔ ﺃﻥ ﺃﻏﻤﺾ ﻋﻴﻨﻲ ﻟﺜﺎﻧﻴﺔ ﻭﺍﺣﺪﺓ ﻓﻘﻂ، ﻭﺍﻧﺘﻬﻰ ﺑﻲ ﺍﻷﻣﺮ ﻧﺎﺋﻤﺔ ﻋﻠﻰ ﺍﻷﺭﺽ ﺃﻭ ﻋﻠﻰ ﻣﻜﺘﺒﻲ، ﻓﺴﻴﺆﻟﻢ ﺫﻟﻚ ﺟﺴﺪﻱ ﻻﺣﻘﺎً ﻭﺳﺄﻋﺎﻧﻲ ﻣﻨﻪ......
,ﻷﻧﻬﺎ ﻧﺎﻣﺖ ﻋﻠﻰ ﺃﺭﺿﻴﺔ ﺑﺎﺭﺩﺓ ﻭﺻﻠﺒﺔ، ﺗﻐﻠﻐﻞ ﺍﻟﺒﺮﺩ ﺇﻟﻰ ﻋﻈﺎﻣﻬﺎ.
,ﻷﻧﻬﺎ ﻧﺎﻣﺖ ﻋﻠﻰ ﺃﺭﺿﻴﺔ ﺑﺎﺭﺩﺓ ﻭﺻﻠﺒﺔ، ﺁﻟﻤﻬﺎ ﺟﺎﻧﺐ ﻭﺟﻬﻬﺎ.
,......ﻟﻮ ﻧﻈﺮﺕ ﺍﻵﻥ ﺇﻟﻰ ﺍﻟﻤﺮﺁﺓ، ﻟﺮﺃﺕ ﻭﺗﺄﻛﺪﺕ ﻣﻦ ﻋﻼﻣﺔ ﺍﻟﻨﻮﻡ ﺍﻟﻤﺤﺮﺟﺔ.
,ﻟﻢ ﺗﻈﻦ ﺃﻥ ﻣﺠﺮﺩ ﻓﺮﻛﻬﺎ ﺳﻴﺠﻌﻞ ﺗﻠﻚ ﺍﻟﻌﻼﻣﺔ ﺗﺨﺘﻔﻲ، ﻓﻤﺴﺤﺖ ﻋﻠﻰ ﺟﺎﻧﺐ ﻭﺟﻬﻬﺎ ﺍﻟﻤﺆﻟﻢ، ﻣﺤﺎﻭﻟﺔً ﺗﺨﻔﻴﻒ ﺃﺛﺮﻫﺎ...
,......ﺃﻳﻦ......... ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ؟
,ﻇﻨﺖ ﺃﻧﻪ ﻣﻜﺎﻥٌ ﻣﻌﺘﻢ، ﻟﻜﻦ ﻻ.{n}ﺇﺫ ﻛﺎﻥ ﺑﻮﺳﻌﻬﺎ ﺇﺑﺼﺎﺭ ﺟَﺴَﺪِﻫﺎ ﺑﺎﻟﻜﺎﺩ.
,......ﺑﻼ ﺷﻚ، ﻛﺎﻥ ﻫﻨﺎﻙ ﻣﺼﺪﺭ ﻟﻠﻀﻮﺀ، ﻭﻟﻜﻦ ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﻧﻈﺮﺕ ﺇﻟﻰ ﺍﻟﺴﻘﻒ، ......ﺃﻭ ﺭﺑﻤﺎ ﺍﻟﺴﻤﺎﺀ، ﻟﻢ ﺗﺮَ ﺳﻮﻯ ﺍﻟﺴﻮﺍﺩ، ﻭﻟﻢ ﺗﺴﺘﻄﻊ ﺭﺅﻳﺔ ﻏﻴﺮﻩ.
,ﺟﺴﺪﻫﺎ ﻭﺣﺪﻩ ﻛﺎﻥ ﻣﻀﺎﺀً ﻗﻠﻴﻼً، ﺑﻴﻨﻤﺎ ﻛﺎﻥ ﻛﻞ ﺷﻲﺀ ﺁﺧﺮ ﻏﺎﺭﻗﺎً ﻓﻲ ﺍﻟﻈﻼﻡ...... ﻫﻜﺬﺍ ﻛﺎﻥ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ.
,ﻭﻛﺄﻥ ﺭﻭﺯﺍ ﻗﺪ ﻭُﺿِﻌَﺖ ﻓﻲ ﻋﺎﻟﻢٍ ﻣﻨﺴﻲٍ ﻭﺣﺪﻫﺎ.
