Speaker,Arabic (AR)
,"""ﺳﻤﻌﺖ ﺇﺷﺎﻋﺔ ﻳﺎ ﺇﻧﺠﻲ-ﺗﺸﺎﻥ، ﺃﻧﻚ ﻗﻔﺰﺕِ ﻣﻦ ﻓﻮﻕ ﺳﻄﺢ ﻣﺒﻨﻰ."""
Ushiromiya Ange,"""ﻟﻘﺪ ﺃﺯﻋﺠﻨﻲ ﺍﻟﺤﺮﺍﺱ، ﻓﻠﻢ ﺃﺟﺪ ﻃﺮﻳﻘﺔً ﺃﺧﺮﻯ ﻟﻠﺘﺨﻠﺺ ﻣﻨﻬﻢ."""
,ﻛﺎﻧﺖ ﺇﻧﺠﻲ ﻓﻲ ﻟﻘﺎﺀٍ ﻣﻊ ﺭﺟﻞٍ ﻋﺠﻮﺯ ﻳﺮﺗﺪﻱ ﺑﺪﻟﺔ ﺭﺍﻗﻴﺔ، ﻓﻲ ﻏﺮﻓﺔ ﺍﺟﺘﻤﺎﻋﺎﺕ ﻭﺍﺳﻌﺔ ﻭﻋﺼﺮﻳﺔ.
,ﺫﻭ ﻣﻈﻬﺮٍ ﻋﻤﻠﻲ، ﻭﺗﺤﻮﻱ ﺃﺣﺪﺙ ﺁﻻﺕ ﺍﻟﻌﺮﺽ ﻭﺍﻻﺿﺎﺀﺓ، ﻭﻣﻊ ﺫﻟﻚ، ﻟﻢ ﻳﻔﻘﺪﻫﺎ ﺫﻟﻚ ﺃﺟﻮﺍﺀﻫﺎ ﺍﻟﺮﻓﻴﻌﺔ ﺍﻟﻤﻬﻴﺒﺔ، ﺑﻞ ﺇﻥ ﻓﺨﺎﻣﺘﻬﺎ ﻭﺣﺪﻫﺎ ﻛﺎﻧﺖ ﻛﺎﻓﻴﺔ ﻷﻥ ﺗﻌﻠﻦ ﻣﻜﺎﻧﺔ ﺍﻟﺸﺮﻛﺔ ﺍﻟﻤﺎﻟﻜﺔ ﻭﺗُﺸﻌﺮ ﺯﺍﺋﺮﻫﺎ ﺑﺎﻟﺮﻫﺒﺔ.
,ﻏﻴﺮ ﺃﻥّ ﺇﻧﺠﻲ ﻟﻢ ﺗﻜﻦ ﺗﺒﺎﻟﻲ ﺑﻬﺬﺍ ﻛﻠﻪ.
,ﻓﻘﺪ ﺟﻠﺴﺖ ﺑﺎﺳﺘﻬﺎﻧﺔ ﻋﻠﻰ ﻣﻘﻌﺪ ﻓﺎﺧﺮ ﻳُﺨﺼﺺ ﻋﺎﺩﺓً ﻟﻠﻤﺪﺭﺍﺀ ﺫﻭ ﺍﻟﺪﺧﻞ ﺍﻟﻬﺎﺋﻞ، ﻣﻄﻤﺌﻨﺔ ﻏﻴﺮ ﺁﺑﻬﺔ.
Ushiromiya Ange,"""ﻛﻨﺖُ ﺃﻋﻠﻢ ﺑﻮﺟﻮﺩ ﺃﻋﻤﺎﻝ ﺑﻨﺎﺀ ﻓﻲ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺴﻔﻠﻲ، ﻟﺬﺍ ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﺷﺒﻜﺔ ﺃﻣﺎﻥ ﺗﺤﻤﻴﻨﻲ."""
,ﻗﺎﻟﺖ ﺫﻟﻚ ﺑﻠﻬﺠﺔ ﻋﺎﺑﺜﺔ، ﻟﻜﻦ ﺍﻟﺤﻘﻴﻘﺔ ﺃﻥ ﻧﺠﺎﺗﻬﺎ ﺃﺷﺒﻪ {i:ﺑﻤﻌﺠﺰﺓ}.
,ﻓﻘﺪ ﺍﺧﺘﺮﻗﺖ ﻋﺪﺓ ﻃﺒﻘﺎﺕ ﻣﻦ ﺷﺒﺎﻙ ﺍﻷﻣﺎﻥ، ﺛﻢّ ﺳﻘﻄﺖ ﻋﻠﻰ ﻻﻓﺘﺔ ﻣﺘﻌﺪﺩﺓ ﺍﻷﻟﻮﺍﻥ ﺗﺰﻳﻦ ﺍﻟﻮﺍﺟﻬﺔ، ﻟﺘﻨﺰﻟﻖ ﻭﺗﻌﻠﻖ ﻓﻲ ﻻﻓﺘﺔ ﺃﺧﺮﻯ، ...ﻭﺗﺼﻞ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ ﺇﻟﻰ ﺍﻷﺭﺽ ﺩﻭﻥ ﺃﻱّ ﺧﺪﺵ، ﻭﺗﻐﺎﺩﺭ ﺍﻟﻤﻜﺎﻥ ﺑﺒﺴﺎﻃﺔ... ﻛﺎﻥ ﺫﻟﻚ ﻛﺎﻓﻴًﺎ ﻟﺠﻌﻞ ﺃﻓﻼﻡ ﺍﻟﻴﺎﻛﻮﺯﺍ ﻓﻲ ﻣﻮﺿﻊ ﺳﺨﺮﻳﺔ.
,"""ﺣﺘﻰ ﻭﺇﻥ ﻛﻨﺖِ ﺗﻌﻠﻤﻴﻦ ﺑﻮﺟﻮﺩ ﺍﻟﺸِﺒﺎﻙ، ﻓﻘﺪ ﻛﺎﻥ ﺍﺭﺗﻔﺎﻉ ﺍﻟﻤﺒﻨﻰ ﻣﺌﺘﻲ ﻣﺘﺮ! ﻟﻮ ﺃﻥ ﺍﻷﻣﻮﺭ ﻟﻢ ﺗﺴﺮ ﻋﻠﻰ ﺧﻴﺮ، ﻟﻜﻨّﺎ ﺍﻵﻥ ﻓﻲ ﺧﻀﻢ ﻓﺎﺟﻌﺔ ﻳﺼﻌﺐ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻌﻬﺎ."""
Ushiromiya Ange,"""......ﻛﻨﺖُ ﺃﺣﺴﺐ ﺃﻥ ﻣﻮﺗﻲ ﻟﻦ ﻳﻜﻮﻥ ﻓﺎﺟﻌﺔً ﻷﺣﺪ. ﻣﻬﻤﺎ ﻳﻜﻦ، ﻛﻨﺖ ﺃﺧﺘﺒﺮ ﺣﻈﻲ، ﻟﻨﻘﻞ ﺇﻧﻪ ﻃﻴﺶ ﺷﺒﺎﺏ."""
