Speaker,Arabic (AR)
Ushiromiya Jessica,"""ﺃﺑﻲ...... ﺃﻣﻲ......!! ﻣﻦ ﻳﻤﻜﻦ ﺃﻥ ﻳﻔﻌﻞ ﺷﻴﺌًﺎ ﻛﻬﺬﺍ ﺑﻜﻤﺎ...?!! ﻭﺁﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁ{0}ﺁﺁﺁﻩ...!!"""
,ﺗﻌﺎﻟﺖ ﺻﺮﺧﺔ ﺟﻴﺴﻴﻜﺎ ﺍﻟﺤﺰﻳﻨﺔ ﻟﻴﺘﺮﺩﺩ ﺻﺪﺅﻫﺎ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ...
,ﺭﺑﻤﺎ ﻛﺎﻥ ﺫﻟﻚ ﺣﺪﺱ ﺷﺨﺺٍ ﻋﺎﺵ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻟﻤﺪﺓ ﻃﻮﻳﻠﺔ،
,...ﻓﺒﻌﺪ ﺑﺤﺜﻬﻢ ﻓﻲ ﺍﻟﻤﻜﺎﻥ ﺍﻟﺬﻱ ﻗُﺘﻠﺖ ﻓﻴﻪ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﻭﻣﺎﺭﻳﺎ ﻭﺗﺄﻛﺪﻫﻢ ﻣﻦ ﻋﺪﻡ ﻭﺟﻮﺩ ﺷﻲﺀ، ﻗﺮﺭﺕ ﺟﻴﺴﻴﻜﺎ ﺑﻌﺪﻫﺎ ﺍﻟﺒﺤﺚ ﻋﻨﺪ ﺍﻟﺴﻘﻴﻔﺔ.
,ﻓﻲ ﺍﻟﻌﺎﺩﺓ، ﻳﻜﻮﻥ ﻣﻜﺎﻧًﺎ ﺟﻤﻴﻼً ﻟﻠﺘﻤﺘﻊ ﺑﺎﺣﺘﺴﺎﺀ ﺍﻟﺸﺎﻱ ﺑﻬﺪﻭﺀ ﺃﺛﻨﺎﺀ ﺗﺄﻣﻞ ﺍﻟﻮﺭﻭﺩ ﻓﻲ ﻳﻮﻡٍ ﻣﺸﻤﺲٍ ﺭﺍﺋﻊ.
,...... ﻻ ﺭﻳﺐ ﻓﻲ ﺃﻥ ﺍﻟﻌﻢ ﻛﺮﻭﺍﺱ ﻭﺍﻟﻌﻤﺔ ﻧﺎﺗﺴﻮﻫﻲ...ﻗﻀﻴﺎ ﺑﻌﺾ ﺍﻷﻳﺎﻡ ﻫﻨﺎﻙ ﻭﻫﻤﺎ ﻳﺤﺘﺴﻴﺎﻥ ﺍﻟﺸﺎﻱ ﺑﻬﺪﻭﺀ.
,......ﻟﻜﻨّﻬﻤﺎ ﺍﻵﻥ ﻣﺠﺮّﺩ ﺟﺜﺘﻴﻦ ﻣﺴﺘﻠﻘﻴﺘﻴﻦ ﺗﺤﺖ ﺗﻠﻚ ﺍﻟﺴﻘﻴﻔﺔ.
,ﻭﻟﻜﻦ ﻋﻠﻰ ﺍﻷﻗﻞ، ...ﻟﻢ ﻳﻜﻮﻧﺎ ﻣﺒﻠﻠﻴﻦ ﺑﺎﻟﻤﻄﺮ ﻣﺜﻞ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﻭﻣﺎﺭﻳﺎ، ﺑﺎﻟﻄﺒﻊ ﻳﺴﺘﺤﻴﻞ ﻋﻠﻲّ ﻗﻮﻝ ﺫﻟﻚ ﻟﺠﻴﺴﻴﻜﺎ ﻭﻫﻲ ﻓﻲ ﺗﻠﻚ ﺍﻟﺤﺎﻟﺔ...
Ushiromiya Battler,"""......ﻣﺎﺫﺍ ﺗﻌﺘﻘﺪ ﺃﻳﻬﺎ ﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ؟"""
Nanjo Terumasa,"""ﻟـ-ﻟﻘﺪ ﻣﺎﺗﺎ ﺧﻨﻘًﺎ، ﻫﺬﺍ ﻭﺍﺿﺢ. ...ﺃﻟﻘﻲ ﻧﻈﺮﺓ. ﻓﻬﻨﺎﻙ ﺃﺛﺮ ﻭﺍﺿﺢ ﻋﻠﻰ ﺍﻟﻌﻨﻖ ﻳﺪﻝ ﻋﻠﻰ ﺃﻧﻬﻤﺎ ﺧُﻨﻘﺎ ﺑﺸﻲﺀ ﺭﻓﻴﻊ."""
Ushiromiya Battler,"""ﺻﺤﻴﺢ. ......ﻻ ﺃﻋﺘﻘﺪ ﺃﻥ ﻫﺬﻳﻦ ﺍﻟﺴﻼﺣﻴﻦ ﻫﻤﺎ ﺃﺳﺎﺱ ﻣﻮﺗﻬﻤﺎ."""
,...ﻛﺎﻥ ﻫﻨﺎﻙ ﺳﻼﺣﺎﻥ ﻳﺸﺒﻬﺎﻥ ﺍﻟﻮﺗﺪ ﻣﺰﻳﻨﺎﻥ ﺑﺘﺼﻤﻴﻢ ﻏﺎﻣﺾ،...ﺇﺫ ﻛﺎﻥ ﻭﺍﺣﺪٌ ﻣﻨﻬﻢ ﻣﻐﺮﻭﺯٌ ﻓﻲ ﻓﺨﺬ ﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ، ﻭﺍﻵﺧﺮ ﺑﺎﻟﻘﺮﺏ ﻣﻦ ﺳﺎﻕ ﻋﻤﺘﻲ ﻧﺎﺗﺴﻮﻫﻲ.
