Speaker,Arabic (AR)
,..........................................
Sakutarou,‘........................ﺃﻭﺭﻳﻮ... .........ﻣﺎﺭﻳﺎ، ......ﺭﺩّﻱ ﻋﻠﻲ......’
Ushiromiya Maria,"""..........................."""
Sakutarou,‘.........ﺃﻭﺭﻳﻮﻭ... ......ﻫﻞ ﺃﻧﺎ ﻣﺠﺮّﺩ......ﺩﻣﻴﺔ...؟ ......ﻣﺼﻨﻮﻋﺔ ﻣﻦ ﺍﻟﻘﻤﺎﺵ ﻭﺍﻟﻘﻄﻦ، ......ﻭﻳﺴﺘﺤﻴﻞ ﻋﻠﻲّ......ﺍﻟﺘﺤﺪﺙ......? ......ﺃﻟﻬﺬﺍ......ﻻ ﺃﺳﺘﻄﻴﻊ ﺍﻟﺘﺤﺪﺙ ﻣﻌﻚ.........?’
,ﻧﻈﺮ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺇﻟﻰ ﻣﺎﺭﻳﺎ ﺑﺤﺰﻥ.
,ﻛﺎﻧﺖ ﻋﻴﻨﺎ ﻣﺎﺭﻳﺎ ﻣﻨﺘﻔﺨﺘﻴﻦ ﻣﻦ ﺍﻟﺒﻜﺎﺀ، ﻭﺑﺪﺕ ﻭﻛﺄﻧﻬﺎ ﻓﻘﺪﺕ ﺍﻟﻘﺪﺭﺓ ﻋﻠﻰ ﺍﻟﺸﻌﻮﺭ ﺑﺎﻟﺤﺰﻥ......
Ushiromiya Maria,"""............ﺃﻭﻭ. ......ﺃﺳﻤﻌﻚ ﻳﺎ ﺳﺎﻛﻮﺗﺎﺭﻭ. ......ﺃﻧﺖ ﻟﺴﺖ ﻣﺠﺮﺩ ﺩﻣﻴﺔ ﻣﺼﻨﻮﻋﺔ ﻣﻦ ﺍﻟﻘﻤﺎﺵ ﻭﺍﻟﻘﻄﻦ. .........ﺇﻧﻚ...ﺻﺪﻳﻖ ﻣﺎﺭﻳﺎ. ..................ﺃﻛﺮﻩ ﺇﻧﺠﻲ. ......ﺃﻭﻭﻭﻭﻭﻭﻭﻭ......"""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ... ﺁﺳﻒ ﻳﺎ ﻣﺎﺭﻳﺎ، ﺁﺳﻒ ﻳﺎ ﻣﺎﺭﻳﺎ...! ﺃﻭﺭﻳﻮﻭ......!’
,ﺷﻌﺮ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺑﺎﻟﻨﺪﻡ. ﻓﻘﺪ ﺗﻐﻠﺒﺖ ﻣﺎﺭﻳﺎ ﺃﺧﻴﺮًﺍ ﻋﻠﻰ ﺣﺰﻧﻬﺎ ﺑﺘﻘﻮﻳﺔ ﻗﻠﺒﻬﺎ.
,...ﻭﻟﻜﻦ ﺣﺪﻳﺜﻪ ﻭﺳﺆﺍﻟﻪ ﺃﺣﺰﻧﻬﺎ ﻣﺠﺪﺩًﺍ...
,ﺗﻘﺪﻡ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻧﺎﺣﻴﺘﻬﺎ ﻭﺍﺣﺘﻀﻨﻬﺎ، ﺛﻢ ﺃﻓﻠﺘﻬﺎ ﻭﺣﺪﻕ ﻧﺤﻮﻫﺎ ﻗﻠﻘًﺎ ﻭﺣﺎﺋﺮًﺍ ﻓﻲ ﺣﻞٍّ ﻳﺮﻓﻊ ﻣﻦ ﻣﻌﻨﻮﻳﺎﺗﻬﺎ.
,......ﺭﺑﻤﺎ ﺑﺪﺕ ﺗﺼﺮﻓﺎﺗﻪ ﺗﻠﻚ ﻇﺮﻳﻔﺔً ﺑﻌﺾ ﺍﻟﺸﻲﺀ.
,ﻓﻘﺪﺕ ﻛﺎﻧﺖ ﻛﺎﻓﻴﺔً ﻹﻟﻬﺎﺀ ﻣﺎﺭﻳﺎ ﻋﻦ ﺣﺰﻧﻬﺎ......
Ushiromiya Maria,"""ﺁﺳﻔﺔ. .........ﻟﻦ ﻳﻨﻔﻌﻨﻲ ﺍﻟﺒﻜﺎﺀ ﻓﻲ ﺷﻲﺀ."""
