Speaker,Arabic (AR)
,ﻋﺎﺩﺕ ﺑﻲ ﺍﻟﺬﺍﻛﺮﺓ.
,ﺇﻟﻰ ﺃﻳﺎﻡ ﻣﻀﺖ ﻟﻢ ﺃﺗﺼﻮﺭ ﻣﺎ ﺃﻣﻠﻜﻪ ﻣﻦ ﺳﻌﺎﺩﺓ.
,ﻛﻨﺖ ﻭﻗﺘﻬﺎ ﻓﻲ ﺍﻟﻤﺘﻮﺳﻄﺔ.{n}ﻓﺘﺎﺓ ﻋﺎﺩﻳﺔ ﺗﺤﻠﻢ ﺑﺎﻟﺤﺐ ﻛﻤﺜﻴﻼﺗﻬﺎ.
, ﻟﻢ ﻳﺠﺪﺭ ﺑﻲ ﺍﻟﺤﻠﻢ ﺑﻬﺬﺍ ﺇﻃﻼﻗﺎ.
,"...ﻷﻧﻲ ""ﺃﺛﺎﺙ"".{n}ﺃﺩﻭﺍﺕ، ﻻ ﺑﺸﺮ."
,ﺍﻟﺘﻌﻠﻢ ﻭﺣﺪﻩ ﻛﻔﻴﻞ ﺑﺈﺳﻌﺎﺩ ﻣﺎ ﺩﻭﻥ ﺍﻹﻧﺴﺎﻥ ﻣﺜﻠﻲ.
,ﻟﺬﺍ ﺣﺘﻰ ﺍﻟﺘﻔﻜﻴﺮُ ﺑﺎﻟﺤﺐ ﺧﺎﺭﺝَ ﺣﺪﻭﺩﻱ...
,ﻛﺎﻥ ﻣﺆﺗﻤﺮ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺣﺪﺛﺎ ﺭﺳﻤﻴﺎ ﻳﻌﻘﺪ ﻓﻲ ﺃﻛﺘﻮﺑﺮ ﻛﻞ ﻋﺎﻡ، ﻗﺪ ﻳﺰﻭﺭﻧﺎ ﺍﻷﻗﺎﺭﺏ ﻣﻦ ﺣﻴﻦ ﺇﻟﻰ ﺣﻴﻦ.{n}...ﺑﺎﻟﻄﺒﻊ ﻟﻢ ﻳﺄﺗﻮﺍ ﻟﺸﺮﺏ ﺍﻟﺸﺎﻱ ﻓﺤﺴﺐ.
,ﺫﻟﻚ ﺍﻟﻴﻮﻡ، ﺯﺍﺭﺕ ﻋﺎﺋﻠﺔ ﺇﻳﻔﺎ ﺍﻟﻌﺎﺋﻠﺔ ﺍﻟﺮﺋﻴﺴﺔ ﻓﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,ﺍﺟﺘﻤﻊ ﺍﻟﺜﻼﺛﺔ ﻣﻦ ﻋﺎﺋﻠﺔ ﻛﺮﺍﻭﺱ ﻣﻊ ﺍﻟﺜﻼﺛﺔ ﻣﻦ ﻋﺎﺋﻠﺔ ﺇﻳﻔﺎ ﻓﻲ ﺍﻟﻤﺪﺧﻞ، ﻭﺗﺤﺎﺩﺛﻮﺍ ﺑﺸﻜﻞ ﻭﺩﻭﺩ ﻋﻦ ﺃﺣﻮﺍﻟﻬﻢ.
