Speaker,Arabic (AR)
,ﻭﺻﻠﺖ ﺷﺎﻧﻮﻥ ﺇﻟﻰ ﻣﺪﺧﻞ ﺍﻟﻘﺼﺮ ﺑﻤﺸﻴﺔ ﻣﺘﺮﻧﺤﺔ. 
,ﻛﺎﻥ ﻗﻠﺒﻬﺎ ﻳﻌﹸﺞﹼﹸ ﺑﻤﺰﻳﺞ ﻋﺠﻴﺐ ﺑﻴﻦ ﺍﻟﻄﺮﺏ ﻭﺍﻟﺤﻴﺮﺓ. 
,ﺗﻮﻗﻔﺖ ﻟﺤﻈﺔﹰ ﺃﻣﺎﻡ ﻏﺮﻓﺔ ﺍﻟﺨﺪﻡ ﻟﺘﺄﺧﺬ ﻧﻔﺴﺎﹰ ﻋﻤﻴﻘﺎﹰ ﻳﻬﺪﹼﹺﺉ ﻗﻠﺒﻬﺎ، ﺛﻢ ﻓﺘﺤﺖ ﺍﻟﺒﺎﺏ 
,ﻫﻨﺎﻙ، ﻛﺎﻥ ﻏﻮﺩﺍ، ﻭﻗﺪ ﻛﹸﻠﹼﹺﻒ ﺍﻟﻠﻴﻠﺔﹶ ﺑﻮﺭﺩﻳﺔ ﺍﻟﻠﻴﻞ، ﻣﻨﻬﻤﻜﺎﹰ ﻓﻲ ﺣﻞ ﺃﺣﺠﻴﺔ ﺍﻟﻜﻠﻤﺎﺕ ﺍﻟﻤﺘﻘﺎﻃﻌﺔ ﻋﻠﻰ ﻣﺠﻠﺔ ﻗﺪﻳﻤﺔ ﻣﻬﺘﺮﺋﺔ. 
,ﺭﻓﻊ ﺭﺃﺳﻪ ﻟﻴﺮﻯ ﺇﻥ ﻛﺎﻥ ﺍﻟﻘﺎﺩﻡ ﺃﺣﺪ ﺃﻓﺮﺍﺩ ﺍﻟﻌﺎﺋﻠﺔ، ﻟﻜﻨﻪ ﻋﺎﺩ ﺇﻟﻰ ﺃﺣﺠﻴﺘﻪ ﻣﺘﺠﺎﻫﻼﹰ ﺣﻴﻦ ﺃﺩﺭﻙ ﺃﻧﻬﺎ ﺇﺣﺪﻯ ﺯﻣﻼﺋﻪ. 
Shannon,"""ﺍﻟﻤﻌﺬﺭﺓ......،  ...ﺃﻣﺮﻧﻲ ﻏﻴﻨﺠﻲ-ﺳﺎﻣﺎ ﺑﻤﺴﺎﻋﺪﺗﻚ. """
Gohda Toshiro,"""ﻫﺎﻩ، ﺣﻘﺎﹰ... ﻫﺬﺍ ﻣﻼﺋﻢ.  ﻋﻠﻲ ﺍﻟﻘﻴﺎﻡ ﺑﺠﻮﻟﺔ ﺗﻔﻘﺪ ﻹﻏﻼﻕ ﺍﻟﻘﺼﺮ، ﻟﻜﻨﹼﹺﻲ ﻟﻢ ﺃﺷﺄ ﺃﻥ ﺃﺗﺮﻙ ﺍﻟﻐﺮﻓﺔ ﺧﺎﻟﻴﺔﹰ.  ﺑﺎﻟﺘﻔﻜﻴﺮ ﺑﺎﻷﻣﺮ، ﻳﺒﺪﻭ ﺃﻥﹼﹶ ﺍﺟﺘﻤﺎﻉ ﻛﺮﺍﻭﺱ-ﺳﺎﻣﺎ ﻭﺍﻵﺧﺮﻳﻦ ﻗﺪ ﻳﻄﻮﻝ ﺯﻣﻨﺎﹰ.  ﺭﺑﻤﺎ ﻳﻄﻠﺒﻮﻥ ﺍﻟﺸﺎﻱ ﻓﻲ ﺃﻱ ﻭﻗﺖ. """
Shannon,"""ﻫﺬﺍ ﺻﺤﻴﺢ...  ﺇﺫﻥ، ﻣﺎ ﺍﻟﻌﻤﻞ...؟ ﻫﻞ ﺃﺑﻘﻰ ﺃﻧﺎ ﺑﻴﻨﻤﺎ- """
Gohda Toshiro,"""ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﺷﺎﻧﻮﻥ-ﺳﺎﻥ، ﻋﺬﺭﺍﹰ، ﻫﻠﹼﹶﺎ ﻗﻤﺖ ﺑﺎﻟﺠﻮﻟﺔ ﺣﻮﻝ ﺍﻟﻘﺼﺮ؟  ﺳﺄﻣﻜﺚ ﻫﻨﺎ، ﺃﺭﻗﺐ ﺃﻭﺍﻣﺮ ﺍﻟﻌﺎﺋﻠﺔ. """
Shannon,""" ﺣﺴـ-......ﺣﺴﻨﺎﹰ. "
