Speaker,Arabic (AR)
Ushiromiya Krauss,"""......ﺻﺤﻴﺢ ﺃﻥ ﺍﻟﻘﻠﻴﻞ ﻣﻦ ﺍﻟﻔﻄﻮﺭ ﻻ ﻳﻜﻔﻲ ﻹﺑﻘﺎﺀ ﺍﻟﺠﺴﺪ ﺻﺎﻣﺪًﺍ، ﻭﻟﻜﻦ..."""
Ushiromiya Rudolf,"""ﺃﻧﺎ ﺃﺩﺭﻙ ﺫﻟﻚ ﺑﺎﻟﻄﺒﻊ. ﻟﻜﻦ ﻣﻊ ﻣﺮﻭﺭ ﺍﻟﻮﻗﺖ، ﺳﻴﺤﻞ ﺍﻟﻈﻼﻡ ﺧﺎﺭﺟًﺎ. ﻭﺑﻤﺎ ﺃﻥ ﺍﻟﺠﻮ ﻻ ﻳﻈﻞ ﺻﺒﺎﺣًﺎ. ﻓﺎﻵﻥ ﻫﻮ ﺍﻟﻮﻗﺖ ﺍﻷﻧﺴﺐ ﻟﻠﺘﺤﺮﻙ."""
Ushiromiya Natsuhi,"""ﻟﻢ ﺗﻤﺮ ﺇﻻ ﺳﺎﻋﺔ ﻣﻨﺬ ﺃﻥ ﻫﻮﺟﻤﺖ ﺭﻭﺯﺍ-ﺳﺎﻥ. ﻫﺬﺍ ﺧﻄﺮ ﺟﺪًﺍ...!"""
,ﻟﻢ ﻳﻜﻦ ﻣﻦ ﺍﻟﻐﺮﻳﺐ ﺃﻥ ﺗﺼﺮﺥ ﻧﺎﺗﺴﻮﻫﻲ ﻣﻌﺘﺒﺮﺓ ﻣﺎ ﻳﺤﺪﺙ ﺗﻬﻮﺭًﺍ.{n}ﺫﻟﻚ ﻷﻥ ﺭﻭﺩﻭﻟﻒ ﺗﻜﻠﻢ ﻋﻦ ﺫﻫﺎﺑﻪ ﺇﻟﻰ ﺍﻟﻘﺼﺮ ﺟﻠﺒًﺎ ﻟﺒﻌﺾ ﺍﻟﻤﺆﻭﻧﺔ.
,ﻭﺑﺎﻟﻔﻌﻞ، ﻛﺎﻧﻮﺍ ﻳﻌﺎﻧﻮﻥ ﻣﻦ ﺍﻟﺠﻮﻉ ﺇﻟﻰ ﺟﺎﻧﺐ ﺍﻟﺘﻌﺐ ﺍﻟﺸﺪﻳﺪ.
,ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ، ﻛﺎﻥ ﺍﻟﺠﻮﻉ ﺍﻟﻤﻌﺘﺪﻝ ﻳﺴﺎﻋﺪﻫﻢ ﻋﻠﻰ ﻣﻘﺎﻭﻣﺔ ﺍﻟﻨﻌﺎﺱ، ﻟﻜﻦ ﺍﻵﻥ ﺑﺎﺕ ﻳﺴﺒﺐ ﻟﻬﻢ ﺷﺒﻪ ﻓﻘﺪﺍﻥ ﻟﻠﻮﻋﻲ، ﻭﺭﻏﻢ ﺃﻥ ﺍﻟﻮﻗﺖ ﻣﺎ ﺯﺍﻝ ﻧﻬﺎﺭًﺍ، ﺇﻻ ﺃﻥ ﺃﺟﺴﺎﺩﻫﻢ ﻋﻠﻰ ﻭﺷﻚ ﺍﻻﻧﻬﻴﺎﺭ.
,ﻓﻔﻜﺮﺓ ﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﻣﻄﺒﺦ ﺍﻟﻘﺼﺮ ﻭﺇﺣﻀﺎﺭ ﺑﻌﺾ ﺍﻷﻛﻞ ﻛﺎﻧﺖ ﻣﻐﺮﻳﺔً ﺟﺪًﺍ.
Ushiromiya Natsuhi,"""ﺃﻧﺎ ﺿﺪ ﻫﺬﻩ ﺍﻟﻔﻜﺮﺓ. ﻗﺪ ﻳﺼﻌﺐ ﻫﺬﺍ، ﻭﻟﻜﻦ ﻻ ﻳﺠﺐ ﻋﻠﻴﻨﺎ ﺍﻟﺨﺮﻭﺝ ﻣﻦ ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ."""
Ushiromiya Krauss,"""......ﻧﺤﻦ ﺍﻟﻜﺒﺎﺭ ﺳﻨﺘﺤﻤﻞ. ﻟﻜﻦ ﺭﺅﻳﺔ ﺍﻟﺼﻐﺎﺭ ﺍﻟﺠﻴﺎﻉ ﺗﺆﻟﻤﻨﻲ... ﻋﻠﻲ ﺃﻥ ﺃﻛﻮﻥ ﻣﺴﺆﻭﻻ ﺑﺼﻔﺘﻲ ﺃﺑًﺎ."""
Ushiromiya Natsuhi,"""ﻉ-ﻋﺰﻳﺰﻱ...! ﺍﻵﻥ ﺑﻌﺪ ﻭﻓﺎﺓ ﺃﺑﻲ، ﻓﺄﻧﺖ ﻫﻮ ﺭﺋﻴﺲ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ. ﻻ ﻳﻤﻜﻦ ﺃﻥ ﻳُﺴﻤﺢ ﻟﻚ ﺑﺎﻟﻤﺨﺎﻃﺮﺓ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ...!"""
Ushiromiya Kyrie,""".........ﺻﺤﻴﺢ. ﻛﻤﺎ ﻗﺎﻟﺖ ﻧﺎﺗﺴﻮﻫﻲ-ﺳﺎﻥ، ﻳﺠﺐ ﻋﻠﻴﻚ ﺍﻟﺒﻘﺎﺀ ﺑﺼﻔﺘﻚ ﻗﺎﺋﺪَﺍ ﻳﺎ ﻛﺮﺍﻭﺱ-ﺳﺎﻥ."""
Ushiromiya Krauss,"""...ﻣﻦ ﺳﻴﺬﻫﺐ ﺇﻟﻰ ﺍﻟﻘﺼﺮ ﺇﺫًﺍ؟"""
