Speaker,Arabic (AR)
Ushiromiya Battler,"""ﺇﺫﹰﺍ.... ﻋﻨﺪ ﺍﻟﻐﺴﻖ ﺍﻟﻌﺎﺷﺮ، ﺳﺘﻨﺘﻬﻲ ﺍﻟﺮﺣﻠﺔ ﻭﺳﺘﺒﻠﻐﻮﻥ ﺍﻟﻌﺎﺻﻤﺔ ﺣﻴﺚ ﻳﻘﺒﻊ ﺍﻟﺬﻫﺐ.ﺃﻧﺖﹺ ﻣﺠﺘﻬﺪﺓ ﺣﻘﹰﺎ ﻳﺎ ﻣﺎﺭﻳﺎ. ﻟﻘﺪ ﺩﻭﻧﺖﹺ ﻛﻠﻤﺎﺕ ﺍﻟﻤﺮﺛﻴﺔ ﺑﺪﻗﺔ."""
Ushiromiya Maria,"""ﺃﻭﻭ-! ﻣﺎﺭﻳﺎ ﺗﻨﺴﻰ ﺑﺴﻬﻮﻟﺔ ﻟﺬﻟﻚ ﺗﻜﺘﺐ ﺍﻷﺷﻴﺎﺀ! ﺗﻜﺘﺐ ﺍﻷﺷﻴﺎﺀ ﻛﻤﹼﺎ ﺃﺧﺒﺮﺗﻬﺎ ﻣﺎﻣﺎ!"""
,ﻛﺎﻥ ﻫﻨﺎﻙ ﺩﻓﺘﺮ ﻣﻼﺣﻈﺎﺕ ﺩﺍﺧﻞ ﺣﻘﻴﺒﺔ ﺍﻟﻴﺪ ﺍﻟﺘﻲ ﺗﺤﻤﻠﻬﺎ ﻣﺎﺭﻳﺎ ﺩﺍﺋﻤﹰﺎ، ﺑﺪﺍﺧﻠﻪ ﻧﹸﺴﺨﺔ ﻣﻦ ﺃﺣﺠﻴﺔ ﻣﺮﺛﻴﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,ﻭﺑﻔﻀﻞ ﺫﻟﻚ،ﺃﻣﻜﻨﻨﺎ ﺟﻤﻴﻌﹰﺎ ﺗﺤﺪﻱ ﺃﺣﺠﻴﺔ ﺍﻟﻤﺮﺛﻴﺔ ﺑﻴﻨﻤﺎ ﻧﺴﻴﺮ ﻋﻠﻰ ﺍﻟﺸﺎﻃﺊ.
,ﺑﺎﻟﻨﺴﺒﺔ ﻟﺠﻴﺴﻴﻜﺎ ﻭﺍﻵﺧﺮﻳﻦ ﻫﺬﻩ ﻟﻴﺴﺖ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ ﻟﻬﻢ ﻓﻲ ﻣﺤﺎﻭﻟﺔ ﺣﻠﹼﻪ ﻓﻘﺪ ﺣﺎﻭﻟﻮﺍ ﻣﺮﺍﺕﹴ ﻋﺪﺓ ﻓﻴﻤﺎ ﺳﺒﻖ، ﺣﺘﻰ ﻣﻠﻮﺍ ﻣﻨﻪ
,ﻭﻟﻜﻦ، ﻷﻥ ﻫﺬﻩ ﻫﻲ ﻣﺤﺎﻭﻟﺘﻲ ﺍﻷﻭﻟﻰ ﻓﻘﺪ ﻛﻨﺖ ﻣﺘﺤﻤﺴﹰﺎ ﻟﺪﺭﺟﺔ ﺃﻧﻨﻲ ﻟﻢ ﺃﺳﺘﻄﻊ ﺍﻟﺘﻮﻗﻒ.
,ﺇﻥ ﻫﺬﺍ ﻳﺜﻴﺮ ﺣﺲ ﺍﻟﺮﻭﻣﺎﻧﺴﻴﺔ ﺑﺪﺍﺧﻠﻲ!
Ushiromiya Battler,"""ﻟﻨﺒﺪﺃ ﺑﺎﻟﺴﻄﺮ ﺍﻷﻭﻝ. ﺃﺑﺼﺮﻭﺍ ﻧﻬﺮ ﺍﻷﺳﻤﺎﻙ ﺍﻟﻌﺬﺑﺔ ﻳﺠﺮﻱ ﻋﺒﺮ ﻣﺴﻘﻂ ﺭﺃﺳﻲ ﺍﻷﺛﻴﺮ. ﺃﻳﻦ ﻣﺴﻘﻂ ﺭﺃﺱ ﺟﺪﻱ ﻣﺮﺓ ﺃﺧﺮﻯ؟"""
Ushiromiya Jessica,"""ﺳﻤﻌﺖﹸ ﺃﻧﹼﻪ ﻭﻗﺒﻞ ﺍﻟﺤﺮﺏ ﻛﺎﻧﺖ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺗﻤﻠﻚ ﻗﺼﺮﹰﺍ ﻗﹸﺮﺏ ﻣﺪﻳﻨﺔ ﺃﻭﺩﺍﻭﺍﺭﺍ. ﻟﺬﺍ ﻳﻤﻜﻦ ﺍﻟﻘﻮﻝ، ﺃﻥ ﺃﻱﹼ ﺷﺨﺺ ﻳﺮﻳﺪ ﺃﻥ ﻳﻌﺮﻑ ﻣﻦ ﺃﻳﻦ ﻳﺒﺪﺃ ﻓﻠﻴﺘﺒﻊ ﻧﻬﺮ ﺍﻷﺳﻤﺎﻙ ﺍﻟﻌﺬﺑﺔ ﺍﻟﺬﻱ ﻳﺘﺪﻓﻖ ﻋﺒﺮ ﺃﻭﺩﺍﻭﺍﺭﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya Battler,"""ﻫﺬﺍ ﺍﻟﻨﻬﺮ ﺳﻴﻜﻮﻥ ﻧﻘﻄﺔ ﺍﻹﻧﻄﻼﻕ. ﺃﻱ ﺷﺨﺺ ﻳﺒﺤﺚ ﻋﻦ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ ﺳﻴﺘﻮﺟﻪ ﺇﻟﻰ ﻫﻨﺎﻙ ﻭﻳﺒﺤﺚ ﻋﻦ ﺍﻟﻤﻔﺘﺎﺡ. ﻣﺎ ﺍﺳﻢ ﺍﻟﻨﻬﺮ ﺍﻟﺬﻱ ﻓﻲ ﺃﻭﺩﺍﻭﺍﺭﺍ؟ ﻫﻞ ﻳﺤﺘﻮﻱ ﻋﻠﻰ ﺃﺳﻤﺎﻙ ﺗﺴﺒﺢ ﺑﺪﺍﺧﻠﻪ؟"""
Ushiromiya George,"""ﻫﻨﺎﻙ ﻧﻬﺮ ﻓﻲ ﺃﻭﺩﺍﻭﺍﺭﺍ ﺗﺴﺒﺢ ﻓﻴﻪ ﺃﺳﻤﺎﻙ ﺍﻟﻨﻬﺮ ﺍﻟﻌﺬﺏ، ﺇﻧﹼﻪ ﻳﺪﻋﻰ ﻫﺎﻳﺎﻛﺎﻭﺍ. ﻳﺸﺘﻬﺮ ﺑﻤﺠﺮﻯ ﻟﻠﺼﻴﺪ ﻭﺍﻟﺬﻱ ﻳﻨﺒﻊﹸ ﻣﻦ ﺟﺒﻠﻪ."""
Ushiromiya Maria,"""ﺃﻭﻭ-.ﻣﺎﺭﻳﺎ ﺗﻜﺮﻩ ﺍﻟﺴﻤﻚ."""
