Speaker,Arabic (AR)
,ﻇﻬﺮ ﺷﺮﻳﻂ ﺍﻷﺧﺒﺎﺭ ﻓﻮﻕ ﺍﻟﺒﺮﻧﺎﻣﺞ ﺍﻟﺘﻠﻔﺰﻳﻮﻧﻲ ﺍﻟﺬﻱ ﻛﻨﺎ ﻧﺸﺎﻫﺪﻩ.{n}ﺻﺮﺡ ﺗﻘﺮﻳﺮ ﺍﻟﻜﻮﺍﺭﺙ ﻛﻴﻒ ﺃﻥ ﺍﻟﺒﻠﺪﻳﺎﺕ ﻓﻲ ﻛﻞ ﻣﻨﻄﻘﺔ ﺗﺮﺳﻞ ﺗﺤﺬﻳﺮﺍﺕ ﻣﻦ ﺍﻷﻣﻄﺎﺭ ﻭﺍﻟﻔﻴﻀﺎﻧﺎﺕ ﺑﺎﺳﺘﻤﺮﺍﺭ.
,ﺑﻄﺒﻴﻌﺔ ﺍﻟﺤﺎﻝ، ﻛﺎﻧﺖ ﻗﻄﺮﺍﺕ ﺍﻟﻤﻄﺮ ﺍﻟﺘﻲ ﺗﻀﺮﺏ ﺑﻘﺴﻮﺓ ﻋﻠﻰ ﺍﻟﻨﺎﻓﺬﺓ ﺃﻛﺜﺮ ﺇﻗﻨﺎﻋﺎ.
Ushiromiya Battler,“…..ﺍﻟﻤﻄﺮ ﻓﻈﻴﻊ. ﻣﻊ ﺫﻟﻚ، ﻋﻨﺪﻣﺎ ﺗﻤﻄﺮ ﺑﻐﺰﺍﺭﺓ ﻫﻜﺬﺍ، ﻓﻴﺒﺪﻭ ﺃﻧﻪ ﺳﻴﺘﻮﻗﻒ ﻗﺮﻳﺒﺎ.”
Ushiromiya Jessica,ﺃﻧﺖ ﺗﺤﻠﻢ! ﻗﺎﻟﻮﺍ ﺃﻥ ﺍﻹﻋﺼﺎﺭ ﻳﺘﻘﺪﻡ ﺑﺒﻂﺀ، ﻭﻓﻲ ﺃﺳﻮﺃ ﺍﻟﺤﺎﻻﺕ، ﺳﻴﻜﻮﻥ ﻫﻜﺬﺍ ﺣﺘﻰ ﻳﻮﻡ ﻏﺪ. ﻟﻦ ﺗﺒﺤﺮ ﺍﻟﻘﻮﺍﺭﺏ ﺣﺘﻰ ﻭﺇﻥ ﻫﺪﺃ ﺍﻟﻄﻘﺲ ﻗﻠﻴﻼ.
Ushiromiya George,“ﻳﺒﺪﻭ ﺃﻧﻨﺎ ﻟﻦ ﻧﻘﺪﺭ ﻋﻠﻰ ﺍﻟﻤﻐﺎﺩﺭﺓ ﻳﻮﻡ ﺍﻷﺣﺪ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ... ﻣﻦ ﺍﻟﺠﻴﺪ ﺃﻧﻨﻲ ﻟﻢ ﺃﺟﺪﻭﻝ ﺃﻱ ﻣﻮﻋﺪ ﻟﻴﻮﻡ ﺍﻹﺛﻨﻴﻦ ﻣﻊ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺨﺎﺭﺟﻲ. ﺃﻧﺎ ﺳﻌﻴﺪ ﻷﻧﻨﻲ ﻓﻌﻠﺖ ﺫﻟﻚ.”
Ushiromiya Battler,“ﺃﻋﺘﻘﺪ ﺃﻥ ﻫﺬﺍ ﻳﻌﻨﻲ، ﺃﻫﻴﻬﻲ، ﺃﻧﻨﺎ ﺳﻮﻑ ﻧﻐﻴﺐ ﻋﻦ ﺍﻟﻤﺪﺭﺳﺔ ﻳﻮﻡ ﺍﻻﺛﻨﻴﻦ~ ﻳﺒﺪﻭ ﺃﻥ ﺍﻟﻌﻴﺶ ﻋﻠﻰ ﺟﺰﻳﺮﺓ ﻟﻴﺲ ﺑﺎﻷﻣﺮ ﺍﻟﺴﻲﺀ! …ﺑﺎﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺍﻷﻣﺮ، ﺟﻴﺴﻴﻜﺎ، ﻫﻞ ﻋﻠﻴﻚ ﺃﺧﺬ ﻗﺎﺭﺏ ﺇﻟﻰ ﺍﻟﻤﺪﺭﺳﺔ ﻛﻞ ﻳﻮﻡ؟ ﻣﺎﺫﺍ ﺗﻔﻌﻠﻴﻦ ﻋﻨﺪﻣﺎ ﻻ ﺗﺒﺤﺮ ﺍﻟﻘﻮﺍﺭﺏ؟ ﻫﻞ ﺗﺒﻘﻴﻦ ﻓﻲ ﺍﻟﻤﻨﺰﻝ ﻋﻨﺪﻣﺎ ﺗﻤﻄﺮ، ﻭﺗﺤﻀﺮﻳﻦ ﻣﺘﺄﺧﺮﺓ ﻋﻨﺪﻣﺎ ﺗﻌﺼﻒ ﺍﻟﺮﻳﺎﺡ، ﻣﺜﻞ ﺍﻟﻤﻠﻚ ﻛﺎﻣﻴﻬﺎﻣﻴﻬﺎ؟”
Ushiromiya Jessica,“ﺇﺫﺍ ﻟﻢ ﻳﺄﺗﻲ ﺍﻟﻘﺎﺭﺏ ﺣﻴﻨﻬﺎ ﺃﺑﻘﻰ ﺑﺎﻟﻤﻨﺰﻝ. ﻭﻟﻜﻨﻪ ﻟﻴﺲ ﺃﻣﺮ ﻣﻤﺘﻊ ﻛﻤﺎ ﺗﻈﻦ. ﻋﺎﺩﺓ ﻣﺎ ﻳﻄﻠﺐ ﻣﻨﻲ ﺍﻟﺪﺭﺍﺳﺔ ﺑﻤﻔﺮﺩﻱ، ﻭﻟﻴﺲ ﺍﻷﻣﺮ ﻣﻤﺘﻌﺎ ﻣﻊ ﺷﺨﺺ ﻳﻘﻒ ﺧﻠﻔﻚ ﻳﺮﺍﻗﺐ ﻛﻞ ﻣﺎ ﺗﻔﻌﻠﻪ.”
Ushiromiya Battler,“ﺧﻼﻝ ﻣﻮﺳﻢ ﺍﻷﻣﻄﺎﺭ، ﻫﻞ ﻳﺒﻘﻰ ﺍﻟﻄﻘﺲ ﺳﻴﺌﺎ ﻟﻔﺘﺮﺓ ﻃﻮﻳﻠﺔ، ﻭﻳﺤﺘﻢ ﻋﻠﻴﻚ ﺍﻟﺘﻐﻴﺐ ﻣﺠﻤﻮﻋﺔ ﻣﻦ ﺍﻷﻳﺎﻡ ﻋﻠﻰ ﺍﻟﺘﻮﺍﻟﻲ؟”
Ushiromiya Jessica,“ﻳﺤﺪﺙ ﻫﺬﺍ ﺃﻳﻀﺎ. ﻭﻣﻊ ﻫﺬﺍ، ﻓﻲ ﻛﻞ ﻳﻮﻡ ﻳﺘﺼﻞ ﻣﺪﺭﺳﻲ ﺍﻟﺨﺎﺹ ﻭﻳﻮﺟﻬﻨﻲ ﺑﺤﺰﻡ ﺣﻮﻝ ﻛﻴﻔﻴﺔ ﺍﻟﺪﺭﺍﺳﺔ ﺑﻨﻔﺴﻲ.”
Ushiromiya George,“ﻻ ﻳﻤﻜﻨﻬﺎ ﺃﻥ ﺗﺘﻬﺮﺏ ﺑﺎﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﺗﻔﻜﺮ ﺑﻬﺎ، ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ. ﻋﻠﻴﻬﺎ ﺍﺗﺒﺎﻉ ﺍﻟﻘﻮﺍﻋﺪ ﺍﻟﺨﺎﺻﺔ ﺑﺎﻷﺷﺨﺎﺹ ﺍﻟﺬﻳﻦ ﻳﺴﺘﻘﻠﻮﻥ ﺍﻟﻘﻮﺍﺭﺏ ﻟﻠﺬﻫﺎﺏ ﺇﻟﻰ ﺍﻟﻤﺪﺭﺳﺔ، ﻭﺃﻥ ﺗﺤﺼﻞ ﻋﻠﻰ ﻗﺪﺭ ﻻ ﺑﺄﺱ ﺑﻪ ﻣﻦ ﺍﻟﺪﺭﺍﺳﺔ.”
