Speaker,Arabic (AR)
,ﺍﻧﻔﺘﺢ ﺑﺎﺏ ﻣﺪﺧﻞ ﺍﻟﻘﺼﺮ ﺑﻘﻮﺓ ﺷﺪﻳﺪﺓ، ﻟﺘﻘﺘﺤﻤﻪ ﺭﻭﺯﺍ ﻭﻫﻲ ﻣﻤﺴﻜﺔ ﺑﻴﺪ ﻣﺎﺭﻳﺎ.
Ushiromiya Rosa,"""ﻫﻞ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﺃﻭ ﻏﻴﺮﻩ ﻫﻨﺎ...?! ﻻ ﻳﻬﻢ ﻣﻦ. ﻓﻠﻴﺤﻀﺮ ﻟﻲ ﺃﺣﺪﻛﻢ ﻣﻨﺸﻔﺔ...!!"""
,ﺍﺷﺘﺪ ﺍﻹﻋﺼﺎﺭ ﻓﻲ ﺍﻟﺨﺎﺭﺝ ﻛﺜﻴﺮًﺍ، ﻭﺑﺪﺃ ﺍﻟﻤﻄﺮ ﻳﻨﻬﻤﺮ ﺑﻐﺰﺍﺭﺓ ﺷﺪﻳﺪﺓ.{n}ﻭﺭﻏﻢ ﺃﻥ ﻣﺎﺭﻳﺎ ﻛﺎﻧﺖ ﺗﺤﻤﻞ ﻣﻈﻠﺔ، ﺇﻻ ﺃﻧﻬﺎ ﺑﻘﻴﺖ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺗﺤﺖ ﺍﻟﻤﻄﺮ ﻭﺍﻟﺮﻳﺎﺡ.
,ﺗﺠﻤﺪ ﻛﺘﻔﺎﻫﺎ ﺑﺮﺩًﺍ.
,ﻗﺒﻴﻞ ﺫﻟﻚ، ﺩﺍﺭ ﺟﺪﺍﻝٌ ﺣﺎﺩٌّ ﺑﻴﻦ ﻣﺎﺭﻳﺎ ﻭﺭﻭﺯﺍ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ، ﻭﺑﺪﺍﻓﻊ ﺍﻟﻐﻀﺐ ﻃﻠﺒﺖ ﻣﻨﻬﺎ ﺍﻟﺒﻘﺎﺀ ﻫﻨﺎﻙ ﺇﻟﻰ ﺍﻷﺑﺪ.
,......ﻭﻣﺎﺭﻳﺎ، ﻛﻤﺎ ﻃُﻠﺐ ﻣﻨﻬﺎ، ﻟﻢ ﺗﻐﺎﺩﺭ ﻣﻜﺎﻧﻬﺎ ﺣﺘﻰ ﺑﻌﺪﻣﺎ ﺑﺪﺃ ﺍﻟﻤﻄﺮ ﻳﻨﻬﻤﺮ.
,ﺻﺤﻴﺢٌ ﺃﻥ ﺭﻭﺯﺍ ﺃﺧﻄﺄﺕ ﻓﻲ ﻗﻮﻟﻬﺎ ﺫﻟﻚ، ﻟﻜﻦ ﻃﺒﻊ ﻣﺎﺭﻳﺎ ﺍﻟﻌﻨﻴﺪ ﻛﺎﻥ ﻫﻮ ﺍﻵﺧﺮ ﻣﺸﻜﻠﺔ.
,......ﺷﻌﺮ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﺍﻟﺬﻳﻦ ﺷﺎﻫﺪﻭﺍ ﺫﻟﻚ ﺍﻟﺸﺠﺎﺭ ﻟﺴﻮﺀ ﺍﻟﺤﻆ، ﺑﺎﻻﺭﺗﻴﺎﺡ ﻟﺮﺅﻳﺔ ﺃﻥ ﺍﻷﻡ ﻭﻃﻔﻠﺘﻬﺎ ﺃﻣﺴﻴﺎ ﻗﺮﻳﺒﺘﻴﻦ ﻣﻦ ﺑﻌﻀﻬﻤﺎ ﻣﺮﺓ ﺃﺧﺮﻯ.
,ﺟﻔﻔﺖ ﺭﻭﺯﺍ ﺭﺃﺱ ﻣﺎﺭﻳﺎ ﺑﻤﻨﺸﻔﺔ. ﻭﺑﺪﺕ ﻗﻠﻘﺔً ﻣﻦ ﺇﺻﺎﺑﺔ ﻣﺎﺭﻳﺎ ﺑﻨﺰﻟﺔ ﺑﺮﺩ، ﻟﻜﻦ ﻣﺎﺭﻳﺎ ﺑﺬﺍﺗﻬﺎ ﻛﺎﻧﺖ ﻏﻴﺮ ﻣﻜﺘﺮﺛﺔ ﺑﻌﺎﺩﺗﻬﺎ.
Ushiromiya Rosa,"""ﺃﺃﻧﺖِ ﺑﺨﻴﺮ? ﺃﻻ ﺗﺸﻌﺮﻳﻦ ﺑﺎﻟﺒﺮﺩ؟ ﺭﺑﻤﺎ ﻣﻦ ﺍﻷﻓﻀﻞ ﺃﻥّ ﻧﺒﺪّﻝ ﻟﻚ ﺛﻴﺎﺑﻚ..."""
Ushiromiya Maria,"""ﺃﻭﻭ، ﺃﻧﺎ ﺑﺨﻴﺮ! ﻟﻜﻨّﻲ ﺟﺎﺋﻌﺔ، ﺃﻓﻀﻞ ﺍﻷﻛﻞ ﻋﻠﻰ ﺗﺒﺪﻳﻞ ﻣﻼﺑﺴﻲ، ﺃﻭﻭ!"""
Ushiromiya Battler,"""ﻫﺎﻫﺎﻫﺎﻫﺎ. ﻻ ﺗﻘﻠﻘﻲ ﻳﺎ ﻋﻤﺘﻲ ﺭﻭﺯﺍ. ﺗﺒﺪﻭ ﺑﺨﻴﺮ ﻣﺎ ﺩﺍﻡ ﺃﻧﻬﺎ ﺑﻬﺬﻩ ﺍﻟﺤﻴﻮﻳﺔ."""
Ushiromiya George,"""ﻟﺤﺴﻦ ﺍﻟﺤﻆ ﺃﻧّﻬﺎ ﻛﺎﻧﺖ ﺗﺤﻤﻞ ﻣﻈﻠﺔ. ......ﻛﻨﺖ ﻗﻠﻘًﺎ ﻣﻦ ﺗﻌﺮﺿﻬﺎ ﻟﻠﺒﻠﻞ ﺑﺎﻟﻜﺎﻣﻞ. ﻣﻦ ﺣﻈﻨﺎ ﺃﻧﻬﺎ ﺍﻣﺘﻠﻜﺖ ﻣﻈﻠﺔ ﻋﻠﻰ ﺍﻷﻗﻞ."""
Ushiromiya Jessica,"""ﻭﻟﻜﻦ ﻳﺎ ﻣﺎﺭﻳﺎ! ﻋﻠﻴﻚ ﺍﻻﺣﺘﻤﺎﺀ ﻣﻦ ﺍﻟﻤﻄﺮ ﺍﻟﻐﺰﻳﺮ ﺣﺘﻰ ﻟﻮ ﻛﻨﺖِ ﺗﺤﻤﻠﻴﻦ ﻣﻈﻠﺔ، ﻣﻔﻬﻮﻡ؟ ﻋﻠﻰ ﺍﻟﻔﺘﻴﺎﺕ ﺍﻟﺼﻐﻴﺮﺍﺕ ﺃﻻ ﻳﻌﺮﺿﻦ ﺃﺟﺴﺎﺩﻫﻦ ﻟﻠﺒﺮﺩ."""
Ushiromiya Maria,""".........ﺃﻭﻭ."""
Ushiromiya Rosa,"""ﻻ ﺑﺄﺱ ﻳﺎ ﺟﻴﺴﻴﻜﺎ-ﺗﺸﺎﻥ. ......ﺃﻧﺎ ﺃﺗﺤﻤﻞ ﺍﻟﻠﻮﻡ، ﻓﺄﻧﺎ ﺍﻟﺘﻲ ﻗﻠﺖ ﻟﻬﺎ ﺃﻥ ﺗﺒﻘﻰ ﻫﻨﺎﻙ. ﺇﻧّﻲ ﺣﻘًﺎ ﺁﺳﻔﺔ، ﺁﺳﻔﺔ ﻟﻠﻐﺎﻳﺔ...!!"""
