Speaker,Arabic (AR)
,ﺃﻟﺪُّ ﺍﻟﺨﺼﻮﻡ ﺃﺛﻨﺎﺀ ﺍﻟﺪﻓﺎﻉ ﻋﻦ ﺍﻟﻘِﻼﻉ ﻟﻴﺲ ﺍﻷﻋﺪﺍﺀ ﺍﻟﻤﺘﺮﺑِّﺼﻴﻦ، ﺑﻞ ﺗﺴﻴﻴﺮ ﺩﻭﺍﻟﻴﺒﻬﺎ ﻟﺰﻣﻦٍ ﻃﻮﻳﻞ.
,ﻣﻠَّﺖ ﻣﺎﺭﻳﺎ ﻭﺑﺪﺃَﺕ ﺗﺘﺸﻜَّﻰ ﻗﺎﺋﻠﺔً ﺇﻧَّﻬﺎ ﺗﺮﻳﺪُ ﻣﺸﺎﻫﺪﺓ ﺍﻟﺘﻠﻔﺎﺯ. ﻭﺇﺫ ﻟﻢ ﻳﻜُﻦ ﻫﻨﺎﻙ ﺗﻠﻔﺎﺯٌ ﻓﻲ ﺍﻟﺮُّﺩﻫﺔ، ﻗﺮَّﺭَﺕْ ﺍﻟﺮﺟﻮﻉ ﻟﻐﺮﻓﺔ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﻓﻲ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ.
,ﻟَﻢ ﻳﺸﺄ ﺍﻟﻜﺒﺎﺭ ﺃﻥ ﻳﺘﺮﻛﻮﺍ ﻣﺎﺭﻳﺎ ﻟﻮﺣﺪﻫﺎ... ﻓﻄﻠﺒﻮﺍ ﻣﻦ ﻛﻞ ﺍﻟﺼﻐﺎﺭ ﻣﺮﺍﻓﻘﺘﻬﺎ ﻟﻐﺮﻓﺔ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ.
,ﻗﺎﺩ ﺟﻮﺭﺝ ﺍﻟﺬﻱ ﻛﺎﻥ ﻣﻔﻄﻮﺭ ﺍﻟﻘﻠﺐ ﺇﺯﺍﺀ ﻣﻮﺕ ﺧﻄﻴﺒﺘﻪ ﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻪ ﻟﻠﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ ﻣِﻦ ﺩﻭﻥ ﺍﻋﺘﺮﺍﺽ.
,"ﺃﻣَّﺎ ﻧﺎﻧﺠﻮ ﻓﻜﺎﻥ ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ ﻳﻘﺮﺃُ ﻛﺘﺎﺑًﺎ ﻓﻲ ﺍﻟﺮﺩﻫﺔ، ﻟﻜﻨَّﻪ ﺣﻴﻦ ﺷﻌﺮ ﺃﻥَّ ﺍﻷﻗﺎﺭﺏ ﺳﻴﺴﺘﻬﻠُّﻮﻥ ﻧﻘﺎﺷًﺎ ﻻ ﻳﻨﺬﺭ ﺑﺎﻟﺨﻴﺮ، ﻗﺎﻝ ""ﻳﺒﺪﻭ ﺃﻧِّﻲ ﺳﺄﻛﻮﻥ ﺣﺠﺮ ﻋﺜﺮﺓ ﻓﻲ ﻃﺮﻳﻘﻜﻢ""... ﺛﻢَّ ﻋﺎﺩ ﺇﻟﻰ ﻏﺮﻓﺘﻪ ﻓﻲ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ ﺃﻳﻀًﺎ."
Ushiromiya Rudolf,"""....ﺇﻧِّﻲ ﺃﺗﻀﻮَّﺭ ﺟﻮﻋًﺎ، ﻛﻤﺎ ﺃﻥَّ ﺟﻠﻮﺳﻲ ﻫﻨﺎ ﻟﻦ ﻳﺰﻳﺪ ﺇﻻ ﻣﻦ ﺷﻌﻮﺭﻱ ﺑﺎﻟﻨﻌﺎﺱ."
Ushiromiya Rosa,"""ﻻ ﻋﺠﺐ ﻓﻲ ﺫﻟﻚ.  ﻓﻠَﻢ ﻧﻨَﻢ ﺑﺎﻟﻤُﻄﻠَﻖ ﻃﻮﺍﻝ ﻟﻴﻠﺔ ﺃﻣﺲ."""
Ushiromiya Krauss,"""...ﻏﺎﻟﺒًﺎ ﺳﻨﺤﺼِّﻦ ﺃﻧﻔﺴﻨﺎ ﻫﻨﺎ ﻟـ42 ﺳﺎﻋﺔٍ ﻛﺎﻣﻠﺔ، ﺭﺑﻤﺎ ﻣﻦ ﺍﻷﻓﻀﻞ ﺃﻥ ﻧﺘﻨﺎﻭﺏ ﻋﻠﻰ ﺃﺧﺬ ﻗﻴﻠﻮﻻﺕ ﺑﺪﻝ ﺃﻥ ﻧﻈﻞَّ ﻣﺸﺪﻭﺩﻱ ﺍﻷﻋﺼﺎﺏ."""
Ushiromiya Natsuhi,"""ﺻﺤﻴﺢ. ﺳﻮﻑ ﻧﻤﻜﺚ ﻫﻨﺎ ﺃﻧﺎ ﻭﺯﻭﺟﻲ، ﻟﺬﺍ ﺃﻃﻠُﺐ ﻣِﻤَّﻦ ﺩﺍﻫﻤﻪ ﺍﻟﻨﻌﺎﺱ ﺃﻻ ﻳﻜﻠﻒ ﻧﻔﺴﻪ ﻓﻮﻕ ﻃﺎﻗﺘﻪ ﻭﻳﺨﻠﺪ ﻟﻠﺮﺍﺣﺔ."""
Ushiromiya Eva,"""ﻟﻌﻞَّ ﺧﺼﻤﻨﺎ ﻳﺘﻮﻗﻊ ﻫﺬﺍ ﻣِﻨَّﺎ، ﺻﺤﻴﺢ؟ ﻻ ﺃﻇﻨُّﻪ ﻳﺴﺘﻄﻴﻊ ﺍﻟﺘﻐﻠُّﺐ ﻋﻠﻴﻨﺎ ﺟﻤﻴﻌًﺎ، ﻟﻜﻦ ﺇﺫﺍ ﺗﻘﻠَّﺺ ﻋﺪﺩﻧﺎ ﺑﻤﺎ ﻳﻜﻔﻲ، ﻓﻘﺪ ﻳﺘﺤﻴَّﻦ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ ﻟﻠﻬﺠﻮﻡ."""
