Speaker,Arabic (AR)
, ﻣﻦ ﺍﻟﺒﺪﺍﻫﺔ ﻣﻌﻠﻮﻡٌ ﺃﻧﻬﺎ، ﻣﺬ ﺃﻃﻠﺖ ﻋﻠﻰ ﺍﻟﻮﺟﻮﺩ، ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﺗﺮﺑﻰ ﻓﻲ ﻫﺬﺍ ﺍﻟﻘﺼﺮ.
," ﺫﻟﻚ ﺍﻟﺒﻴﺖ ﻋﻠﻰ ﺍﻟﻄﺮﺍﺯ ﺍﻹﻓﺮﻧﺠﻲ ﺍﻟﺬﻱ ﻛﺎﻥ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﻳﺨﺘﺼﺮﻭﻥ ﺍﺳﻤﻪ ﺑـ""ﺍﻟﻘﺼﺮ""، ﻫﻮ ﻣﺄﻭﺍﻫﺎ ﻭﻣﺴﻜﻨﻬﺎ."
, ﻭﻣﻊ ﺫﻟﻚ، ﻟﻢ ﺗﺪﺭﻙ ﻳﻮﻣًﺎ ﻣﺸﺎﻋﺮ ﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻬﺎ ﻛﻤﺎ ﺃﺩﺭﻛﺘﻬﺎ ﺍﻟﻴﻮﻡ.
, ﻭﻓﻲ ﺍﻟﻮﻗﺖ ﻧﻔﺴﻪ، ﻣﺎ ﻛﺎﻥ ﺑﻴﺘﻬﺎ ﺍﻟﻤﺄﻟﻮﻑ ﻳﻮﻣًﺎ ﻟﻴﺒﺪﻭ ﻣُﻐﺎﻳﺮًﺍ ﻭﻣﻮﺣﺸﺎ ﻛﻤﺎ ﻫﻮ ﺍﻵﻥ...
, ﻏﺮﻓﺘﻬﺎ ﻫﻲ...
, ﻣﻼﺫﻫﺎ ﺍﻟﺴﺮﻱ، ﺍﻟﺮﻛﻦ ﺍﻷﻭﺣﺪ ﻓﻲ ﻫﺬﺍ ﺍﻟﻘﺼﺮ ﺍﻟﻔﺴﻴﺢ ﺍﻟﺬﻱ ﺗﺸﻌﺮ ﻓﻴﻪ ﺑﺎﻟﺴﻜﻴﻨﺔ.
, ﻏﻴﺮ ﺃﻥ ﺫﺍﻙ ﺍﻟﺒﺎﺏ ﻣﺎ ﻛﺎﻥ ﻳﻮﻣًﺎ ﻟﻴﺒﺪﻭ ﻣﻬﻴﺒًﺎ ﻣﺨﻴﻔًﺎ ﻛﻤﺎ ﺑﺪﺍ ﻟﻬﺎ ﺍﻵﻥ.
Ushiromiya Jessica,"""ﺍﺧﺘﺒﺎﺭ، ﻳﻘﻮﻝ...؟ ﺗِﻒ، ﺃﻱُّ ﺑﻼﺀٍ ﻳﻨﺘﻈﺮﻧﻲ ﻫﻨﺎﻙ...؟ ﻭﻳﻠﻪ ﺇﻥ ﻛﺎﻥ ﻗﺪ ﺑﻌﺜﺮ ﻣﻜﺘﺒﻲ ﻭﺃﺷﻴﺎﺋﻲ..."""
, ﺗﻈﺎﻫَﺮَﺕ ﺑﺎﻟﺸﺪﺓ، ﻟﺘﻮﻫﻢ ﻧﻔﺴﻬﺎ.{n}ﺗﺤﺎﻭﻝ ﺃﻥ ﺗﻘﻨﻊ ﺫﺍﺗﻬﺎ ﺃﻧﻬﺎ ﻻ ﺗﻬﺎﺏ ﺷﻴﺌًﺎ.
, ﺗﻬﻴّﺄﺕ، ﻭﻓﺘﺤﺖ ﺑﺎﺏَ ﻏﺮﻓﺘﻬﺎ.
Ushiromiya Jessica,"""...................................."""
, ﻓﻠﻤّﺎ ﺭﺃﺕ ﺃﻥ ﺍﻟﻐﺮﻓﺔ، ﻟﻢ ﺗُﻌَﺜَﺮ ﻭﻟﻢ ﺗُﻘﻠﺐ، ﺗﻨﻔﺴﺖ ﺍﻟﺼﻌﺪﺍﺀ.
, ﻻ ﺃﺣﺪ ﻫﻨﺎﻙ... ﺑﻄﺒﻴﻌﺔ ﺍﻟﺤﺎﻝ.{n}ﻻ ﻣﻜﺎﻥ ﻫﻨﺎ ﻟﻴﺨﺘﺒﺊ ﻓﻴﻪ ﺃﺣﺪ.
, ﻭﻋﻠﻰ ﺍﻟﻔﻮﺭ، ﺃﻃﺒﻘﺖ ﺟﻴﺴﻴﻜﺎ ﺍﻟﺒﺎﺏ ﻭﺃﻗﻔﻠﺘﻪ ﺧﻠﻔﻬﺎ.{n}....ﺍﻵﻥ ﻏﺪﺕ ﺍﻟﻐﺮﻓﺔ ﺁﻣﻨﺔ.
, ﺗﻔﻘﺪﺕ ﻣﺎ ﺗﺤﺖ ﺍﻟﺴﺮﻳﺮ ﻭﻓﻲ ﺍﻟﺨﺰﺍﻧﺔ، ﻓﻠﻢ ﺗﺠﺪ ﺃﺣﺪًﺍ، ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ.
Ushiromiya Jessica,"""ﻣﺎ ﺍﻟـ... ﺑﺌﺴًﺎ ﻣﺎ ﻫﺬﺍ...ﻫﺎﻫﺎ، ...ﻫﺎﻫﺎ..."""
, ﻧﻈﺮﺕ ﺇﻟﻰ ﺍﻟﺴﺎﻋﺔ. ﺍﻟﺤﺎﺩﻳﺔ ﻋﺸﺮﺓ ﻭﻋﺸﺮُ ﺩﻗﺎﺋﻖ، ﺃﻭ ﻳﺰﻳﺪ ﻗﻠﻴﻼً.
, ﻭﻟﻤﺎ ﺧﻒ ﺗﻮﺗﺮﻫﺎ ﻭﻋﺎﺩ ﺍﻹﺭﻫﺎﻕ ﻳﺴﺮﻱ ﻓﻲ ﺟﺴﺪﻫﺎ ﻛﻠﻪ، ﺃﻳﻘﻨﺖ ﻛﻢ ﻛﺎﻥ ﻳﻮﻣﻬﺎ ﻣﻀﻄﺮﺑًﺎ.
, ﻣﺎ ﺗﺰﺍﻝ ﺍﻟﺴﺎﻋﺔ ﻓﻲ ﺃﻭﻝ ﺍﻟﻠﻴﻞ.
, ﻛﺎﻥ ﺍﻟﻤُﺮﺗﺠﻰ ﺃﻥ ﻳﺠﺘﻤﻊ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ، ﻳﻠﻬﻮﻥ ﻭﻳﻌﺒﺜﻮﻥ ﻭﻳﺘﺤﺎﺩﺛﻮﻥ ﻓﻲ ﺷﺘﻰ ﺍﻟﻤﻮﺿﻮﻋﺎﺕ ﺇﻟﻰ ﺳﺎﻋﺔٍ ﻣﺘﺄﺧﺮﺓٍ ﻣﻦ ﺍﻟﻠﻴﻞ.
, ﻭﻓﻲ ﻫﺬﻩ ﺍﻟﻠﺤﻈﺔِ ﺑﻌﻴﻨﻬﺎ، ﻛﺎﻥ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻧﻮﺍ ﻋﻠﻰ ﺗﻠﻚ ﺍﻟﺤﺎﻝ.{n}ﻟﻢَ ﺍﻧﻘﻠﺐ ﺍﻟﻮﺿﻊ... ﺇﻟﻰ ﻫﻜﺬﺍ...؟
Ushiromiya Jessica,"""ﺇﻧﻪ ﺫﻧﺐ ﺫﺍﻙ ﺍﻟﻌﺠﻮﺯ ﺍﻟﻠﻌﻴﻦ... ﻛﻴﻒ ﺳﺎﻍ ﻟﻪ ﺃﻥ ﻳﻔﻌﻞ ﺫﻟﻚ... ﺑﺄﻣﻲ... ﻭﺑﺎﻟﺠﻤﻴﻊ..."""
, ﺭﺃﺳﻬﺎ ﻳﻐﻠﻲ ﺑﺎﻟﻐﻀﺐ ﻭﺍﻷﺳﻰ... ﻏﻴﺮ ﺃﻧﻪ ﻻ ﺃﺣﺪ ﻫﻨﺎ ﻟﺘﺼﺐ ﻋﻠﻴﻪ ﺗﻠﻚ ﺍﻟﻤﺸﺎﻋﺮ.
, ﻓﺒﻔﻀﻞ ﺍﻟﻘﻔﻞ، ﺻﺎﺭ ﺃﻣﻦ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ﻣﻜﻔﻮﻻً.{n}ﺗﺬﻛﺮﺕ ﺫﻟﻚ ﻣﺮﺓ ﺃﺧﺮﻯ، ﻓﺎﺳﺘﻌﺎﺩﺕ ﺟﻴﺴﻴﻜﺎ ﺭﺑﺎﻃﺔ ﺟﺄﺷﻬﺎ...
, ﺇﻥ ﺍﺳﺘﻤﺮ ﺍﻷﻣﺮ ﻫﻜﺬﺍ ﻭﻟﻢ ﻳﺤﺪﺙ ﺷﻲﺀ...{n}ﻓﻜﺮﺕ ﺟﻴﺴﻴﻜﺎ ﺃﻧﻬﺎ ﻗﺪ ﺗﻮﺩ ﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ ﻟﺘﺮﻯ ﻭﺟﻪ ﺃﻣﻬﺎ ﺍﻷﺧﻴﺮ.
