Speaker,Arabic (AR)
,...ﻋﺎﺩَﺕْ ﺭﻭﺯﺍ ﻭﺍﻟﺒﻘﻴﺔ ﻣﻦ ﺍﻟﻜﻨﻴﺴﺔ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﻤﻌﻴﺸﺔ ﻓﻲ ﺍﻟﻘﺼﺮ.{n}ﻣﺎ ﻭﻗﻊ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ ﻛﺎﻥ ﺃﻣﺮًﺍ ﻣﺮﻭﻋًﺎ ﻟﻠﻐﺎﻳﺔ.{n}ﻏﻠﺐ ﺍﻟﺘﻮﺗﺮُ ﺍﻟﺠﻤﻴﻊَ ﺑﻼ ﺭﻳﺐ...
,ﻋﺎﺩ ﺑﺎﺗﻠﺮ ﻭﺟﻮﺭﺝ — ﺍﻟﻠﺬﺍﻥ ﺑﻜﻴﺎ ﻭﻫﺎﺟﺎ ﻭﺃﻃﻠﻘﺎ ﺍﻟﻌﻨﺎﻥ ﻟﻌﻮﺍﻃﻔﻬﻤﺎ ﺑﻌﺪ ﺭﺅﻳﺔ ﺟﺜﺚ ﻭﺍﻟﺪﻳﻬﻤﺎ ﺍﻟﻤﺄﺳﺎﻭﻳﺔ —ﺇﻟﻰ ﻗﺎﻋﺔ ﺍﻟﻤﻌﻴﺸﺔ، ﻓﺎﺳﺘﻘﺮّﺍ ﻋﻠﻰ ﺍﻷﺭﺍﺋﻚ، ﻭﺃﺳﻠﻤَﺎ ﻋﻘﻠﻴﻬﻤﺎ ﻟﻠﻔﺮﺍﻍ، ﻛﺄﻥّ ﻣﺎ ﻣﻀﻰ ﻭﻫﻢٌ ﻣﺤﺾ...
,ﻟﻢ ﻳﻄﺮﺃ ﻋﻠﻰ ﻣﺎﺭﻳﺎ ﺃﻱ ﺗﻐﻴﻴﺮ، ﻓﺒﻘﻴﺖ ﻋﻠﻰ ﺳﺠﻴّﺘﻬﺎ.
,ﻋﻨﺪﻣﺎ ﻻ ﺗُﺸﺎﻏﺐ، ﺗﻜﻮﻥ ﻃﻔﻠﺔ ﺗﻠﻌﺐ ﺑﻬﺪﻭﺀ ﻟﻮﺣﺪﻫﺎ، ﻓﺤﺘﻰ ﻟﻮ ﺧﻼ ﻋﻘﻠﻬﺎ ﻣﻦ ﺍﻷﻓﻜﺎﺭ، ﻓﻤﻦ ﺍﻟﻤﺮﺟّﺢ ﺃﻥ ﺗﺒﺪﻭ ﻛﻤﺎ ﻫﻲ.
,ﻟﻜﻦ ﺣﻴﻦ ﺷﻐّﻠﺖ ﺍﻟﺘﻠﻔﺎﺯ ﻭﺗﺼﻔﺤﺖ ﺍﻟﻘﻨﻮﺍﺕ، ﺑﺪﺍ ﺃﻧﻬﺎ ﻟﻢ ﺗﺘﺄﺛﺮ ﺃﺑﺪًﺍ.
,ﺭﺑﻤﺎ ﺷﻌﺮﺕ ﺭﻭﺯﺍ ﺑﺸﻲﺀ ﺗﺠﺎﻩ ﻫﺬﺍ ﺍﻟﺴﻠﻮﻙ ﺍﻟﻐﺮﻳﺐ.
,ﺭﻣﻘﺖ ﻇﻬﺮ ﻣﺎﺭﻳﺎ ﺑﻨﻈﺮﺓٍ ﻗﺎﺳﻴﺔٍ ﻟﻢ ﺗﺨﻞُ ﻣﻦ ﺍﻟﻀﻴﻖ.
,ﺛﻢ ﺃﻗﺒﻠﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺗﻬﻠّﻞ ﺑﺘﺤﻴﺔ ﺍﻟﺼﺒﺎﺡ. ﻧﺸﺎﻃﻬﺎ ﺍﻟﻤﺮﺡ ﺑﺪﺍ ﻧﺸﺎﺯًﺍ ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﻓﻠﻢ ﺗﺠﺪ ﺑُﺪًﺍ ﻣﻦ ﺍﻟﺤﻴﺮﺓ ﺃﻣﺎﻡ ﺍﻟﺠﻮّ ﺍﻟﻐﺎﻣﺾ ﻓﻲ ﺍﻟﻐﺮﻓﺔ.
,ﻋﻠﻤﺖ ﻻﺣﻘًﺎ ﺑﺎﻟﺘﻔﺎﺻﻴﻞ ﻣﻦ ﻗﻮﺩﺍ، ﻓﺄﻃﻠﻘﺖ ﺻﺪﻣﺘﻬﺎ ﻓﻲ ﺿﺠﻴﺞٍ ﻻﻓﺖ.
Kumasawa Chiyo,"""ﺃ-ﺃ-ﺃﺑﻠﻐﺘﻢ ﺍﻟﺸﺮﻃﺔ ﺑﺎﻟﻄﺒﻊ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ...؟! ﻣﺎ ﺍﻟﻌﻤﻞ ﻓﻲ ﻣﺜﻞ ﻫﺬﺍ ﺍﻟﻤﻮﻗﻒ؟ ﺁﻩ، ﻣﺎ ﺍﻟﻌﻤﻞ...؟!"""
Gohda Toshiro,"""ﺍﻫﺪﺋﻲ ﺃﺭﺟﻮﻙِ، ﻭﺍﺳﺘﻤﻌﻲ. ﻳﺒﺪﻭ ﺃﻥ ﺍﻟﺒﺮﻕ ﺃﺗﻠﻒ ﺟﻬﺎﺯًﺍ ﻣﺎ ﻟﻴﻠﺔ ﺃﻣﺲ. ﻟﻬﺬﺍ، ﺑﺎﺗﺖ ﺍﻟﻬﻮﺍﺗﻒ ﺧﺎﺭﺝ ﺍﻟﺨﺪﻣﺔ..."""
Kumasawa Chiyo,"""ﻣﺎﺫﺍ؟! ""ﺇ-ﺇﺫﺍً، ﻟﻦ ﻧﺴﺘﻄﻴﻊ ﺍﻟﺘﻮﺍﺻﻞ ﻣﻊ ﺍﻟﺸﺮﻃﺔ ﺣﺘﻰ ﻳﻤﺮ ﺍﻹﻋﺼﺎﺭ؟!"""
,ﺭﺑﻤﺎ ﻛﺎﻧﺖ ﺩﻫﺸﺔ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺍﻟﻤﺒﺎﻟﻎ ﻓﻴﻬﺎ ﺗﺒﻌﺚ ﻋﻠﻰ ﺍﻟﻀﺤﻚ ﻗﻠﻴﻼً.
,ﺿﺤﻜﺖ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﺭﻏﻤًﺎ ﻋﻦ ﺍﻟﻤﻮﻗﻒ.
,ﻭﺑﻔﻀﻞ ﺫﻟﻚ، ﺗﺒﺪّﺩ ﺑﻌﺾ ﺍﻟﻀﺒﺎﺏ ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﻜﺘﻨﻒ ﻋﻘﻠﻬﺎ.
