Speaker,Arabic (AR)
,ﻛﻨﺖ ﺃﺣﺎﻭﻝ ﺃﻥ ﺃﻏﻔﻮ ﻫﻨﻴﻬﺔً، ......ﻟﻜﻦّ ﺍﻟﻤﺮﻛﺐَ ﻛﺎﻥ ﻳﻬﺘﺰّ ﺍﻫﺘﺰﺍﺯًﺍ ﺷﺪﻳﺪًﺍ.
,ﻓﻨﻔﻀﺖُ ﻋﻨﻲ ﻭﺳﺎﺩﺓ ﺍﻟﻨﻮﻡ، ﻭﺻﻌﺪﺕُ ﺇﻟﻰ ﺍﻟﺴﻄﺢ.{n}ﻓﺎﺳﺘﻘﺒﻠﺘﻨﻲ ﺷﻤﺲٌ ﻻﻓﺤﺔٌ، ﻭﻧَﺴﻴﻢُ ﺑﺤﺮٍ ﻋﻨﻴﻒ...
,ﻓﻮﻕ ﺍﻟﺴﻄﺢ، ﻛﺎﻥ ﺃﻣﺎﻛﻮﺳﺎ ﻳُﻤﺎﺭﺱ ﺑﻌﺾ ﺍﻟﺘﻤﺪّﺩﺍﺕ.
,......ﻳﺒﺪﻭ ﺃﻥّ ﺍﻟﻔﺮﺍﻍَ ﻗﺪ ﺿﺎﻕَ ﻋﻠﻴﻪ ﻫﻮ ﺃﻳﻀًﺎ.{n}ﻻ ﻳﺰﺍﻝ ﺃﻣﺎﻣﻨﺎ ﺣﻴﻦٌ ﻃﻮﻳﻞٌ ﻗﺒﻞ ﺃﻥ ﻧﺒﻠﻎ ﻧﻴﺠﻴﻤﺎ.
,ﻭﻟﻮ ﻛُﻨّﺎ ﺭﻛﺒﻨﺎ ﻃﺎﺋﺮﺓً ﻟﺒﻠﻐﻨﺎﻫﺎ ﻓﻲ ﻧﺤﻮ ﻧﺼﻒ ﺳﺎﻋﺔ، ﻏﻴﺮ ﺃﻥّ ﺍﺣﺘﻤﺎﻝَ ﺍﻣﺘﺪﺍﺩِ ﺷِﺒﺎﻙ ﺳﻮﻣﺎﺩﻳﺮﺍ ﺇﻟﻰ ﻣﻄﺎﺭ ﻧﻴﺠﻴﻤﺎ ﻛﺎﻥ ﻗﺎﺋﻤًﺎ.
,ﻭﺭﺑّﻤﺎ ﻛﺎﻥ ﺍﻟﻤﻴﻨﺎﺀُ ﻛﺬﻟﻚ. ﻭﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﺍﻗﺘﻨﻴﺖُ ﻗﺎﺭﺑًﺎ ﻳﻨﺰﻟﻨﻲ ﺑﻌﻴﺪًﺍ ﻋﻦ ﺍﻟﻤﻴﻨﺎﺀ، ﺑﻼ ﺳﺆﺍﻝٍ ﻭﻻ ﺟﻮﺍﺏ.
,ﻓﺼﺎﺩﻓﺖُ ﺭﺑّﺎﻧًﺎ ﺑﺸﻮﺷًﺎ، ﻭﺃﻛﺮﻣﺘُﻪ، ﻓﻄﺎﺑﺖْ ﻧﻔﺴُﻪ ﺑﻤﺴﺎﻋﺪﺗﻲ ﻣﺘﺴﻠﻴًﺎ......
Ushiromiya Ange,"""ﻫﻞ ﻣﺎ ﺯﺍﻝ ﺃﻣﺎﻣﻨﺎ ﻭﻗﺖٌ؟"""
Amakusa Juuza,"""ﺳﺄﻟﺖُ ﺍﻟﺮﺑّﺎﻥ، ﻭﻳﺒﺪﻭ ﺃﻧّﻬﺎ ﺗﺤﺘﺎﺝ ﺇﻟﻰ ﺳﺎﻋﺘﻴﻦ ﻛﺎﻣﻠﺘﻴﻦ ﺑﻌﺪ. ﻟﻜﻦ ﻣﺎ ﺑﺎﻟﻴﺪ ﺣﻴﻠﺔ."""
Ushiromiya Ange,""".........ﺍﻟﺠﻮّ ﻃﻴّﺐٌ ﺑﺤﻖّ. ﻛﺄﻥّ ﺍﻟﺸﻤﺲَ ﺗﺤﺮﻕُ ﺍﻟﺠﻠﺪ."""
