Speaker,Spanish (ES)
Ushiromiya Kinzo,"""Teniente Yamamoto. Los italianos no quieren que le digamos a tierra sobre este oro."""
,"""... Jeje. Así que no quieren que nuestro país tome posesión del oro."""
Beatrice,"""<{ruby:What did he say?:¿Qué ha dicho?}>"""
Ushiromiya Kinzo,"""<{ruby:He's saying your group probably doesn't want it reported:Dice que probablemente tu grupo no quiere que se informe} {ruby:because you fear that Japan will take possession of the gold.:porque teme que Japón se apodere del oro.}>"""
Beatrice,"""<{ruby:Ensign Angelo is actually more afraid of Italy itself finding out.:El alférez Angelo tiene más miedo de que se entere la propia Italia.} {ruby:To us, our homeland's current government is a mere:Para nosotros, el gobierno actual de nuestra patria es una mera} {ruby:puppet set up by the Allied Forces.:marioneta creada por las Fuerzas Aliadas.} <{ruby:If they find out, the gold will be returned to them.:Si se enteran, el oro será regresado a ellos.}> {ruby:However, that would be the same as handing the gold over to our enemies.:Sin embargo, eso sería lo mismo que entregar el oro a nuestros enemigos.}>"""
,Vinieron hasta aquí para no entregar el oro en manos del enemigo.
,"Hasta que su verdadera patria se recupere, deben ocultar este oro de las manos de la patria títere..."
,"""Ushiromiya. Hazle una propuesta a los italianos. Queremos ofrecerles nuestra cooperación."""
Ushiromiya Kinzo,"""¿Cooperación en qué sentido?..."""
,"""La postura de los italianos sería algo así, ¿no? Quieren ocultar ese oro sin que su patria se entere. Sin embargo, si intentan sacarlo de esta isla, tendrán que organizar un barco de transporte. Si lo hacen, se enteraran en tierra, e incluso en la propia Italia."""
Ushiromiya Kinzo,"""Así es... En otras palabras, ese oro ya no se puede sacar de Rokkenjima."""
,Su misión probablemente era ocultar ese oro en un lugar secreto hasta el día en que su patria resurgiera.
,"También hay rumores creíbles de que, en Alemania, justo antes de la rendición, transportaron y escondieron secretamente sus tesoros en lugares como Sudamérica, y esos rumores circulan con bastante credibilidad. Era una suposición razonable."
,"El submarino, que era su único medio de transporte secreto, estaba completamente inoperable... No podían detener la entrada de agua y pronto se hundiría por completo."
