Speaker,Spanish (ES)
Ushiromiya Battler,"""... ¿Hace seis años, dicen? De cualquier manera, en ese entonces yo todavía estaba en la escuela primaria, ¿no? Es bastante injusto pedirme recordar, ¿no crees?"""
Ushiromiya George,"""Estoy de acuerdo. Especialmente porque éramos muy jóvenes, hemos crecido mucho en estos seis años. De hecho, si no nos hubieran presentado, quizá no nos habríamos acordado de ti."""
Ushiromiya Jessica,"""¿Eso crees? Yo enseguida supe que era Battler. En cuanto abrió su bocota, estuve aún más segura."""
Ushiromiya Maria,"""Uu. María lo conoció por primera vez. Hace seis años, no lo conocía."""
Shannon,"""Es normal. Después de todo, solo tenías tres años."""
Ushiromiya Battler,"""Si lo dices así, yo estoy igual. Solo conocí a María cuando tenía tres años, y desde entonces ha crecido tanto, que no la reconocí."""
,"Después del almuerzo, todos habíamos ido a la playa a dar una vuelta, hablar y tomarnos las cosas con calma, disfrutando."
,"Nuestros padres parecían un poco nerviosos y tenían cosas que hacer, así que decidimos dejar nuestros asientos."
,"... Como era de esperarse, ya que habían pasado seis años, la conversación se centró en mí."
Ushiromiya George,"""Aun así, has crecido mucho. Yo no me considero bajo, pero de todos modos, tu estatura me sorprendió."""
Shannon,"""Así es. Yo recuerdo muy bien cómo era Battler-sama hace seis años, y aun así me ha sorprendido."""
Ushiromiya Jessica,"""Totalmente. Yo ni siquiera podía imaginarme que se tratara del mismo Battler de hace seis años."""
Ushiromiya Battler,"""Me sorprende que todos recuerden tanto de hace seis años. Tengo la memoria borrosa."""
Ushiromiya Jessica,"""No me sorprende. Ya recordarás acerca de nosotros, es solo que podría tomarte un poco de tiempo. ¿Debería sentirme un poco ofendida?"""
Ushiromiya Battler,"""Vamos, esto fue hace seis años, ¿no? ¡Es ridículo pedirme que me acuerde!..."""
Shannon,"""... Entonces, ¿no puede recordar muy bien cosas que pasaron hace seis años? Yo puedo recordarlo tan claramente como si hubiera sucedido ayer..."""
Ushiromiya George,"""Eso es porque tienes buena memoria, Shannon. Apuesto a que recuerdas bien qué tipo de cosas hizo y dijo Battler-kun hace seis años, ¿no es así?"""
Ushiromiya Jessica,"""Ahora que lo pienso, es cierto. La memoria de Shannon es sorprendentemente buena cuando se trata de ciertas cosas."""
Ushiromiya Maria,"""Uu. María es mala recordando. Recuerdo bien las cosas divertidas pero es horrible en las aburridas. Uu."""
,"Todos nos reímos, diciendo que todo el mundo era así."
Ushiromiya Jessica,"""Shannon. Por cierto, ¿cómo era Battler hace seis años? ¿Recuerdas algo interesante?"""
Shannon,"""Veamos. Estoy segura de que dijo algo así cuando se fue. ""Volveré... <See you again>. Vendré por ti, montado en un caballo blanco."""""
Ushiromiya Battler,"""¡Gyaaaaaaaaaaaaaaaaaaaahhh! ¡¡Detenteee, es tan vergonzoo{-}o{-}o{-}o{-}ooso!!"""
Ushiromiya Jessica,"""¡¡Gyaaa‐ja‐ja‐ja‐ja‐ja!!"""
Ushiromiya Jessica,"""¡Apuesto a que sí, apuesto a que sí! ¡Recuerdo que siempre solías estar lleno de esas estúpidas frases, Battler!"""
Ushiromiya Jessica,"""¡¡Waaajajajajaja!!"""
Ushiromiya George,"""Jajajaja. Sí que suena como algo que Battler-kun habría dicho en aquel entonces."""
Ushiromiya Maria,"""Uu. ¿Vergonzoso? ¿Vergonzoso?"""
Ushiromiya Battler,"""... Sí. Muy vergonzoso..."""
Ushiromiya Battler,"""María, estoy seguro de que cuando estés en la secundaria, querrás decir cosas vergonzosas como esa... Cuando eso suceda, escríbelo primero en el reverso de algún papel, y léelo tres veces antes de decidirte a decirlo en voz alta. Si no lo haces, te arrepentirás..."""
Ushiromiya Battler,"""Aun así, todo el mundo tiene que pasar por ese lamentable período... Cierto, así es como conoces tu lugar, aprendes la vergüenza y te conviertes en adulto. Sí, y es un recuerdo que quiero olvidar, es el tipo de cosa agridulce por la que todos en la adolescencia tienen que pasar hasta convertirse en adultos... Aaaaarrggh..."""
,"Verás, tiendo a abrir la boca sin pensar demasiado, así que no recuerdo todos los detalles de cada cosa que digo."
,"Pero cuando me recitan esas palabras que dije, es bastante vergonzoso."
,"En los últimos años, por fin he comprendido esta debilidad, y me he esforzado por abstenerme de esos descuidos, pero..."
,"... Parece como si hubiera nacido con el hábito de hablar sin pensar, sin nada que pudiera hacer al respecto."
Ushiromiya Jessica,"""Shanno~n, ¿recuerdas alguna otra cosa vergonzosa?"""
Shannon,"""Sí, bueno... recuerdo varias cosas más, pero... ya que parece que la persona en cuestión quiere olvidarse de ellas, creo que me abstendré de decir más..."""
Ushiromiya Battler,"""Para ser franco, no recuerdo nada más. Por favor, no me hagas recordar."""
Ushiromiya Maria,"""... Uu. ¿Shannon está molestando a Battler?... Uu. No debes. Molestar es malo."""
Ushiromiya George,"""Jajajajaja. Ella no lo está molestando. Dejémoslo así, ¿de acuerdo?"""
Ushiromiya George,"""Pero Shannon, tendrás que contármelo todo cuando Battler-kun no esté cerca. Suena bastante interesante."""
Shannon,"""Sí, por supuesto."""
Ushiromiya Battler,"""¡¡N-Noooo, no puedes, Shannon‐chaaaaaaaaaan!!..."""
,"Durante un rato, George-aniki se burló de mí fingiendo que le pedía a Shannon-chan más de mis vergonzosas meteduras de pata."
,"George-aniki estaba jugueteando junto con Shannon-chan, pero de alguna manera resultaba franco y abierto."
,"Él siempre era franco con sus primos, pero solía adoptar una actitud reservada y caballerosa cuando entraba en contacto con los sirvientes."
,"Cuando pensé en ello, tuve la sensación de que estaba actuando un poco demasiado familiar, lo que me pareció un tanto extraño."
,"María empezó a hacer garabatos en la arena con un palo, y George-aniki y Shannon-chan se le unieron, lo que nos dejó a Jessica y a mí a un lado, así que le pregunté en secreto."
Ushiromiya Battler,"""... Oye, Jessica. ¿Está George-aniki, umm, saliendo con Shannon-chan?"""
