Speaker,Spanish (ES)
,"... Al final, Kanon-kun no recobró el conocimiento."
,A pesar de que el doctor Nanjo y los demás hicieron todo lo posible para curarlo...{n}... No se podía hacer mucho en una isla como esta sin medicinas o las instalaciones apropiadas...
,"No obstante, Kanon-kun fue el único humano que se enfrentó al culpable.{n}Si tan solo pudiera darnos alguna clase de pista..."
,"Pero cuando lo trajeron aquí, ya era... demasiado tarde."
Nanjo Terumasa,"""... Mis más sinceras disculpas. Sin las instalaciones adecuadas, no había nada que pudiera hacer ante una herida tan grave..."""
Ushiromiya Natsuhi,"""... No, lo entendemos perfectamente. Muchas gracias por hacer su mejor esfuerzo."""
,"La camisa del doctor Nanjo había sido rociada por un violento chorro de sangre, así que era fácil imaginarse la devoción con la que había intentado salvar a Kanon... hasta el último segundo."
,"Jessica estaba agazapada en el pasillo, llorando de angustia.{n}... Probablemente había estado cuidando de Kanon-kun hasta el momento de su muerte."
,"George-aniki intentó acercarse a ella con palabras de consolación, pero cuando Jessica lo rechazó, él abandonó todo intento de forzarla a hablar y la dejó en paz."
Kumasawa Chiyo,"""... Si tan solo no hubiera dejado que Kanon-san fuera solo... ooohhhh..."""
Ronoue Genji,"""... No te preocupes por eso... Si hubieses estado con él, probablemente también te habrían atacado... Él se precipitó tontamente y pagó por su error."""
Ushiromiya Jessica,"""¡¿Cómo puedes decirlo así?! ¡¡Kanon-kun descubrió al culpable y valientemente se enfrentó a él!! ¡¡Si solo Kumasawa-san hubiese ido con él, el culpable podría haber dudado y elegido escapar!!"""
,De la boca de Jessica salieron palabras llenas de emoción que jamás creí que escucharía.
,"... Kumasawa, que parecía realmente apenada, no podía hacer más que agachar la cabeza..."
Ushiromiya Battler,"""Jessica..."""
Ushiromiya George,"""... No debiste haber dicho eso... Es igual para mí... y probablemente para Battler-kun también, ¿ves? No sabemos qué está pasando, y sentimos como si nuestros corazones fueran a desgarrarse..."""
,De nuevo había lágrimas en los ojos de George-aniki.{n}... Ver a Jessica estallar en lágrimas probablemente revivió el dolor de haber perdido a sus padres.
,... Yo ya había llorado hasta quedarme seco.{n}... Así que no quería llorar más.
,"... Sin embargo, entendí lo grande que era el dolor en sus corazones."
Ushiromiya Maria,"""... Está bien, Jessica onee‐chan... Podrás reunirte con Kanon pronto."""
Ushiromiya Jessica,"""... ¡Basta! ¡No estás ayudando!..."""
Ushiromiya Maria,"""{f:5:Beatrice} resucitará a los muertos, e incluso el amor que se ha perdido... Así que definitivamente podrás reunirte con él pronto. Entonces, todos podrán vivir en paz."""
Ushiromiya Jessica,"""¡Esta {f:5:Beatrice}, que dices que te dio la carta ayer, ¿es la que mató a Kanon-kun?! ¡¿Dónde está?! ¡¿Dónde se esconde?!"""
Ushiromiya Jessica,"""¡¡¡Voy a encontrarla y la moleré a golpes!!! ¡Dilo! ¡¿Lo sabes, no es así?! ¡¡Sabes quién es el auténtico culpable!! ¡¡¿Qué es lo que sabes y qué estás escondiendo?!! ¡¡¡Dímelo, maldita seaaaaaaaaaa!!!"""
Ronoue Genji,"""¡Se-Señorita, por favor pare!..."""
Ushiromiya Maria,"""¡Uu! ¡Uu! ¡{f:5:Beatrice} exiiiste! ¡¡‘Exiiiste’!! ¡¡Uu‐uu‐uu!!"""
Ushiromiya Jessica,"""¡¡Maldita sea, suéltame, Genji-san!! ¡¡María sabe quién es el culpable!! ¡Y ha estado ocultando que lo sabe! ¡¡Debe estar contándoles lo que hacemos, guiándolos mientras nos matan!!"""
Ushiromiya Natsuhi,"""¡¡Jessica, silencio!!"""
,Jessica corrió hacia María y la agarró...
,"Genji intentó detenerla, pero no pudo calmar a Jessica... Lo siguiente que oí fue el sonido de la tía Natsuhi dándole una cachetada a Jessica."
,"Después de eso, los sollozos desconsolados de Jessica resonaron por todo el vestíbulo..."
Ushiromiya George,"""... María‐chan... Ya sé que no hay forma de que tú seas la culpable... Has estado con nosotros desde el principio, y no hubo tiempo para que te pudieras comunicar con el culpable."""
Ushiromiya George,"""... Así que quiero que me digas algo... Esta ""{f:5:Beatrice}"" que te entregó la carta ayer, ¿quién era?"""
,"... Aunque estas palabras sonaban amables, claramente mostraban que George todavía dudaba de María."
,"... No la había atacado.{n}Sin embargo, se sentía exactamente igual que Jessica."
Ushiromiya Battler,"""... Aniki. Ya le pregunté lo mismo... La respuesta no será diferente."""
Ushiromiya George,"""Quiero que María‐chan me lo diga ella misma... ¿Quién es {f:5:Beatrice}?"""
Ushiromiya Maria,"""... Aunque se los diga, no... me creerán de todas formas."""
Ushiromiya George,"""¡¿Qué quieres decir con eso?!... ¡¿Es posible que el culpable sea alguien que conocemos bien... y que, por alguna razón, estés encubriéndolo quedándote callada?! ¡¿Quién te dio la carta?!"""
Ushiromiya Maria,"""... Me la dio {f:5:Beatrice}. Lo diré no importa cuántas veces me lo pregunten. {f:5:Beatrice} me dio la carta... Kijijijijijijiji. George onii‐chan, ¿te niegas a creer en {f:5:Beatrice} porque ella es un oponente a la que no puedes golpear?"""
Ushiromiya Maria,"""Quieres transformar tu impotencia en violencia y darle una paliza a alguien. Así que no estarás satisfecho a menos que tu oponente sea un humano al que puedas golpear."""
Ushiromiya Maria,"""... Por lo que, aunque te diga la verdad, no la aceptarás. Así que no tiene sentido que te lo diga. No lo creerás."""
Ushiromiya Maria,"""... Pero seguiré diciéndolo. Lo diré porque es verdad... ¡{f:5:Beatrice} ""existe""! ¡Kijijijijijijijijijijijijijiji!... La puerta a la Tierra Dorada pronto será abierta. Y ahí es a donde voy. ¡{f:5:Beatrice} me lo prometió!"""
Ushiromiya Maria,"""En ese mundo, mamá es buena, papá está con nosotras y también es bueno. Quiero ir allí ahora mismo... Todos temen a {f:5:Beatrice}. Y eso es normal... Pero cálmense... La misma {f:5:Beatrice} me lo dijo."""
Ushiromiya Maria,"""{i:Para cuando el tifón haya pasado, ella ya habrá acabado con todo.} Kijijiji... ouch."""
Ushiromiya Battler,"""... María, no me desagrada que seas tan habladora, pero dejémoslo así por ahora... Apuesto a que todo esto es una situación bastante agradable para ti, ya que siempre estás hablando de que las brujas existen, pero guárdate eso para ti por el momento. No metas a los demás en eso."""
Ushiromiya Maria,"""Uu."""
