Speaker,Spanish (ES)
,"Solo podía escucharse el sonido de la lluvia, las voces del programa de televisión para niños que María estaba viendo, y la voz carcajeante de la absorta María."
,"En otras palabras, lo que les dio la bienvenida al regresar atónitos de esa horrible y extraña escena, era la voz de María mientras rodaba de tanto reírse de la televisión..."
,"Sin saber cómo explicarle a María que su madre, Rosa, estaba muerta, quienes volvieron a la habitación no pudieron hacer nada más que un sofocante silencio."
,"Al principio, María les devolvió sus miradas con un poco de duda, pero cuando se percató de que no estaban intentando culparla por algo, los ignoró y se sumergió de nuevo en el programa de televisión..."
,Los niños se sentaron en el sofá sin decir palabra alguna...{n}Es probable que sus mentes estuvieran en blanco por su estado de shock.
,"A pesar de que se habían lamentado y llorado tanto... ahora solo estaban vagamente sentados allí, con rostros inexpresivos..."
,"Solo Kanon había regresado a su expresión calmada habitual.{n}... Sin embargo, eso probablemente no significaba que hubiera sido capaz de liberarse del shock."
,... Nada se reflejaba en sus ojos mientas miraba fijamente el vacío...
,"Hideyoshi, inquieto al recordar esa horrible escena, no paraba de murmurar, ""Increíble. Eso no puede ser algo de este mundo, es obra de un demonio""."
,"De vez en cuando, intentaba hacer una pregunta y saltaba a Nanjo, pero Nanjo, con el tranquilo tono de un doctor, repetía que nada podría ser comprendido con solo mirar la escena, y que, hasta que llegara la policía, él no sabría nada."
,"Sin embargo, Nanjo solo parecía tranquilo al compararlo con Hideyoshi, quien estaba agitado y aterrorizado hasta el límite."
,"En realidad, Nanjo también estaba muy conmocionado, y su rostro completamente pálido."
,Tal vez fue debido a sus actitudes que Natsuhi intentó superar el reto y tomar control.
,Natsuhi no parecía presentar cambios en su actitud habitual.{n}Y rápidamente dio instrucciones.
Ushiromiya Natsuhi,"""... Me dirigiré al lugar donde está padre... Genji, deprisa, contacta a la policía."""
Ronoue Genji,"""Como ordene..."""
Ushiromiya Eva,"""¿Me pregunto si me permitirías acompañarte, Natsuhi nee-san?... Ya que Krauss nii-san ha fallecido, la tarea de ayudar a padre ha sido dejada a mi cargo. Sería impropio de mí descansar aquí y dejar todo a tu cargo."""
,Natsuhi se quedó sin palabras por las acciones agresivas de Eva en una situación como esta.
,"Parecía decir que, con Krauss muerto, la persona que asumiera responsabilidad no debería ser su esposa, sino ella misma, la siguiente persona con mayor rango en la familia."
,... Es posible que ella no estuviese feliz de que Natsuhi la ignorará y tomara las riendas en esta situación extrema.
,"Naturalmente, incluso la mente de Eva había estado en blanco hasta ahora a causa del shock."
,... Ella volvió en sí misma solo después de que Natsuhi empezó a dar órdenes.
Ushiromiya Natsuhi,"""... Haz lo que quieras."""
,"Sin decir nada más, Natsuhi salió.{n}Eva fue detrás de ella."
,"... Cuando lo hicieron, Kumasawa entró corriendo al salón."
,"Dado que ella no era el tipo de persona que solía corría por ahí, cualquiera podría suponer que algo había ocurrido... pero ya que todos habían sido golpeados por el shock anterior, este nivel de alteración no les preocupó demasiado."
Kumasawa Chiyo,"""... U‐Umm, señora... ¡señora!..."""
Ushiromiya Hideyoshi,"""Si 'tás buscando a Natsuhi nee-san, se fue a ver a padre. Probablemente regresará pronto... ¿Qué pasó, Kumasawa‐san?"""
Kumasawa Chiyo,"""¡E‐Es... en el comedor... sangre... sangre!..."""
,Todos en el salón voltearon a escuchar.
,Todos pensaron lo mismo. “Espero haber oído mal”.
,"... Al igual que un contenedor tiene un límite para cuánto puedes poner dentro, nadie se sintió capaz de poder aceptar aún más tragedias de las que ya habían ocurrido."
,Así que todos lo pensaron. Espero haber oído mal...
Ushiromiya Hideyoshi,"""¿C‐Cómo dices?... ¿En el comedor?..."""
Kumasawa Chiyo,"""Cuando fui al comedor... para preparar el desayuno... Awawa{0}wa{0}wawa... wawa..."""
,"El primero en correr hacia allí fue George.{n}Sus duros pasos devolvieron a Hideyoshi y Nanjo a sus sentidos, y corrieron tras él. Battler y los demás lo siguieron."
,"Salieron rápidamente hacia el comedor uno tras otro, pero no encontraron ningún cambio que pudiera hacer palidecer a Kumasawa."
,"Para los que habían visto esa horrible escena en el almacén, era un poco decepcionante."
,"Sin embargo, Kumasawa, que los había seguido, lo señaló.{n}... En verdad había algunos rastros de sangre en el suelo."
