Speaker,Spanish (ES)
,"El libro de la Única Verdad, sellado en el cristal por Battler."
,"Mientras que no deshaga este sello, ni siquiera puedo insertar la llave en la cerradura."
{f:5:Ange Beatrice},"""... Puedes quitarlo, ¿verdad? Este sello."""
{f:5:Bernkastel},"""Por supuesto."""
,Estaban en un vasto espacio tenuemente iluminado.
,Para resumirlo en una frase... era como una fosa en el lecho del océano.
,"No, eso no era del todo cierto. Era... una biblioteca."
,"Sin embargo, la cantidad de libros y la altura de las estanterías superaban con creces a todas las que existían en el mundo humano."
,"Si la altura es la medida de la grandeza... entonces los dioses debieron haber sido gigantes, más altos que las montañas."
,Este lugar parecía una biblioteca lo bastante grande y majestuosa como para albergar a tales dioses.
,"Cada libro, por separado, no era más grande que los del mundo humano."
,"No obstante, las estanterías que los sostenían se alzaban como los muros de un valle... o como una fosa abisal."
,Así que... Ange y los demás parecían poco más que unas cuantas mariposas diminutas que habían vagado hasta esta inmensa biblioteca.
,... Como minúsculos peces de las profundidades marinas nadando completamente solos en un pozo oceánico.
{f:5:Bernkastel},"""Esto se parece más a hielo que a un sello... Si simplemente se lo robas a Battler y lo pones bajo los rayos del sol, con el tiempo desaparecerá por sí solo."""
{f:5:Ange Beatrice},"""¿No hay alguna forma de romperlo de un golpe?"""
{f:5:Bernkastel},"""... ¿Acaso te gusta descongelar el pescado congelado a martillazos?"""
{f:5:Ange Beatrice},"""Lo siento, siempre fui terrible en las clases de cocina."""
{f:5:Bernkastel},"""... Gatitos, descongelen este sello."""
,"Cuando {f:5:Bernkastel} susurró, desde la oscura fosa oceánica debajo de ellas... varios destellos verde esmeralda aparecieron y se agruparon como un banco de peces."
,"{f:5:Bernkastel} lanzó el Libro de la Única Verdad hacia ellos, y solo después de varios segundos, el banco de peces pareció reunirse a su alrededor y llevárselo."
,Esos escasos segundos dejaron en claro qué tan profunda era esta fosa de estanterías.
,Ange estaba estupefacta ante esta biblioteca inimaginablemente grande y divina...
{f:5:Bernkastel},"""Podemos dejar que ellos se encarguen del resto."""
{f:5:Ange Beatrice},"""... ¿Y realmente me dejarás ver lo que hay dentro?"""
{f:5:Bernkastel},"""Si ese es tu deseo, te lo concederé. Y, por supuesto, no seré capaz de leerlo sin esa llave tuya."""
,Ange agarró en silencio la llave dorada de su bolsillo...
,Este viaje había sido tan largo y extraño.
,"En mi búsqueda por la verdad de hace doce años, dejé mi hogar... conocí al Presidente Okonogi, conocí a Amakusa..."
,"... Y, en algún punto, esa aventura se convirtió en parte de la ilusión de la bruja."
,"Sin embargo, aquí estoy."
,El diario de Ushiromiya Eva está aquí.
,La verdad escrita en él se encuentra justo ante mí.
{f:5:Bernkastel},"""Descansa un rato... Ni siquiera yo tengo tanto tiempo libre como para desperdiciarlo todo contigo."""
{f:5:Ange Beatrice},"""... Bueno, en realidad, no estoy cansada."""
{f:5:Bernkastel},"""Erika... Sírvele a Ange un poco de té o algo."""
Furudo Erika,"""¡Sí, mi ama!"""
,Erika apareció de la nada e hizo una reverencia a su ama.
{f:5:Ange Beatrice},"""... {f:5:Bernkastel}. Si por casualidad estás planeando usarme y robar tanto la llave como el libro... No te saldrás con la tuya tan fácilmente."""
Furudo Erika,"""¡¿C-Cómo te atreves a decirle algo así a mi ama?!"""
{f:5:Ange Beatrice},"""Lo siento. Después de mi larga experiencia con brujas, he decidido no confiar en palabras comunes."""
{f:5:Bernkastel},"""... Muy bien. Lo prometeré con la verdad roja... {p:1:Cuando el sello del Libro de la Única Verdad se disuelva, tú, Ange, serás la primera en leerlo}... ¿Eso es suficiente para ti?"""
,"Por un momento, Ange consideró las palabras de la bruja, buscando alguna trampa oculta en ellas..."
,No había mayor garantía que una verdad roja pronunciada por una bruja. Ange lo sabía bien.
,Si comenzaba a dudar incluso de esta verdad roja... entonces no quedaría nada en este mundo en lo que pudiera confiar.
,Si empezaba a dudar hasta de esto... entonces incluso la verdad dejaría de ser verdad.
{f:5:Bernkastel},"""... ¿Sigues insatisfecha con algo?"""
{f:5:Ange Beatrice},"""Nn... No, estoy bien."""
,Necesitaría la ayuda de {f:5:Bernkastel} si quería leer el Libro de la Única Verdad.
,Ange por fin se dio cuenta de que no ganaría nada quejándose más y molestando aún más a esta bruja...
{f:5:Ange Beatrice},"""... Una vez que hayas roto el sello, llámame de inmediato."""
{f:5:Bernkastel},"""Por supuesto. Yo también quiero leerlo tan pronto como sea posible. Te llamaré de inmediato."""
,"Bern giró sobre sí misma, y luego desapareció en la oscura fosa de estanterías."
,Ange vio aparecer un banco de peces verde esmeralda que siguió a {f:5:Bernkastel}... ¿Podrían ser sus familiares?
,"Mientras contemplaba las luces esmeralda que parecían algún tipo de peces de las profundidades marinas, alguien empujó a Ange por detrás."
Furudo Erika,"""Vamos, camarada Ange."""
{f:5:Ange Beatrice},"""... Me estás dando escalofríos, así que por favor, solo llámame Ange."""
Furudo Erika,"""Entonces, puedes llamarme Erika-sama."""
{f:5:Ange Beatrice},"""... Vámonos, camarada Erika."""
,Las dos empezaron a nadar en la dirección que Erika había indicado...
,"""Nadar"" parecía una palabra más apropiada, describía lo que estaban haciendo mucho mejor de lo que la palabra ""volar"" podría."
{f:5:Ange Beatrice},"""... ¿Qué clase de lugar es este? Es demasiado grande para ser llamado una biblioteca."""
Furudo Erika,"""No es como si fueras a recordar su nombre, así que ¿por qué no simplemente lo llamas ‘la biblioteca’?"""
{f:5:Ange Beatrice},"""Decidiré por mí misma si puedo recordarlo o no. Dímelo."""
Furudo Erika,"""Es ‘La Noble Ciudad de Libros Cuidadosamente Seleccionados de la Gran Bruja del Teatro, el Drama y la Expectación’."""
{f:5:Ange Beatrice},"""... Sí, ‘la biblioteca’ está bien."""
Furudo Erika,"""Sabía que dirías eso."""
,La Ciudad de los Libros.
,"Sí, el nombre le queda bien."
,Las estanterías a ambos lados de este cañón son rascacielos.
,"Si pienso en esas luces verde esmeralda fluyendo bajo nosotros como faros en una autopista, entonces esto realmente parece una ciudad de libros."
{f:5:Ange Beatrice},"""Estas cosas no son solo libros, ¿verdad?"""
Furudo Erika,"""Así es. Cada volumen contiene una obra en la que participan varios actores... Desde aquí parecen libros, pero si abres uno, encontrarás un mundo entero dentro."""
{f:5:Ange Beatrice},"""... Así que incluso nuestra larga historia es solo uno de estos."""
Furudo Erika,"""Las grandes brujas que viven en un plano mucho, mucho más alto que el nuestro no son muy diferentes de un dios o un Creador... Desde su perspectiva, nuestra pequeña historia vale poco más que un único libro, si acaso."""
,"Desde la perspectiva del espectador, nuestras vidas individuales no valen nada en absoluto."
,Si están escribiendo todo un mundo en un solo volumen... entonces mi vida probablemente ni siquiera valga una sola línea.
{f:5:Ange Beatrice},"""Pero nosotras somos las protagonistas... Yo lo soy, y tú también."""
Furudo Erika,"""Así es. Incluso si la historia de los dioses no nos menciona... siempre somos las protagonistas del relato que escribimos para nosotras mismas... Tomar conciencia de eso es lo primero que separa a las brujas de los {y:0:Humanos}{n:0:humanos}."""
,"Se encontraban en un balcón, que en realidad era una sección excavada del tamaño de una habitación en la estantería, sin ninguna barandilla protegiendo el precipicio."
,"No se adentraba demasiado, dándole la apariencia de una habitación cortada por la mitad."
,"Estaba llena de herramientas de la vida cotidiana, como si fuera la casa oculta de Erika."
Furudo Erika,"""Mi ama me ha ordenado servirte té, así que si no te apetece beberlo, tendré que vertértelo con un embudo."""
{f:5:Ange Beatrice},"""... Si lo intentas, tendré que servirte un poco de matcha."""
Furudo Erika,"""¿Matcha?"""
{f:5:Ange Beatrice},"""... Nada. Solo hablaba conmigo misma."""
,"Ignorando a Erika mientras preparaba el té... Ange miró hacia abajo, contemplando la extraña y surrealista escena bajo sus pies."
,"Hasta que Erika terminara de preparar el té, esa vista atrapó su mirada como si le estuviera succionando el alma..."
Furudo Erika,"""Esto puede sonar extraño, viniendo de mí."""
{f:5:Ange Beatrice},"""... ¿Qué cosa?"""
Furudo Erika,"""Hiciste un pacto para desechar tu vida con tal de saber la verdad. Eso es bastante impresionante."""
{f:5:Ange Beatrice},"""... No tenía nada que ganar viviendo. Me fue fácil intercambiar el tiempo que me quedaba."""
Furudo Erika,"""Mi ama realmente se deja llevar por caprichos pasajeros. Pensar que haría un contrato por la insignificante vida de una chica impotente."""
{f:5:Ange Beatrice},"""... Je."""
,"Ange soltó una risa leve, sin molestarse en discutir."
,Eso era muy cierto.
,Era increíble que {f:5:Bernkastel} decidiera prestar su poder a una vida sin valor que intentaba desecharse a sí misma.
Furudo Erika,"""Bueno, mi ama es la bruja que controla los milagros... Así que tiene sentido que apareciera incluso ante una chica miserable como tú."""
{f:5:Ange Beatrice},"""Buen punto... Incluso si {f:5:Bernkastel} no hubiera aparecido, aún así habría dado ese paso fuera del borde aquel día."""
Furudo Erika,"""... Realmente eres una mujer de poco valor, ¿no?"""
{f:5:Ange Beatrice},"""Entonces dime, ¿cuánto vales tú?"""
Furudo Erika,"""¡¿Yo?! Jajaja, aja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jaja..."""
,La forma en que Erika se reía era inquietante.
,"Aún así, Ange se dio cuenta de que esta era su propia forma de responder la pregunta."
,La gente no se convierte en bruja por voluntad propia.
,"Si tienen la capacidad de vivir, todos prefieren pasar sus vidas como {y:0:Humanos}{n:0:humanos}."
,... Cuando algo aparece para hacer tropezar esa vida... es entonces cuando se abre el camino para vivir como una bruja.
,"Incluso Furudo Erika, que se hace llamar Bruja de la Verdad, debe ser así."
,"Las dos Brujas de la Verdad, sentadas aquí tomando té sin siquiera mirarse... son exactamente iguales."
Furudo Erika,"""A mí... me gusta exponer la verdad."""
{f:5:Ange Beatrice},"""Lo sé."""
Furudo Erika,"""Me gusta revelar secretos y luego ver cómo palidecen esas personas preguntándose cómo lo descubrí... Es en ese momento cuando sé que he alcanzado la verdad, y es un instante de éxtasis."""
{f:5:Ange Beatrice},"""Definitivamente hay algo muy mal contigo."""
Furudo Erika,"""Bueno, entonces, ¿qué significa la verdad para ti?"""
{f:5:Ange Beatrice},"""..."""
,"Ange estaba a punto de dar una respuesta inmediata, pero contuvo sus palabras."
,"Y, una vez que lo hizo, sin saber la forma adecuada de responder, no pudo decir nada más."
,"Después de todo, para Ange, la verdad en sí misma era el objetivo."
,"Al principio, fue por odio."
,"¿Podría Ushiromiya Eva, la única sobreviviente de Rokkenjima, ser la culpable de todo?"
,"Odiaba a Eva, pero no tenía pruebas de que su tía fuera la culpable, y, por supuesto, Eva nunca habló sobre lo que ocurrió en aquella isla."
,"... Así que, al principio, a los ojos de Ange, ""la verdad"" significaba una prueba de que Eva era la culpable."
,"No obstante, ese sentimiento se marchitó con la muerte de Eva."
,"Ahora que Eva estaba muerta, incluso si Ange encontraba algún tipo de prueba... ya no significaría nada."
,"Por eso, eventualmente, la verdad que Ange quería encontrar... se convirtió en nada más que el mero deseo de saber que ocurrió en esa isla ese día."
,"Aún así, una cosa era obvia."
,Incluso si encontraba la verdad... Eso no traería de vuelta a nadie de su familia.
{f:5:Ange Beatrice},"""... Puede no significar nada en absoluto."""
Furudo Erika,"""¿Vas a exponer la verdad que tu querido Onii‐chan está escondiendo, aunque carezca de significado? La incoherente aquí eres tú."""
,"Erika rió de forma burlona.{n}Ange también rió, como si estuviera de acuerdo."
{f:5:Ange Beatrice},"""Y así, la verdad se convirtió en mi objetivo... Quizás incluso le podrías llamar mi razón para vivir."""
Furudo Erika,"""Así que, una vez que alcances la verdad, no habrá ningún motivo o razón para que sigas viviendo, ¿no es así?"""
{f:5:Ange Beatrice},"""Así es. Entonces, moriré... ¿No ha sido suficiente? Ya he vivido doce años de más. ¿No merezco al menos que aparezca una bruja y me conceda mi deseo en mis últimos momentos?"""
Furudo Erika,"""... En resumen, solo estás cansada de la vida, ¿no?"""
{f:5:Ange Beatrice},"""Sí. Así que, mi motivo para vivir, mi propia existencia, y todo lo demás carece de sentido... Es por eso que esta meta de encontrar el Libro de la Única Verdad le ha devuelto un poco de brillo a mi vida, ahora que está apunto de terminar... Al menos por eso, le estoy agradecida a {f:5:Bernkastel}."""
Furudo Erika,"""Ya veo... Battler quiere que vivas, así que escondió la meta que te permitiría morir... Creo que compadezco a Battler‐san por primera vez. Después de todo, no puedes escoger a tu hermana menor."""
{f:5:Ange Beatrice},"""..."""
,"Lo siento, Onii‐chan."
,Estoy... cansada de la vida.
,Doce años enteros.
,He vivido sin nada excepto por la ilusión de que alguien podría volver a casa algún día.
,Tan solo déjame encontrar la paz.
,Encontrar la verdad de ese día... Decidí que usaría eso para señalar el final de mi vida.
,"Durante doce años, creí en un milagro, pero no ocurrió ninguno..."
,Ya no... creeré en los milagros nunca más...
Furudo Erika,"""... El Libro de la Única Verdad. Por supuesto, yo también muero por saber que se encuentra en su interior, pero por lo que he oído, no parece que la verdad que contiene sea lo bastante espectacular como para marcar el final de tu vida."""
{f:5:Ange Beatrice},"""Sí... Al principio, esperaba que hubiera algo impresionante escrito en él. Pero ahora... supongo que ya no me importa tanto."""
Furudo Erika,"""Cualquier verdad buscada por una persona sin valor está destinada a ser igual de inútil. Probablemente será un final adecuado para tu insignificante vida."""
{f:5:Ange Beatrice},"""... Sí. Estoy... segura de que lo será."""
,Ange ya comenzaba a darse cuenta de algo.
,Independientemente del por qué Eva decidió no hablar sobre lo sucedido...
,... Los eventos reales de aquel día... probablemente no fueron nada del otro mundo.
,Algún tipo de error hizo que la bomba en esa base subterránea secreta explotara.
,Sí... Tan solo fue... un accidente.
,Pero... el público creía y esperaba que algún tipo de conspiración rodeara los eventos de ese día.
,"Eva era sospechosa por sí misma, así que podía afirmar hasta el cansancio que no había pasado nada extraño, y aun así, nadie le creería."
,"... Obviamente, esto incluía a Ange."
,En ese caso... lo mejor sería quedarse callado.
,No era nada sorprendente... que Eva eligiera no decir nada.
{f:5:Ange Beatrice},"""... Ahora mismo, no siento que haya logrado algo... Solo me siento... agotada y sin energía."""
Furudo Erika,"""Tener el poder para soportar la verdad es lo que hace que una bruja sea una Bruja de la Verdad... Camarada Ange. Parece que después de todo no posees ese poder. Si lo tuvieras, no estarías pensando en morir."""
{f:5:Ange Beatrice},"""... Tienes razón... Durante doce años, me he aferrado a la esperanza de que alguien pudiera regresar... Simplemente he usado la caja del gato de {f:5:Beatrice} para encerrar la verdad, negándola durante doce años."""
Furudo Erika,"""... Cuando leas el Libro de la Única Verdad, me pregunto qué te sucederá."""
{f:5:Ange Beatrice},"""Quién sabe... ¿No cumplirá {f:5:Bernkastel} el contrato cortándome la cabeza con una guadaña o algo así? ¿O volveré a convertirme en trozos de carne otra vez?... Quizás esta vez al menos me pongan algo de sal y pimienta."""
Furudo Erika,"""... Ya veo, así que de ahí viene lo de los trozos de carne."""
{f:5:Ange Beatrice},"""¿Dijiste algo?"""
Furudo Erika,"""No, nada en absoluto. Por cierto, ¿quieres más té?"""
{f:5:Ange Beatrice},"""No, gracias."""
,"Ange miraba lánguidamente hacia abajo desde el balcón sin barandilla... la oscuridad del abismo en el fondo del barranco de estanterías... no, hacia la grieta entre los rascacielos de estanterías."
,... Desde el principio hasta el final de mi viaje... no he dado ni un solo paso lejos de este lugar.
,"Este viaje mío, que ni siquiera ha durado un solo paso... pronto llegará a su fin..."
{f:5:Ange Beatrice},"""... Um, ¿qué son esas líneas de luz que fluyen en el fondo?"""
Furudo Erika,"""Oh, ¿eso? Probablemente sea un grupo de invitados que vienen a la gran fiesta de Lady {f:5:Aurora}."""
{f:5:Ange Beatrice},"""¿Invitados?..."""
Furudo Erika,"""Grandes Brujas del Senado, Brujas Viajeras que intentan escapar del aburrimiento de sus viajes interminables, brujas poderosas que han despertado de siglos de sueño, así como brujas que controlan el mundo futuro y nobles cazadores de brujas. Parece que planea celebrar una gran fiesta esta noche."""
{f:5:Ange Beatrice},"""... ¿Es una fiesta de cumpleaños o algo así?"""
Furudo Erika,"""Por lo que he oído, aunque la gran Lady {f:5:Beatrice}, la Bruja Interminable, pueda ser una desconocida entre las brujas, también es la genio cuyo formidable sistema mágico resultó en la creación de ""la caja del gato de {f:5:Beatrice}"", la fábrica interminable capaz de producir relatos interminables... Desde mi punto de vista, solo es una tonta que es mala concluyendo sus historias, pero en el mundo de las grandes brujas, al parecer es bastante famosa."""
{f:5:Ange Beatrice},"""¿Así que esta es la fiesta de cumpleaños de {f:5:Beatrice}?"""
Furudo Erika,"""Mi ama dice que celebrará una cena con las entrañas de {f:5:Beatrice}... Después de todo, es lo más obvio, ¿no? La caja del gato solo pudo generar infinitos relatos porque no existía una Única Verdad."""
Furudo Erika,"""... Sin embargo, esta noche, la Única Verdad será revelada, gracias a tu llave. Y eso significa que la caja del gato será abierta. Realmente, no es diferente de abrirle el pecho mientras aún vive, y arrancar lo que hay dentro."""
{f:5:Ange Beatrice},"""... ¿Toda esa enorme multitud, que parece una autopista abarrotada, va a la misma cena?... No sé qué me sorprende más, si lo famosa que es {f:5:Beatrice} o lo repulsivos que son esos buitres."""
Furudo Erika,"""Para ti, el Libro de la Única Verdad no es más que un final... Sin embargo, para todos aquellos que disfrutan del misterio de Rokkenjima, este es un evento que no pueden perderse."""
{f:5:Ange Beatrice},"""Ya veo... Entonces, esa es una multitud compuesta de aquellas cabras que están masticando el tablero de juego de Onii-chan."""
,La analogía de Ange ere bastante precisa.
,"Muy, muy por debajo de ellas... se extendía una multitud compuesta por nobles, vestidos con elegantes atuendos y máscaras de cabra."
,Estaban tan ansiosos por destripar la caja del gato de {f:5:Beatrice} que ni siquiera intentaban ocultar la baba que se les escurría de la boca.
,"Esos glotones nobles con cabeza de cabra, que encontraban placer en sacar violentamente la verdad a la luz, avanzaban en una fila de automóviles hacia el punto de encuentro."
{f:5:Ange Beatrice},"""... Parece que este es el final para {f:5:Beatrice} y su caja del gato."""
Furudo Erika,"""... El grupo de Beato se ha atrincherado en la Tierra Dorada, los últimos restos del tablero de juego. Actuando como guardianes de la entrada, Battler y Beato lograron repeler la primera oleada, pero no podrán detener la segunda... Mi ama me ha concedido un ejército capaz de destruir incluso el concepto mismo de defensa. Las defensas de la Tierra Dorada están a punto de desaparecer."""
{f:5:Ange Beatrice},"""... Esas cabras que aparecieron por toda la isla... Son la personificación de las opiniones dispersas que surgirán en el futuro. Y todas ellas desean que la historia de la isla sea una tragedia"""
Furudo Erika,"""Así es. Esas cabras siguen naciendo del vasto océano de internet. La primera oleada no era más que gentuza. La segunda será completamente distinta. Está compuesta por lo mejor de lo mejor, cabras de élite elegidas entre la multitud, capaces de negar a cada una de las piezas acobardadas, una por una. En total, suman cientos de miles... Cien mil personas dispuestas a negar la existencia de unas pocas docenas escondidas en la isla."""
{f:5:Ange Beatrice},"""... Parece que... esto también es el final para Onii-chan."""
Furudo Erika,"""Pero estás lista, ¿verdad? Sabes que Ushiromiya Battler murió en 1986... y que este hombre no es más que una ilusión creada por la caja del gato."""
{f:5:Ange Beatrice},"""... Sí... Lo entiendo."""
,Independientemente de si es mi verdadero hermano o una ilusión... independientemente de si es quien me gustaría que fuera o no... el Battler que creó este tablero de juego por mi bien... morirá.
,"No. Lo que realmente significa es que aceptaré el hecho de que ya está muerto. No es que vaya a morir ahora, siempre estuvo muerto..."
,Ange reflexionó para sí misma.
,¿No era su responsabilidad llevar a cabo los ritos finales de su hermano?...
,"Este era su prueba final, aquella que se había impuesto a sí misma."
,Todos los que se encontraban en el tablero de juego... eran la personificación de su ingenuidad.
,Si negaba la existencia de todos ellos... ¿no sería finalmente capaz de aceptar la verdad?
,...
,"No, eso no es cierto... No estoy siendo sincera, ni siquiera conmigo misma."
