Speaker,Spanish (ES)
,Hombres con ropa de trabajo estaban extendiendo una lona sobre una sección del vestíbulo.
,"Por la forma en que midieron la pared y colocaron las herramientas, se podía ver que estaban preparándose para hacer un trabajo de construcción."
Ronoue Genji,"""Esto es de suma importancia para el amo. Asegúrense de no dañarlo."""
,El presidente de la empresa constructora asintió con la cabeza varias veces para demostrar que había entendido.
,"Luego, seis trabajadores jóvenes llevaron un gran objeto rectangular envuelto en una sábana blanca..."
,"""¡Bien, con cuidado! Pónganlo con cuidado, poco a poco."""
,"""¿Aquí está bien?"""
,"""Está bien, ahora comencemos."""
,Al parecer estaban poniendo algo grande en la pared del vestíbulo...
Ushiromiya Natsuhi,"""... ¿Es ahí donde quiere colgarlo?"""
Ushiromiya Krauss,"""Eso es lo que él quiere. Después de todo, esta mansión no es más que uno de los juguetes de padre."""
,Natsuhi respiró hondo.
,"Aunque esto era un capricho de Kinzo, un hombre al que respetaba mucho... ella parecía resistirse a la idea de que eso se exhibiera en el vestíbulo, que es la cara de la mansión."
,"Cuando la sábana blanca fue retirada, se pudo ver a una mujer occidental que llevaba un hermoso vestido..."
,Era el gigantesco retrato de una mujer...
Ushiromiya Kinzo,"""¿Va todo bien?"""
Ronoue Genji,"""Sí. Estará terminado para la tarde."""
Ushiromiya Kinzo,"""Me gustaría verlo exhibido lo antes posible. Te encargo la dirección, amigo mío."""
Ronoue Genji,"""Déjemelo a mí."""
Ushiromiya Krauss,"""... Padre. Parece ser un retrato espléndido."""
Ushiromiya Kinzo,"""Sí. Es un trabajo magnífico. Estoy satisfecho."""
Ushiromiya Natsuhi,"""... Esa es su benefactora, la mujer que le dio el oro, ¿cierto?"""
Ushiromiya Kinzo,"""Así es... Si no hubiera conocido a {f:5:Beatrice}, yo no estaría aquí, tampoco la familia Ushiromiya, y por supuesto, esta mansión tampoco existiría. Es natural que su retrato sea colgado en el mejor lugar posible."""
,"Ahora que lo había dicho tan claramente, no habría forma de contradecirlo."
,Krauss y Natsuhi solo pudieron encogerse de hombros.
Ronoue Genji,"""... Amo. La placa del epitafio está aquí. Por favor, verifique que todo esté en orden."""
Ushiromiya Kinzo,"""Sí. No debe haber ni una sola palabra equivocada..."""
,¿Epitafio?... Krauss y Natsuhi inclinaron la cabeza y siguieron a Kinzo.
,El líder de los trabajadores colocó una placa cubierta por una sábana.
,"Los demás pensaron contendría el nombre del cuadro y una explicación del mismo, pero parecía tener demasiadas palabras para ser solo eso..."
Ushiromiya Natsuhi,"""... Padre, ¿qué es esto?"""
Ushiromiya Krauss,"""¿Contempla... el río de ayus que atraviesa mi añorado pueblo natal?..."""
Ushiromiya Kinzo,"""Je... Jejejejejeje. Léanlo e interpretenlo como quieran."""
Willard H. Wright,"""... Así finalmente llegamos a la aparición del epitafio y del retrato."""
Ushiromiya Lion,"""No sé mucho sobre este epitafio. No existe en mi mundo."""
Willard H. Wright,"""Probablemente no. En tu mundo, es evidente que heredarás el titulo de líder. Pero en este mundo, ese no es el caso."""
Ushiromiya Lion,"""En otras palabras... ¿este epitafio fue creado por el abuelo para elegir a su sucesor?..."""
Willard H. Wright,"""Es lo más probable. O tal vez, él quería creer en la posibilidad de un milagro."""
,"Un acertijo difícil, hecho de tal manera que nadie pudiera resolverlo."
,Si alguien realmente pudiera resolverlo... sería un milagro.{n}Y ese milagro... podría guiar a la persona que Kinzo más deseaba...
Ushiromiya Lion,"""En resumen, ¿este epitafio realmente muestra un ritual para revivir a la bruja {f:5:Beatrice}, tal y como todos pensaban?..."""
Clair,"""... Es normal interpretarlo de esa forma. Un ritual misterioso en el que se sacrifica a trece personas para revivir a la bruja... Sin embargo, ese no es el verdadero ritual... Esperar a que alguien lo resuelva milagrosamente. Ese era el verdadero ritual. Sin embargo, el destino es irónico."""
Willard H. Wright,"""Genji ya lo sabía... Quizás Kinzo organizó esto porque supuso que Genji lo sabía todo en primer lugar."""
Clair,"""... ¿Eso era una coincidencia del destino, o algo planeado? No lo sé... Aun así, con este epitafio, la bruja {f:5:Beatrice} reviviría en el verdadero sentido de la palabra."""
{f:5:Beatrice},"""... Esta es... {f:5:Beatrice}..."""
,Mi alma fue capturada por la mujer expuesta en ese enorme retrato.{n}Eso podría haber sido literalmente cierto.
,"O, más que capturada, tal vez sería mejor decir que mi alma había regresado a un lugar más apropiado, el lugar al que pertenecía."
,"Su hermoso cabello rubio era igual al mío, solo que estaba atado."
,"El vestido que llevaba era de un negro intenso, lo que hacía que su cabello dorado resaltara aún más."
,... Esta es la bruja... {f:5:Beatrice}.{n}Mi... verdadera forma...
{f:5:Beatrice},"""¿Mmm...? ¿Qué es esto?"""
,Había una placa con demasiadas palabras para que fuera el título del cuadro.
,"Contempla el río de ayus que atraviesa mi añorado pueblo natal...{n}Tú, que buscas la Tierra Dorada, sigue la corriente del río cuesta abajo en busca de la llave."
{f:5:Beatrice},"""... La Tierra Dorada... Ya veo... así que mi mundo... es la Tierra Dorada..."""
