Speaker,Spanish (ES)
,"El jardín de rosas estaba verdaderamente espléndido ese año.{n}Las rosas florecían como locas, como si estuvieran compitiendo entre sí."
,"En ese jardín de rosas se encontraban Kinzo, Kanon y Natsuhi..."
Ushiromiya Kinzo,"""Una vez más, las flores han crecido maravillosamente este año. Debe ser el fruto de tus cuidados."""
Kanon,"""... Muchas gracias. Pero solo se debe a que tuvimos buen tiempo este año."""
Ushiromiya Natsuhi,"""Gracias a tus cuidados, el jardín se encuentra aún más hermoso que de costumbre. Buen trabajo."""
Kanon,"""Muchas gracias..."""
Ushiromiya Kinzo,"""Si hoy no fuera un día tan especial... quizás habríamos podido admirar las rosas disfrutando de algo de té negro."""
,Kinzo se encogió de hombros. Hoy era el día de la conferencia familiar.
,"... Con respecto a los negocios de los otros hermanos, no habían escuchado nada bueno."
,"Al contrario, esos hermanos seguramente planeaban cambiar el tema de la conversación a lo que le quedaba de vida a Kinzo, y tener una pequeña pelea por la herencia."
Ushiromiya Kinzo,"""... Esas personas no son agradables. Por cierto, ¿qué hay de Krauss? ¿Va bien su plan para pagar la deuda?"""
Ushiromiya Natsuhi,"""En verdad parece ser un plan realista... Sin embargo, el plan parece ser a una escala bastante grande, y no parece estar dando los resultados que él esperaba."""
Ushiromiya Kinzo,"""De ser posible, esperaba que se pudiera haber hecho algo antes de la conferencia familiar."""
Ushiromiya Natsuhi,"""... Sí. Mis disculpas."""
{f:5:Beatrice},"""¿Estás seguro de que esto está bien, Kinzo? Pasear tranquilamente por un lugar como este."""
,"¿Cómo había llegado ella allí arriba?{n}... Bueno, no tiene mucho sentido preguntarse ese tipo de cosas cuando de brujas se trata."
,"{f:5:Beatrice} estaba sentada relajadamente en el techo de la pérgola, casi como si hubiera estado disfrutando del sol."
{f:5:Beatrice},"""Esos familiares son como un gran montículo de toxina anti-magia, y van a estar molestándonos. Si te cruzas con ellos, tu alma se evaporará en un instante."""
Ushiromiya Kinzo,"""Hmph. Ya estoy muerto. Ni evaporarme sería un problema para mí."""
Ushiromiya Natsuhi,"""... No podemos dejar que eso suceda. Por favor, por el bien de la familia Ushiromiya, préstenos su fuerza por un poco más de tiempo."""
{f:5:Beatrice},"""Natsuhi. Parece que el barco que lleva a los familiares ha salido del puerto. Quizás sea buena idea que termines tu paseo pronto."""
Ushiromiya Natsuhi,"""... ¿Es eso cierto? Gracias... Por favor vuelva a su estudio, padre."""
Ushiromiya Kinzo,"""Vaya... Es una lástima que tenga que irme con un clima tan perfecto."""
{f:5:Beatrice},"""No te quejes, Kinzo. En este momento, no eres más que un fantasma al que le di vida. Sería problemático tanto para Natsuhi como para mí que la toxina te hiciera desaparecer. Solo sé un buen chico, enciérrate en el estudio, y cúbrete con una sábana o algo. ¡*carcajada*carcajada*!"""
Ushiromiya Kinzo,"""Hmph... El simple hecho de tener la oportunidad de disfrutar de las rosas aun después de la muerte me hace extremadamente afortunado. Entiendo. Volveré al estudio."""
Ushiromiya Kinzo,"""Pero me gustaría algo de té negro. Kanon, dile a Genji que me prepare un poco. Algo de Marco Polo estaría bien por hoy."""
Kanon,"""... Como ordene."""
Ushiromiya Kinzo,"""Entonces vayamos cada uno por su camino. Natsuhi... Quiero que dirijas la conferencia familiar de manera espléndida sin mí."""
Ushiromiya Natsuhi,"""Por supuesto, padre. Él no puede decirlo en frente de ellos, pero mi esposo ya es el líder de la familia Ushiromiya. Y haré lo que pueda para no avergonzarlo como su esposa."""
Ushiromiya Kinzo,"""... Comparado con Krauss, quien ha estado con dolor de estómago desde esta mañana, estás muy tranquila, Natsuhi... Mi hijo es un caso perdido."""
Ushiromiya Natsuhi,"""Mi esposo es talentoso a su manera. Apoyarlo en los puntos en que es débil es mi deber como su esposa."""
Ushiromiya Kinzo,"""Mm. Da lo mejor de ti. Me aseguraré de quedarme encerrado para no verme involucrado en esta farsa."""
Ushiromiya Natsuhi,"""Kanon. Ve con padre al estudio. Y luego haz que Genji sirva algo de té negro."""
Ushiromiya Kinzo,"""No estoy tan viejo como para necesitar tu ayuda para moverme. Aquí voy..."""
,"Rechazando el intento de Kanon de darle una mano, Kinzo se levantó del cantero en el que había estado sentado."
,El retirado líder dejó todo en las manos de Natsuhi y regresó al estudio a paso tranquilo...
{f:5:Beatrice},"""... Te ves bien. Posees un gran sentido de la dignidad, similar al de la difunta esposa de Kinzo."""
Ushiromiya Natsuhi,"""En la remota posibilidad de que la toxina anti-magia alcance a padre... ¿se esfumará la magia instantáneamente?"""
{f:5:Beatrice},"""Sí. En un abrir y cerrar de ojos... Yo puedo desaparecer si es necesario, pero si alguien que ya está muerto, como Kinzo, pierde su forma, será arrastrado por los vientos del sol en cuestión de minutos y desaparecerá como si fuera polvo. Debes tener cuidado."""
Ushiromiya Natsuhi,"""Sí. Entiendo."""
{f:5:Beatrice},"""... Puede que tengas talento como bruja. La toxina anti-magia ha ido acumulándose en tu sistema con el pasar de los años, y aun así eres capaz de entender la magia... Si tú y yo nos hubiéramos conocido durante tu juventud, quizás ahora serías una poderosa bruja."""
Ushiromiya Natsuhi,"""Soy la esposa de Ushiromiya Krauss, la esposa del líder. Me convertiría hasta en bruja o demonio para proteger su honor... Te agradezco profundamente por el poder de tu magia. No habría sido capaz de proteger el honor de la familia Ushiromiya de no ser por ti."""
{f:5:Beatrice},"""Hablemos de eso en otro momento. Me gustaría disfrutar de esa discusión estando las dos solas tomando té."""
Ushiromiya Natsuhi,"""Una amiga mía que fue a Sri Lanka me envió algo de té negro con una maravillosa fragancia a rosas."""
{f:5:Beatrice},"""Jo, te refieres al té Dimbula. No está mal. Entonces deberías acompañarlo con patis... Deberías servirme un poco como recompensa si es que logro engañar a todos en la conferencia familiar. Prométemelo."""
Ushiromiya Natsuhi,"""Entendido. Lo prometo. Entonces, te veré luego."""
{f:5:Beatrice},"""Sí, nos vemos."""
,"La bruja hizo que su cuerpo se deshiciese convirtiéndose en pétalos de oro, y se esparció por el aire sin dejar rastro."
,"Natsuhi la miró mientras se marchaba, y luego se dio vuelta y se dirigió a la mansión."
,"Después de eso, no quedó nadie en el jardín de rosas..."
{f:5:Lambdadelta},"""Muy bien. Estamos en <break time>. ¿Alguna queja por cómo va todo hasta ahora?"""
{f:5:Bernkastel},"""... Ninguna. Si tienes que orinar, ¿por qué simplemente no vas y lo haces?..."""
{f:5:Lambdadelta},"""Pero qué grosera. {p:1:Kinzo ya está muerto}, ¿recuerdas? Pero está caminando y hablando, ¿no? ¡¿Eso no significa que esto es magia?!"""
{f:5:Lambdadelta},"""Bueno, dudo que esta jugada funcione contigo después de todo este tiempo, Bern... ¿Pero qué hay de ti, Battler? ¿No es extraño? ¿No tienes que aceptar la existencia de la magia que revivió a Kinzo? ¡Jaajijyajajaaaa!"""
Ushiromiya Battler,"""... Si estás tratando de imitar a Beato, me está molestando, así que basta ya."""
{f:5:Lambdadelta},"""¡*risita*! ¡¿Te diste cuenta?! Entonces vamos, ¿cómo vas a responder, Battler? Kinzo acaba de salir a pase~ar."""
{f:5:Lambdadelta},"""¿Por qué no haces lo de siempre y te agarras la cabeza, gritando ‘{i:¡¡Esto no tiene sentido!!}’?... Vamos, usa tu viejo ""{i:Es totalmente inútil}"" y muéstrame tu clásico contraargumento sin sentido."""
