Speaker,Spanish (ES)
Ushiromiya Battler,"""El jardín de rosas realmente es una obra maestra. Se ha vuelto aún más impresionante de lo que era hace seis años. ¡Qué suerte tienes al tener esto como jardín!"""
Ushiromiya Jessica,"""¿Bromeas? Para mí, solo hace la caminata al puerto más larga, es realmente molesto."""
Ushiromiya George,"""Jajaja. Vaya preocupación más lujosa."""
Ushiromiya Maria,"""¡Uu! Saludar a las rosas todos los días, ¡genial! ¡Debes de llegar tarde después de saludar a tantas rosas!..."""
Ushiromiya Jessica,"""De todas formas, qué pena por Ange. ¿Es cierto que le da malestar estomacal fácilmente?"""
Ushiromiya Battler,"""Eso parece. Probablemente lo que es débil sea su intestino. Está con una diarrea tremenda."""
Ushiromiya Maria,"""Uu. No deberías decir algo así de una señorita..."""
Ushiromiya Battler,"""Ijijijiji, lo siento. Sí, lo olvidaba, del trasero de las chicas salen malvaviscos, ¿cie~~rto? Así que, Ange se enfermó y los malvaviscos se convirtieron en jarabe."""
Ushiromiya Jessica,"""Basta, eso es demasiado."""
Ushiromiya George,"""Asqueroso."""
,George y Jessica le dieron un rodillazo y un puñetazo a cada lado del estómago de Battler.
,*paf* *pow*.
,... Probablemente fue el sonido que hicieron sus rodillas cuando golpearon el piso y se cayó.
,"Normalmente, Battler tenía el sentido común que se espera de un hombre de 18 años."
,"Sin embargo, parecía que la reunión le había devuelto la edad mental que tenía hace seis años."
,"Y poco a poco, Jessica y George se dieron cuenta de que también estaban volviendo a ser como eran hace seis años..."
,"Esta ""encantadora"" escena... estaba siendo observada por Natsuhi, quien miraba a través de una ventana abierta en el vestíbulo."
Ronoue Genji,"""... Señora. Krauss-sama la busca."""
Ushiromiya Natsuhi,"""Iré en un momento... Todavía no es ni la hora de almorzar... y ya estoy bastante cansada."""
,"Hacía tan solo unos instantes, ya habían empezado a saltar chispas entre ellos y el grupo de Eva."
,Los demás habían presionado a Krauss y a Natsuhi una y otra vez para sacar a Kinzo de su estudio...
