Speaker,Spanish (ES)
Ushiromiya Eva,"""... ¿Por aquí?... Quieren que vaya por aquí, ¿no? Me están diciendo... que vaya por aquí después de todo..."""
,¡¡¡...!!!
,"Mi corazón se exaltó... Porque en ese lugar, abierto de par en par... estaban las fauces de la estremecedora oscuridad."
Ushiromiya Eva,"""¿Q‐Qué es esto?... ¡¿Qué es esto?!..."""
,"Cuando forcé mis ojos para mirar con dificultad en la oscuridad, vi algo que parecía un interruptor de luz... De igual manera, había un interruptor con ‘abrir’ y ‘cerrar’ escrito en él."
,"Con firmeza presioné el interruptor de las luces. Y fuertes luces, casi como las de una mina de carbón o algo así, empezaron a parpadear esporádicamente, haciendo que una escalera estrecha que llevaba bajo tierra saltara a la vista... "
,"Era escalofriante como se veía el lugar, incluso más lúgubre con las luces encendidas."
,"Aparte de las luces, había un interruptor con ‘abrir’ y ‘cerrar’ escrito en él."
,"... Probablemente pueda cerrar y abrirlo con esto, pero si tuviera tan mala suerte y la parte de ‘abrir’ estuviera rota, podría quedar atrapada en esta espeluznante área subterránea por toda la eternidad..."
,"Así que, por el momento, no toqué el interruptor de ‘abrir/cerrar’... Y mientras preparaba mi arma, lentamente bajé por las escaleras."
,"Como el techo era muy alto, no se sentía estrecho.{n}Por el contrario, se sentía como si una briza fresca soplara hacia arriba, e incluso sentí una presencia espiritual por lo inquietante que era..."
,"Con mi arma lista, y mirando arriba cuidadosamente... continué descendiendo por las escaleras..."
,"Los muros, las escaleras, las luces... todo se veía bastante anticuado.{n}... Era fácil suponer que el lugar había sido construido al mismo tiempo que la mansión de la isla."
,"Había grietas en el techo, y agua en las paredes, goteando de forma constante."
,"Esa agua caía en una canaleta que estaba puesta al lado de las escaleras, que rápida y silenciosamente fluía hacia oscuridades más profundas. Era como si me advirtieran que vaya más rápido..."
,"Las escaleras se doblaban sobre sí varias veces. Era difícil decir que tan profundo estaba descendiendo, pero pensé por un momento que mucho más de un piso de profundidad."
,Y eventualmente... una rústica puerta de metal se me presentó.
,"Y ahí, habían caracteres escritos con una pintura roja oscura.{n}... Probablemente habrían sido escritos hace ya mucho tiempo."
,"— {p:1:En el décimo crepúsculo, al final de la travesía, recibirás el poder de los cuatro tesoros de la Aldea Dorada.}"
,"Mi corazón, que ya estaba a punto de explotar, pegó un salto aún mayor tan pronto como leí esos caracteres en un rojo profundo..."
,No cabe ninguna duda... Esta es la última parada.{n}... ¡¡La Tierra Dorada... de padre...!!
,"Calmé mi corazón, que ya estaba a punto de reventar. De alguna manera logré recobrar la compostura y preparé mi arma de nuevo."
,"... Pero... al final, no pude abrir la puerta con el arma sostenida con ambas manos... Bajé el arma, contuve la respiración cuidadosamente, y abrí la puerta..."
Ushiromiya Eva,"""... ¡¿E‐Esto no está... dentro de...?!"""
,Mi primera impresión cuando vi la habitación... fue preguntarme si estaba conectada con alguna habitación de la mansión.
,"Sí, este lugar tenía la misma atmósfera que la habitación VIP del segundo piso."
,"Pero estaba bajo tierra, así que no tenía ninguna ventana.{n}Solo estaba la solemne luz de un viejo candelabro."
,"Pero el interior tenía una calidad que, aunque débilmente iluminado por la tenue luz, era más que suficiente para quitarte el aliento."
,"Una cama con dosel, y una mecedora que se veía muy cómoda. Un extravagante sofá y una alfombra lujosa."
,La habitación era la fantasía que toda chica sueña con tener al menos una vez en su vida...
,"Aun así, como era una habitación subterránea escondida y sin ventanas, de hecho se sentía más como si fuera la casa secreta de una bruja."
,"Nunca me tragué la leyenda de la bruja del bosque, {f:5:Beatrice}."
,Aun así... si te mostrarán esta habitación... hubiera sido difícil dudar que ella hubiera existido. Y que había vivido aquí.
Ushiromiya Eva,"""... ¿Hay alguien... ahí?..."""
,"Aunque estaba atónita con la habitación, cautelosamente... no, con timidez mantenía el arma apuntando, y buscando en el interior."
,"Y... en el centro de la habitación, lo encontré."
Ushiromiya Eva,"""... Eeeh—"""
,"Mi grito se ahogó extrañamente, como si un conejo se estuviera asfixiando."
,... Quiero decir... después de encontrar algo así... nadie tendría siquiera palabras más que esa voz ridícula sin aire...
Ushiromiya Eva,"""Está aquí... De verdad está aquí... ¡¡El oro... de padre!!..."""
,"Del otro lado de la cama, estaba amontonado en una pila gigante... ¡¡Una montaña... una montaña de lingotes de oro!!"
,"Por supuesto, no estaban simplemente amontonados sin cuidado alguno, eso dañaría la nobleza de la habitación."
,"Una hermosa tela de satín escarlata estaba tenida sobre la montaña de oro, creando una hermosa combinación de tres colores, entre rojo, dorado, y el negro de aquella profunda oscuridad..."
,"Era como si, cuando la bruja reposaba en esta cama, el oro fuera un respetuoso chambelán esperándola."
,"Noble, refinado, con gracia, deslumbrante.{n}Estaba apilado allí, imponente y aun así con un aire de paz..."
,"Intenté agarrar un solo lingote, y me sorprendió bastante su peso.{n}... Probablemente pesaba 10 kilogramos."
,... Sin duda alguna solo este lingote podría valer 10 millones fácilmente.
,"El emblema de la familia Ushiromiya, el ‘Águila de una ala’ estaba ligeramente impreso en él."
,"Era difícil decir si se estaba desvaneciendo, o si se habría impreso cuidadosamente en primer lugar, pero con total seguridad era el emblema del Águila de un Ala."
,¿Cuantos lingotes están apilados aquí solamente?
,"Solo aproximadamente multiplicando ambos lados, y multiplicarlos por la altura, de seguro debe haber varios cientos."
,"Mi mente ya está en blanco... No puedo calcular tanto.{n}... Aun si estimo con moderación, fácilmente supera los mil millones de yenes."
Ushiromiya Eva,"""Bueno, claro... Claro que sería... Quiero decir, son diez toneladas de oro... Al precio actual, son más de 20 mil millones de yenes en oro... Lo encontré... antes que los demás... ¡¡Lo encontré!! ¡¡Ajaja, wajaja{0}ja{0}ja{0}jajaja, aja‐ja‐ja‐ja‐jajaja{0}ja{0}ja{0}ja{0}jajaja!!"""
