Speaker,Spanish (ES)
{f:5:Beatrice},"""Entonces... ¿cómo se siente jugar en el lado de la bruja?"""
Ushiromiya Battler,"""Se siente extraño... Solía pensar que el lado de la bruja tenía una ventaja muy grande. Pero ahora que estoy en ese lado, veo que esto es ridículo. Casi se parece a aquel juego donde clavas cuchillos en un barril y tratas de no apuñalar al tipo del bigote que está dentro."""
,"Desde la perspectiva del lado humano, se siente como tratar de disparar a un objetivo oculto por la niebla."
,"Pero para el lado de la bruja, un tiro al azar podría llegar a ser fatal."
{f:5:Beatrice},"""... La antigua ""yo"" jugaba así todo el tiempo."""
Ushiromiya Battler,"""Sí, es casi como la Ruleta Rusa... Aún así, tú creíste que yo, tarde o temprano, me daría cuenta, es por eso que extendiste aquellos juegos al límite."""
{f:5:Beatrice},"""... Puede ser imprudente de mi parte preguntar... ¿pero qué es exactamente de lo que te diste cuenta, Battler-san? Al final de tus juegos con la antigua ""yo""..."""
,Fue una pregunta extraña.
,"Aunque en el pasado Beato siempre había sido quien se lo reclamaba a Battler...{n}Ahora que Battler lo había entendido, Beato era quien preguntaba al respecto..."
Ushiromiya Battler,"""... Es exactamente lo opuesto... En el pasado, solo tú recordabas... y solo yo olvidé. Pero esta vez, es al revés. Solo yo recuerdo... y solo tú olvidaste."""
{f:5:Beatrice},"""¿Le importaría decirme qué es?..."""
Ushiromiya Battler,"""... Decírtelo sería... fácil... Pero no quiero decírtelo. No estoy tratando de ser mezquino... Solo quiero... creer por un poco más que un milagro pueda suceder para mí."""
{f:5:Beatrice},"""... ¿Un milagro?..."""
,"Sí, esta era la única semilla milagrosa que Battler había conservado."
,... Si ella pudiera recordarlo sin que se lo digan... demostraría que Beato había resucitado realmente.
,Así que no se lo diría.
,... Era la semilla final de Battler... que existía porque él todavía no podía abandonar sus esperanzas de que Beato reviviría.
{f:5:Beatrice},"""Si no me lo puede decir, entonces no voy a preguntar... Si le he disgustado, por favor perdóneme..."""
Ushiromiya Battler,"""No te preocupes por eso. Solo soy obstinado..."""
,"Cuando ella miró esa sonrisa triste, el pecho de Beato se apretó."
,... Él la miraba... y veía a la antigua Beato.
,Sí... debo convertirme en mi antiguo yo... por su bien.
,"Mi hermana mayor que se quema por telarañas y yo que no, debemos convertirnos en una."
,"... Seguramente, sería más útil para él si me voy en un viaje para encontrarme a mí misma ahora... en vez de simplemente vigilar su juego."
{f:5:Beatrice},"""¿Cómo te sientes acerca de este juego?... ¿Cree que puede ganar?"""
Ushiromiya Battler,"""Tengo la intención de ganar. Voy a ganar... y poner fin a esta tortura eterna, justo como Beato quería."""
