Speaker,Spanish (ES)
,Hubo un momento en que solo Beato y sus compañeras brujas se reunían en este salón a conversar.
,"Sin embargo, ahora había presente una gran e inusual cantidad de gente."
{f:5:Lambdadelta},"""Jejejejeje. Me pregunto qué tipo de juego nos va a mostrar Battler."""
{f:5:Bernkastel},"""... No me importa lo que sea... mientras que sea lo suficientemente divertido como para aliviar mi aburrimiento cuando lo destruya."""
Furudo Erika,"""¡Déjemelo todo a mí, mi ama! ¡Me esforzaré al máximo y le daré los resultados que desea!"""
{f:5:Bernkastel},"""Sí, te conviene hacerlo. Me la pasé haciendo caras extrañas todo el tiempo durante el último juego gracias a ti... Pensé que me saldrían arrugas..."""
Furudo Erika,"""N-No hay necesidad de preocuparse. La belleza de la cara de mi ama es incomparable, sin importar cuán arrugada pueda ponerse."""
{f:5:Bernkastel},"""¡¡¡...!!!"""
{f:5:Lambdadelta},"""¡Ejejeje! Es raro ver a Bern de tan buen humor. El tablero de Beato es realmente extraordinario."""
Dlanor,"""... Qué lamentable es que la creadora de este tablero ya no se encuentre entre {f:5:nosotros}."""
{f:5:Lambdadelta},"""Un tigre muere y deja atrás su piel. Parece que Beato ha muerto y ha dejado atrás su juego."""
{f:5:Bernkastel},"""Aunque el ajedrez todavía existe, nadie sabe el nombre de la persona que lo inventó."""
{f:5:Lambdadelta},"""¡Oh, tienes razón! Kyajajaja, ¡pobres inventores de juegos!"""
Furudo Erika,"""Ahora que lo pienso, Battler-san nos ha hecho esperar mucho, ¿verdad? ¿Todavía está preparando el sexto juego?"""
Dlanor,"""... Gertrude. ¿Cómo han progresado los {f:5:preparativos} de Lord {f:5:Battler}?"""
Gertrude,"""Por favor, permítaseme hablar... Sepa que todo estará listo muy pronto."""
Furudo Erika,"""Si nos está haciendo esperar tanto, debe tenerle mucha confianza a su plan... Realmente me humilló frente a mi ama la última vez. ¡Lo derrotaré sin importar lo que cueste!... ¡Y en especial tú! ¡Asegúrate de no equivocarte de nuevo!..."""
Cornelia,"""... Enfrentaré el desafío con todas mis fuerzas."""
,"El anterior Game Master, {f:5:Lambdadelta}, había confirmado que Battler había entendido todo acerca del juego de Beato."
,"Sin embargo, para poder probarlo, Battler debía manejar este juego por su cuenta y llevarlo a cabo hasta finalizarlo."
,"En otras palabras, si Erika lograba aplastar el juego de Battler, ella podía limpiar la deshonra de ese último juego."
,"Aunque Erika estaba impaciente por empezar, Battler estaba demorándose mucho en aparecer."
,"En ese momento, un enjambre de mariposas doradas aparecieron de la nada y formaron una silueta humana."
,"Por la forma de ese familiar vestido, todos inmediatamente se dieron cuenta de quién era."
Furudo Erika,"""Ah, miren, es {f:5:Beatrice}-san. Y yo que pensé que habías muerto y desaparecido la última vez."""
{f:5:Bernkastel},"""... La jugadora Beato es la que murió la última vez. Esto es probablemente solo una pieza, la pieza de Battler."""
Dlanor,"""Aunque sea una pieza, no cambia el hecho de que es {f:5:ella}."""
,{f:5:Beatrice} dio una elegante reverencia mientras aparecía.
,"Esta entrada humilde era tan inmensamente diferente a su usual aguda carcajada, que logró hacer sentir la espera del sexto juego incluso más incómoda..."
{f:5:Beatrice},"""Padre estará aquí muy pronto. Les pido que esperen solo un poco más..."""
{f:5:Lambdadelta},"""... Ajá. ¿Padre? ¿Qué es eso? ¿Es esto un nuevo plan?"""
,"Beato no solo había empezado a hablar de una manera inusualmente educada, sino que también había usado la palabra ""Padre""... probablemente refiriéndose a Battler."
