Speaker,Spanish (ES)
,¡¡¡*toc*toc*toc*toc*toc*!!!
,El repentino sonido de alguien golpeando ferozmente la puerta hizo que Natsuhi volviera en sí.
,Probablemente se había dormido en el estudio mientras planeaba cómo superarían el día siguiente.
,Pero... ¿quién podía ser?... En un momento como este...
,"Más importante, el que golpearan la puerta en sí mismo era extraño."
,"Si alguien hubiera querido contactarla, simplemente podría haber usado la línea telefónica interna."
,Ella les había dicho que iba a estar aquí.
,"Dándose cuenta de que algo extraño ocurría, Natsuhi sacudió su cabeza una vez más, deshaciéndose completamente de su somnolencia."
Ushiromiya Eva,"""¡¡Padre, padre!!... Soy Eva. ¡Tengo algo urgente y vital que hablar contigo!"""
,Era la voz de Eva.
,... ¿Pero qué ocurre?
,Creí haber dicho que se debían cerrar con llave las puertas y ventanas de la mansión después de que todos fueran a la casa de huéspedes.
,"Así que, ¡¿por qué está Eva aquí?!..."
,"Natsuhi corrió hacia la puerta, respondió con un pequeño golpe, y habló a través de la misma con voz serena."
Ushiromiya Natsuhi,"""... ¿Qué ocurre? Haces mucho ruido."""
Ushiromiya Eva,"""¡¿Natsuhi nee‐san?!... ¡¿Por qué estás en el estudio de padre a esta hora?!"""
Ushiromiya Natsuhi,"""... ¡Te dije que bajaras la voz! ¡¿Has olvidado que al líder le gusta la paz y el silencio más que cualquier otra cosa?!..."""
Ushiromiya Eva,"""¡¡No es momento para decir de eso!! ¡¡Deja de insistir con eso y abre rápidamente!! ¡¡Trae a padre!!"""
Ushiromiya Natsuhi,"""¡El líder acaba de acostarse! No sé qué quieres, ¡pero lo escucharé mañana!"""
Ushiromiya Eva,"""¡¡No tengo por qué hablarlo contigo!! ¡¡Abre ahora mismo!!"""
,"A veces, muchos esquemas e hipótesis pueden desmoronarse debido a la más directa, simple, y emocional de las estrategias."
,Esto es malo...
,"Si abro la puerta, Eva probablemente se precipite y se lance al estudio."
,¡Ahora ni siquiera puedo abrir esta puerta!...
,"En ese momento, el teléfono sonó repentinamente."
,N-No pasa nada. Ambas llaves del estudio están aquí.
,¡Nadie puede abrir esta puerta!...
,Natsuhi se alejó de la puerta y levantó el teléfono...
Ushiromiya Natsuhi,"""¡¡H‐Hola!! ¡Soy Natsuhi!"""
Ushiromiya Krauss,"""Soy yo... Las cosas van mal. Quiero que bajes al salón, rápido."""
,Era Krauss. Su tono era tenso.
,... ¡¿Pero qué ocurrió?!...
Ushiromiya Krauss,"""Parece que Battler-kun y la invitada llamada Erika... resolvieron el epitafio de la bruja y encontraron el oro."""
Ushiromiya Natsuhi,"""¿Eh?... ¡¿Es... Es eso cierto?!"""
Ushiromiya Krauss,"""Rudolf y el resto han entrado por la fuerza. Están diciendo que Battler-kun les mostrará a todos el camino a la ubicación del oro escondido..."""
Ushiromiya Natsuhi,"""¡Ahora mismo tengo a Eva-san afuera del estudio gritándome que le abra!... Si le abro ahora, ¡¡puede que se meta por la fuerza en el estudio!!..."""
Ushiromiya Krauss,"""... E-Entiendo. Yo también iré allí. No te preocupes por Eva. ¡Quédate allí y no hagas nada!... Te daré una señal cuando aleje a Eva de la puerta, así que sal en cuanto la oigas. ¡Prepárate!..."""
,"Justo despues de eso, Krauss subió por las escaleras, acompañado por Genji."
,"Un acalorado debate inició entre él y Eva. ""¡Abre!"" ""No, cálmate."""
,"En medio de eso, hubo un pequeño golpe en la puerta como señal."
,... Krauss habilidosamente había empujado a Eva lejos de la puerta y la distrajo.
,"Durante ese intervalo, Natsuhi salió del estudio y rápidamente cerró la puerta..."
,"Eva se dio cuenta, y una mueca decepcionada se dibujo en su rostro, pero el pesado sonido de la cerradura automática ya había sonado, y la puerta se había cerrado."
Ushiromiya Eva,"""¡¡El oro del epitafio ha sido encontrado!! ¡¡Informárselo a padre debería ser lo más natural!!... ¿O qué? ¡¿Hay alguna razón por la que no puedan decirle a padre?!"""
Ushiromiya Krauss,"""Padre dio estrictas órdenes de no despertarlo después de irse a la cama sin importar qué. Seguir esas órdenes es el deber de los representantes del líder. ¿No es cierto, Genji-san?"""
Ronoue Genji,"""... Sí. El sueño del amo no debe ser interrumpido, sin importar las circunstancias."""
Ushiromiya Eva,"""Incluso esa regla depende del momento y la situación, ¡¡¿no es así?!!... ¡¡Quiero decir, el epitafio ha sido resuelto!! ¡Padre tiene el derecho de saberlo inmediatamente!"""
Ushiromiya Natsuhi,"""Por supuesto, nosotros dos le informaremos todo al líder mañana. Es nuestro deber como sus representantes."""
Ushiromiya Eva,"""¡¡No me importa!! ¡¡Solo abran la puerta!! ¡¡Déjenme ver a padre!! Padre, padre, ¿me escuchas? ¡¡Soy yo, Eva!! ¡¡Por favor, abre!!"""
Ushiromiya Eva,"""Ayayay, ¡¡suéltame!!... ¡¡E-Eso duele!!..."""
Ushiromiya Krauss,"""¡Te estamos diciendo que nos escuches!... ¡¡Deja de golpear la puerta tan fuerte!!..."""
Ushiromiya Eva,"""Au, ¡¡ayayayay!!... ¡¡Suéltame, suéltame ya!!"""
