Speaker,Spanish (ES)
,"""Yasu. ¿Qué hiciste con la escoba pequeña?"""
Shannon,"""... ¿No se supone que la usaste para limpiar los marcos de las ventanas?"""
,Ah...
,La escoba pequeña es una escoba pequeña y fina que parece un pincel grande.
,"La utilizamos para limpiar el polvo de los rincones pequeños, como los marcos de las ventanas."
,Es una de las herramientas de limpieza que me encargaron...
,"""Vamos, era tu responsabilidad, ¡¿verdad?! ¡¿Qué estás haciendo, idiota?!"""
Shannon,"""Rápido, ve a buscarla... Tienes que hacerlo antes de que la señora se entere..."""
,"""¿Qué pasó?"""
,"""Yasu volvió a perder la escoba pequeña. ¡¿Esta niña es una clase de genio perdiendo cosas?!"""
,"""Por eso siempre te digo que nunca le des cosas a Yasu. Yasu siempre es descuidada y pierde cosas."""
Shannon,"""No digas eso, ¿no ves que esta niña está trabajando duro?... Vamos, rápido. Te esperaré."""
,B-Bien...
,"Como no quería oír a los sirvientes quejarse aún más, di media vuelta y me marché."
,"Si pierdes una herramienta, tienes problemas. Si nadie sabe quién lo hizo, a todos nos gritan, así que uno de ellos probablemente le dirá a la señora que fue mi culpa."
,"Aun así, es culpa mía haberla perdido."
,"Me pregunto cuándo la perdí.{n}Cuándo, cuándo..."
,Hoy hemos hecho una gran limpieza de toda la capilla.
,"La capilla es un gran edificio situado detrás de la mansión. Sin embargo, nadie se acerca a ella, normalmente."
,"Aun así, nos ordenan limpiar la capilla varias veces al año."
,"Kinzo lo llama edificio sagrado, por lo que Natsuhi es muy estricta al respecto..."
,"Limpiamos todos los rincones, de arriba a abajo."
,Nos tomó todo el día.
,"Me habían encargado la limpieza de los marcos de las ventanas, pero también muchas tareas secundarias."
,"Mientras esas tareas secundarias me mantenían ocupada, debí de olvidarme por completo de la escoba pequeña... Y la dejé tirada en alguna parte."
,... Me odio por hacer esto.{n}No es la primera vez que ocurre.
,Pasa todo el tiempo.
,"Cada vez que acomodo algo, siempre desaparece.{n}Se va a otra parte. Desaparece."
,He llegado a pensar que podrían ser travesuras de la bruja {f:5:Beatrice}.
,El fantasma de la bruja {f:5:Beatrice} tomó prestado el poder de los espíritus malignos de Rokkenjima para renacer.
,"Antes de que Kumasawa-san me lo contara, nunca supe el significado del santuario en las rocas junto al mar..."
Clair,"""Kumasawa contó una vieja, vieja historia, transmitida entre los pescadores locales. Rokkenjima solía conocerse como Akujikijima, y temibles espíritus malignos que comían almas humanas vivían allí..."""
Zepar,"""¡Oye, Kumasawa! ¡Déjanos oír a nosotros también!"""
