Speaker,Spanish (ES)
Ushiromiya Eva,"""Tres meses de vida. Fue lo que dijo el año pasado, ¿no es así, doctor Nanjo?"""
Nanjo Terumasa,"""... Y-Yo solo hablaba de lo que había determinado según su condición física en ese momento. Como resultado, este año de casualidad tambi—"""
Ushiromiya Rudolf,"""Aunque es dudoso que padre dure hasta fin de año, todavía está muy entusiasmado con su investigación ocultista. ¿Y aun así, usted dice que solo le quedan tres meses, doctor?"""
Nanjo Terumasa,"""C-Como estoy diciendo, Kinzo-san—"""
Ushiromiya Krauss,"""¿No es maravilloso que nuestro respetado padre siga estando de buen humor? Por respeto parental, todos ustedes desean tanto saludar a padre que apenas saben qué hacer con ustedes mismos. Por lo que no pueden aceptar el hecho de que no pueden encontrarse con él."""
Ushiromiya Natsuhi,"""... Considerando que todos han comenzado a centrarse en la herencia mientras el sol todavía está en el cielo, entiendo completamente por qué padre no desea verlos."""
Ushiromiya Rosa,"""T-Te equivocas, Natsuhi nee-san... Nosotros solo, umm—"""
Ushiromiya Rudolf,"""Papá no es inmortal, y {i:algún día} morirá. No le estamos diciendo que muera. Solo decimos que {i:algún día} va a fallecer. Y estamos hablando acerca de cómo prepararnos para ello."""
Ushiromiya Natsuhi,"""¡¡Y eso precisamente es lo más irrespetuoso!!"""
Ushiromiya Krauss,"""Detente. Harás que tu dolor de cabeza empeore."""
,"Krauss le dijo a Natsuhi, que se había levantado de su silla por la alteración, que se sentara."
,"Tratando de suavizar la atmósfera, la cual repentinamente se había llenado de sospechas, Hideyoshi puso una sonrisa forzada y les pidió a todos que se calmaran."
Ushiromiya Hideyoshi,"""... Natsuhi-san, no lo malentiendas. ¿No tiene este paí' un proverbio que dice ""un pájaro que parte deja el nido intacto""? Solo hablamos de ver a ese pájaro partír. 'tamos discutiendo esto pa' que podamos despedirnos de padre de buena manera, pa' cuando se vaya en un viaje el cual debe tomar algún día."""
Ushiromiya Krauss,"""Jajaja... Eso es típico de tu parte, Hideyoshi-san. A pesar de que estás diciendo lo mismo, lo haces sonar de forma muy intelectual."""
Ushiromiya Eva,"""Sí, tienes razón. No como tú, Nii-san."""
Ushiromiya Rudolf,"""Detente. No estamos llegando a ningún lado... Eso estamos diciendo, Aniki. Podemos simplemente olvidar todo esto sobre la herencia. Ni siquiera importa si papá nos golpea."""
Ushiromiya Rudolf,"""Para resumir esta larga historia, queremos ver a papá directamente y saludarlo. Incluso si dice que no quiere. Si él está encerrado en su estudio, no nos importa si tenemos que pedir prestada una llave de Genji-san. ¿Cierto, Rosa?"""
Ushiromiya Rosa,"""... Oh... bien, umm... no es que te estemos forzando... Es solo que... no hemos saludado a padre en mucho tiempo."""
Ushiromiya Rosa,"""Si su tiempo restante de vida es corto, hay una posibilidad de que jamás lo volvamos a ver... Hoy puede ser nuestra última oportunidad de intercambiar unas palabras con él..."""
Ushiromiya Eva,"""Es cierto, tal como dice Rosa. Si solo le quedan tres meses de vida, no sería extraño para él fallecer de un momento a otro, ¿cierto?"""
Ushiromiya Eva,"""¿Y nos dices que a pesar de eso, ni siquiera tenemos el derecho de hablar con él una última vez?... Sin importar las circunstancias, ¿no es eso demasiado?..."""
Ushiromiya Natsuhi,"""... Si la conversación que todos ustedes prentenden tener con padre realmente fuera un saludo, estoy segura de que les vería con alegría."""
