Speaker,Spanish (ES)
Ushiromiya Rosa,"""... Ah... uu..."""
,Silencioso. Oscuro. Frío. Desagradable.
,Rosa recuperó el conocimiento poco a poco...
,Y lo primero en que pensó... fue que habría sido mejor no recuperarlo.
,"Después de todo, con su cuerpo frío y adolorido... se volvió más doloroso al recuperar el conocimiento."
,"Sentía como si hubiese estado durmiendo sobre el frío mármol en la oscuridad, acostada boca abajo por mucho tiempo."
,"... Aaah, es por eso que siempre me digo a mí misma.{n}Aunque solo sea una siesta, tómala al menos en el sofá."
,"A pesar de que siempre sé que, si intento cerrar ingenuamente mis ojos por un segundo, y termino durmiendo en el suelo o en la silla del estudio, me dolerá el cuerpo y dificultará las cosas..."
,"Como me dormí en este suelo tan frío y duro, hasta mis huesos están fríos."
,"Como me dormí en este suelo tan frío y duro, la mitad de mi cara presionada contra él me duele mucho."
,"... Si ahora me fuese a ver en un espejo, estoy segura de que tendría una vergonzosa marca."
,"No pensé que con solo frotarla la haría desaparecer, pero por el momento froté el sitio de mi cara que sentía afectado, tratando de suavizarlo..."
,... Me pregunto... dónde estoy.
,"Pensé que era una habitación muy oscura, pero parece que no lo era.{n}Después de todo, puedo ver mi cuerpo ligeramente."
,"... Sin duda, de algún lugar provenía algo de luz, pero aunque mirara al techo... o al cielo, solo había una gran cantidad de oscuridad, y no podía ver ni siquiera una verdadera luz."
,"Solo mi cuerpo fue ligeramente iluminado, mientras que todo lo demás estaba hundido en la oscuridad... así era este mundo."
,Era como si Rosa hubiese sido abandonada en un mundo olvidado.
,"A medida que su mente se aclaraba, comenzó a ponerse nerviosa acerca de por qué estaba sola en un lugar solitario como este."
,"... Cuando estaba a punto de gritar, para preguntar si alguien se encontraba allí... *tap*, *tap*, pudo escuchar pasos yendo hacia ella."
,"Eran pasos suaves, así que pensó que probablemente se trataba de un niño.{n}No sintió nada inquietante, así que no tenía miedo."
,"Pero tampoco eran los pasos de María, así que, preguntándose quién estaría en una oscuridad como esta, miró a la dirección de la cual se oían los pasos."
,"... En cuanto lo hizo... una silueta tenue, apareció aproximándose a ella."
,Parecía ser... un niño mucho más joven que María.
,... ¿Quién es? No conozco a este niño.
,"Pero, la expresión en su rostro parecía la de un niño perdido separado de sus padres."
,"... Como madre de una hija, Rosa sintió que su pecho había sido desgarrado..."
Sakutarou,‘... Uryu.’
Ushiromiya Rosa,"""... Ah..."""
,"En el instante en que el niño murmuró aquella palabra infantil, sintió dolor en la mitad de su rostro que había comenzado a doler por el frío suelo, como si hubiese sido herida por largas, finas y duras agujas."
,"Sin pensarlo, presionó su mano contra la zona adolorida de su cara."
Sakutarou,‘... ¿Estás bien?... ¿Aún duele?...’
Ushiromiya Rosa,"""... Gracias, pequeño... ¿Dónde estamos?... Realmente... hace frío."""
Sakutarou,‘... Ven por aquí... No deberías estar aquí...’
,Ese niño tomó mi otra mano y la jaló con una expresión sombría en su rostro.
,"... No tenía idea de qué estaba pasando. Pero, la sola expresión honesta de un niño... a menudo puede decir la verdad mejor que cien palabras expresadas por un adulto."
,"No conocía bien la situación, pero aun así, Rosa corrió a su lado, siendo jalada por él..."
,"Pero este era un mundo donde nada se podía ver en la oscuridad, excepto por sus propias formas.{n}Ni siquiera podía sentir que estaba corriendo y moviéndose hacia adelante."
,"... A pesar de que estaba corriendo, ni siquiera podía sentir algo de viento. Es como si estuviera dentro de una pesadilla... ese sentimiento irreal..."
,"Por eso, a pesar de que estaba corriendo, no pude mantener mi equilibrio, y mis piernas se enredaron y caí."
,"... Incluso en un mundo que no se sentía real, el dolor de aplastar mi cara contra el frío, y duro suelo eran la realidad misma."
Sakutarou,‘Uryu... ¿estás bien?...’
Ushiromiya Rosa,"""Uuh... nn... Lo siento, me duele la cabeza."""
,"... Cuando ese niño dijo eso... esa infantil palabra ""uryu"", sentí un dolor como si agujas hubiesen atravesado mi cabeza otra vez."
,"A pesar de que había ocurrido solo dos veces, de algún modo fui capaz de entender que esa palabra de ese niño era la causa de mi dolor."
,... Así que le dije con sinceridad.
Ushiromiya Rosa,"""Lo siento. ¿Podrías parar de decir ese ""uryu""?..."""
Sakutarou,‘Uryu...’
Ushiromiya Rosa,"""Nn... espera un segundo, ¿puedes parar, por favor?..."""
Sakutarou,‘U... au... ¡uu! Lo siento...’
,Tuve la sensación de que las palabras de disculpa de este niño esta vez me hicieron sentir un fuerte dolor en la frente.
,... ¿Quién es... este niño?...
,"Sé que no hay maldad en él, pero cuando estoy cerca de este niño... me duele la cabeza..."
Sakutarou,"‘... ¿Estás bien?... Vamos, rápido... No deberías estar aquí...’"
Ushiromiya Rosa,"""¿Por qué no debería estar aquí?... Oye, ¿dónde estoy?... ¿Quién eres? ¿Dónde está tu mamá?..."""
Sakutarou,"‘... Quien me hizo, eres tú, mamá...’"
Ushiromiya Rosa,"""... ¿Eh?..."""
,Ese niño me miró con ojos redondos.
,... ¿La mamá de ese niño... soy yo?...{n}... ¿Quién? ¿Quién es... este niño?
,No lo puedo recordar.
Sakutarou,"‘¿Acaso... te olvidaste de mí?... Mamá me hizo, ¿cierto?...’"
Ushiromiya Rosa,"""... Espera, deja de bromear. María es mi única hija... Es cierto, ¿dónde está María? ¡¿Dónde está María?! ¡¿María?!..."""
,De repente comencé a ponerme nerviosa porque María no estaba ahí.{n}¿Por qué estoy sola en un lugar como este?
,¡¿Dónde está María?!{n}¡Solo soy capaz de ser yo porque María está allí para mí...!
Sakutarou,"‘... María está aquí... pero ahora no es María. Es mejor si no te encuentras con ella ahora. Es lo mejor para ti, y también para María... Por el bien de María también, escapa.’"
Ushiromiya Rosa,"""¿Eh?... ¿Qué estás diciendo? ¿Dónde está María? ¡¿María?! ¡¡Respóndemee!!"""
Sakutarou,"‘¡María te encontrará!... ¡Ven por aquí, rápido, mamá!...’"
,Ese niño otra vez jaló de mi mano... Probablemente estaba tirando de mí en dirección opuesta a donde estaba María. Así que paré de caminar.
