Speaker,Spanish (ES)
Ushiromiya Jessica,"""Ah, jeje, hace un momento, bueno... por culpa de {i:siguiente líder-sama}, terminé mostrando un lado vergonzoso..."""
Willard H. Wright,"""¿No va a dejar un moretón? Realmente no tiene piedad."""
Ushiromiya Lion,"""... ¿Dijiste algo, Jessica?"""
Ushiromiya Jessica,"""¡N-No, nada, nada!... ¡Ya aprendí la lección!"""
,"Lion, que hasta hace un momento charlaba animadamente con los demás familiares, se giró con una sonrisa, lanzando una mirada intimidante hacia Jessica."
Willard H. Wright,"""... Parece que su autoridad sobre su hermana menor está más que asegurada. Además, tiene un oído infernal. Finalmente, empiezo a entender cómo es Lion."""
Ushiromiya Jessica,"""¡Sí, sí, exacto! Desde siempre ha tenido un instinto increíble. ¡Y además, los adultos le adoran! ¡Siempre me están comparando con Lion, tanto en casa como en la escuela!"""
Ushiromiya George,"""Ahora que lo pienso, Lion fue presidente del consejo estudiantil tanto en secundaria como en preparatoria. También fue presidente del club de bádminton, ¿verdad?"""
Willard H. Wright,"""Así que, donde sea que fueras, te comparaban con Lion y terminabas pasándolo mal, ¿no?"""
Ushiromiya Jessica,"""Cuando entré a secundaria, se lo dije, ¿sabes? Ya era vicepresidente en ese entonces. Le dije que seguramente se convertiría en presidente el año siguiente, y que debería dejarlo porque me haría sentir aún más desplazada."""""
Ushiromiya Jessica,"""¡Pero al año siguiente, va y se postula descaradamente y encima gana por mucha diferencia! ¡Lo mismo pasó en preparatoria! ¡Le dije que esta vez se detuviera, pero no, volvió a ser vicepresidente! ¡Y cuando llegó a tercero, otra vez terminó siendo presidente!"""
Ushiromiya Jessica,"""¡Papá siempre le está mimando, mimando, mimando! ¡Y mamá no para de decirme que me esfuerce para no avergonzarme como su hermana, pinchándome y pinchándome! ¡Nngyaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}ahhhh!"""
Ushiromiya George,"""Pero, en el fondo, estás orgullosa de ser la hermana de Lion, ¿verdad?"""
Ushiromiya Jessica,"""¡N-No es que piense algo así! ¡No lo pienso, para nada!..."""
Willard H. Wright,"""Cuando los de arriba son perfectos, uno se siente asfixiado. Pero los demás son los demás, y tú eres tú. No tienes por qué sentirte intimidada. Haz lo que quieras, da lo mejor de ti y vive como te plazca."""
Ushiromiya Jessica,"""¡Por supuesto! Pero mamá y las demás no paran de decirme que no debo avergonzar a la familia como hermana de Ushiromiya Lion y que tengo que seguir sus pasos... Que me meta en el consejo estudiantil, que practique bádminton y cosas por el estilo..."""
Willard H. Wright,"""¿No estás en el club de música?"""
