Speaker,Spanish (ES)
,"Cada año, los familiares que visitan Rokkenjima dejan escapar un suspiro de admiración ante el jardín de rosas que les da la bienvenida..."
,Se quedaron hablando entre ellos sobre la belleza de las rosas y el estado de su florecimiento este año.
,"Había una sola rosa marchita entre ellas, y María se sintió abatida por su estado."
,"Pero George usó su rápido ingenio, y diciéndole que debía cuidarla si le daba tanta pena, la marcó con un envoltorio de caramelo, e inmediatamente restauró el buen humor de María."
,"Y una vez que Battler, con quien se había llevado bien toda la mañana, sacó el tema de Halloween que tanto le gustaba a María, ella empezó a juguetear de nuevo con energía."
,"Para María, aquellos dulces de malvaviscos con forma de calabaza de Halloween que su madre había comprado para ella eran probablemente un tesoro mayor que cualquier otro."
,"Parecía que varios de ellos habían sido comprados para ella, y exigía ""dulce o truco"" a todas las personas que encontraba, dándoles caramelos en lugar de que sea al revés."
Ushiromiya Battler,"""Me pregunto por qué a María le gusta tanto Halloween. Siempre pensé que a los japoneses les resulta bastante difícil acostumbrarse a ese evento."""
Ushiromiya Jessica,"""¿No es porque es un festival para niños en el que pueden pasearse con disfraces? Es divertido jugar con un atuendo diferente al habitual."""
Ushiromiya George,"""No, yo creo que probablemente hay una razón un poco más compleja. Después de todo, ella es María-chan ""la bruja""."""
Ushiromiya Battler,"""Ahora que lo pienso, cuando estábamos en el aeropuerto, ¿no dijo María que si llevaría un disfraz, sería el de bruja? ¿A María le gustan las brujas?"""
Ushiromiya Rosa,"""Sí, a ella le encantan. Tanto es así que se convierte en un problema."""
Ushiromiya Jessica,"""Bueno, admirar cosas fantásticas como esa es normal a esa edad."""
Ushiromiya Rosa,"""Si al menos hubiera elegido a una heroína de algún anime televisivo para admirar, habría sido bonito... haah..."""
,"A juzgar por las reacciones de Rosa, parecía que, como madre, no encontraba agradable el gusto de su hija por las brujas."
,"Al parecer, todos los primos, excepto Battler, pudieron entenderlo, y se encogieron de hombros, sonriendo torpemente."
