Speaker,Spanish (ES)
,"Un reporte de noticias apareció en la parte superior del programa de televisión que estábamos viendo.{n}El informe de desastres informaba cómo los municipios de todo Japón enviaban de forma constante alertas de lluvias, inundaciones y olas altas."
,"Por supuesto, las gotas de lluvia que golpeaban fuertemente la ventana eran mucho más convincentes."
Ushiromiya Battler,"""... Esta lluvia es increíble. Sin embargo, cuando llueve así de fuerte, se siente como si fuera a parar pronto."""
Ushiromiya Jessica,"""¡Eso quisieras! Se dijo que el tifón se mueve lento, así que en el peor de los casos estará igual todo el día de mañana. Incluso un poco de mal tiempo es suficiente para detener los botes."""
Ushiromiya George,"""Parece que no podremos irnos el domingo después de todo... Me alegro de haber sido cauteloso y no agendar ninguna cita para el lunes con el mundo exterior."""
Ushiromiya Battler,"""Supongo que esto significa que, ijiji, parece que vamos a faltar a la escuela el lunes~. ¡Vivir en una isla está comenzando a parecer bastante bueno!... Ahora que lo pienso, Jessica, tienes que ir en bote a la escuela todos los días, ¿cierto? ¿Qué haces cuando cancelan sus viajes? ¿Te quedas en casa cuando llueve y llegas tarde cuando el viento sopla, como el rey Kamehameha?"""
Ushiromiya Jessica,"""Si los barcos no vienen, me quedo en casa. Sin embargo, no es tan bueno como parece. Por lo general, estoy condenada a estudiar por mí misma, y no es tan divertido con alguien de pie justo detrás de ti viendo todo lo que haces."""
Ushiromiya Battler,"""Durante la época de lluvias, cuando el mal clima se extiende por un largo tiempo, te debes perder un montón de días seguidos, ¿no?"""
Ushiromiya Jessica,"""Sí, eso pasa. Aun así, cada día, mi tutor llamaría y lamentablemente me diría cómo debería estudiar y qué tengo que entregar."""
Ushiromiya George,"""No es tan fácil como piensas, Battler‐kun. Tiene que seguir las reglas para las personas que viajan a la escuela por barco y estudiar mucho."""
Ushiromiya Jessica,"""En realidad, sería más fácil simplemente ir a la escuela. En mi habitación, me distraigo y no puedo concentrarme. Además, no poder hacer nada mas que resolver ejercicios por varios días es increíblemente estresante."""
Ushiromiya Jessica,"""... Cuando pueda ir a la universidad, quiero quedarme en algún dormitorio y despedirme de una vez de esta porquería de isla."""
Ushiromiya Battler,"""Eh... Ah, por cierto, ¿qué haces cuando el clima es bueno en la mañana, pero luego se vuelve tan malo en tu regreso a casa que están cerrados los botes? ¿Pasas la noche en la escuela?"""
Ushiromiya Jessica,"""Eso sucede mucho, de hecho. Por eso, se construyeron unos alojamientos para las personas que no pueden volver a la isla. Así que en esos casos... cuando el clima se pone mal y no puedo volver a casa por unos días, me quedo allí."""
Ushiromiya George,"""Viéndolo desde la perspectiva de las personas que tienen que ir a la escuela todos los días en un tren lleno hasta el doble de su capacidad, es fácil pensar de manera irresponsable que ir a la escuela en un barco es muy interesante y divertido. Pero en realidad, hay bastante dificultad en ello."""
Ushiromiya Jessica,"""Eso es algo que muchos turistas desconsiderados suelen decir. Ya he tenido suficiente de la vida isleña. Realmente quiero graduarme rápido de preparatoria y decir adiós a esta isla."""
Ushiromiya Battler,"""Aun así, podrías haber elegido estudiar en un internado. ¿Por qué elegiste una escuela en Niijima?"""
Ushiromiya Jessica,"""¡¡Eso es lo que yo quería hacer desde el principio!! Pero mamá siempre va con que tengo que aprender modales y disciplina como la heredera de la familia."""
Ushiromiya Jessica,"""... Al final, terminé atrapada en una escuela cerca de casa. Cielos, odio esta isla. Solo quiero vivir en la ciudad. Donde sin importar si llueve o caigan lanzas del cielo, con solo ponerte ropa casual y sandalias, puedes llegar a una tienda en menos de cinco minutos..."""
Ushiromiya George,"""Jajajaja. Aguanta un poco más. Falta solo un poco para que te gradúes de la preparatoria, ¿verdad?"""
Ushiromiya Jessica,"""No puedo esperar ni un poco más. Aaaaaah..."""
,Jessica se estiró y se recostó en el sofá.
,"Tal vez porque ahora era un mal momento, no habían programas interesantes, así que no teníamos nada que hacer excepto matar el tiempo hasta que fuéramos llamados para la cena."
,"Al final, María no volvió a la habitación de los primos."
,Probablemente la tía Rosa la había llevado a la mansión.
,"Tenía que ser muy aburrido para María, estar totalmente sola mientras que los adultos estaban teniendo una conversación confusa."
,"... Pensamos que podríamos ir a la mansión a verla, pero después de todo, había un clima terrible, y no quedaba mucho tiempo hasta la cena, así que nos quedamos donde estábamos."
,"En ese momento, escuchamos el sonido de un tenue golpe.{n}Jessica respondió."
Ushiromiya Jessica,"""¡Sí~!"""
Kanon,"""... Los preparativos para la cena están listos. Por favor, vengan a la mansión."""
,Era la voz de Kanon‐kun. ¿Se tomó la molestia de venir desde la mansión en esta lluvia solo para llamarnos?
,"¿No podía simplemente habernos llamado por teléfono?{n}... Oh bueno, quizá a veces parte del deber de los sirvientes es ir contra el sentido común."
Ushiromiya George,"""Justo cuando comenzaba a tener hambre. Vamos."""
,George‐aniki apagó la televisión y se levantó.
Ushiromiya Battler,"""¡Mi estómago gruñe desde hace ho~ras! ¡Siempre he sido un gran fan de las comidas de la familia principal! ¿Y no dijo Gohda‐san que era bistec de ternera o algo así? ¡¡Oohh, no puedo esperar~!!"""
Ushiromiya Jessica,"""Es aún más fabulosa en el día de la conferencia familiar. ¡Incluso yo lo estoy esperando! Vamos, vamos."""
,"Al salir de la habitación, Kanon‐kun hizo una respetuosa reverencia en silencio."
Ushiromiya Jessica,"""Muy bien, vamos. ¿Está la lluvia muy desagradable allá afuera?"""
Kanon,"""... Sí. Tengan cuidado de no mojar su ropa."""
,"Después de ver a los tres de nosotros fuera, Kanon‐kun se asomó a la habitación vacía."
Kanon,"""... ¿No está María‐sama con ustedes?..."""
Ushiromiya Jessica,"""No, no lo está. ¿No estaba con la tía Rosa?"""
,"Rosa estaba acostada en uno de los sofá del salón, y se había quedado dormida en algún momento."
,... Ella llevaba una carga en sus hombros que los niños nunca podrían imaginar.
,"Por lo tanto, cuando se pudo relajar, ese agotamiento rápidamente dejó a Rosa entrar al mundo de los sueños."
,"Consciente de esto, Genji‐san trajo una manta para ponerla sobre Rosa.{n}Cuando trató de extenderla sobre ella, sus ojos se abrieron de golpe, como si hubiera sido golpeada con electricidad."
Ushiromiya Rosa,"""... Ah... Oh, es usted, Genji‐san... Gracias."""
,"Cuando se dio cuenta de que lo que le había tocado era solo una manta, y que Genji se la estaba dando por consideración, dejó escapar un suspiro de alivio."
Ronoue Genji,"""... ¿Acaso la desperté? Mis más sinceras disculpas."""
Ushiromiya Rosa,"""No, está bien. Dormirme no era lo que planeaba hacer en primer lugar. ¿Qué hora es?"""
,"Cuando le fue preguntada la hora, Genji revisó un reloj que sacó del bolsillo en su pecho."
Ronoue Genji,"""... Son un poco más de las 6:00."""
,"Rosa le dio una ligera sacudida a su cabeza al darse cuenta de que, a pesar de que había sentido como que había dormido durante muchas horas, no había pasado mucho tiempo realmente."
,"... Aunque no se sentía descansada en absoluto, la somnolencia que la envolvía se sentía muy intensa."
Ushiromiya Rosa,"""Gracias, estaré bien sin la manta... No debo dormir a una hora tan extraña. Mi sentido del tiempo se ha apagado por completo... La lluvia, realmente cae a cántaros."""
,Rosa finalmente se dio cuenta de que el pacífico sonido que la había puesto a dormir era en realidad la lluvia que había comenzado a caer.
Ushiromiya Rosa,"""El viento está soplando fuerte también... Me pregunto si el tifón ya nos alcanzó."""
Ronoue Genji,"""... La televisión ha dicho que así es. Debido a que el tifón es lento, se dijo que estaría así todo el día de mañana."""
Ushiromiya Rosa,"""Ya veo... Supongo que esa esa fue mi última oportunidad de ver ese maravilloso jardín de rosas."""
