Speaker,Spanish (ES)
,La mayor dificultad para mantener un fuerte probablemente no sea el miedo a que el enemigo ataque por un punto ciego. Es si puedes mantenerlo durante un periodo de tiempo largo.
,"María se había aburrido y había empezado a hacer una pataleta porque quería ver la televisión. Como no había televisión en el vestíbulo, decidimos volver a la habitación de los primos en el segundo piso."
,"Probablemente, los adultos no querían dejar a María sola, entre otras razones. Por eso nos dijeron a todos los niños que fuéramos a la habitación de los primos en el segundo piso."
,"George, cuyo corazón estaba herido por la pérdida de la persona con la que estaba comprometido, llevó a los primos al segundo piso sin oponer ningún tipo de resistencia."
,"Al principio, Nanjo había estado leyendo un libro en el vestíbulo, pero cuando se dio cuenta de que parecía que los familiares querían hablar de algo siniestro, él dijo ""parece que estoy entrometiéndome..."" y volvió a su habitación en el segundo piso."
Ushiromiya Rudolf,"""... Me estoy muriendo de hambre. Y si sigo sentado, mi somnolencia será aún peor."""
Ushiromiya Rosa,"""Es natural. Puesto que anoche no dormimos lo suficiente."""
Ushiromiya Krauss,"""... Probablemente terminemos atrincherados aquí por 24 horas. Puede que lo más inteligente sea ir tomando siestas por turnos en vez de estresarnos en exceso."""
Ushiromiya Natsuhi,"""Estoy de acuerdo. Mi esposo y yo estaremos aquí, así que cualquiera al que le cueste hacer esto debería descansar sin exigirse demasiado."""
Ushiromiya Eva,"""Es posible que eso sea lo que nuestro oponente está esperando, ¿no? Aunque no pudiese derrotar a un número tan grande de personas, si ese número fuese reducido a una cierta cantidad, puede que planee usarlo para sacar ventaja."""
Ushiromiya Kyrie,"""Hay siete personas aquí. Dos de nosotros podrían descansar durante tres horas a la vez... Falta mucho hasta mañana. Ahora todavía tenemos algo de energía pero esta noche va ser dura."""
Ushiromiya Hideyoshi,"""Seguro que sí. ¿Alguien 'tá con sueño? No se exijan demasia'o, y descansen."""
,"Hideyoshi echó un vistazo alrededor para ver quién quería dormir primero, pero nadie se ofreció."
,"... Todo el mundo estaba igual de cansado, pero nadie era lo suficientemente atrevido como para dormirse ahora... Su miedo al culpable desconocido era tan fuerte como su sueño."
Ushiromiya Hideyoshi,"""... ¿Nadie? Bueno, no se esfuercen demasia'o, compañeros."""
Ushiromiya Eva,"""Si nos cansamos, podemos pensarlo entonces. Claro que estoy cansada, pero ahora mismo no tengo ganas de dormir."""
,"Cuando Eva habló mordazmente, les recordó a todo el mundo la segunda carta de {f:5:Beatrice}, que había sido encontrada en la sala de calderas."
,"{f:5:Beatrice} había enviado dos cartas, y les había dicho repetidamente que resolvieran el acertijo del epitafio."
,E incluso los había provocado diciendo que renunciaría a sus bienes y al título de líder si este era resuelto...
,Eva sacó una libreta y la abrió por la página en la que estaba copiado el epitafio.
Ushiromiya Kyrie,"""... ¿Es ese el epitafio?"""
Ushiromiya Eva,"""Sí... Aunque me desagrada hacer lo que dice el culpable. Después de todo, tenemos tiempo de sobra. Creo que es la manera perfecta de mantener a raya el aburrimiento."""
Ushiromiya Krauss,"""... No es una mala manera de matar el tiempo. ¿Por qué no lo desafiamos juntos como hermanos?"""
Ushiromiya Kyrie,"""... ¿Puedo tomar eso prestado? Lo reescribiré un poco más grande. Natsuhi-san, ¿tienes una hoja de papel un poco más grande?"""
Ushiromiya Natsuhi,"""Debería haber algo de papel en la habitación de los sirvientes. Traeré algunas."""
,Natsuhi trajo inmediatamente una hoja de papel B4 en blanco de la habitación de los sirvientes.
,"Kyrie tomó prestada la libreta de Eva, escribió el epitafio en el papel, y lo dejó sobre la mesa."
,"Entonces, todo el mundo lo miró rápidamente.{n}... Todos empezaron a aglomerarse con naturalidad."
Ushiromiya Hideyoshi,"""Algo había oído, pero... este es un acertijo realmente difícil. No tengo ni la menor idea de cómo resolverlo."""
Ushiromiya Rosa,"""Hace tiempo, yo también hice todo lo que pude por resolverlo, pero estaba igual de perdida."""
Ushiromiya Rudolf,"""Si lo supiéramos, no habríamos venido hasta aquí con un plan para conseguir dinero. Después de todo, son 10 toneladas de oro."""
Ushiromiya Kyrie,"""... Esta es la primera vez que lo he leído seriamente, pero... en ‘términos generales’, ¿no podría estar dividido en tres partes?"""
Ushiromiya Krauss,"""... Llevo pensando esto desde anoche, pero realmente pareces ser una pensadora astuta, Kyrie-san. Es posible que seas capaz de resolver fácilmente el acertijo que nosotros no pudimos."""
Ushiromiya Rudolf,"""Sí. Kyrie es astuta... Puede que sea capaz de abordarlo de una forma interesante sin ningún tipo de prejuicio extraño."""
Ushiromiya Eva,"""... Es cierto. Kyrie‐san. ¿Nos dirías abiertamente tus pensamientos después de leer el epitafio?"""
Ushiromiya Kyrie,"""No creo que vaya a ser muy útil para todos ustedes. Me dan demasiado crédito."""
Ushiromiya Rudolf,"""Para nada, cualquier cosa que se te ocurra será de ayuda. Déjanos escuchar lo que tengas que decir... Porque tus consejos siempre me ayudan cuando estoy preocupado."""
Ushiromiya Kyrie,"""Oh, ¿así que son de ayuda? Se agradece oírlo finalmente ahora."""
Ushiromiya Rudolf,"""Vamos, ¿no te doy siempre las gracias?"""
Ushiromiya Rosa,"""Ustedes dos sí que están unidos. Estoy celosa."""
Ushiromiya Eva,"""Y al resto de nosotros también nos encantaría aceptar tus sugerencias. Está bien, de todas formas solo estamos matando el tiempo, así que ¿por qué no nos relajamos?"""
,Kyrie estaba desconcertada por todos estos elogios que estaba recibiendo de repente.
,"... Pero tenían tiempo de sobra. Ella se dio cuenta de que solo era una forma de pasar el tiempo, y decidió aceptar ese papel..."
Ushiromiya Kyrie,"""... Estoy segura de que diré algo poco acertado, pero... bueno, expondré mis ideas."""
Ushiromiya Krauss,"""Mmm... ¿A qué te referías al principio, sobre cómo en términos generales podría ser dividido en tres partes?"""
Ushiromiya Kyrie,"""Bueno... es exactamente como suena.{n} Creo que, en general, el epitafio puede dividirse en tres partes."""
Ushiromiya Kyrie,"""Primero, están las cinco líneas hasta ""Ahí descansa la {loghint:kagi:llave} a la Tierra {loghint:ougon:Dorada}"".{n} Hasta ese punto es la primera parte, que señala la localización de la llave."""
Ushiromiya Kyrie,"""Y luego está la parte formada por las 11 líneas hasta el décimo crepúsculo, que se refiere a la localización de la {loghint:ougonkyou:Tierra Dorada} en sí misma."""
Ushiromiya Kyrie,"""Y las seis líneas restantes forman la parte tras haber alcanzado la Tierra Dorada."""
Ushiromiya Natsuhi,"""Ya veo. Puede ser dividido en tres: La llave, la Tierra Dorada, y los {loghint:takara:tesoros} de la Tierra Dorada."""
Ushiromiya Krauss,"""Incluso nosotros hemos sido capaces de llegar hasta ahí. Las secciones se refieren a la llave, la puerta, y al tesoro."""
Ushiromiya Eva,"""... ¡Nii-san, no te metas más de lo necesario! Deja que Kyrie-san diga sus ideas con libertad."""
Ushiromiya Rudolf,"""Kyrie. Por favor, continúa... Reconocemos lo mismo en relación a lo que has dicho. Así que, ¿qué viene después?"""
Ushiromiya Kyrie,"""... Me pregunto qué significa esa cosa al principio, eso del ""añorado pueblo natal"". Pensándolo con normalidad, ¿no se referirá al pueblo natal de padre?"""
Ushiromiya Kyrie,"""Como se tomó la molestia de decirnos que es {loghint:natsukashiki:añorado}, puedo imaginar que es un pueblo natal sobre el que pensaba profundamente... ¿padre no era de Odawara?"""
Ushiromiya Eva,"""... Odawara es definitivamente donde nació, pero no creo que este añorado pueblo natal sea Odawara. Creo que todos los hermanos estamos pensando en el mismo lugar."""
Ushiromiya Rosa,"""... Sí. Probablemente no sea Odawara. Por lo que he oído, se divertía mucho cuando era joven."""
Ushiromiya Rudolf,"""Jajaja... La mayor desgracia de la vida de papá probablemente fue haber sido nombrado líder de la familia Ushiromiya."""
Ushiromiya Krauss,"""... Probablemente. Padre realmente no quería convertirse en el líder de la familia Ushiromiya."""
Ushiromiya Kyrie,"""Así que, ¿dónde es? ¿Y hay un río por el que naden los ayus?"""
Ushiromiya Eva,"""... Es posible que lo hubiera en esa época. Estoy segura de que la zona se ha urbanizado mucho, así que es posible que los ayus hayan desaparecido. Sería extremadamente difícil investigar si hubo ayus durante el tiempo en que padre era un niño."""
Ushiromiya Krauss,"""Tampoco hay un solo río, ¿verdad? Creo que todos hemos investigado exhaustivamente en el sentido geográfico... Tú incluso fuiste al lugar real para investigar directamente, ¿no es así, Eva?"""
Ushiromiya Eva,"""Eso fue solo como unas vacaciones... Pero el paisaje de la ciudad había cambiado completamente desde la época de padre. Después de todo, hubo una guerra de por medio. Fue imposible averiguar dónde vivió padre realmente... Probablemente, incluso si lo arrastrásemos a la ubicación real, en este momento, incluso él sería incapaz de determinar dónde vivió."""
Ushiromiya Rudolf,"""Han tenido un notable resurgimiento allí, después de todo..."""
Ushiromiya Kyrie,"""... Tras oír lo del {loghint:ayu no kawa:río de ayus}, ¿les viene algún lugar a la mente?"""
Ushiromiya Rudolf,"""La verdad es que no. Después de todo, son ayus, ¿no? La gente dice que viven en ríos con {loghint:mizu:agua} {loghint:kirei:limpia}, así que los ríos en los que podríamos pensar son incontables. Cualquier {loghint:ogawa:corriente} a la que papá fuera inocentemente a {loghint:ayuzuri:pescar ayus} probablemente ha sido enterrada por el desarrollo posterior. Sería diferente si tuviéramos un mapa de antes de la guerra, o una persona que supiera mucho sobre cómo era la zona antes de la guerra, pero..."""
Ushiromiya Kyrie,"""... Probablemente no sea algo como eso."""
Ushiromiya Krauss,"""¿A qué te refieres?..."""
Ushiromiya Kyrie,"""... Contempla el río de ayus atraviesa mi añorado pueblo natal. Tú, que buscas la Tierra Dorada, sigue la corriente del río cuesta abajo en busca de la llave... Después de estas dos líneas, hay un único espacio en blanco."""
Ushiromiya Kyrie,"""... Algo está siendo presentado con tan solo estas dos líneas. ¿Y si las tres líneas siguientes continuaran basadas en ese algo?"""
Ushiromiya Hideyoshi,"""¿A qué te refieres con que algo está siendo presenta'o?..."""
Ushiromiya Kyrie,"""... No lo sé. En cualquier caso, después de solo estas dos líneas, no es algo tan vago como no saber qué {loghint:kawa:río} es... se supone que ya eres capaz de acotarlo y decir específicamente qué ""{loghint:kawa:río}""."""
Ushiromiya Kyrie,"""... Puede que esto no sea un ""río"" con agua fluyendo... El ""río de ayus"" puede ser algún tipo de metáfora... ¿A qué tipo de imagen se podría referir la palabra ayu?"""
Ushiromiya Hideyoshi,"""... Los ayus son como los {loghint:shake:salmones}. Son {loghint:tansui‐gyo:peces de agua dulce}, pero nadan al {loghint:umi:océano} na' más nacer. Y cuando crecen, vuelven al río pa' vivir allí, luego se {loghint:sanran:reproducen} y mueren en ese lugar."""
Ushiromiya Hideyoshi,"""Bueno, dejan su hogar en algún momento, pero cuando crecen vuelven allí a poner {loghint:tamago:huevos}, eso podría tener una imagen de tipo prosperidad familiar."""
Ushiromiya Rudolf,"""Vaya. Son peces de agua dulce, pero ¿pueden vivir en el {loghint:kaisui:océano}? No sabía eso. Pensaba que eran {loghint:kawa‐zakana:peces de río}, por lo que no podían salir al mar."""
Ushiromiya Natsuhi,"""Y también son llamados {ruby:kougyo:{p:0:香魚}} (peces dulces) debido al sabor de su carne. Nunca me he comido uno, pero he oído que son muy deliciosos a la {loghint:shioyaki:parrilla con sal}."""
Ushiromiya Hideyoshi,"""¡Whoa, Natsuhi‐san! ¡¿Nunca has comido ayus a la parrilla con sal?! ¡Son pa' chuparse los de'os! ¡Deberías probarlo en cuanto puedas!"""
Ushiromiya Krauss,"""Es una comida para plebeyos. No es digno de tu paladar."""
Ushiromiya Rosa,"""... Esto no es más que una idea excéntrica... pero la imagen que me da un río de ayus me hace pensar en un {loghint:kakeizu:árbol genealógico}. Los ayus migran al océano durante un tiempo, pero vuelven al río donde nacieron para reproducirse, ¿verdad?... Me hace pensar en mí."""
Ushiromiya Eva,"""... Tienes razón. En este momento, puedo confesar que en ocasiones he sospechado que se refiere a ti y a María-chan."""
Ushiromiya Krauss,"""Ya veo... A medida que avances río abajo, verás una aldea. La única ""aldea"" ({ruby:sato:{p:0:里}}) que encontrarás cuesta abajo por el árbol genealógico es el que lleva el nombre de María ({p:0:真里亞})."""
Ushiromiya Rosa,"""¡¿Verdad que sí?!... Pero como todos saben, a padre no le agrada María, y no ha hablado casi nunca con ella."""
Ushiromiya Rosa,"""Y, en el pasado, padre me dijo que le pusiese a María un nombre completamente diferente. Elegí María por mi cuenta. Padre se enojó mucho por eso."""
Ushiromiya Rosa,"""... Si piensas sobre los detalles, es muy difícil imaginar que se refiera al nombre de María en su precioso epitafio sobre quién heredaría su riqueza y el puesto de líder de la familia."""
Ushiromiya Kyrie,"""¿Has dejado que María-chan lea el epitafio?"""
Ushiromiya Rosa,"""Uh, sí, por supuesto. Pero parecía como si no tuviera ni idea... Realmente ni siquiera lo considero, y seguía con lo mismo del ocultismo, de que era una {loghint:gishiki:ceremonia} de {loghint:fukkatsu:resurrección} de la bruja."""
Ushiromiya Krauss,"""... Una conexión entre padre y María. Ciertamente, ambos comparten una afición por el ocultismo, pero nunca han interactuado... No me puedo imaginar que se refiera a María tampoco."""
Ushiromiya Kyrie,"""... Lo que me llama la atención es que haya añadido explícitamente la palabra ""{loghint:natsukashiki:añorado}"" al principio... Como todos ustedes acaban de decir, si padre era reacio a convertirse en el líder de la familia Ushiromiya, ¿lo describiría de esa manera?... No creo que sea Odawara, lo que nos trae de vuelta a lo del líder de la familia Ushiromiya."""
Ushiromiya Kyrie,"""... Creo que la palabra ""añorado"" aquí al principio... se refiere a un lugar lleno de recuerdos importantes para padre."""
Ushiromiya Rudolf,"""... Mm... Bueno, así es. Sería difícil localizarlo exactamente puesto que no tenemos ni idea de cómo sería un mapa de la época, pero de todas formas, probablemente había varios ríos por los que nadaban los ayus cerca del pueblo natal de papá durante su juventud."""
Ushiromiya Eva,"""Eso es si se trata de un río por el que fluye el agua, ¿no? ¿Y qué más? Prosigue, Kyrie‐san."""
Ushiromiya Kyrie,"""... No entiendo realmente las tres líneas a partir de ""A medida que avances río abajo, verás una aldea""... Esas probablemente están asociadas con el río de ayus."""
Ushiromiya Kyrie,"""Seguramente es algo que entenderíamos automáticamente si supiéramos lo que es realmente el río de ayus... Mientras no entendamos eso, probablemente sea inútil seguir intentando resolver esas tres líneas."""
Ushiromiya Rudolf,"""Así que estamos acabados a menos que sepamos qué es realmente el ""río de ayus""... Y ni siquiera hay alguna garantía de que se refiera a un río literal."""
Ushiromiya Rudolf,"""... En serio. ¿A qué se refiere con ‘ayu’? ¿A papá le gustaba comérselos? ¿O tiene algún tipo de significado especial? ¿Es inútil darle demasiadas vueltas?"""
