Speaker,Spanish (ES)
Ushiromiya Krauss,"""... Ciertamente, el cuerpo no puede aguantar con nada más que un pequeño desayuno, pero..."""
Ushiromiya Rudolf,"""Claro, entendemos. Aun así, mientras pasa el tiempo, se hace más y más oscuro. Probablemente este sea el momento más iluminado. Es un momento conveniente."""
Ushiromiya Natsuhi,"""Más o menos una hora ha pasado desde que Rosa-san fue atacada. ¡Esto simplemente es demasiado imprudente!..."""
,Era natural que Natsuhi estuviese gritando que era imprudente.{n}... Ya que Rudolf dijo que iría a la mansión a traer comida.
,"Claramente, gracias a su fatiga, el hambre los estaba atormentando."
,"Al comienzo, ellos podrían haber luchado contra su hambre con su somnolencia. Sin embargo, ahora solo nublaba sus mentes, ya que recién era medio día y sus cuerpos se sentían como si estuvieran llegando a su límite."
,La idea de ir a la cocina de la mansión y traer algo de comida realmente era atractiva.
Ushiromiya Natsuhi,"""Me opongo a esto. Puede que sea un poco difícil, pero no deberíamos dejar este lugar bajo ninguna circunstancia."""
Ushiromiya Krauss,"""... Estamos bien. Pero me dolería el corazón al dejar a los niños con hambre... Debo llevar mi responsabilidad como padre."""
Ushiromiya Natsuhi,"""¡Q-Querido!... Ahora que padre está muerto, tú eres el líder de la familia Ushiromiya. ¡No es permisible que vayas a tomar semejante riesgo!..."""
Ushiromiya Kyrie,"""... Tienes razón. Es tal y como Natsuhi-san dice. Krauss-san, tú deberías quedarte aquí como el líder."""
Ushiromiya Krauss,"""... Entonces, ¿quién irá a la mansión?"""
Ushiromiya Rudolf,"""Creo que Kyrie, Hideyoshi-san y yo, deberíamos ir. Hideyoshi-san y yo llevaremos las armas. No deberían poder ponernos una mano encima tan fácilmente."""
Ushiromiya Natsuhi,"""Rosa-san también estaba sosteniendo un arma, pero fue atacada... ¿No es peligroso?"""
Ushiromiya Rudolf,"""... Cuando salí a buscar a Rosa y a María-chan, yo era el único que sostenía un arma. Pero no fui atacado... Quizá tengan más precaución si su oponente es un hombre."""
Ushiromiya Kyrie,"""Dos hombres. Y hasta dos armas. Esos dos servirán como guardias y yo empujaré el carrito con la comida. Creo que la situación será bastante diferente a la de Rosa-san."""
Ushiromiya Hideyoshi,"""Si 'tás contando conmigo como un hombre, estaría contento de ayudar. Puede que no lo parezca, pero mi cuerpo 'tá en muy buena forma. ¡Dejen las cosas pesadas pa' mí!"""
Ushiromiya Kyrie,"""Estará bien que los hombres se encarguen de la protección. Hay un carrito con ruedas en la habitación de los sirvientes, así que, usando eso debería poder llevar la comida."""
Ushiromiya Kyrie,"""... Claro, tendremos cuidado. Y si podemos tener éxito en esta tarea solo una vez, no habrá necesidad de arriesgar nuestras vidas más."""
