Speaker,Spanish (ES)
,Erika había vuelto a la habitación que se le había asignado en el segundo piso de la casa de huéspedes.
,La habitación contigua estaba vacía. No se escuchaba nada allí...
,Ni siquiera presionando su oído contra la pared era capaz de escuchar las voces de la habitación de los primos.
,"Sería imposible sacar algo claro incluso con la autoridad del detective, que mejoraba su audición."
,"Esta habitación estaba en el otro lado del pasillo, muy lejos de la habitación de los primos..."
Furudo Erika,"""La última vez, mi habitación estaba justo al lado de la suya... Ya veo... así que esta vez ha puesto la mía más lejos."""
Dlanor,"""Es una modificación de la organización inicial que está dentro de la autoridad otorgada al Game {f:5:master}. Es, quizás, un primer {f:5:movimiento} bastante razonable."""
Furudo Erika,"""Bueno, esto también me beneficia. Como si quisiera oír las voces chillonas de esos mocosos mientras juegan a las cartas."""
Dlanor,"""..."""
,"Todo este tiempo, Erika había estado de cara a la mesa trabajando en algo.{n}... Estaba preparando algunos de esos sellos de cinta adhesiva de antes."
,Le había preguntado a Kumasawa por la cinta más pegajosa que hubiera en el lugar.
,"Con un permanente, dibujó una firma tan complicada que fuese imposible de falsificar, y entonces comenzó a hacer pequeñas ranuras por ella."
,"De esta manera, podría pegar esto en el lugar que quisiera para probar que había estado cerrado, creando un poderoso sello capaz de igualar en fuerza a la verdad roja."
,Aquellos amenazantes sellos habían acorralado a Natsuhi de una manera muy rigurosa en el juego anterior...
Furudo Erika,"""... Nn... Genial..."""
Dlanor,"""¿Ocurre {f:5:algo}?"""
Furudo Erika,"""... Me atrapó... Ese Battler no deja que se le escape nada, ¿verdad?"""
,Erika se encogió de hombros y le mostró a Dlanor la pieza de cinta adhesiva que había arrancado.
,"A primera vista, Dlanor no pudo darse cuenta de qué le había molestado a Erika.{n}Sin embargo, tan pronto como la tomó en sus manos, inmediatamente se dio cuenta de la diferencia."
Dlanor,"""... Esto no va a {f:5:servir}."""
Furudo Erika,"""Ajá. Apenas es pegajoso. Esto ni siquiera se va a acercar a la verdad roja."""
,"Hasta la cinta adhesiva puede ser de baja calidad, y a veces se vuelve débil con el tiempo."
,La cinta que Kumasawa había encontrado no servía ni para el uso normal. No era lo suficientemente pegajosa como para ser usada como sello de detective.
Dlanor,"""Es posible quitarla sin dejar {f:5:marca}. Esto no puede contar como prueba de un {f:5:sello}."""
Furudo Erika,"""... Supongo que Battler no es tan incompetente como pensaba. Probablemente ha manipulado toda la cinta adhesiva de la isla haciendo uso de la autoridad del Game Master."""
,Dejar que Erika obtuviera cinta adhesiva le daría un arma mortal para usar contra las brujas. El juego anterior lo confirmaba.
,"Por eso, Battler había eliminado esta arma de toda la mansión..."
Dlanor,"""Lo más probable, es que todos los posibles sustitutos de la cinta adhesiva también hayan sido {f:5:manipulados}."""
Furudo Erika,"""... Es probable. Bueno, realmente no es tan malo. Al menos de este modo, no tendré que parecer una idiota trepándome por todas las paredes afuera en la fría lluvia."""
,Erika tiró la cinta adhesiva sin delicadeza y se dejó caer extendida en la cama...
Furudo Erika,"""De todas maneras, esperar tranquilamente al crimen y fumar una pipa también es parte del papel de un detective... Dudo que tengas algo que hacer hasta que empiece el primer crepúsculo, así que ¿por qué no te desvaneces y te vas a tomar un descanso?... Me imagino que tan solo ver mi cara es pesado para ti."""
Dlanor,"""... Yo no {f:5:fumo}. Tan solo soy una {f:5:niña}."""
Furudo Erika,"""Oh, ¿de verdad?... A mí me gustaría... Bueno, solo si realmente es tan refrescante como afirman los fumadores."""
Dlanor,"""... No pareces... muy {f:5:animada}."""
Furudo Erika,"""... ¿En serio?"""
,"Erika contestó con pereza, mientras miraba al techo.{n}Eso había sido una respuesta a medias..."
,El sonido del viento y la lluvia llenó el silencio entre ambas.
,Era tan silencioso que el tictac del reloj se oía claramente.
Dlanor,"""... Lady {f:5:Erika}. ¿Puedo preguntarte {f:5:algo}?"""
Furudo Erika,"""Dependiendo de lo que sea. Aunque la respuesta probablemente sea <no>."""
Dlanor,"""..."""
Furudo Erika,"""... Bueno, de todos modos solo estamos matando el tiempo. ¿Qué pasa?"""
,Era probable que Erika también estuviese aburrida.{n}... O quizás el sonido de la lluvia la estaba haciendo ponerse sentimental.
,"Expresó conformidad, lo cual no era propio de ella, para nada."
Dlanor,"""¿Por qué?... ¿Por qué odia la {f:5:magia}, Lady Erika?"""
Furudo Erika,"""... Ah... ¿Te refieres a lo que pasó abajo con María?"""
Dlanor,"""Eso no era más que un tonto truco para engañar a los {f:5:niños}. Todo el mundo sabía {f:5:eso}... ¿Realmente era necesario ir tan lejos para destruir esa {f:5:ilusión}?... No consigo {f:5:entenderlo}."""
,Había sido una lucha infantil. Erika no necesitaba a Dlanor para que le dijera eso.
Furudo Erika,"""... Bueno, me autoproclamo una violadora intelectual. No puedo soportar que la magia oscurezca la verdad."""
Dlanor,"""Entonces, ¿sientes placer al {f:5:exponerla}?... Yo siento una {f:5:emoción} diferente."""
Furudo Erika,"""¿Una emoción diferente?... ¿Cuál?"""
Dlanor,"""Para mí no es placer... sino una emoción diferente, una {f:5:emoción} negativa."""
Furudo Erika,"""Jah... realmente eres una muñeca asesina, ¿no? Hasta tus ojos son como agujeros vacíos."""
Dlanor,"""... Mis {f:5:disculpas}. Por favor {f:5:perdóneme}."""
,"Erika rodó para el otro lado, enfadada, dándole la espalda a Dlanor."
,"De esta manera, Dlanor no podía ver su expresión."
,... Aun así.
,"Por alguna razón, podía suponer que esta expresión completamente inobservable era una de dolor..."
,"Interpretando esto como una señal de que Erika quería que se fuera, Dlanor hizo una reverencia e hizo amago de irse."
,"Entonces, Erika habló de repente."
,"Las palabras habían salido tan de la nada que Dlanor dudó de sus oídos, y tuvo que pedirle a Erika que lo dijera de nuevo."
Dlanor,"""... ¿Qué {f:5:dijiste}?"""
Furudo Erika,"""Me gustas."""
,Realmente había salido de la nada.
,"Dlanor quería ver a qué se refería Erika en verdad, pero esta seguía dándole la espalda, y no era posible ver su cara..."
Dlanor,"""... Muchas {f:5:gracias}."""
Furudo Erika,"""Estaba saliendo con otra chica hace un tiempo, pero cortamos completamente. La gente puede hablar de nosotros por envidia, pero por favor, ignóralos."""
Dlanor,"""..."""
Furudo Erika,"""Voy a dedicar toda mi vida a ti, así que quiero que tú hagas lo mismo por mí. Encontremos la felicidad juntos."""
,Dlanor evitó preguntar de lo que estaba hablando y permaneció allí en silencio.
,"Por un rato, Erika siguió repitiendo de manera aburrida y sin emoción frases cursis... que podrían haber salido en algún manga shoujo..."
,"Entonces, sin previo aviso, siguió una vez más con un completo non sequitur."
Furudo Erika,"""... Una nueva billetera."""
Dlanor,"""¿...?"""
,"Por supuesto, ella no tenía ni idea de lo que Erika estaba diciendo."
,"Aun así, todavía dándole la espalda a Dlanor... Erika continuó diciendo palabras sin conexión."
Furudo Erika,"""Un extraño llavero de un gato. Un perfume diferente. Una cinta de música que no es de su estilo... la cual dijo que se la había prestado alguien mayor en el teatro... Su superior lo invitó a salir, así que no pudo negarse. Repentinamente lo llamaron del trabajo. Un amigo lo llamó por teléfono y no pudo dejar de hablar por varias horas."""
