Speaker,Spanish (ES)
Leviathan,"""¡¡Oyeee!! ¡Eso es mío~! ¡¡Devuélvelo~!!"""
Beelzebub,"""¡No, no, me lo comeré~! ¡Asmo, Asmo, pásala!"""
Asmodeus,"""¡Kya-jajajajajajajajaja! ¡Por aquí, por aquí, Levia onee-samaaaaa!"""
,"Me pregunto de dónde la sacaron.{n}Ellas estaban peleando por una dona o algo, jugando de verdad ruidosamente."
Satan,"""¡¡Oigaaan!! Ange-sama está leyendo, ¡¿podrían estar un poco más calladas?!"""
Lucifer,"""¡Eres la más ruidosa al gritarnos eso, Satán! ¡¡Cállate!! ¡Hermana estúpida!"""
Satan,"""¡¡T-Tú eres la ruidosa, Lucifer onee-sama!! ¡¿T-Tienes alguna queja?!"""
,"La mayor de las hermanas y la tercera ya estaban acostumbradas a discutir entre ellas. Aunque ambas se enojan tan fácilmente, es un poco gracioso cómo ellas están tratando de contenerse un poco."
,Sorprendentemente pueden ser muy parecidas.
Belphegor,"""*carcajada*carcajada*. Se les dijo que fueran ruidosas, pero esto es demasiado. ¿No podrían bajar un poco el volumen?"""
Ushiromiya Ange,"""... Pueden hacer todo el alboroto que quieran. Es cien veces más agradable que la estridente risa del salón de clases."""
Mammon,"""Ange-samaa, ¡pase de página rápido! ¡Usted de verdad lee leeento!"""
Ushiromiya Ange,"""¿Te gusta leer, Mammón? Y tú parecías como si fueras la peor haciendo cosas simples."""
Belphegor,"""Mammón controla la avaricia... Eso también incluye una sed de conocimientos. No obstante, ella quiere quedarse con todo ese conocimiento para sí misma, así que le advierto que ella se niega a dejar que la gente lea cualquier libro que le den, y algunas veces los quema después de leerlos con tal de asegurarse de eso."""
Mammon,"""Me gusta aprender cosas que nadie más sabe. Me gusta hacer cosas que nadie más puede hacer. Así que me gusta estudiar y practicar. Porque quiero quedarme con toda la inteligencia que nadie conoce toda para mí sola."""
,"Mientras Mammón decía eso, sus ojos brillaban, miró a la página que estaba abierta y la leyó de nuevo."
,Se podía ver la avaricia que le hacía revisar la misma página con mayor profundidad de lo que yo lo hacía.
,"Como pueden ver, mi poder mágico se ha hecho mucho más fuerte de lo que lo era la primera vez que las invoqué."
,"Hoy en día, soy capaz de invocar a las Siete Hermanas del Purgatorio al mismo tiempo y aun así leer tranquilamente un libro como ahora."
,"Este lugar, aunque no puedo recordar {i:dónde} se encontraba, es un banco en una calle calmada y tranquila."
,"Yo era joven en ese entonces, así que no recuerdo dónde estaba ese lugar."
,"... Sin embargo, recuerdo que mis días caminando por aquí habían sido muy divertidos."
,"Junto a papá, mamá... e incluso Onii-chan, era un recuerdo de un muy raro y feliz día cuando todos habíamos estado juntos..."
,Las personas que pasaban de vez en cuando no me notaban.{n}Ellos solo me ignoraban agradablemente y pasaban de largo como si todo fuese normal.
