Speaker,Spanish (ES)
,"""Buenos días."""
Ushiromiya Ange,"""... Bu-Buenos días."""
,"""Buenos días"" es el saludo estándar aquí."
,"Sin importar cuántos años pasen, este estilo de saludo sigue resultando incómodo..."
,"Aunque había respondido a ese saludo con el fin de ahogar esa incómoda sensación, la compañera que me habló me miró vacíamente."
,"""... ¿Oh? *risita*risita*risita*."""
,"""¿Ohhh, qué es eso? Parece que te has equivocado, *risita*risita*..."""
,"Su elección de palabras y modales eran ciertamente lo que uno esperaría de una escuela de niñas ricas, pero el significado real era tan inocente y cruel como uno esperaría de las chicas de esa edad."
,"... Parece que encontraron gracioso que yo erróneamente pensara que ese saludo estaba dirigido a mí. No, puede ser al revés."
,... Tal vez deba decir que ellas no sabían qué hacer después de que las saludara una introvertida como yo.
,"No, a juzgar por las miradas de mis compañeras, que me miraban por encima del hombro, susurrando entre ellas, era como si algunas de ellas consideraran arruinada esta refrescante mañana."
,... Yo era... oscura. Porque no les agradaba.
,"Así que, tratando ya de no interponerme en la refrescante mañana de todos, me incliné y entré al aula."
,... Casi como si estuviese atravesando el pasillo de una sala de cine mientras pasaban la película.
,"Esta es una academia tipo internado, la Academia Santa Lucía."
,"No es una escuela en la que cualquiera pueda entrar haciendo un examen.{n}... Es una escuela escondida de niñas ricas, conocida solo por un selecto grupo de celebridades de varios campos."
,"Para nobles orgullosos que de verdad desean que sus hijas puedan ser criadas como santas, esta es probablemente la escuela ideal para proteger a sus hijas de las impurezas del mundo común."
,"... Pero al mismo tiempo, era probablemente también conveniente para los nobles que querían confinar a quienes no querían que estuvieran a la vista del público."
,"Además de ser una academia aislada de las impurezas del mundo común, también poseía un excelente potencial como escuela prisión."
,"Yo era verdaderamente parte de lo segundo, y estaba confinada en la Academia Santa Lucía... forzada a vivir mi vida en tristeza."
,"Por supuesto, no había muchas estudiantes como yo, y no se nos podía diferenciar a simple vista."
,"Sin embargo, incluso si una de estas niñas no hablaba de ello, por lo general lo podías saber por su apariencia."
,"... Porque ellas siempre estaban con la cabeza agachada todo el tiempo, con una expresión en sus rostros como si el mundo entero las hubiese abandonado."
,"Y cada clase tenía una o dos chicas así, así que aunque ellas no hablaran de eso, podías adivinar quiénes eran."
,Por lo tanto.
,"Aunque yo nunca confesé que era una de esas chicas, en algún momento, todas en la clase se habían dado cuenta..."
,"Tal como la seriedad de una herida se convierte en una señal de estatus en un hospital, lo noble que seas de nacimiento se había convertido en una señal de estatus aquí."
,Aquellos a quienes no se les está permitido salir a lugares públicos no son más que escoria para ellas.
,Deben pensar que relacionarse con estudiantes así las ensuciaría también.
,"Cuando un rumor sobre una estudiante en particular se esparcía, esas chicas fastidiosas se ponían frías y distantes, echando a esa estudiante de todos los grupos sociales."
,"Gracias a eso, yo llevaba una vida escolar tranquila como esta, por mí misma..."
,"Bueno, eso solo si escuchar a la gente hablar a mis espaldas, encontrar mis cosas perdidas o rotas todo el tiempo, y que todas finjan que no saben nada... puede ser llamado una vida escolar tranquila."
,"Incluso en la mañana, debo estar llevando una expresión agotada."
,"... Casi puedo entender cómo mis otras compañeras, que tenían una refrescante mañana, miraban mi rostro y querían chasquear la lengua."
,"Conscientemente tratando de actuar como debería y evitar contaminar la mañana de mis compañeras, tomé asiento tranquila."
,"... Entonces, inusualmente, alguien vino a hablarme.{n}Era la líder de la clase."
,"""Buenos días, Ushiromiya-san... Pareces estar de mal humor esta mañana. ¿Pudiste dormir suficiente?"""
Ushiromiya Ange,"""... ¿Hay algo que necesites de mí?"""
,"""Tú eres la única que no ha entregado su cuestionario para la presentación de la clase, Ushiromiya-san. ¿Olvidaste que la fecha límite era ayer?"""
,... Estoy segura que escuché algo sobre eso la semana pasada.
,"Pero había pensado que el cuestionario no había sido repartido aún.{n}Los detalles deberían estar escritos ahí, así que no sería problema recordarlo una vez que fuese repartido..."
Ushiromiya Ange,"""... A mí no se me dio un cuestionario..."""
,"""Eso no puede ser. Creo que la líder del dormitorio se lo entregó a todos. Si lo perdiste, todo lo que tienes que hacer es decirlo honestamente."""
Ushiromiya Ange,"""... Lo perdí. Lo llenaré ahora mismo, así que, ¿podrías darme otro?"""
