Speaker,Spanish (ES)
Kanon,"""¡Señorita, por favor, cálmese!..."""
Gohda Toshiro,"""¡Todavía no sabemos quién es el culpable! ¡Y {f:5:Beatrice}‐sama es una importante invitada de honor del amo!..."""
Ushiromiya Jessica,"""¡¡¿Y eso qué?!! ¡¡Si la agarramos del cuello, seguro que lo confiesa!! ¡¡Si la miramos a los ojos, lo sabremos!! ¡¡Veré a través de ella!! ¡¿Una bruja?! ¡¡¿{f:5:Beatrice}?!! ¡¡La expondré por quién realmente es!!"""
,"Jessica nunca se detuvo.{n}Gohda y Kanon la persiguieron, haciendo todo lo posible por convencerla, pero Jessica nunca les prestó atención."
,"Eventualmente, la ""habitación VIP de la bruja"" apareció a la vista.{n}Esta habitación VIP siempre estuvo cerrada y nunca se utilizaba."
,"No importa qué tipo de invitado viniera, Kinzo no le dejaba a nadie entrar en esta habitación."
,"Y aun así, a los sirvientes siempre se les ordenaba limpiar esta habitación, para poder utilizarla en cualquier momento."
,"Así que los sirvientes habían empezado a llamar a esta habitación la ""habitación VIP de la bruja"", en honor a su otro amo sin forma."
,Jessica también sabía esto. Y ella no podía soportar la arrogancia de esa mujer al llamarse a sí misma bruja por quedarse en esa habitación.
,"La Bruja Dorada era solo un cuento de hadas. Vamos, ¡¿una bruja?! ¡Para Jessica, no era ni más ni menos que la asesina que había matado brutalmente a sus padres!"
,"Interrógala, oblígala a que ponga excusas ridículas, haz que escupa de dolor al suelo, haz que sienta dolor al respirar."
,"¡¡Por mucho que pretenda ser bruja, enséñale que no es más que una apestosa y sudorosa {y:0:Humana}{n:0:humana}!!"
,Jessica golpeó la puerta de la habitación VIP mientras gritaba con todas sus fuerzas.
,"Definitivamente no era solo un golpe. Ese sonido era el golpeteo del martillo de su ira, cuyo mensaje era claro: si la mujer no abría la puerta, la echaría abajo."
Ushiromiya Jessica,"""¡¡Abre, {f:5:Beatrice}!! ¡¡Sal afuera!! ¡¿Me oyes?! ¡¡¡Abre la puerta!!!"""
,"No hubo respuesta. Jessica giró el pomo de la puerta sin ninguna reserva, pero sintió la resistencia de la cerradura."
,"Jessica se volteó hacia los dos sirvientes, y les exigió."
Ushiromiya Jessica,"""¡La llave maestra abre esto, ¿verdad?! ¡¡Ábrela!!"""
Gohda Toshiro,"""¡Señorita!... ¡¡Eso sería terriblemente grosero!!..."""
,"Aunque Gohda estaba nervioso, intentó calmar de algún modo la ira de Jessica."
,"Después de agachar la cabeza en silencio durante un momento, Kanon sacó una llave maestra de su bolsillo."
Gohda Toshiro,"""¡Kanon‐san!... ¡¿Está bien hacer eso?!"""
Kanon,"""Soy consciente de que esto será grosero si ella está dentro. Y en cualquier caso, si {f:5:Beatrice}‐sama no tiene nada que ver con esto, solo tiene que explicarse para que podamos creerle."""
Ushiromiya Jessica,"""¡¡E-Es cierto, tienes razón!! ¡Dámela!"""
