Speaker,Spanish (ES)
{f:5:Beatrice},"""¿Quién es?"""
Kanon,"""Disculpe... Le he traído el almuerzo."""
{f:5:Beatrice},"""Puedes entrar."""
Kanon,"""Con permiso."""
,"Después de recibir la aprobación, Kanon entró en la habitación VIP, empujando el carrito de servicio."
,Los sirvientes llamaban a esta habitación: La habitación VIP de la bruja.
,Eso era porque Kinzo les había ordenado estrictamente que la mantuvieran siempre limpia para que pudiera utilizarse en cualquier momento.
,"Y sin embargo, a los invitados nunca se les permitía utilizar esta habitación, sin importar quiénes fueran."
,"Por eso, en algún momento, los sirvientes habían empezado a llamarla la habitación VIP de la bruja, supuestamente reservada para hospedar solo a la persona especial que Kinzo estaba esperando: la bruja del retrato."
,"Y hoy, Kanon aprendió que esto era completamente cierto..."
,"Cuando entró en la habitación, la bruja de cabello dorado miraba por la ventana."
,"Afuera, la lluvia ya había empezado a arreciar."
,"¿Acaso estaba perdida en alguna clase de sentimiento... mientras contemplaba cómo el hermoso jardín de rosas, que había costado varios días de trabajo tener preparado para hoy, era destruido por el viento y la lluvia?"
,Kanon no era capaz de inferir nada más únicamente mirando a su espalda.
Kanon,"""Le serviré su comida, {f:5:Beatrice}‐sama."""
,"Así que Kanon decidió llamar a la bruja por su nombre, con el objetivo de que se diera la vuelta."
,Él quería saber. Quería saber si la bruja que los había tentado a él y a Shannon en el pasado... realmente había vuelto a aparecer.
,"Cuando lo hizo, la bruja, cuyo nombre había sido pronunciado, se mantuvo de espaldas y rió. Se rio con una voz tenue."
,"Kanon se sobresaltó...{n}Era casi como si ella le hubiera leído la mente, y supiera que la había llamado con el afán de hacer que se diera la vuelta..."
{f:5:Beatrice},"""Huele bien. Parece que Krauss ha contratado a un buen cocinero."""
Kanon,"""... Sí. Es un cocinero llamado Gohda, quien fue contratado hace unos años."""
{f:5:Beatrice},"""No hay nada mejor que tener una gran habilidad para cocinar. La comida gourmet es uno de los tres pilares del placer de vivir en el mundo humano. El secreto para no aburrirse en mil años es tenerlos en cantidad suficiente. *carcajada*carcajada*carcajada*carcajada*."""
,Kanon y la bruja cruzaron miradas.
,Y ella sonrió...
,"No cabía duda. Ni en lo más mínimo...{n}Se trataba de la bruja de aquel día, {f:5:Beatrice}..."
,"La bruja que antes solo era visible para él y Shannon por fin tenía forma, y había entrado caminando por el vestíbulo como una invitada..."
Kanon,"""{f:5:Bea}{f:5:trice}... sama..."""
{f:5:Beatrice},"""Ha pasado mucho tiempo. Mueble conocido como Kanon. ¡*carcajada*carcajada*carcajada*carcajada*carcajada*!"""
Kanon,"""Ha pasado... mucho tiempo..."""
,"Kanon intentó no olvidar ni un ápice de cortesía hacia la invitada.{n}Pero nubes oscuras habían comenzado a cernirse sobre su corazón a causa de la visita de esta bruja sospechosa, especialmente porque hoy era el día de la conferencia familiar..."
{f:5:Beatrice},"""Me parece que te mueres por saber el propósito de mi llegada. ¿No es así?"""
Kanon,"""..."""
,Kanon no se forzó a contestar. Esta bruja probablemente lee las mentes.{n}Así que no tendría sentido tomarse la molestia de decirlo en voz alta.
