Speaker,Spanish (ES)
,Rosa y el resto volvieron desde la capilla al salón de la mansión.{n}Algo tan horripilante había sucedido tan temprano en la mañana.{n}Por supuesto que estaban muy nerviosos...
,"Battler y George—quienes lloraron, se enfurecieron y dejaron explotar sus emociones tras ver los trágicos cuerpos de sus padres—volvieron al salón, se sentaron en los sofás y pusieron la mente en blanco, como si todo hasta entonces hubiera sido mentira..."
,Solamente María no había cambiado nada y lucía igual que siempre.
,"Cuando ella no estaba haciendo travesuras, era básicamente una niña que jugaba sola sin decir ni una palabra, por lo que, aunque su mente estuviera en blanco, probablemente tendría el mismo aspecto."
,"Pero cuando encendió el televisor y empezó a cambiar de canales, parecía que nada había cambiado de lo normal."
,"Quizás Rosa tenía algunas opiniones sobre esta actitud, que era claramente diferente a la de la gente normal."
,Ella miró a la espalda de María con una mirada para nada agradable.
,"Eventualmente, Kumasawa vino a decir buenos días. Su animoso saludo estaba claramente fuera de lugar, y no pudo evitar desconcertarse por el extraño ambiente en la habitación."
,"Entonces, ella escuchó los detalles de Gohda, y expresó su conmoción de una manera muy ruidosa."
Kumasawa Chiyo,"""Po-Po-Po-Por supuesto que han contactado con la policía, ¡¿verdad?!... ¡¿Qué deberíamos hacer en un momento así, oooh, qué deberíamos hacer?!..."""
Gohda Toshiro,"""Por favor, escuchen con calma. Parece que algún tipo de aparato fue alcanzado por un rayo anoche. Debido a eso, no podemos usar los teléfonos..."""
Kumasawa Chiyo,"""¡¡¿Eeeeh?!! ¡¿E-Entonces, hasta que pase el tifón... ni siquiera podemos contactar con la policía?!"""
,Tal vez la exagerada sorpresa de Kumasawa fue un poco cómica.
,"Rosa soltó una risita, a pesar de la situación."
,"Gracias a eso, la niebla de confusión que había cubierto su cabeza se había despejado un poco."
Ushiromiya Rosa,"""Tengo que mantenerme fuerte. No es solo por María. Ahora también me toca hacer de madre para George-kun y Battler-kun, así que tengo que mantenerme fuerte..."""
,"Rosa era la hermana menor, y había una gran diferencia de edad entre ella y los demás.{n}Así que siempre fue tratada como una niña."
,"Cada vez que aprendía algo nuevo, era algo obvio para sus hermanos, y se había acomplejado, pensando que ella debía ser incompetente."
,"Así que había adoptado una actitud pasiva, pidiendo consejos a sus hermanos cada vez que ocurría algo..."
,"Pero ya no tenía hermanos ni hermanas.{n}Ahora, Rosa era la única que quedaba de los cuatro hermanos Ushiromiya."
,"Además, si Kinzo continua encerrándose incluso en esta extraordinaria situación, Rosa tendría que superar esta crisis como la representante del líder."
Ushiromiya Rosa,"""Ya no soy una niña, no soy una niña..."""
,Rosa se dio una ligera palmada en las rodillas y se levantó.
,Ahora ella no debe esperar órdenes.{n}Tiene que empezar a actuar por su cuenta.
,"Ella tomó el auricular del teléfono en la mesa auxiliar.{n}Acto seguido, recordó que los teléfonos no funcionaban."
,"Genji y Shannon, a quienes había enviado a ver a Kinzo, aún no habían regresado."
,Ella ya tenía una idea general. Él probablemente estaba gritando algún disparate y ellos eran incapaces de tranquilizarlo.
,Su importante capilla había sido profanada con sangre.{n}Era fácil imaginárselo.
,"Había pensado en utilizar la extensión de teléfono para llamar al estudio, pero con la línea telefónica muerta no había nada que hacer."
,Rosa decidió ir al estudio directamente con sus propios pies.
,Su antigua yo se habría asustado tanto que ni siquiera sería capaz de ir a ver a Kinzo.
,"Y de hecho, si se encontrara con él, probablemente la culparían de algo y se ensañarían con ella."
,"Pero ahora no era el momento de asustarse. Como su hija legítima, ella debía informarle de la situación actual."
Ushiromiya Rosa,"""Kumasawa‐san, voy a ver a padre. Cuide en especial de George-kun y Battler-kun. Estoy segura de que deben estar al límite en este momento."""
Kumasawa Chiyo,"""Sí, sí... Estoy bastante segura de que deben estarlo... Es verdaderamente lamentable... Les prepararé algo caliente para beber."""
Ushiromiya Rosa,"""Gracias."""
,Rosa salió al pasillo y se dirigió al estudio de Kinzo.
,"La atmósfera de esta mansión, en la que había pasado sus días de juventud y que debería estar llena de recuerdos, parecía diferente de algún modo..."
,Y cuando ella empezó a subir las escaleras del vestíbulo...
,"En ese momento. En la sombra detrás de Rosa, algo brillaba."
,Era una sola mariposa dorada revoloteando.{n}Revoloteaba y centelleaba.{n}Esa mariposa danzaba tranquilamente sin hacer ruido.
,Obviamente. Nadie puede oír el sonido del batir de las alas de una mariposa.
,Y entonces... se detuvo en la espalda de Rosa mientras subía lentamente las escaleras.
,"Rosa no lo notó. Y para un observador ignorante, probablemente parecería como si una sola hoja dorada en forma de mariposa se hubiera quedado pegada allí."
,"Sin darse cuenta, Rosa siguió su rumbo hacia el estudio de Kinzo..."
{f:5:Beatrice},"""Veamos, ¿de qué manera debo entretenerme a continuación? Todavía quedan muchas, muchas piezas. ¡*carcajada*carcajada*carcajada*carcajada*!..."""
,"En el salón, en el cual el silencio había vuelto, lo único que se podia escuchar era el sonido de la televisión, y María era la única mirándola."
,"Si había algo audible aparte de eso, era el sonido de la lluvia que no había cesado desde anoche."
,"Cada una de las personas que había contemplado aquella sobrenatural y horrible escena permanecieron en silencio, como si rezaran para que los sucesos de esta mañana fueran solo un sueño."
,"Solo Kumasawa no lo había visto, y por eso actuaba de forma ligeramente diferente."
,"Ella en cambio, encontraba este silencio difícil de soportar, y estaba inquieta con el deseo de animar a todo el mundo."
,"Sin embargo, incapaz de decir más de lo que debía, parecía que se estrujaba los sesos pensando en como poder ser de alguna utilidad..."
,"Normalmente sería la hora del desayuno. Sin embargo, tal vez porque algo como eso había sucedido, Gohda parecía haberse olvidado de preparar la comida."
,"No, tal vez todos estaban tan abatidos que se olvidaron de su propia hambre."
,"Kumasawa quería sacar el tema de lo que harían para desayunar, pero no parecía el ambiente adecuado, así que realmente no podía."
,"Pero estar hambriento es difícil.{n}Entonces, ella hizo una propuesta de manera casual."
Kumasawa Chiyo,"""Me imagino que todos deben estar cansados después de todo lo que ha pasado. En momentos como este, creo que lo mejor es calentarse con un poco de té negro."""
Nanjo Terumasa,"""Mm, ese es un buen plan. Yo también estoy de acuerdo."""
